sphrase ID	name	* noms français	ia	da	p	pia	pda	description
absx_life_aura_07	Life Aura - Power 7		a	the				Increases the life regeneration speed of yourself and your teammates around you.
absx_life_aura_08	Life Aura - Power 8		a	the				Increases the life regeneration speed of yourself and your teammates around you.
absx_life_aura_09	Life Aura - Power 9		a	the				Increases the life regeneration speed of yourself and your teammates around you.
absx_life_aura_10	Life Aura - Power 10		a	the				Increases the life regeneration speed of yourself and your teammates around you.
absx_life_aura_11	Life Aura - Power 11		a	the				Increases the life regeneration speed of yourself and your teammates around you.
absf_stamina_aura_01	Stamina Aura - Power 1		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_02	Stamina Aura - Power 2		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_03	Stamina Aura - Power 3		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_04	Stamina Aura - Power 4		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_05	Stamina Aura - Power 5		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_06	Stamina Aura - Power 6		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_07	Stamina Aura - Power 7		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_08	Stamina Aura - Power 8		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_09	Stamina Aura - Power 9		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_10	Stamina Aura - Power 10		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absf_stamina_aura_11	Stamina Aura - Power 11		a	the				Increases the stamina regeneration speed of yourself and your teammates around you.
absm_sap_aura_01	Sap Aura - Power 1		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_02	Sap Aura - Power 2		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_03	Sap Aura - Power 3		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_04	Sap Aura - Power 4		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_05	Sap Aura - Power 5		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_06	Sap Aura - Power 6		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_07	Sap Aura - Power 7		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_08	Sap Aura - Power 8		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_09	Sap Aura - Power 9		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_10	Sap Aura - Power 10		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
absm_sap_aura_11	Sap Aura - Power 11		a	the				Increases the sap regeneration speed of yourself and your teammates around you.
abm_mt_create_sap_crystal_00005	Create Sap Crystal 1 		a	the				Fabrique des cristaux de Sap pour recharger l'enchantement de vos items.
abm_mt_create_sap_crystal_00020	Create Sap Crystal 2 		a	the				Fabrique des cristaux de Sap pour recharger l'enchantement de vos items.
abm_mt_create_sap_crystal_00050	Create Sap Crystal 3 		a	the				Fabrique des cristaux de Sap pour recharger l'enchantement de vos items.
abm_mt_create_sap_crystal_00100	Create Sap Crystal 4 		a	the				Fabrique des cristaux de Sap pour recharger l'enchantement de vos items.
abm_mt_create_sap_crystal_00160	Create Sap Crystal 5 		a	the				Fabrique des cristaux de Sap pour recharger l'enchantement de vos items.
abm_mt_create_sap_crystal_00200	Create Sap Crystal 6 		a	the				Fabrique des cristaux de Sap pour recharger l'enchantement de vos items.
abm_mt_create_sap_crystal_00250	Create Sap Crystal 7 		a	the				Fabrique des cristaux de Sap pour recharger l'enchantement de vos items.
abe_use_item_power	Use Item Enchantment		a	the				Déclenche l'enchantement enfermé dans un item.
abfmf01	Circular Attack 1		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abfmf02	Circular Attack 2		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abfmf03	Circular Attack 3		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abfmf04	Circular Attack 4		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abfmf05	Circular Attack 5		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abfmf06	Circular Attack 6		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abfmf07	Circular Attack 7		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abfmf08	Circular Attack 8		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abfmf09	Circular Attack 9		a	the				Permet de frapper tous ses ennemis qui sont en melee combat.
abm_ml_fear_00010	Fear 1		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00030	Fear 2		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00040	Fear 3		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00050	Fear 4		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00065	Fear 5		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00080	Fear 6		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00100	Fear 7		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00120	Fear 8		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00140	Fear 9		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00160	Fear 10		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00180	Fear 11		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00200	Fear 12		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00225	Fear 13		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_fear_00250	Fear 14		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.
abm_ml_mesmerize_00040	Sleep 1		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00050	Sleep 2		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00065	Sleep 3		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00080	Sleep 4		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00100	Sleep 5		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00120	Sleep 6		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00140	Sleep 7		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00160	Sleep 8		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00180	Sleep 9		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00200	Sleep 10		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00225	Sleep 11		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_mesmerize_00250	Sleep 12		a	the				Puts the enemy to sleep making them unable to move or fight. But if an attack generates loss of energy (hp, sap, stamina, focus) then the enemy will wake up.
abm_ml_stun_00050	Stun 1		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00065	Stun 2		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00080	Stun 3		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00100	Stun 4		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00120	Stun 5		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00140	Stun 6		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00160	Stun 7		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00180	Stun 8		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00200	Stun 9		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00225	Stun 10		a	the				Stuns the enemy making them unable to move or fight.
abm_ml_stun_00250	Stun 11		a	the				Stuns the enemy making them unable to move or fight.
abm_mt_heal_00005	Heal Life 1		a	the				Allows you to restore life points to the target 
abm_mt_heal_00015	Heal Life 2		a	the				Allows you to restore life points to the target 
abm_mt_heal_00025	Heal Life 3		a	the				Allows you to restore life points to the target 
abm_mt_heal_00040	Heal Life 4		a	the				Allows you to restore life points to the target 
abm_mt_heal_00065	Heal Life 5		a	the				Allows you to restore life points to the target 
abm_mt_heal_00100	Heal Life 6		a	the				Allows you to restore life points to the target 
abm_mt_heal_00140	Heal Life 7		a	the				Allows you to restore life points to the target 
abm_mt_heal_00180	Heal Life 8		a	the				Allows you to restore life points to the target 
abm_mt_heal_00225	Heal Life 9		a	the				Allows you to restore life points to the target 
abm_mt_life_gift_00010	Life Gift 1		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_life_gift_00020	Life Gift 2		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_life_gift_00030	Life Gift 3		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_life_gift_00050	Life Gift 4		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_life_gift_00080	Life Gift 5		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_life_gift_00120	Life Gift 6		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_life_gift_00160	Life Gift 7		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_life_gift_00200	Life Gift 8		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_life_gift_00250	Life Gift 9		a	the				Donner de votre propre Vie pour restaurer celle de votre cible (amie).
abm_mt_sap_gift_00005	Sap Gift 1		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00015	Sap Gift 2		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00030	Sap Gift 3		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00040	Sap Gift 4		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00050	Sap Gift 5		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00065	Sap Gift 6		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00080	Sap Gift 7		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00100	Sap Gift 8		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00120	Sap Gift 9		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00140	Sap Gift 10		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00160	Sap Gift 11		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00180	Sap Gift 12		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00200	Sap Gift 13		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00225	Sap Gift 14		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sap_gift_00250	Sap Gift 15		a	the				Donner de votre propre Vie pour restaurer la Sap de votre cible (amie).
abm_mt_sta_gift_00005	Stamina Gift 1		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00015	Stamina Gift 2		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00030	Stamina Gift 3		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00040	Stamina Gift 4		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00050	Stamina Gift 5		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00065	Stamina Gift 6		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00080	Stamina Gift 7		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00100	Stamina Gift 8		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00120	Stamina Gift 9		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00140	Stamina Gift 10		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00160	Stamina Gift 11		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00180	Stamina Gift 12		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00200	Stamina Gift 13		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00225	Stamina Gift 14		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_sta_gift_00250	Stamina Gift 15		a	the				Donner de votre propre Vie pour restaurer la Stamina de votre cible (amie).
abm_mt_self_heal_00015	Self Heal 1		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00020	Self Heal 2		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00030	Self Heal 3		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00040	Self Heal 4		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00050	Self Heal 5		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00065	Self Heal 6		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00080	Self Heal 7		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00100	Self Heal 8		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00120	Self Heal 9		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00140	Self Heal 10		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00160	Self Heal 11		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00180	Self Heal 12		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00200	Self Heal 13		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00225	Self Heal 14		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_heal_00250	Self Heal 15		a	the				Restaure une partie de votre propre Vie contre de la Sap.
abm_mt_self_sap_gift_00015	Self Sap Gift 1		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00020	Self Sap Gift 2		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00030	Self Sap Gift 3		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00040	Self Sap Gift 4		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00050	Self Sap Gift 5		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00065	Self Sap Gift 6		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00080	Self Sap Gift 7		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00100	Self Sap Gift 8		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00120	Self Sap Gift 9		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00140	Self Sap Gift 10		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00160	Self Sap Gift 11		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00180	Self Sap Gift 12		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00200	Self Sap Gift 13		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00225	Self Sap Gift 14		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sap_gift_00250	Self Sap Gift 15		a	the				Restaure une partie de votre propre Sap contre de la Vie.
abm_mt_self_sta_gift_00005	Self Stamina Gift 1		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00015	Self Stamina Gift 2		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00030	Self Stamina Gift 3		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00040	Self Stamina Gift 4		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00050	Self Stamina Gift 5		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00065	Self Stamina Gift 6		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00080	Self Stamina Gift 7		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00100	Self Stamina Gift 8		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00120	Self Stamina Gift 9		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00140	Self Stamina Gift 10		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00160	Self Stamina Gift 11		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00180	Self Stamina Gift 12		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00200	Self Stamina Gift 13		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00225	Self Stamina Gift 14		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_mt_self_sta_gift_00250	Self Stamina Gift 15		a	the				Restaure une partie de votre propre Stamina contre de la Vie.
abm_ml_blind_00015	Blind 1		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00030	Blind 2		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00040	Blind 3		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00050	Blind 4		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00065	Blind 5		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00080	Blind 6		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00100	Blind 7		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00120	Blind 8		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00140	Blind 9		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00160	Blind 10		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00180	Blind 11		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00200	Blind 12		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00225	Blind 13		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_blind_00250	Blind 14		a	the				Blinds the enemy who becomes much less efficient on attack 
abm_ml_madness_00015	Madness 1		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00030	Madness 2		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00040	Madness 3		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00050	Madness 4		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00065	Madness 5		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00080	Madness 6		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00100	Madness 7		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00120	Madness 8		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00140	Madness 9		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00160	Madness 10		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00180	Madness 11		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00200	Madness 12		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00225	Madness 13		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_madness_00250	Madness 14		a	the				Drives the enemy mad who may then attack themselves 
abm_ml_root_00015	Root 1		a	the				Allows you to root the enemy to the spot
abm_ml_root_00030	Root 2		a	the				Allows you to root the enemy to the spot
abm_ml_root_00040	Root 3		a	the				Allows you to root the enemy to the spot
abm_ml_root_00050	Root 4		a	the				Allows you to root the enemy to the spot
abm_ml_root_00065	Root 5		a	the				Allows you to root the enemy to the spot
abm_ml_root_00080	Root 6		a	the				Allows you to root the enemy to the spot
abm_ml_root_00100	Root 7		a	the				Allows you to root the enemy to the spot
abm_ml_root_00120	Root 8		a	the				Allows you to root the enemy to the spot
abm_ml_root_00140	Root 9		a	the				Allows you to root the enemy to the spot
abm_ml_root_00160	Root 10		a	the				Allows you to root the enemy to the spot
abm_ml_root_00180	Root 11		a	the				Allows you to root the enemy to the spot
abm_ml_root_00200	Root 12		a	the				Allows you to root the enemy to the spot
abm_ml_root_00225	Root 13		a	the				Allows you to root the enemy to the spot
abm_ml_root_00250	Root 14		a	the				Allows you to root the enemy to the spot
abm_ml_slow_attack_00010	Slow Attack Rate 1		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00030	Slow Attack Rate 2		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00040	Slow Attack Rate 3		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00050	Slow Attack Rate 4		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00065	Slow Attack Rate 5		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00080	Slow Attack Rate 6		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00100	Slow Attack Rate 7		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00120	Slow Attack Rate 8		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00140	Slow Attack Rate 9		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00160	Slow Attack Rate 10		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00180	Slow Attack Rate 11		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00200	Slow Attack Rate 12		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00225	Slow Attack Rate 13		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_attack_00250	Slow Attack Rate 14		a	the				Reduces the frequency of enemy attacks 
abm_ml_slow_move_00010	Slow Movement 1		a	the				Slows down enemy moves
abm_ml_slow_move_00030	Slow Movement 2		a	the				Slows down enemy moves
abm_ml_slow_move_00040	Slow Movement 3		a	the				Slows down enemy moves
abm_ml_slow_move_00050	Slow Movement 4		a	the				Slows down enemy moves
abm_ml_slow_move_00065	Slow Movement 5		a	the				Slows down enemy moves
abm_ml_slow_move_00080	Slow Movement 6		a	the				Slows down enemy moves
abm_ml_slow_move_00100	Slow Movement 7		a	the				Slows down enemy moves
abm_ml_slow_move_00120	Slow Movement 8		a	the				Slows down enemy moves
abm_ml_slow_move_00140	Slow Movement 9		a	the				Slows down enemy moves
abm_ml_slow_move_00160	Slow Movement 10		a	the				Slows down enemy moves
abm_ml_slow_move_00180	Slow Movement 11		a	the				Slows down enemy moves
abm_ml_slow_move_00200	Slow Movement 12		a	the				Slows down enemy moves
abm_ml_slow_move_00225	Slow Movement 13		a	the				Slows down enemy moves
abm_ml_slow_move_00250	Slow Movement 14		a	the				Slows down enemy moves
abm_ml_electric_00140	Electricity Damage over time 1		an	the				The enemy undergoes electric attacks over time which repeatedly drain their life points
abm_ml_electric_00160	Electricity Damage over time 2		an	the				The enemy undergoes electric attacks over time which repeatedly drain their life points
abm_ml_electric_00180	Electricity Damage over time 3		an	the				The enemy undergoes electric attacks over time which repeatedly drain their life points
abm_ml_electric_00200	Electricity Damage over time 4		an	the				The enemy undergoes electric attacks over time which repeatedly drain their life points
abm_ml_electric_00225	Electricity Damage over time 5		an	the				The enemy undergoes electric attacks over time which repeatedly drain their life points
abm_ml_electric_00250	Electricity Damage over time 6		an	the				The enemy undergoes electric attacks over time which repeatedly drain their life points
abm_ml_fire_00140	Fire Damage over time 1		a	the				The enemy undergoes fire attacks over time which repeatedly drain their life points
abm_ml_fire_00160	Fire Damage over time 2		a	the				The enemy undergoes fire attacks over time which repeatedly drain their life points
abm_ml_fire_00180	Fire Damage over time 3		a	the				The enemy undergoes fire attacks over time which repeatedly drain their life points
abm_ml_fire_00200	Fire Damage over time 4		a	the				The enemy undergoes fire attacks over time which repeatedly drain their life points
abm_ml_fire_00225	Fire Damage over time 5		a	the				The enemy undergoes fire attacks over time which repeatedly drain their life points
abm_ml_fire_00250	Fire Damage over time 6		a	the				The enemy undergoes fire attacks over time which repeatedly drain their life points
abm_ml_poison_00140	Poison Damage over time 1		a	the				The enemy undergoes poison attacks over time which repeatedly drain their life points
abm_ml_poison_00160	Poison Damage over time 2		a	the				The enemy undergoes poison attacks over time which repeatedly drain their life points
abm_ml_poison_00180	Poison Damage over time 3		a	the				The enemy undergoes poison attacks over time which repeatedly drain their life points
abm_ml_poison_00200	Poison Damage over time 4		a	the				The enemy undergoes poison attacks over time which repeatedly drain their life points
abm_ml_poison_00225	Poison Damage over time 5		a	the				The enemy undergoes poison attacks over time which repeatedly drain their life points
abm_ml_poison_00250	Poison Damage over time 6		a	the				The enemy undergoes poison attacks over time which repeatedly drain their life points
abm_ml_shockwave_00140	Shockwave Damage over time 1		a	the				The enemy undergoes shockwave attacks over time which repeatedly drain their life points
abm_ml_shockwave_00160	Shockwave Damage over time 2		a	the				The enemy undergoes shockwave attacks over time which repeatedly drain their life points
abm_ml_shockwave_00180	Shockwave Damage over time 3		a	the				The enemy undergoes shockwave attacks over time which repeatedly drain their life points
abm_ml_shockwave_00200	Shockwave Damage over time 4		a	the				The enemy undergoes shockwave attacks over time which repeatedly drain their life points
abm_ml_shockwave_00225	Shockwave Damage over time 5		a	the				The enemy undergoes shockwave attacks over time which repeatedly drain their life points
abm_ml_shockwave_00250	Shockwave Damage over time 6		a	the				The enemy undergoes shockwave attacks over time which repeatedly drain their life points
abm_ml_acid_00030	Acid Damage over time 1		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
abm_ml_acid_00040	Acid Damage over time 2		an	the				The enemy undergoes acid attacks over time which repeatedly drain their life points
