sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
BMOETMR00120	Rot Damage 8		a	the			the	Inflige $MA_DMG points de dégâts de type rot	Rot Damage 9 - Damage: $MA_DMG	
BMOETMR00140	Rot Damage 9		a	the			the	Inflige $MA_DMG points de dégâts de type rot	Rot Damage 10 - Damage: $MA_DMG	
BMOETMR00160	Rot Damage 10		a	the			the	Inflige $MA_DMG points de dégâts de type rot	Rot Damage 11 - Damage: $MA_DMG	
BMOETMR00180	Rot Damage 11		a	the			the	Inflige $MA_DMG points de dégâts de type rot	Rot Damage 12 - Damage: $MA_DMG	
BMOETMR00200	Rot Damage 12		a	the			the	Inflige $MA_DMG points de dégâts de type rot	Rot Damage 13 - Damage: $MA_DMG	
BMOETMR00225	Rot Damage 13		a	the			the	Inflige $MA_DMG points de dégâts de type rot	Rot Damage 14 - Damage: $MA_DMG	
BMOETMR00250	Rot Damage 14		a	the			the	Inflige $MA_DMG points de dégâts de type rot	Rot Damage 15 - Damage: $MA_DMG	
BMSTMP00015	Self Heal 1		a	the			the	Permet de récupérer $MA_HEAL points de vie	Self Heal 1 - HP: $MA_HEAL	
BMSTMP00020	Self Heal 2		a	the			the	Permet de récupérer $MA_HEAL points de vie	Self Heal 2 - HP: $MA_HEAL	
BMSTMP00040	Self Heal 4		a	the			the	Permet de récupérer $MA_HEAL points de vie	Self Heal 4 - HP: $MA_HEAL	
BMSTMP00065	Self Heal 6		a	the			the	Permet de récupérer $MA_HEAL points de vie	Self Heal 6 - HP: $MA_HEAL	
BMSTMP00100	Self Heal 8		a	the			the	Permet de récupérer $MA_HEAL points de vie	Self Heal 8 - HP: $MA_HEAL	
BMSTMP00140	Self Heal 10		a	the			the	Permet de récupérer $MA_HEAL points de vie	Self Heal 10 - HP: $MA_HEAL	
BMSTMP00180	Self Heal 12		a	the			the	Permet de récupérer $MA_HEAL points de vie	Self Heal 12 - HP: $MA_HEAL	
BMSTMP00225	Self Heal 14		a	the			the	Permet de récupérer $MA_HEAL points de vie	Self Heal 14 - HP: $MA_HEAL	
BMSTMA00015	Self Sap Gift 1		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 1 - Sap: $1MA_HEAL	
BMSTMA00030	Self Sap Gift 3		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 3 - Sap: $1MA_HEAL	
BMSTMA00040	Self Sap Gift 4		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 4 - Sap: $1MA_HEAL	
BMSTMA00050	Self Sap Gift 5		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 5 - Sap: $1MA_HEAL	
BMSTMA00065	Self Sap Gift 6		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 6 - Sap: $1MA_HEAL	
BMSTMA00080	Self Sap Gift 7		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 7 - Sap: $1MA_HEAL	
BMSTMA00100	Self Sap Gift 8		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 8 - Sap: $1MA_HEAL	
BMSTMA00120	Self Sap Gift 9		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 9 - Sap: $1MA_HEAL	
BMSTMA00140	Self Sap Gift 10		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 10 - Sap: $1MA_HEAL	
BMSTMA00160	Self Sap Gift 11		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 11 - Sap: $1MA_HEAL	
BMSTMA00180	Self Sap Gift 12		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 12 - Sap: $1MA_HEAL	
BMSTMA00200	Self Sap Gift 13		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 13 - Sap: $1MA_HEAL	
BMSTMA00225	Self Sap Gift 14		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 14 - Sap: $1MA_HEAL	
BMSTMA00250	Self Sap Gift 15		a	the			the	Permet de récupérer $1MA_HEAL points de sève	Self Sap Gift 15 - Sap: $1MA_HEAL	
BMSTMT00005	Self Stamina Gift 1		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 1 - Stamina: $2MA_HEAL	
BMSTMT00030	Self Stamina Gift 3		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 3 - Stamina: $2MA_HEAL	
BMSTMT00040	Self Stamina Gift 4		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 4 - Stamina: $2MA_HEAL	
BMSTMT00050	Self Stamina Gift 5		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 5 - Stamina: $2MA_HEAL	
BMSTMT00065	Self Stamina Gift 6		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 6 - Stamina: $2MA_HEAL	
BMSTMT00080	Self Stamina Gift 7		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 7 - Stamina: $2MA_HEAL	
BMSTMT00100	Self Stamina Gift 8		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 8 - Stamina: $2MA_HEAL	
BMSTMT00120	Self Stamina Gift 9		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 9 - Stamina: $2MA_HEAL	
BMSTMT00140	Self Stamina Gift 10		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 10 - Stamina: $2MA_HEAL	
BMSTMT00160	Self Stamina Gift 11		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 11 - Stamina: $2MA_HEAL	
BMSTMT00180	Self Stamina Gift 12		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 12 - Stamina: $2MA_HEAL	
BMSTMT00200	Self Stamina Gift 13		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 13 - Stamina: $2MA_HEAL	
BMSTMT00225	Self Stamina Gift 14		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 14 - Stamina: $2MA_HEAL	
BMSTMT00250	Self Stamina Gift 15		a	the			the	Permet de récupérer $1MA_HEAL points de stamina	Self Stamina Gift 15 - Stamina: $2MA_HEAL	
BCPA25	melee weapons		a	the			the	Brick Craft Root Melee Weapons		
BCPA26	range weapons		a	the			the	Brick Craft Root Range Weapons		
BCPA27	ammo		a	the			the	Brick Craft Root Ammo		
bccmea01	Long Axe Craft Pattern		a	the				Brick Craftman's plan for long axe		
bccmea02	Pike Craft Pattern		a	the				Brick Craftman's plan for pike		
bccmea03	Long Mace Craft Pattern		a	the				Brick Craftman's plan for long mace		
bccmea04	Long Sword Craft Pattern		a	the				Brick Craftman's plan for long sword		
bccmea05	Axe Craft Pattern		a	the				Brick Craftman's plan for axe		
bccmea06	Dagger Craft Pattern		a	the				Brick Craftman's plan for dagger		
bccmea07	Lance Craft Pattern		a	the				Brick Craftman's plan for lance		
bccmea08	Mace Craft Pattern		a	the				Brick Craftman's plan for mace		
bccmea09	Staff Craft Pattern		a	the				Brick Craftman's plan for staff		
bccmea10	Sword Craft Pattern		a	the				Brick Craftman's plan for sword		
bccpea01	Autolauncher Blunting Ammo Craft Pattern		a	the				Brick Craftman's plan for autolaunch ammo blunt		
bccpea02	Autolauncher Piercing Ammo Craft Pattern		a	the				Brick Craftman's plan for autolaunch ammo piercing		
bccpea03	Autolauncher Slashing Ammo Craft Pattern		a	the				Brick Craftman's plan for autolaunch ammo slashing		
bccpea04	Bowrifle Blunting Ammo Craft Pattern		a	the				Brick Craftman's plan for bowgun ammo blunt		
bccpea05	Bowrifle Piercing Ammo Craft Pattern		a	the				Brick Craftman's plan for bowgun ammo piercing		
bccpea06	Bowrifle Slashing Ammo Craft Pattern		a	the				Brick Craftman's plan for bowgun ammo slashing		
bccpea07	Grenade Blunting Ammo Craft Pattern		a	the				Brick Craftman's plan for grenade ammo blunt		
bccpea08	Grenade Piercing Ammo Craft Pattern		a	the				Brick Craftman's plan for grenade ammo piercing		
bccpea09	Grenade Slashing Ammo Craft Pattern		a	the				Brick Craftman's plan for grenade ammo slashing		
bccpea10	Launcher Blunting Ammo Craft Pattern		a	the				Brick Craftman's plan for launcher ammo blunt		
bccpea11	Launcher Piercing Ammo Craft Pattern		a	the				Brick Craftman's plan for launcher ammo piercing		
bccpea12	Launcher Slashing Ammo Craft Pattern		a	the				Brick Craftman's plan for launcher ammo slashing		
bccpea13	Bowpistol Blunting Ammo Craft Pattern		a	the				Brick Craftman's plan for pistolarc ammo blunt		
bccpea14	Bowpistol Piercing Ammo Craft Pattern		a	the				Brick Craftman's plan for pistolarc ammo piercing		
bccpea15	Bowpistol Slashing Ammo Craft Pattern		a	the				Brick Craftman's plan for pistolarc ammo slashing		
bccpea16	Pistol Blunting Ammo Craft Pattern		a	the				Brick Craftman's plan for pistol ammo blunt		
bccpea17	Pistol Piercing Ammo Craft Pattern		a	the				Brick Craftman's plan for pistol ammo piercing		
bccpea18	Pistol Slashing Ammo Craft Pattern		a	the				Brick Craftman's plan for pistol ammo slashing		
bccpea19	Rifle Blunting Ammo Craft Pattern		a	the				Brick Craftman's plan for rifle ammo blunt		
bccpea20	Rifle Piercing Ammo Craft Pattern		a	the				Brick Craftman's plan for rifle ammo piercing		
bccpea21	Rifle Slashing Ammo Craft Pattern		a	the				Brick Craftman's plan for rifle ammo slashing		
bccsea01	Buckler Craft Pattern		a	the				Brick Craftman's plan for buckler		
bccsea02	Shield Craft Pattern		a	the				Brick Craftman's plan for shield		
bcoa01	Boost Hit Point Max 1		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 1 - HP: $cr_hp	
bcoa02	Boost Hit Point Max 2		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 2 - HP: $cr_hp	
bcoa03	Boost Hit Point Max 3		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 3 - HP: $cr_hp	
bcoa04	Boost Hit Point Max 4		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 4 - HP: $cr_hp	
bcoa05	Boost Hit Point Max 5		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 5 - HP: $cr_hp	
bcoa06	Boost Hit Point Max 6		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 6 - HP: $cr_hp	
bcoa07	Boost Hit Point Max 7		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 7 - HP: $cr_hp	
bcoa08	Boost Hit Point Max 8		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 8 - HP: $cr_hp	
bcoa09	Boost Hit Point Max 9		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 9 - HP: $cr_hp	
bcoa10	Boost Hit Point Max 10		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 10 - HP: $cr_hp	
bcoa11	Boost Hit Point Max 11		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 11 - HP: $cr_hp	
bcoa12	Boost Hit Point Max 12		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 12 - HP: $cr_hp	
bcoa13	Boost Hit Point Max 13		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 13 - HP: $cr_hp	
bcoa14	Boost Hit Point Max 14		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 14 - HP: $cr_hp	
bcoa15	Boost Hit Point Max 15		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 15 - HP: $cr_hp	
bcoa16	Boost Hit Point Max 16		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 16 - HP: $cr_hp	
bcoa17	Boost Hit Point Max 17		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 17 - HP: $cr_hp	
bcoa18	Boost Hit Point Max 18		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 18 - HP: $cr_hp	
bcoa19	Boost Hit Point Max 19		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 19 - HP: $cr_hp	
bcoa20	Boost Hit Point Max 20		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 20 - HP: $cr_hp	
bcoa21	Boost Hit Point Max 21		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 21 - HP: $cr_hp	
bcoa22	Boost Hit Point Max 22		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 22 - HP: $cr_hp	
bcoa23	Boost Hit Point Max 23		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 23 - HP: $cr_hp	
bcoa24	Boost Hit Point Max 24		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 24 - HP: $cr_hp	
bcoa25	Boost Hit Point Max 25		a	the				Augmente de $cr_hp les Hit Point Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Hit Point Max 25 - HP: $cr_hp	
bcob01	Boost Sap Max 1		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 1 - Sap: $cr_sap	
bcob02	Boost Sap Max 2		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 2 - Sap: $cr_sap	
bcob03	Boost Sap Max 3		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 3 - Sap: $cr_sap	
bcob04	Boost Sap Max 4		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 4 - Sap: $cr_sap	
bcob05	Boost Sap Max 5		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 5 - Sap: $cr_sap	
bcob06	Boost Sap Max 6		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 6 - Sap: $cr_sap	
bcob07	Boost Sap Max 7		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 7 - Sap: $cr_sap	
bcob08	Boost Sap Max 8		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 8 - Sap: $cr_sap	
bcob09	Boost Sap Max 9		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 9 - Sap: $cr_sap	
bcob10	Boost Sap Max 10		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 10 - Sap: $cr_sap	
bcob11	Boost Sap Max 11		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 11 - Sap: $cr_sap	
bcob12	Boost Sap Max 12		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 12 - Sap: $cr_sap	
bcob13	Boost Sap Max 13		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 13 - Sap: $cr_sap	
bcob14	Boost Sap Max 14		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 14 - Sap: $cr_sap	
bcob15	Boost Sap Max 15		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 15 - Sap: $cr_sap	
bcob16	Boost Sap Max 16		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 16 - Sap: $cr_sap	
bcob17	Boost Sap Max 17		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 17 - Sap: $cr_sap	
bcob18	Boost Sap Max 18		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 18 - Sap: $cr_sap	
bcob19	Boost Sap Max 19		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 19 - Sap: $cr_sap	
bcob20	Boost Sap Max 20		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 20 - Sap: $cr_sap	
bcob21	Boost Sap Max 21		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 21 - Sap: $cr_sap	
bcob22	Boost Sap Max 22		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 22 - Sap: $cr_sap	
bcob23	Boost Sap Max 23		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 23 - Sap: $cr_sap	
bcob24	Boost Sap Max 24		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 24 - Sap: $cr_sap	
bcob25	Boost Sap Max 25		a	the				Augmente de $cr_sap la Sap Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Sap Max 25 - Sap: $cr_sap	
bcoc01	Boost Stamina Max 1		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 1 - Sta: $cr_sta	
bcoc02	Boost Stamina Max 2		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 2 - Sta: $cr_sta	
bcoc03	Boost Stamina Max 3		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 3 - Sta: $cr_sta	
bcoc04	Boost Stamina Max 4		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 4 - Sta: $cr_sta	
bcoc05	Boost Stamina Max 5		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 5 - Sta: $cr_sta	
bcoc06	Boost Stamina Max 6		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 6 - Sta: $cr_sta	
bcoc07	Boost Stamina Max 7		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 7 - Sta: $cr_sta	
bcoc08	Boost Stamina Max 8		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 8 - Sta: $cr_sta	
bcoc09	Boost Stamina Max 9		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 9 - Sta: $cr_sta	
bcoc10	Boost Stamina Max 10		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 10 - Sta: $cr_sta	
bcoc11	Boost Stamina Max 11		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 11 - Sta: $cr_sta	
bcoc12	Boost Stamina Max 12		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 12 - Sta: $cr_sta	
bcoc13	Boost Stamina Max 13		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 13 - Sta: $cr_sta	
bcoc14	Boost Stamina Max 14		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 14 - Sta: $cr_sta	
bcoc15	Boost Stamina Max 15		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 15 - Sta: $cr_sta	
bcoc16	Boost Stamina Max 16		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 16 - Sta: $cr_sta	
bcoc17	Boost Stamina Max 17		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 17 - Sta: $cr_sta	
bcoc18	Boost Stamina Max 18		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 18 - Sta: $cr_sta	
bcoc19	Boost Stamina Max 19		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 19 - Sta: $cr_sta	
bcoc20	Boost Stamina Max 20		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 20 - Sta: $cr_sta	
bcoc21	Boost Stamina Max 21		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 21 - Sta: $cr_sta	
bcoc22	Boost Stamina Max 22		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 22 - Sta: $cr_sta	
bcoc23	Boost Stamina Max 23		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 23 - Sta: $cr_sta	
bcoc24	Boost Stamina Max 24		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 24 - Sta: $cr_sta	
bcoc25	Boost Stamina Max 25		a	the				Augmente de $cr_sta la Stamina Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Stamina Max 25 - Sta: $cr_sta	
bcod01	Boost Focus Max 1		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 1 - Focus: $cr_focus	
bcod02	Boost Focus Max 2		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 2 - Focus: $cr_focus	
bcod03	Boost Focus Max 3		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 3 - Focus: $cr_focus	
bcod04	Boost Focus Max 4		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 4 - Focus: $cr_focus	
bcod05	Boost Focus Max 5		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 5 - Focus: $cr_focus	
bcod06	Boost Focus Max 6		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 6 - Focus: $cr_focus	
bcod07	Boost Focus Max 7		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 7 - Focus: $cr_focus	
bcod08	Boost Focus Max 8		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 8 - Focus: $cr_focus	
bcod09	Boost Focus Max 9		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 9 - Focus: $cr_focus	
bcod10	Boost Focus Max 10		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 10 - Focus: $cr_focus	
bcod11	Boost Focus Max 11		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 11 - Focus: $cr_focus	
bcod12	Boost Focus Max 12		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 12 - Focus: $cr_focus	
bcod13	Boost Focus Max 13		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 13 - Focus: $cr_focus	
bcod14	Boost Focus Max 14		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 14 - Focus: $cr_focus	
bcod15	Boost Focus Max 15		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 15 - Focus: $cr_focus	
bcod16	Boost Focus Max 16		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 16 - Focus: $cr_focus	
bcod17	Boost Focus Max 17		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 17 - Focus: $cr_focus	
bcod18	Boost Focus Max 18		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 18 - Focus: $cr_focus	
bcod19	Boost Focus Max 19		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 19 - Focus: $cr_focus	
bcod20	Boost Focus Max 20		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 20 - Focus: $cr_focus	
bcod21	Boost Focus Max 21		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 21 - Focus: $cr_focus	
bcod22	Boost Focus Max 22		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 22 - Focus: $cr_focus	
bcod23	Boost Focus Max 23		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 23 - Focus: $cr_focus	
bcod24	Boost Focus Max 24		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 24 - Focus: $cr_focus	
bcod25	Boost Focus Max 25		a	the				Augmente de $cr_focus le Focus Max du joueur lorsqu'il porte l'objet ainsi farbiqué	Boost Focus Max 25 - Focus: $cr_focus	
