*HASH_VALUE	placeId	name	namea	nameda	da	daa	pp	lpp
_FB1C4C8D884FE670	place_outpost_pr_19	Grenzposten in der Stechenden Wiese	Grenzposten in der Stechenden Wiese	Grenzposten in der Stechenden Wiese	der	den	auf dem	zum
_52C01C5AB2CCBA8E	place_outpost_pr_20	Grottenweg-Forschungszentrum	Grottenweg-Forschungszentrum	Grottenweg-Forschungszentrum	das	das	auf dem	zum
_78E0B83607D11133	place_outpost_pr_21	Festung in der Verfluchten Höhle	Festung in der Verfluchten Höhle	Festung in der Verfluchten Höhle	die	die	auf der	zur
_18B1B83FC612A68A	place_outpost_pr_22	Werkstatt im Großen Pilzwald	Werkstatt im Großen Pilzwald	Werkstatt im Großen Pilzwald	die	die	auf der	zur
_E90977C8F2092907	place_outpost_pr_23	Hof im Flügel der Feindschaft	Hof im Flügel der Feindschaft	Hof im Flügel der Feindschaft	der	den	auf dem	zum
_B1585ADE528BB6C4	place_outpost_pr_24	Diplomatischer Außenposten in der Wegkehre der Kontinuität	Diplomatischen Außenposten in der Wegkehre der Kontinuität	Diplomatischen Außenposten in der Wegkehre der Kontinuität	der	den	auf dem	zum
_77EECD3D072F1D0A	place_outpost_pr_25	Festung am Großen Sapsee	Festung am Großen Sapsee	Festung am Großen Sapsee	die	die	auf der	zur
_BD6C7C19AEA8F8DC	place_outpost_pr_26	Werkstatt im Freundlichen Tal	Werkstatt im Freundlichen Tal	Werkstatt im Freundlichen Tal	die	die	auf der	zur
_3397E4C86F599816	place_outpost_pr_27	Hof an der Schlucht des Spuks	Hof an der Schlucht des Spuks	Hof an der Schlucht des Spuks	der	den	auf dem	zum
_7A3A7708F8A0D930	place_outpost_pr_28	Drachenhorn-Werkstatt	Drachenhorn-Werkstatt	Drachenhorn-Werkstatt	die	die	auf der	zur
_E107B0D2F25031F2	place_outpost_pr_29	Hof an den Ruinen von Cryton	Hof an den Ruinen von Cryton	Hof an den Ruinen von Cryton	der	den	auf dem	zum
_7353EAD2F838E392	place_outpost_pr_30	Festung am Vergifteten Berg	Festung am Vergifteten Berg	Festung am vergifteten Berg	die	die	auf der	zur
_FEFDADE4AD50EF34	indoors_rolemaster_craft	Handwerkslehrmeister	Handwerkslehrmeister-Raum	Handwerkslehrmeister-Raum		den	beim	zum
_405D89E7AD70072B	indoors_rolemaster_fight	Kampflehrmeister	Kampflehrmeister-Raum	Kampflehrmeister-Raum		den	beim	zum
_425D69EE68800712	indoors_rolemaster_magic	Magielehrmeister	Magielehrmeister-Raum	Magielehrmeister-Raum		den	beim	zum
_42012C9982119510	indoors_rolemaster_harvest	Rohstofflehrmeister	Rohstofflehrmeister-Raum	Rohstofflehrmeister-Raum		den	beim	zum
_690960B32C28148A	tryker_nland_terrace	Terrasse	Terrasse	Terrasse	die	die	auf der	zur
_673DA0205C66A7AE	tryker_terrace_1st	Terrasse 1. Ebene	Terrasse 1. Ebene	Terrasse 1. Ebene		die	auf der	zur
_264D601B9C66A79E	tryker_terrace_2nd	Terrasse 2. Ebene	Terrasse 2. Ebene	Terrasse 2. Ebene		die	auf der	zur
_31FE7929E858237A	place_pyr_p_market_1	Fremdenbasar	Fremdenbasar	Fremdenbasar	der	den	auf dem	zum
_856FEDC62F1A4414	place_pyr_p_west_entrance	Cerakos-Tor	Cerakos-Tor	Cerakos-Tor	das	das	am	zum
_153984B46DAB787F	place_pyr_p_market_2	Kalus-Basar	Kalus-Basar	Kalus-Basar	der	den	auf dem	zum
_6B5C4D2302CF0516	place_pyr_p_place_warschool	Platz der Akademie	Platz der Akademie	Platz der Akademie	der	den	auf dem	zum
_B7690C84C9814D00	place_pyr_p_fontaine	Brunnenplatz	Brunnenplatz	Brunnenplatz	der	den	auf dem	zum
_5C3011142E8923B2	place_pyr_p_sheriff	Turm der Schildwacht	Turm der Schildwacht	Turm der Schildwacht	der	den	am	zum
_CCE0E55AF1A0D281	place_pyr_p_place_mairie_1	Platz der Imperialen Halle	Platz der Imperialen Halle	Platz der Imperialen Halle	der	den	auf dem	zum
_BBDCF30742410125	place_pyr_p_place_mairie_2	Karavia-Platz	Karavia-Platz	Karavia-Platz	der	den	auf dem	zum
_E05A68AE5E49A8B4	place_pyr_p_place_agora	Agora	Agora	Agora	die	die	auf der	zur
_0E14D0ACADAB8C86	place_pyr_p_street_1	Marktgasse	Marktgasse	Marktgasse	die	die	in der	zur
_54A8CC3067F96F80	place_pyr_p_street_2	Basarstraße	Basarstraße	Basarstraße	die	die	in der	zur
_5784C8AC2E5A744C	place_pyr_p_street_3	Händlergasse	Händlergasse	Händlergasse	die	die	in der	zur
_D6CF39F45B9C8048	place_pyr_p_street_4	Pyr-Hochstraße	Pyr-Hochstraße	Pyr-Hochstraße	die	die	in der	zur
_19282D10AF7A8B8B	place_pyr_p_street_5	Nordtorstraße	Nordtorstraße	Nordtorstraße	die	die	in der	zur
_44495127AAABBC5C	place_pyr_p_street_6	Cerakos-Allee	Cerakos-Allee	Cerakos-Allee	die	die	in der	zur
_F0B0751C30D8977E	place_pyr_p_street_7	Arispotle-Allee	Arispotle-Allee	Arispotle-Allee	die	die	in der	zur
_99DF8519ADEB183B	place_pyr_p_street_8	Coriolis-Ring	Coriolis-Ring	Coriolis-Ring	der	den	auf dem	zum
_05499BB56C3AB881	place_pyr_p_street_9	Rydon-Weg	Rydon-Weg	Rydon-Weg	die	den	im	zum
_1628C820ED9A8C28	place_pyr_p_street_10	Zentralweg	Zentralweg	Zentralweg	der	den	im	zum
_03F88D1A68AB505C	place_pyr_p_street_11	Leanon-Straße	Leanon-Straße	Leanon-Straße	die	die	in der	zur
_03F88D202EAB305D	place_pyr_p_street_12	Dexton-Straße	Dexton-Straße	Dexton-Straße	die	die	in der	zur
_D62F151017DB3880	place_pyr_p_street_13	Weg der Schildwacht	Weg der Schildwacht	Weg der Schildwacht	der	den	im	zum
_AB5B15CCAF7201DA	place_pyr_p_street_14	Obere Piros-Straße	Obere Piros-Straße	Oberen Piros-Straße	die	die	in der	zur
_53A8D80CAB3AC42D	place_pyr_p_street_15	Karavia-Straße	Karavia-Straße	Karavia-Straße	die	die	in der	zur
_ACEA4988BD9B78EE	place_pyr_p_street_16	Weg von Hammer und Schmiede	Weg von Hammer und Schmiede	Weg von Hammer und Schmiede	der	den	im	zum
_AB5B15CC7061DDDD	place_pyr_p_street_17	Untere Piros-Straße	Untere Piros-Straße	Unteren Piros-Straße	die	die	in der	zur
_53CE252AA8263084	place_pyr_p_street_18	Südtorstraße	Südtorstraße	Südtorstraße	die	die	in der	zur
_53D67FAFEF4BEC7F	place_pyr_p_street_19	Badegasse	Badegasse	Badegasse	die	die	in der	zur
_4349A128ED7BF84B	place_pyr_p_street_20	Abylus-Ring	Abylus-Ring	Abylus-Ring	die	den	auf dem	zum
_95286116EF49E777	place_pyr_p_street_21	Quellweg	Quellweg	Quellweg	die	den	im	zum
_0449C8AC2FBACC2A	place_pyr_p_street_22	Bergarbeiterviertel	Bergarbeiterviertel	Bergarbeiterviertel	das	das	im	zum
_B0EE25015BBB1F7F	place_pyr_p_street_23	Kaufmannsgasse	Kaufmannsgasse	Kaufmannsgasse	die	die	in der	zur
_2FB105272227C0F4	continent_matis_newbie	Matis-Startinsel	Matis-Startinsel	Matis-Startinsel	die	die	auf der	zur
_B249E525A557A0F2	continent_zorai_newbie	Zoraï-Startinsel	Zoraï-Startinsel	Zoraï-Startinsel	die	die	auf der	zur
_57AB20D9AC098C9C	place_aegus_indoors	Aegus Lehrmeister	Aegus Lehrmeister-Raum	Aegus Lehrmeister-Raum	der	den	im	zum
_6C6CA51867882C81	place_kaemon_indoors	Kaemon Lehrmeister	Kaemon Lehrmeister-Raum	Kaemon Lehrmeister-Raum	der	den	im	zum
_885FBD17264A18E3	place_sekovix_indoors	Sekovix Lehrmeister	Sekovix Lehrmeister-Raum	Sekovix Lehrmeister-Raum	der	den	im	zum
_6C6CD12CEC1A4886	place_phyxon_indoors	Phyxon Lehrmeister	Phyxon Lehrmeister	Phyxon Lehrmeister	der	den	im	zum
_498F710E6649E8DE	place_galemus_indoors	Galemus Lehrmeister	Galemus Lehrmeister-Raum	Galemus Lehrmeister-Raum	der	den	im	zum
_2B3C8D11ECC97889	place_stalli_indoors	Stalli Lehrmeister	Stalli Lehrmeister-Raum	Stalli Lehrmeister-Raum	der	den	im	zum
_978AE0E4AA18B8A6	place_borea_indoors	Borea Lehrmeister	Borea Lehrmeister-Raum	Borea Lehrmeister-Raum	der	den	im	zum
_290C8D202B994C84	place_nistia_indoors	Nistia Lehrmeister	Nistia Lehrmeister-Raum	Nistia Lehrmeister-Raum	der	den	im	zum
_45BE7D19AADA14DA	place_rosilio_indoors	Rosilio Lehrmeister	Rosilio Lehrmeister-Raum	Rosilio Lehrmeister-Raum	der	den	im	zum
_5A0A04D32B5874A0	place_miani_indoors	Miani Lehrmeister	Miani Lehrmeister-Raum	Miani Lehrmeister-Raum	der	den	im	zum
_AC3C71F957912C87	place_qai_lo_indoors	Qaï-Lo Lehrmeister	Qaï-Lo Lehrmeister-Raum	Qaï-Lo Lehrmeister-Raum	der	den	im	zum
_708E391AAB9A8D0A	place_sheng_wo_indoors	Sheng-Wo Lehrmeister	Sheng-Wo Lehrmeister-Raum	Sheng-Wo Lehrmeister-Raum	der	den	im	zum
_02AEF82C29E84D18	place_men_xing_indoors	Men-Xing Lehrmeister	Men-Xing Lehrmeister-Raum	Men-Xing Lehrmeister-Raum	der	den	im	zum
_08600DD3C969F8D9	place_koi_zun_indoors	Koï-Zun Lehrmeister	Koï-Zun Lehrmeister-Raum	Koï-Zun Lehrmeister-Raum	der	den	im	zum
_795C7143FC803D07	place_yin_piang_indoors	Yin-Piang Lehrmeister	Yin-Piang Lehrmeister-Raum	Yin-Piang Lehrmeister-Raum	der	den	im	zum
_C2822A4B4B104927	place_aubermouth_indoors	Aubermouth Lehrmeister	Aubermouth Lehrmeister-Raum	Aubermouth Lehrmeister-Raum	der	den	im	zum
_002E213427787514	place_barkdell_indoors	Barkdell Lehrmeister	Barkdell Lehrmeister-Raum	Barkdell Lehrmeister-Raum	der	den	im	zum
_844E81142D38DD14	place_hobwelly_indoors	Hobwelly Lehrmeister	Hobwelly Lehrmeister-Raum	Hobwelly Lehrmeister-Raum	der	den	im	zum
_88F0F13C271A851A	place_waverton_indoors	Waverton Lehrmeister	Waverton Lehrmeister-Raum	Waverton Lehrmeister-Raum	der	den	im	zum
_7FBF914379AF8D16	place_dingleton_indoors	Dingleton Lehrmeister	Dingleton Lehrmeister-Raum	Dingleton Lehrmeister-Raum	der	den	im	zum
_422F691DA0BA1111	place_zora_p_cimetiere	Friedhof von Zora	Friedhof von Zora	Friedhof von Zora	der	den	auf dem	zum
_362EEE95C6B05DF7	place_zora_p_marche_commun	Vorderer Markt	Vorderen Markt	Vorderen Markt	der	den	auf dem	zum
_A715481EA9293757	place_zora_p_2	Tempelhallen-Distrikt	Tempelhallen-Distrikt	Tempelhallen-Distrikt	der	den	im	zum
_6051582F6909CBA6	place_zora_p_3	West-Hollow-Distrikt	West-Hollow-Distrikt	West-Hollow-Distrikt	der	den	im	zum
_68E7D432A958E750	place_zora_p_4	Daïsha-Viertel	Daïsha-Viertel	Daïsha-Viertel	das	das	im	zum
_67866FC4E98682A3	place_zora_p_5	Win-Cho-Viertel	Win-Cho-Viertel	Win-Cho-Viertel	das	das	im	zum
_28F478B3AA59D4B1	continent_indoors	Gebäude	Gebäude	Gebäude	das	das	im	zum
_A645B49270E8B0A0	faihaven_stable	Stall von Fairhaven	Stall von Fairhaven	Stall von Fairhaven	der	den	am	zum
_61C994A76EB8D819	place_yrk_p_1	Zachini-Bezirk	Zachini-Bezirk	Zachini-Bezirk	der	den	im	zum
_8F199CBE2D6BE453	place_yrk_p_2	Yasson-Bezirk	Yasson-Bezirk	Yasson-Bezirk	der	den	im	zum
_DD5570B9ECEA3058	place_yrk_p_3	Aniro-Bezirk	Aniro-Bezirk	Aniro-Bezirk	der	den	im	zum
_8FC998B46CECD055	place_yrk_p_4	Tylini-Bezirk	Tylini-Bezirk	Tylini-Bezirk	der	den	im	zum
_DD5538B02A9A5C5A	place_yrk_p_5	Libia-Bezirk	Libia-Bezirk	Libia-Bezirk	der	den	im	zum
_A378A8B8E9878BC0	yrkanis_stable	Stall von Yrkanis	Stall von Yrkanis	Stall von Yrkanis	der	den	am	zum
_2B765B95DBA7B397	place_zora_p_1	Goo-Chase-Distrikt	Goo-Chase-Distrikt	Goo-Chase-Distrikt	der	den	im	zum
_613AD4975989B0AC	zora_stable	Stall von Zora	Stall von Zora	Stall von Zora	der	den	am	zum
_2D6F0161343115EF	place_yrkanis_bar_indoor	Yrkanis Gasthauseingang	Yrkanis Gasthauseingang	Yrkanis Gasthauseingang	der	den	am	zum
_CB7D74EB5E299B6B	place_yrkanis_greenhouse_indoor	Yrkanis Intendantenquartier Vorraum	Yrkanis Intendantenquartier Vorraum	Yrkanis Intendantenquartier Vorraum	der	den	im	zum
_C1BF2DE9E86D431A	ma_natae_captain_quarter	Natae Captainsquartier	Natae Captainsquartier	Natae Captainsquartier	das	das	im	zum
_40C031DE09E8A002	ma_natae_foreman_quarter	Natae Aufseherquartier	Natae Aufseherquartier	Natae Aufseherquartier	das	das	im	zum
_0792FD55B0EF2922	ma_natae_messenger_quarter	Natae Botenquartier	Natae Botenquartier	Natae Botenquartier	das	das	im	zum
_A154B0019C992499	ma_natae_sage_quarter	Natae Gelehrtenquartier	Natae Gelehrtenquartier	Natae Gelehrtenquartier	das	das	im	zum
_DE02B94EE9261147	ma_natae_guard_chief_quarter	Natae Hauptmannsquartier	Natae Hauptmannsquartier	Natae Hauptmannsquartier	das	das	im	zum
_C532195C71EF251D	ma_natae_intendant_quarter	Natae Intendantenquartier	Natae Intendantenquartier	Natae Intendantenquartier	das	das	im	zum
_005F39E16BBE5B13	ma_davae_sergent_quarter	Davae Sergeantsquartier	Davae Sergeantsquartier	Davae Sergeantsquartier	das	das	im	zum
_BEE031D409E8A802	ma_davae_foreman_quarter	Davae Vorarbeiterquartier	Davae Vorarbeiterquartier	Davae Vorarbeiterquartier	das	das	im	zum
_85F2FD55B0EF3124	ma_davae_messenger_quarter	Davae Botenquartier	Davae Botenquartier	Davae Botenquartier	das	das	im	zum
_1F54B0011C990499	ma_davae_sage_quarter	Davae Gelehrtenquartier	Davae Gelehrtenquartier	Davae Gelehrtenquartier	das	das	im	zum
_5C02B94EE946193D	ma_davae_guard_chief_quarter	Davae Hauptmannsquartier	Davae Hauptmannsquartier	Davae Hauptmannsquartier	das	das	im	zum
_4392195C71EF2D1F	ma_davae_intendant_quarter	Davae Intendantenquartier	Davae Intendantenquartier	Davae Intendantenquartier	das	das	im	zum
_82B00968DC5F4914	ma_avalae_captain_quarter	Avalae Captainsquartier	Avalae Captainsquartier	Avalae Captainsquartier	das	das	im	zum
_842F2A28AD8FFD28	ma_avalae_foreman_quarter	Avalae Vorarbeiterquartier	Avalae Vorarbeiterquartier	Avalae Vorarbeiterquartier	das	das	im	zum
_FA144179824E79B6	ma_avalae_messenger_quarter	Avalae Botenquartier	Avalae Botenquartier	Avalae Botenquartier	das	das	im	zum
_26A0D40D2AE53062	ma_avalae_sage_quarter	Avalae Gelehrtenquartier	Avalae Gelehrtenquartier	Avalae Gelehrtenquartier	das	das	im	zum
_89D271D949063A5F	ma_avalae_guard_chief_quarter	Avalae Hauptmannsquartier	Avalae Hauptmannsquartier	Avalae Hauptmannsquartier	das	das	im	zum
_7ED4896D7E6E09B8	ma_avalae_intendant_quarter	Avalae Intendantenquartier	Avalae Intendantenquartier	Avalae Intendantenquartier	das	das	im	zum
_06AEBA0AA1CF09CA	zo_jenlai_captain_quarter	Jen-Laï Captainsquartier	Jen-Laï Captainsquartier	Jen-Laï Captainsquartier	das	das	im	zum
_C666B9555D4F15CA	zo_jenlai_foreman_quarter	Jen-Laï Aufseherquartier	Jen-Laï Aufseherquartier	Jen-Laï Aufseherquartier	das	das	im	zum
_4B71C08DFB6BAE3A	zo_jenlai_messenger_quarter	Jen-Laï Botenquartier	Jen-Laï Botenquartier	Jen-Laï Botenquartier	das	das	im	zum
_4389082D65949720	zo_jenlai_sage_quarter	Jen-Laï Weisenquartier	Jen-Laï Weisenquartier	Jen-Laï Weisenquartier	das	das	im	zum
_0DE1CC7DBBEA7A44	zo_jenlai_intendant_quarter	Jen-Laï Intendantenquartier	Jen-Laï Intendantenquartier	Jen-Laï Intendantenquartier	das	das	im	zum
_7460336D1826EA26	zo_jenlai_guard_chief_quarter	Jen-Laï Hauptmannsquartier	Jen-Laï Hauptmannsquartier	Jen-Laï Hauptmannsquartier	das	das	im	zum
_C7EEC61043AFE5CE	zo_mincho_captain_quarter	Min-Cho Captainsquartier	Min-Cho Captainsquartier	Min-Cho Captainsquartier	das	das	im	zum
_87A6C55BFF2FF1CE	zo_mincho_foreman_quarter	Min-Cho Aufseherquartier	Min-Cho Aufseherquartier	Min-Cho Aufseherquartier	das	das	im	zum
_CD71BE9A7ADBAE42	zo_mincho_messenger_quarter	Min-Cho Botenquartier	Min-Cho Botenquartier	Min-Cho Botenquartier	das	das	im	zum
_C6F90833283497A4	zo_mincho_sage_quarter	Min-Cho Weisenquartier	Min-Cho Weisenquartier	Min-Cho Weisenquartier	das	das	im	zum
_8FE1CA8A3A5A7A4C	zo_mincho_intendant_quarter	Min-Cho Intendantenquartier	Min-Cho Intendantenquartier	Min-Cho Intendantenquartier	das	das	im	zum
_15D00F73DAD6F62A	zo_mincho_guard_chief_quarter	Min-Cho Hauptwächterquartier	Min-Cho Hauptwächterquartier	Min-Cho Hauptwächterquartier	das	das	im	zum
_E64EB21043AFD1D4	zo_hoicho_captain_quarter	Hoï-Cho Captainsquartier	Hoï-Cho Captainsquartier	Hoï-Cho Captainsquartier	das	das	im	zum
_A606B15BFF2FDDD4	zo_hoicho_foreman_quarter	Hoï-Cho Aufseherquartier	Hoï-Cho Aufseherquartier	Hoï-Cho Aufseherquartier	das	das	im	zum
_4B71BE9A7ADBA04E	zo_hoicho_messenger_quarter	Hoï-Cho Botenquartier	Hoï-Cho Botenquartier	Hoï-Cho Botenquartier	das	das	im	zum
_85F908B4A9E483AA	zo_hoicho_sage_quarter	Hoï-Cho Weisenquartier	Hoï-Cho Weisenquartier	Hoï-Cho Weisenquartier	das	das	im	zum
_0DE1CA8A3A5A6C58	zo_hoicho_intendant_quarter	Hoï-Cho Intendantenquartier	Hoï-Cho Intendantenquartier	Hoï-Cho Intendantenquartier	das	das	im	zum
_D4D00F733A36CE30	zo_hoicho_guard_chief_quarter	Hoï-Cho Hauptwächterquartier	Hoï-Cho Hauptwächterquartier	Hoï-Cho Hauptwächterquartier	das	das	im	zum
_1A656D1C65D737B0	place_fairhaven_p_1	Fairhaven Trödelmarkt	Fairhaven Trödelmarkt	Fairhaven Trödelmarkt	der	den	auf dem	zum
_DE1377BC50588CA0	place_fairhaven_p_2	Landende	Landende	Landende	das	das	auf	zum
_5D251869E5588CA8	place_fairhaven_p_3	Umwehte Höhe	Umwehte Höhe	Umwehten Höhe	die	die	auf der	zur
_56E1DCAE677980AB	place_fairhaven_p_4	Hartley-Aussichtspunkt	Hartley-Aussichtspunkt	Hartley-Aussichtspunkt	der	den	auf dem	zum
_A4F3717C3B1E4123	place_fairhaven_p_5	Ratskammerplatz	Ratskammerplatz	Ratskammerplatz	der	den	auf dem	zum
_DAB5C0AAE259A0B0	place_fairhaven_p_6	Ostmarkt	Ostmarkt	Ostmarkt	der	den	auf dem	zum
_C965C01D62D8809D	place_fairhaven_p_7	Frogmore-Platz	Frogmore-Platz	Frogmore-Platz	der	den	auf dem	zum
_D721C470A338A8B3	place_fairhaven_p_8	Lorias Aufstieg	Lorias Aufstieg	Lorias Aufstieg			auf	zu
_1CA5406C222870A8	place_fairhaven_s_1	Rigan-Straße	Rigan-Straße	Rigan-Straße	die	die	auf der	zur
_19A57C980F2874B0	place_fairhaven_s_2	Glockengasse	Glockengasse	Glockengasse	die	die	auf der	zur
_36BC098C674E3126	place_fairhaven_s_3	Obere Ratsstraße	Obere Ratsstraße	Oberen Ratsstraße	die	die	auf der	zur
_F4CC098C674E4D25	place_fairhaven_s_4	Untere Ratsstraße	Untere Ratsstraße	Unteren Ratsstraße	die	die	auf der	zur
_1E61DCB1A8A9385C	place_fairhaven_s_5	Hartley-Weg	Hartley-Weg	Hartley-Weg	der	den	auf	zu
_DAB56D19E2085FB0	place_fairhaven_s_6	Ostmarkt-Gang	Ostmarkt-Gang	Ostmarkt-Gang	der	den	auf dem	zum
_1711B0B166584CAB	place_fairhaven_s_7	Hobelen-Gang	Hobelen-Gang	Hobelen-Gang	der	den	auf dem	zum
_C975C0BBE3A85499	place_fairhaven_s_8	Frogmore-Weg	Frogmore-Weg	Frogmore-Weg	der	den	auf dem	zum
_61D632D17A364A81	tr_windermeer_captain_quarter	Windermeer Captainsquartier	Windermeer Captainsquartier	Windermeer Captainsquartier	das	das	im	zum
_DF83BAF54EB76E85	tr_windermeer_foreman_quarter	Windermeer Vorarbeiterquartier	Windermeer Vorarbeiterquartier	Windermeer Vorarbeiterquartier	das	das	im	zum
_E8F8EE0C5216E20E	tr_windermeer_messenger_quarter	Windermeer Botenquartier	Windermeer Botenquartier	Windermeer Botenquartier	das	das	im	zum
_88420D84431099DE	tr_windermeer_sage_quarter	Windermeer Gelehrtenquartier	Windermeer Gelehrtenquartier	Windermeer Gelehrtenquartier	das	das	im	zum
_2799365B283C9FB3	tr_windermeer_guard_chief_quarter	Windermeer Hauptmannsquartier	Windermeer Hauptmannsquartier	Windermeer Hauptmannsquartier	das	das	im	zum
_A868DA071286CE09	tr_windermeer_intendant_quarter	Windermeer Intendantenquartier	Windermeer Intendantenquartier	Windermeer Intendantenquartier	das	das	im	zum
_27940A6C08F00976	tr_avendale_captain_quarter	Avendale Captainsquartier	Avendale Captainsquartier	Avendale Captainsquartier	das	das	im	zum
_78E50E7CC4FD059B	tr_avendale_foreman_quarter	Avendale Vorarbeiterquartier	Avendale Vorarbeiterquartier	Avendale Vorarbeiterquartier	das	das	im	zum
_97745AEFCD96C193	tr_avendale_messenger_quarter	Avendale Botenquartier	Avendale Botenquartier	Avendale Botenquartier	das	das	im	zum
_FB0E659567AF0C24	tr_avendale_sage_quarter	Avendale Gelehrtenquartier	Avendale Gelehrtenquartier	Avendale Gelehrtenquartier	das	das	im	zum
_63F9CBD0FE13C5F2	tr_avendale_guard_chief_quarter	Avendale Hauptmannsquartier	Avendale Hauptmannsquartier	Avendale Hauptmannsquartier	das	das	im	zum
_57A4FAF98C86098B	tr_avendale_intendant_quarter	Avendale Intendantenquartier	Avendale Intendantenquartier	Avendale Intendantenquartier	das	das	im	zum
_58251EE102B9568E	tr_crystabell_sergent_quarter	Crystabell Sergeantenquartier	Crystabell Sergeantenquartier	Crystabell Sergeantenquartier	das	das	im	zum
_D972CAF3D5D86688	tr_crystabell_foreman_quarter	Crystabell Vorarbeiterquartier	Crystabell Vorarbeiterquartier	Crystabell Vorarbeiterquartier	das	das	im	zum
_69E9EEFED307E200	tr_crystabell_messenger_quarter	Crystabell Botenquartier	Crystabell Botenquartier	Crystabell Botenquartier	das	das	im	zum
_0671E168C3F201EC	tr_crystabell_sage_quarter	Crystabell Gelehrtenquartier	Crystabell Gelehrtenquartier	Crystabell Gelehrtenquartier	das	das	im	zum
_A7C9D64A291C07C5	tr_crystabell_guard_chief_quarter	Crystabell Hauptmannsquartier	Crystabell Hauptmannsquartier	Crystabell Hauptmannsquartier	das	das	im	zum
_2959DAF99377CEFB	tr_crystabell_intendant_quarter	Crystabell Intendantenquartier	Crystabell Intendantenquartier	Crystabell Intendantenquartier	das	das	im	zum
_ED2748C72CF6E4C0	zo_zora_mairie_ss	Zora-Hauptraum	Hauptraum	Hauptraum	der	den	im	zum
_72572111A2B7D8B6	zo_zora_mairie_mainroom	Hauptraum	Hauptraum	Hauptraum	der	den	im	zum
_84BF1DE6480C5928	fy_fortress_rdc	Festung Erdgeschoss	Festung Erdgeschoss	Festung Erdgeschoss				
_6D4019DD10BB144B	fy_fortress_1st	Festung Erste Ebene	Festung Erste Ebene	Festung Erste Ebene				
_E2A697A5283587B1	hoi_cho_stable	Stall von Hoï-Cho 	Stall von Hoï-Cho 	Stall von Hoï-Cho 	der	den	beim	zum
_20866FACA6F56BB4	jen_lai_stable	Stall von Jen-Laï	Stall von Jen-Laï	Stall von Jen-Laï	der	den	beim	zum
_E2F67FAFA78587B1	min_cho_stable	Stall von Min-Cho	Stall von Min-Cho	Stall von Min-Cho	der	den	beim	zum
_E1D7F4AD9FB58880	pyr_stable1	Nord-Stall von Pyr 	Nord-Stall von Pyr 	Nord-Stall von Pyr 	der	den	beim	zum
_E1E700ADE0B58880	pyr_stable2	Süd-Stall von Pyr	Süd-Stall von Pyr	Süd-Stall von Pyr	der	den	beim	zum
_10D8DCAD633500A7	pyr_stable3	Ost-Stall von Pyr	Ost-Stall von Pyr	Ost-Stall von Pyr	der	den	beim	zum
_27C85FA7268B1082	natae_stable	Stall von Natae	Stall von Natae	Stall von Natae	der	den	beim	zum
_27E85F9D26CB106E	davae_stable	Stall von Davae	Stall von Davae	Stall von Davae	der	den	beim	zum
_5BC978AD69880081	avalae_stable	Stall von Avalae	Stall von Avalae	Stall von Avalae	der	den	beim	zum
_1CEA78C7E7D8848F	thesos_stable	Stall von Thesos	Stall von Thesos	Stall von Thesos	der	den	beim	zum
_AAA8BFA62C4BD077	dyron_stable	Stall von Dyron	Stall von Dyron	Stall von Dyron	der	den	beim	zum
_CB1ED8FB645A1C92	fairhaven_stable	Stall von Fairhaven 	Stall von Fairhaven 	Stall von Fairhaven 	der	den	beim	zum
_B5CFF512673949F8	windermeer_stable	Stall von Windermeer 	Stall von Windermeer 	Stall von Windermeer 	der	den	beim	zum
_A499A1F1CEA97C93	avendale_stable	Stall von Avendale 	Stall von Avendale 	Stall von Avendale 	der	den	beim	zum
_3BB0CD05A4784116	crystabell_stable	Stall von Crystabell 	Stall von Crystabell 	Stall von Crystabell 	der	den	beim	zum
_A3D908AC6D6A6495	place_pyr_p_forge	Schmiede	Schmiede	Schmiede	die	die	in der	zur
_AF2D0919C1576A05	r_01_06_forage_place_1	Besonderes Vorkommen	Besondere Vorkommen	Besonderen Vorkommen	das	das	beim	zum
_AAA9B7061540F1D4	r_05_36_mission_place_hunting_1	Platz zur Ragus-Jagd	Platz zur Ragus-Jagd	Platz zur Ragus-Jagd	der	den	auf dem	zum
_8EB43958F24FD851	place_r_08_03_espionnage	Beobachtungspunkt	Beobachtungspunkt	Beobachtungspunkt	der	den	auf dem	zum
_C78F426D3D0F1C2A	continent_fyros_islands	Alte Lande	Alten Lande	Alten Landen	die	die	in den	zu den
_C343A9685F37CC90	region_fyros_island1pvp 3	Fyros Insel 1 PvP	Fyros-Insel 		die	den		
_20188FF2F929407C	region_fyros_island2	Fyros Insel 2	Fyros-Insel 		die	den		
_24BE643467D8C8C6	region_fyros_island3	Aelius-Dünen	Aelius-Dünen	Aelius-Dünen	die	die	in den	zu den
_8FDA400352CEC92B	r_11_10_kitin_hunting_1	Erstes Jagdterrain	Erste Jagdterrain	Ersten Jagdterrain	das	das	im	zum
_3ED36A63D73EA16C	r_11_10_kitin_hunting_2	Zweites Jagdterrain	Zweite Jagdterrain	Zweiten Jagdterrain	das	das	im	zum
_50D58839A2EE9278	r_08_04_kitin_boss_1	Herausforderung	Herausforderung	Herausforderung	die	die	bei der	zur
_65CACC23504263D7	r_05_34_place_lake_1	Uferstraße	Uferstraße	Uferstraße	die	die	in der	zur
_16B10294F1118B4F	place_arrival_from_sources	Wenn dieser Text angezeigt wird, handelt es sich um einen Bug: place_arrival_from_sources.						
