*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2
_11066D2345B345D2	bfaimhlme05	Cible sur Jambes Humanoïdes 5		une	la	Cibles sur Jambes Humanoïdes 5	des	les	Cible les jambes d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 115.	Cible sur Jambes Humanoïdes 5
_D2166D2445B349CD	bfaimhlme06	Cible sur Jambes Humanoïdes 6		une	la	Cibles sur Jambes Humanoïdes 6	des	les	Cible les jambes d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 140.	Cible sur Jambes Humanoïdes 6
_52266D2545B34DD2	bfaimhlme07	Cible sur Jambes Humanoïdes 7		une	la	Cibles sur Jambes Humanoïdes 7	des	les	Cible les jambes d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 165.	Cible sur Jambes Humanoïdes 7
_13366D2645B351CD	bfaimhlme08	Cible sur Jambes Humanoïdes 8		une	la	Cibles sur Jambes Humanoïdes 8	des	les	Cible les jambes d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 190.	Cible sur Jambes Humanoïdes 8
_11566D2745B355D2	bfaimhlme09	Cible sur Jambes Humanoïdes 9		une	la	Cibles sur Jambes Humanoïdes 9	des	les	Cible les jambes d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 215.	Cible sur Jambes Humanoïdes 9
_AEEC0DDA12026934	bfaimhlme10	Cible sur Jambes Humanoïdes 10		une	la	Cibles sur Jambes Humanoïdes 10	des	les	Cible les jambes d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 240.	Cible sur Jambes Humanoïdes 10
_AE0C0DDA12127D36	bfaimhlme11	Cible sur Jambes Humanoïdes 11		une	la	Cibles sur Jambes Humanoïdes 11	des	les	Cible les jambes d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 265.	Cible sur Jambes Humanoïdes 11
_97FBF59687B0EABF	bfaimhfme01	Cible sur Pieds Humanoïdes 1		une	la	Cibles sur Pieds Humanoïdes 1	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 25. 	Cible sur Pieds Humanoïdes 1
_563BF596C7B0EEBF	bfaimhfme02	Cible sur Pieds Humanoïdes 2		une	la	Cibles sur Pieds Humanoïdes 2	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 50.	Cible sur Pieds Humanoïdes 2
_566BF59607B0F2BF	bfaimhfme03	Cible sur Pieds Humanoïdes 3		une	la	Cibles sur Pieds Humanoïdes 3	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 70.	Cible sur Pieds Humanoïdes 3
_569BF59648B0F6BF	bfaimhfme04	Cible sur Pieds Humanoïdes 4		une	la	Cibles sur Pieds Humanoïdes 4	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 90.	Cible sur Pieds Humanoïdes 4
_D0F6651DC3633DD2	bfaimhfme05	Cible sur Pieds Humanoïdes 5		une	la	Cibles sur Pieds Humanoïdes 5	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 115.	Cible sur Pieds Humanoïdes 5
_9106651EC36341CD	bfaimhfme06	Cible sur Pieds Humanoïdes 6		une	la	Cibles sur Pieds Humanoïdes 6	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 140.	Cible sur Pieds Humanoïdes 6
_1116651FC36345D2	bfaimhfme07	Cible sur Pieds Humanoïdes 7		une	la	Cibles sur Pieds Humanoïdes 7	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 165.	Cible sur Pieds Humanoïdes 7
_D2266520C36349CD	bfaimhfme08	Cible sur Pieds Humanoïdes 8		une	la	Cibles sur Pieds Humanoïdes 8	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 190.	Cible sur Pieds Humanoïdes 8
_D0466521C3634DD2	bfaimhfme09	Cible sur Pieds Humanoïdes 9		une	la	Cibles sur Pieds Humanoïdes 9	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 215.	Cible sur Pieds Humanoïdes 9
_30AC0DCE5382692E	bfaimhfme10	Cible sur Pieds Humanoïdes 10		une	la	Cibles sur Pieds Humanoïdes 10	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 240.	Cible sur Pieds Humanoïdes 10
_30CC0DCE53927D30	bfaimhfme11	Cible sur Pieds Humanoïdes 11		une	la	Cibles sur Pieds Humanoïdes 11	des	les	Cible les pieds d'un humanoïde - efficace pour les armes dont le niveau n'excède pas 265.	Cible sur Pieds Humanoïdes 11
_E7A97B4FE4940768	bfaimkhme01	Cible Kitin/Tête 1		une	la	Cibles Kitins/Tête 1	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 25. 	Cible Kitin/Tête 1
_E7C97B50A3C40768	bfaimkhme02	Cible Kitin/Tête 2		une	la	Cibles Kitins/Tête 2	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 50. 	Cible Kitin/Tête 2
_E7E97B51A3E40768	bfaimkhme03	Cible Kitin/Tête 3		une	la	Cibles Kitins/Tête 3	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 70.	Cible Kitin/Tête 3
_E7097B52A3040768	bfaimkhme04	Cible Kitin/Tête 4		une	la	Cibles Kitins/Tête 4	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 90.	Cible Kitin/Tête 4
_DC8BEE5031726A98	bfaimkhme05	Cible Kitin/Tête 5		une	la	Cibles Kitins/Tête 5	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 115.	Cible Kitin/Tête 5
_DCABF24BF2726A98	bfaimkhme06	Cible Kitin/Tête 6		une	la	Cibles Kitins/Tête 6	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 140.	Cible Kitin/Tête 6
_DCCBF65072726A98	bfaimkhme07	Cible Kitin/Tête 7		une	la	Cibles Kitins/Tête 7	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 165.	Cible Kitin/Tête 7
_DCEBFA4B33726A98	bfaimkhme08	Cible Kitin/Tête 8		une	la	Cibles Kitins/Tête 8	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 190.	Cible Kitin/Tête 8
_DC0BFE5031826A98	bfaimkhme09	Cible Kitin/Tête 9		une	la	Cibles Kitins/Tête 9	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 215.	Cible Kitin/Tête 9
_4EAA92521F94135D	bfaimkhme10	Cible Kitin/Tête 10		une	la	Cibles Kitins/Tête 10	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 240.	Cible Kitin/Tête 10
_CEBAA6541F94135D	bfaimkhme11	Cible Kitin/Tête 11		une	la	Cibles Kitins/Tête 11	des	les	Cible la tête d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 265.	Cible Kitin/Tête 11
_C0DB4A33A1F8B0C6	bfaimkcme01	Cible Kitin/Corps 1 		une	la	Cibles Kitins/Corps 1 	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 25. 	Cible Kitin/Corps 1
_00AB5633A1F8B0C6	bfaimkcme02	Cible Kitin/Corps 2		une	la	Cibles Kitins/Corps 2	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 50.	Cible Kitin/Corps 2
_40CB5E33A1F8B0C6	bfaimkcme03	Cible Kitin/Corps 3		une	la	Cibles Kitins/Corps 3	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 70.	Cible Kitin/Corps 3
_81EB6633A1F8B0C6	bfaimkcme04	Cible Kitin/Corps 4		une	la	Cibles Kitins/Corps 4	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 90.	Cible Kitin/Corps 4
_01FF7A13A99649E3	bfaimkcme05	Cible Kitin/Corps 5		une	la	Cibles Kitins/Corps 5	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 115.	Cible Kitin/Corps 5
_C04F7A13A99649E4	bfaimkcme06	Cible Kitin/Corps 6		une	la	Cibles Kitins/Corps 6	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 140.	Cible Kitin/Corps 6
_018F7A13A99649E5	bfaimkcme07	Cible Kitin/Corps 7		une	la	Cibles Kitins/Corps 7	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 165.	Cible Kitin/Corps 7
_C0DF7A13A99649E6	bfaimkcme08	Cible Kitin/Corps 8		une	la	Cibles Kitins/Corps 8	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 190.	Cible Kitin/Corps 8
_017F7E13A99649E7	bfaimkcme09	Cible Kitin/Corps 9		une	la	Cibles Kitins/Corps 9	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 215.	Cible Kitin/Corps 9
_D8255D43F1C117EC	bfaimkcme10	Cible Kitin/Corps 10		une	la	Cibles Kitins/Corps 10	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 240.	Cible Kitin/Corps 10
_98355D43F1D117F1	bfaimkcme11	Cible Kitin/Corps 11		une	la	Cibles Kitins/Corps 11	des	les	Cible l'abdomen d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 265.	Cible Kitin/Corps 11
_8829559E9B8FB336	bfaimkame01	Cible Kitin Haut/Pattes Avant 1		une	la	Cibles Kitins Haut/Pattes Avant 1	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 25. 	Cible Kitin Haut/Pattes Avant 1
_4769559E9B9FB337	bfaimkame02	Cible Kitin Haut/Pattes Avant 2		une	la	Cibles Kitins Haut/Pattes Avant 2	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 50.	Cible Kitin Haut/Pattes Avant 2
_4799559E9BAFB338	bfaimkame03	Cible Kitin Haut/Pattes Avant 3		une	la	Cibles Kitins Haut/Pattes Avant 3	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 70.	Cible Kitin Haut/Pattes Avant 3
_47C9559E9BBFB339	bfaimkame04	Cible Kitin Haut/Pattes Avant 4		une	la	Cibles Kitins Haut/Pattes Avant 4	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 90.	Cible Kitin Haut/Pattes Avant 4
_01988CFDD1508692	bfaimkame05	Cible Kitin Haut/Pattes Avant 5		une	la	Cibles Kitins Haut/Pattes Avant 5	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 115.	Cible Kitin Haut/Pattes Avant 5
_C2A88CFD1150868E	bfaimkame06	Cible Kitin Haut/Pattes Avant 6		une	la	Cibles Kitins Haut/Pattes Avant 6	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 140.	Cible Kitin Haut/Pattes Avant 6
_42B88CFD51508694	bfaimkame07	Cible Kitin Haut/Pattes Avant 7		une	la	Cibles Kitins Haut/Pattes Avant 7	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 165.	Cible Kitin Haut/Pattes Avant 7
_03C88CFD92508690	bfaimkame08	Cible Kitin Haut/Pattes Avant 8		une	la	Cibles Kitins Haut/Pattes Avant 8	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 190.	Cible Kitin Haut/Pattes Avant 8
_01E88CFDD2508696	bfaimkame09	Cible Kitin Haut/Pattes Avant 9		une	la	Cibles Kitins Haut/Pattes Avant 9	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 215.	Cible Kitin Haut/Pattes Avant 9
_AAF66BB7DEAC1735	bfaimkame10	Cible Kitin Haut/Pattes Avant 10		une	la	Cibles Kitins Haut/Pattes Avant 10	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 240.	Cible Kitin Haut/Pattes Avant 10
_AA066FB7DEAC2F37	bfaimkame11	Cible Kitin Haut/Pattes Avant 11		une	la	Cibles Kitins Haut/Pattes Avant 11	des	les	Cible la partie supérieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 265.	Cible Kitin Haut/Pattes Avant 11
_B39DAFDBC92FDD3C	bfaimkhame01	Cible Kitin Bas/Pattes Avant 1		une	la	Cibles Kitins Bas/Pattes Avant 1	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 25. 	Cible Kitin Bas/Pattes Avant 1
_B49DAFDB092FE137	bfaimkhame02	Cible Kitin Bas/Pattes Avant 2		une	la	Cibles Kitins Bas/Pattes Avant 2	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 50.	Cible Kitin Bas/Pattes Avant 2
_749DAFDB492FE537	bfaimkhame03	Cible Kitin Bas/Pattes Avant 3		une	la	Cibles Kitins Bas/Pattes Avant 3	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 70.	Cible Kitin Bas/Pattes Avant 3
_369DAFDB8A2FE937	bfaimkhame04	Cible Kitin Bas/Pattes Avant 4		une	la	Cibles Kitins Bas/Pattes Avant 4	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 90.	Cible Kitin Bas/Pattes Avant 4
_32FA0CBDCC7E4E1E	bfaimkhame05	Cible Kitin Bas/Pattes Avant 5		une	la	Cibles Kitins Bas/Pattes Avant 5	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 115.	Cible Kitin Bas/Pattes Avant 5
_72FA0CBECC7E3E21	bfaimkhame06	Cible Kitin Bas/Pattes Avant 6		une	la	Cibles Kitins Bas/Pattes Avant 6	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 140.	Cible Kitin Bas/Pattes Avant 6
_B2FA0CBFCC7E5623	bfaimkhame07	Cible Kitin Bas/Pattes Avant 7		une	la	Cibles Kitins Bas/Pattes Avant 7	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 165.	Cible Kitin Bas/Pattes Avant 7
_F3FA0CC0CC7E4626	bfaimkhame08	Cible Kitin Bas/Pattes Avant 8		une	la	Cibles Kitins Bas/Pattes Avant 8	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 190.	Cible Kitin Bas/Pattes Avant 8
_73FA0CC1CC7E5E1E	bfaimkhame09	Cible Kitin Bas/Pattes Avant 9		une	la	Cibles Kitins Bas/Pattes Avant 9	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 215.	Cible Kitin Bas/Pattes Avant 9
_A069F7ED7FC5D9CC	bfaimkhame10	Cible Kitin Bas/Pattes Avant 10		une	la	Cibles Kitins Bas/Pattes Avant 10	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 240.	Cible Kitin Bas/Pattes Avant 10
_E079F7ED7F25E1CC	bfaimkhame11	Cible Kitin Bas/Pattes Avant 11		une	la	Cibles Kitins Bas/Pattes Avant 11	des	les	Cible la partie inférieure des pattes avant d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 265.	Cible Kitin Bas/Pattes Avant 11
_2D8D3B9E21F4C068	bfaimklme01	Cible Kitin Haut/Pattes Arrière 1		une	la	Cibles Kitins Haut/Pattes Arrière 1	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 25. 	Cible Kitin Haut/Pattes Arrière 1
_2D9D3B99E2F4C469	bfaimklme02	Cible Kitin Haut/Pattes Arrière 2		une	la	Cibles Kitins Haut/Pattes Arrière 2	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 50.	Cible Kitin Haut/Pattes Arrière 2
_2DAD3B9962F4C86A	bfaimklme03	Cible Kitin Haut/Pattes Arrière 3		une	la	Cibles Kitins Haut/Pattes Arrière 3	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 70.	Cible Kitin Haut/Pattes Arrière 3
_2DBD3B99E3F4CC6B	bfaimklme04	Cible Kitin Haut/Pattes Arrière 4		une	la	Cibles Kitins Haut/Pattes Arrière 4	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 90.	Cible Kitin Haut/Pattes Arrière 4
_4A06C489098615F9	bfaimklme05	Cible Kitin Haut/Pattes Arrière 5		une	la	Cibles Kitins Haut/Pattes Arrière 5	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 115.	Cible Kitin Haut/Pattes Arrière 5
_4A16B08C09861DF9	bfaimklme06	Cible Kitin Haut/Pattes Arrière 6		une	la	Cibles Kitins Haut/Pattes Arrière 6	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 140.	Cible Kitin Haut/Pattes Arrière 6
_4A26C48E098625F9	bfaimklme07	Cible Kitin Haut/Pattes Arrière 7		une	la	Cibles Kitins Haut/Pattes Arrière 7	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 165.	Cible Kitin Haut/Pattes Arrière 7
_4A36B09109862DF9	bfaimklme08	Cible Kitin Haut/Pattes Arrière 8		une	la	Cibles Kitins Haut/Pattes Arrière 8	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 190.	Cible Kitin Haut/Pattes Arrière 8
_4A46C489498635F9	bfaimklme09	Cible Kitin Haut/Pattes Arrière 9		une	la	Cibles Kitins Haut/Pattes Arrière 9	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 215.	Cible Kitin Haut/Pattes Arrière 9
_7DE642D1263826E7	bfaimklme10	Cible Kitin Haut/Pattes Arrière 10		une	la	Cibles Kitins Haut/Pattes Arrière 10	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 240.	Cible Kitin Haut/Pattes Arrière 10
_7D464AD1664826E7	bfaimklme11	Cible Kitin Haut/Pattes Arrière 11		une	la	Cibles Kitins Haut/Pattes Arrière 11	des	les	Cible la partie supérieure des pattes arrière d'un kitin - plus efficace pour les armes dont le niveau n'excède pas 265.	Cible Kitin Haut/Pattes Arrière 11
_F975E6EA577B1F9F	bfaimkfme01	Cible Kitin Bas/Pattes Arrière 1		une	la	Cibles Kitins Bas/Pattes Arrière 1	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 25. 	Cible Kitin Bas/Pattes Arrière 1
_F985EAEA577B0FA2	bfaimkfme02	Cible Kitin Bas/Pattes Arrière 2		une	la	Cibles Kitins Bas/Pattes Arrière 2	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 50.	Cible Kitin Bas/Pattes Arrière 2
_F995EEEA577B13A4	bfaimkfme03	Cible Kitin Bas/Pattes Arrière 3		une	la	Cibles Kitins Bas/Pattes Arrière 3	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 70.	Cible Kitin Bas/Pattes Arrière 3
_F9A5F2EA577B17A6	bfaimkfme04	Cible Kitin Bas/Pattes Arrière 4		une	la	Cibles Kitins Bas/Pattes Arrière 4	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 90.	Cible Kitin Bas/Pattes Arrière 4
_3E4C4D623CA2DB46	bfaimkfme05	Cible Kitin Bas/Pattes Arrière 5		une	la	Cibles Kitins Bas/Pattes Arrière 5	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 115.	Cible Kitin Bas/Pattes Arrière 5
_3E6C4D623C52EB46	bfaimkfme06	Cible Kitin Bas/Pattes Arrière 6		une	la	Cibles Kitins Bas/Pattes Arrière 6	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 140.	Cible Kitin Bas/Pattes Arrière 6
_3E8C4D623CA2F746	bfaimkfme07	Cible Kitin Bas/Pattes Arrière 7		une	la	Cibles Kitins Bas/Pattes Arrière 7	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 165.	Cible Kitin Bas/Pattes Arrière 7
_3EAC4D623C520746	bfaimkfme08	Cible Kitin Bas/Pattes Arrière 8		une	la	Cibles Kitins Bas/Pattes Arrière 8	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 190.	Cible Kitin Bas/Pattes Arrière 8
_3ECC4D623CA2EB47	bfaimkfme09	Cible Kitin Bas/Pattes Arrière 9		une	la	Cibles Kitins Bas/Pattes Arrière 9	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 215.	Cible Kitin Bas/Pattes Arrière 9
_A15A9D99D4E038E7	bfaimkfme10	Cible Kitin Bas/Pattes Arrière 10		une	la	Cibles Kitins Bas/Pattes Arrière 10	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 240.	Cible Kitin Bas/Pattes Arrière 10
_A16A9D99151038E8	bfaimkfme11	Cible Kitin Bas/Pattes Arrière 11		une	la	Cibles Kitins Bas/Pattes Arrière 11	des	les	Cible la partie inférieure des pattes arrière d'un Kitin - plus efficace pour les armes dont le niveau n'excède pas 265.	Cible Kitin Bas/Pattes Arrière 11
_E5FFBDC439468C31	bfaimqhme01	Cible Quadrupède/Tête 1 		une	la	Cibles Quadrupèdes/Tête 1 	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 25. 	Cible Quadrupède/Tête 1 
_E50FBDC4F8868C32	bfaimqhme02	Cible Quadrupède/Tête 2		une	la	Cibles Quadrupèdes/Tête 2	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 50.	Cible Quadrupède/Tête 2
_E51FBDC4F8B68C33	bfaimqhme03	Cible Quadrupède/Tête 3		une	la	Cibles Quadrupèdes/Tête 3	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 70.	Cible Quadrupède/Tête 3
_E52FBDC4F8E68C34	bfaimqhme04	Cible Quadrupède/Tête 4		une	la	Cibles Quadrupèdes/Tête 4	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 90.	Cible Quadrupède/Tête 4
_365D48AB33789F78	bfaimqhme05	Cible Quadrupède/Tête 5		une	la	Cibles Quadrupèdes/Tête 5	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 115.	Cible Quadrupède/Tête 5
_366D48A6F488A378	bfaimqhme06	Cible Quadrupède/Tête 6		une	la	Cibles Quadrupèdes/Tête 6	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 140.	Cible Quadrupède/Tête 6
_367D48AB7498A778	bfaimqhme07	Cible Quadrupède/Tête 7		une	la	Cibles Quadrupèdes/Tête 7	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 165.	Cible Quadrupède/Tête 7
_368D48A635A8AB78	bfaimqhme08	Cible Quadrupède/Tête 8		une	la	Cibles Quadrupèdes/Tête 8	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 190.	Cible Quadrupède/Tête 8
_369D48AB33C8AF78	bfaimqhme09	Cible Quadrupède/Tête 9		une	la	Cibles Quadrupèdes/Tête 9	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 215.	Cible Quadrupède/Tête 9
_04F33519455DE719	bfaimqhme10	Cible Quadrupède/Tête 10		une	la	Cibles Quadrupèdes/Tête 10	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 240.	Cible Quadrupède/Tête 10
_0403491BC55DE719	bfaimqhme11	Cible Quadrupède/Tête 11		une	la	Cibles Quadrupèdes/Tête 11	des	les	Cible la tête d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 265.	Cible Quadrupède/Tête 11
_EB20D9C8B7F68C46	bfaimqcme01	Cible Quadrupède/Corps 1 		une	la	Cibles Quadrupèdes/Corps 1 	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 25. 	Cible Quadrupède/Corps 1 
_EB30D9C876368C47	bfaimqcme02	Cible Quadrupède/Corps 2		une	la	Cibles Quadrupèdes/Corps 2	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 50.	Cible Quadrupède/Corps 2
_EB40D9C876668C48	bfaimqcme03	Cible Quadrupède/Corps 3		une	la	Cibles Quadrupèdes/Corps 3	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 70.	Cible Quadrupède/Corps 3
_EB50D9C876968C49	bfaimqcme04	Cible Quadrupède/Corps 4		une	la	Cibles Quadrupèdes/Corps 4	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 90.	Cible Quadrupède/Corps 4
_815D809F33289F8D	bfaimqcme05	Cible Quadrupède/Corps 5		une	la	Cibles Quadrupèdes/Corps 5	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 115.	Cible Quadrupède/Corps 5
_816D809AF438A38D	bfaimqcme06	Cible Quadrupède/Corps 6		une	la	Cibles Quadrupèdes/Corps 6	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 140.	Cible Quadrupède/Corps 6
_817D809F7448A78D	bfaimqcme07	Cible Quadrupède/Corps 7		une	la	Cibles Quadrupèdes/Corps 7	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 165.	Cible Quadrupède/Corps 7
_818D809A3558AB8D	bfaimqcme08	Cible Quadrupède/Corps 8		une	la	Cibles Quadrupèdes/Corps 8	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 190.	Cible Quadrupède/Corps 8
_819D809F3378AF8D	bfaimqcme09	Cible Quadrupède/Corps 9		une	la	Cibles Quadrupèdes/Corps 9	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 215.	Cible Quadrupède/Corps 9
_47D3ED19450DE758	bfaimqcme10	Cible Quadrupède/Corps 10		une	la	Cibles Quadrupèdes/Corps 10	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 240.	Cible Quadrupède/Corps 10
_47E3011BC50DE758	bfaimqcme11	Cible Quadrupède/Corps 11		une	la	Cibles Quadrupèdes/Corps 11	des	les	Cible le corps d'un quadrupède - plus efficace pour les armes dont le niveau n'excède pas 265.	Cible Quadrupède/Corps 11
