*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description		
_D94295FC66464959	m0281ckhje01	Bout de chair exceptionnelle / Kipee de la Jungle	un	le	Bouts de chair exceptionnelle / Kipee de la Jungle	des	les			
_23A0EB7A9B369FF7	m0281ckhjf01	Bout de chair magnifique / Kipee de la Jungle	un	le	Bouts de chair magnifique / Kipee de la Jungle	des	les			
_9EF64ADF2DF71C72	m0281ckhla01	Bout de chair ordinaire / Kipee des Lacs	un	le	Bouts de chair ordinaire / Kipee des Lacs	des	les			
_3C503C2610D015AF	m0281ckhlb01	Bout de chair moyenne / Kipee des Lacs	un	le	Bouts de chair moyenne / Kipee des Lacs	des	les			
_9E6662E76C373C78	m0281ckhlc01	Bout de chair parfaite / Kipee des Lacs	un	le	Bouts de chair parfaite / Kipee des Lacs	des	les			
_B553FDEDA30B01D0	m0281ckhld01	Bout de chair de premier ordre / Kipee des Lacs	un	le	Bouts de chair de premier ordre / Kipee des Lacs	des	les			
_3044B900A74C41D0	m0281ckhle01	Bout de chair exceptionnelle / Kipee des Lacs	un	le	Bouts de chair exceptionnelle / Kipee des Lacs	des	les			
_BFA89E2F1A7EEE78	m0281ckhlf01	Bout de chair magnifique / Kipee des Lacs	un	le	Bouts de chair magnifique / Kipee des Lacs	des	les			
_C62BFAFC21015241	m0281ckhpd01	Bout de chair de premier ordre / Kipee des Primes Racines	un	le	Bouts de chair de premier ordre / Kipee des Primes Racines	des	les			
_451CFE00A0F25245	m0281ckhpe01	Bout de chair exceptionnelle / Kipee des Primes Racines	un	le	Bouts de chair exceptionnelle / Kipee des Primes Racines	des	les			
_7D04AD552FEBCBC3	m0281ckhpf01	Bout de chair magnifique / Kipee des Primes Racines	un	le	Bouts de chair magnifique / Kipee des Primes Racines	des	les			
_4DF80D189E84A9DE	m0282ckidc01	Bout de chair parfaite / Kizoar du Désert	un	le	Bouts de chair parfaite / Kizoar du Désert	des	les			
_A28E47DDE39FC952	m0282ckidd01	Bout de chair de premier ordre / Kizoar du Désert	un	le	Bouts de chair de premier ordre / Kizoar du Désert	des	les			
_E17F5BF1E79FC940	m0282ckide01	Bout de chair exceptionnelle / Kizoar du Désert	un	le	Bouts de chair exceptionnelle / Kizoar du Désert	des	les			
_339A45C2495F14DF	m0282ckidf01	Bout de chair magnifique / Kizoar du Désert	un	le	Bouts de chair magnifique / Kizoar du Désert	des	les			
_4DF80D1C9E64F9E2	m0282ckifc01	Bout de chair parfaite / Kizoar des Forêts	un	le	Bouts de chair parfaite / Kizoar des Forêts	des	les			
_A29E4BDE255FD152	m0282ckifd01	Bout de chair de premier ordre / Kizoar des Forêts	un	le	Bouts de chair de premier ordre / Kizoar des Forêts	des	les			
_E18F5FF2295FD140	m0282ckife01	Bout de chair exceptionnelle / Kizoar des Forêts	un	le	Bouts de chair exceptionnelle / Kizoar des Forêts	des	les			
_35BA45C4896F10E8	m0282ckiff01	Bout de chair magnifique / Kizoar des Forêts	un	le	Bouts de chair magnifique / Kizoar des Forêts	des	les			
_4DF895129EE229EA	m0282ckijc01	Bout de chair parfaite / Kizoar de la Jungle	un	le	Bouts de chair parfaite / Kizoar de la Jungle	des	les			
_DE3C37E0A600E152	m0282ckijd01	Bout de chair de premier ordre / Kizoar de la Jungle	un	le	Bouts de chair de premier ordre / Kizoar de la Jungle	des	les			
_1D2D4BF4AA00E140	m0282ckije01	Bout de chair exceptionnelle / Kizoar de la Jungle	un	le	Bouts de chair exceptionnelle / Kizoar de la Jungle	des	les			
_B8FA45B9041E08EA	m0282ckijf01	Bout de chair magnifique / Kizoar de la Jungle	un	le	Bouts de chair magnifique / Kizoar de la Jungle	des	les			
_2806B9C571C86110	m0282ckilc01	Bout de chair parfaite / Kizoar des Lacs	un	le	Bouts de chair parfaite / Kizoar des Lacs	des	les			
_FBD5B0D512634EA7	m0282ckild01	Bout de chair de premier ordre / Kizoar des Lacs	un	le	Bouts de chair de premier ordre / Kizoar des Lacs	des	les			
_76A5F0D917644EA7	m0282ckile01	Bout de chair exceptionnelle / Kizoar des Lacs	un	le	Bouts de chair exceptionnelle / Kizoar des Lacs	des	les			
_1960A40FBD758302	m0282ckilf01	Bout de chair magnifique / Kizoar des Lacs	un	le	Bouts de chair magnifique / Kizoar des Lacs	des	les			
_A50F4F2B3DD757CF	m0282ckipd01	Bout de chair de premier ordre / Kizoar des Primes Racines	un	le	Bouts de chair de premier ordre / Kizoar des Primes Racines	des	les			
_2000531D05D767DF	m0282ckipe01	Bout de chair exceptionnelle / Kizoar des Primes Racines	un	le	Bouts de chair exceptionnelle / Kizoar des Primes Racines	des	les			
_87E675E8DB6FE23A	m0282ckipf01	Bout de chair magnifique / Kizoar des Primes Racines	un	le	Bouts de chair magnifique / Kizoar des Primes Racines	des	les			
_87A10FE20A3B89BC	m0283ckjdd01	Bout de chair de premier ordre / Kipesta du Désert	un	le	Bouts de chair de premier ordre / Kipesta du Désert	des	les			
_02D353E60E3B41CB	m0283ckjde01	Bout de chair exceptionnelle / Kipesta du Désert	un	le	Bouts de chair exceptionnelle / Kipesta du Désert	des	les			
_A1E021D2180E8B01	m0283ckjdf01	Bout de chair magnifique / Kipesta du Désert	un	le	Bouts de chair magnifique / Kipesta du Désert	des	les			
_C7A10FEE4ADB91BC	m0283ckjfd01	Bout de chair de premier ordre / Kipesta des Forêts	un	le	Bouts de chair de premier ordre / Kipesta des Forêts	des	les			
_42D353F24EDB49CB	m0283ckjfe01	Bout de chair exceptionnelle / Kipesta des Forêts	un	le	Bouts de chair exceptionnelle / Kipesta des Forêts	des	les			
_A1E021D4980E8315	m0283ckjff01	Bout de chair magnifique / Kipesta des Forêts	un	le	Bouts de chair magnifique / Kipesta des Forêts	des	les			
_06D0E3FA4A3CA1AD	m0283ckjjd01	Bout de chair de premier ordre / Kipesta de la Jungle	un	le	Bouts de chair de premier ordre / Kipesta de la Jungle	des	les			
_810227FE4E3C59BC	m0283ckjje01	Bout de chair exceptionnelle / Kipesta de la Jungle	un	le	Bouts de chair exceptionnelle / Kipesta de la Jungle	des	les			
_A3E021BA164E6321	m0283ckjjf01	Bout de chair magnifique / Kipesta de la Jungle	un	le	Bouts de chair magnifique / Kipesta de la Jungle	des	les			
_871C2FEAE42439A5	m0283ckjld01	Bout de chair de premier ordre / Kipesta des Lacs	un	le	Bouts de chair de premier ordre / Kipesta des Lacs	des	les			
_7DFE33F2EC2439A5	m0283ckjle01	Bout de chair exceptionnelle / Kipesta des Lacs	un	le	Bouts de chair exceptionnelle / Kipesta des Lacs	des	les			
_A6E208875A349EE2	m0283ckjlf01	Bout de chair magnifique / Kipesta des Lacs	un	le	Bouts de chair magnifique / Kipesta des Lacs	des	les			
_E8CEF089565782C5	m0283ckjpd01	Bout de chair de premier ordre / Kipesta des Primes Racines	un	le	Bouts de chair de premier ordre / Kipesta des Primes Racines	des	les			
_63BFAC9C5A98C2C5	m0283ckjpe01	Bout de chair exceptionnelle / Kipesta des Primes Racines	un	le	Bouts de chair exceptionnelle / Kipesta des Primes Racines	des	les			
_0A024FF9E5D89F40	m0283ckjpf01	Bout de chair magnifique / Kipesta des Primes Racines	un	le	Bouts de chair magnifique / Kipesta des Primes Racines	des	les			
_9C28CE13A899C2D1	m0284cdald01	Fragment de crâne de premier ordre / Cute des Lacs	un	le	Fragments de crâne de premier ordre / Cute des Lacs	des	les			
_60692223A8997ACE	m0284cdale01	Fragment de crâne exceptionnel / Cute des Lacs	un	le	Fragments de crâne exceptionnel / Cute des Lacs	des	les			
_57F66D52D36DBC91	m0284cdapd01	Fragment de crâne de premier ordre / Cute des Primes Racines	un	le	Fragments de crâne de premier ordre / Cute des Primes Racines	des	les			
_5716ED52D46E74A0	m0284cdape01	Fragment de crâne exceptionnel / Cute des Primes Racines	un	le	Fragments de crâne exceptionnel / Cute des Primes Racines	des	les			
_DE7DFE87BB32B30D	m0285cdbfd01	Fragment de crâne de premier ordre / Gibbai des Forêts	un	le	Fragments de crâne de premier ordre / Gibbai des Forêts	des	les			
_DEBE42757F327B2C	m0285cdbfe01	Fragment de crâne exceptionnel / Gibbai des Forêts	un	le	Fragments de crâne exceptionnel / Gibbai des Forêts	des	les			
_9FDDEE91F8C1BBFA	m0285cdbjd01	Fragment de crâne de premier ordre / Gibbai de la Jungle	un	le	Fragments de crâne de premier ordre / Gibbai de la Jungle	des	les			
_9F1E327FBCC18319	m0285cdbje01	Fragment de crâne exceptionnel / Gibbai de la Jungle	un	le	Fragments de crâne exceptionnel / Gibbai de la Jungle	des	les			
_1EEE167ABDA3B315	m0286cdcdd01	Fragment de crâne de premier ordre / Frahar du Désert	un	le	Fragments de crâne de premier ordre/Frahar du Désert	des	les			
_1E2F5A6881A37B34	m0286cdcde01	Fragment de crâne exceptionne l /Frahar du Désert	un	le	Fragments de crâne exceptionnel / Frahar du Désert	des	les			
_98185AFA5FB3F221	m0287chhdd01	Sang de premier ordre / Mektoub du Désert	du	le	Sang de premier ordre / Mektoub du Désert	du	le			
_AA5CAD1428A403C1	m0287chhfc01	Sang parfait / Mektoub des Forêts 	du	le	Sang parfait / Mektoub des Forêts 	du	le			
_98185EFD1F432223	m0287chhfd01	Sang de premier ordre / Mektoub des Forêts 	du	le	Sang de premier ordre / Mektoub des Forêts 	du	le			
_AC5CEDF2A222E3CD	m0287chhja01	Sang ordinaire / Mektoub de la Jungle	du	le	Sang ordinaire / Mektoub de la Jungle	du	le			
_6B65E6150E08A6C0	m0287chhjb01	Sang moyen / Mektoub de la Jungle	du	le	Sang moyen / Mektoub de la Jungle	du	le			
_DD77FD733A65FBC6	m0287chhle01	Sang exceptionnel / Mektoub des Lacs	du	le	Sang exceptionnel / Mektoub des Lacs	du	le			
_DBBA837B60158A06	m0287chhpf01	Sang magnifique / Mektoub des Primes Racines	du	le	Sang magnifique / Mektoub des Primes Racines	du	le			
_EC3612FD0E078ECF	m0287chidb01	Sang moyen / Mektoub du Désert	du	le	Sang moyen / Mektoub du Désert	du	le			
_2C3612094EA796CF	m0287chifb01	Sang moyen / Mektoub des Forêts 	du	le	Sang moyen / Mektoub des Forêts 	du	le			
_6B65E6154E08A6C0	m0287chijb01	Sang moyen / Mektoub de la Jungle	du	le	Sang moyen / Mektoub de la Jungle	du	le			
_3A44890662A45B23	m0287chilb01	Sang moyen / Mektoub des Lacs	du	le	Sang moyen / Mektoub des Lacs	du	le			
_EC3612FD4E078ECF	m0287chjdb01	Sang moyen / Mektoub du Désert	du	le	Sang moyen / Mektoub du Désert	du	le			
_2C3612098EA796CF	m0287chjfb01	Sang moyen / Mektoub des Forêts	du	le	Sang moyen / Mektoub des Forêts	du	le			
_6B65E6158E08A6C0	m0287chjjb01	Sang moyen / Mektoub de la Jungle	du	le	Sang moyen / Mektoub de la Jungle	du	le			
_3A448906A2A45B23	m0287chjlb01	Sang moyen / Mektoub des Lacs	du	le	Sang moyen / Mektoub des Lacs	du	le			
_7992FC068C5D72E8	m0288ccada01	Sang ordinaire / Gingo du Désert	du	le	Sang ordinaire / Gingo du Désert	du	le			
_982A1B185CB4C3DC	m0288ccadb01	Sang moyen / Gingo du Désert	du	le	Sang moyen / Gingo du Désert	du	le			
_B9320408CC5D72F2	m0288ccafa01	Sang ordinaire / Gingo des Forêts 	du	le	Sang ordinaire / Gingo des Forêts 	du	le			
_982A231ADCF4D3DC	m0288ccafb01	Sang moyen / Gingo des Forêts 	du	le	Sang moyen / Gingo des Forêts 	du	le			
_B932E80C8CFE92F8	m0288ccafc01	Sang parfait / Gingo des Forêts 	du	le	Sang parfait / Gingo des Forêts 	du	le			
_8FE184E78F7513C3	m0288ccafe01	Sang exceptionnel / Gingo des Forêts	du	le	Sang exceptionnel / Gingo des Forêts	du	le			
_900250C64D12DBCD	m0288ccajd01	Sang de premier ordre / Gingo de la Jungle	du	le	Sang de premier ordre / Gingo de la Jungle	du	le			
_90E148D54E541BCD	m0288ccaje01	Sang exceptionnel / Gingo de la Jungle	du	le	Sang exceptionnel / Gingo de la Jungle	du	le			
_3B73E413CD9EAAF0	m0289ccefa01	Sang ordinaire / Ragus des Forêts	du	le	Sang ordinaire / Ragus des Forêts	du	le			
_982A2322E51493F3	m0289ccefb01	Sang moyen / Ragus des Forêts	du	le	Sang moyen / Ragus des Forêts	du	le			
_6005210663ACC34B	m0289cceff01	Sang magnifique / Ragus des Forêts	du	le	Sang magnifique / Ragus des Forêts	du	le			
_3BD4F4080CCD7EF8	m0289cceja01	Sang ordinaire / Ragus de la Jungle 	du	le	Sang ordinaire / Ragus de la Jungle 	du	le			
_9848EB2AE3D6B3F3	m0289ccejb01	Sang moyen / Ragus de la Jungle 	du	le	Sang moyen / Ragus de la Jungle 	du	le			
_3BD4D80CCC6E9EFE	m0289ccejc01	Sang parfait / Ragus de la Jungle 	du	le	Sang parfait / Ragus de la Jungle 	du	le			
_53914C3768779492	m0289ccelc01	Sang parfait / Ragus des Lacs	du	le	Sang parfait / Ragus des Lacs	du	le			
_D90D5CD739B3314A	m0289cceld01	Sang de premier ordre / Ragus des Lacs	du	le	Sang de premier ordre / Ragus des Lacs	du	le			
_B3529F7FB48B4748	m0289ccepf01	Sang magnifique / Ragus des Primes Racines	du	le	Sang magnifique / Ragus des Primes Racines	du	le			
_E7F7CB5962A0BE49	m0290chdda01	Sang ordinaire / Yubo du Désert	du	le	Sang ordinaire / Yubo du Désert	du	le			
_CA5891D1D0E4F74F	m0290chddb01	Sang moyen / Yubo du Désert	du	le	Sang moyen / Yubo du Désert	du	le			
_67E7F35DA2A0BA54	m0290chdfa01	Sang ordinaire / Yubo des Forêts	du	le	Sang ordinaire / Yubo des Forêts	du	le			
_CA5895D490742751	m0290chdfb01	Sang moyen / Yubo des Forêts	du	le	Sang moyen / Yubo des Forêts	du	le			
_E8A60B56E1C06E53	m0290chdja01	Sang ordinaire / Yubo de la Jungle	du	le	Sang ordinaire / Yubo de la Jungle	du	le			
_CA673DD30F944F55	m0290chdjb01	Sang moyen / Yubo de la Jungle	du	le	Sang moyen / Yubo de la Jungle	du	le			
_A52E60DC87A951F0	m0290chdla01	Sang ordinaire / Yubo des Lacs 	du	le	Sang ordinaire / Yubo des Lacs 	du	le			
_B007867C7231CE01	m0290chdlb01	Sang moyen / Yubo des Lacs	du	le	Sang moyen / Yubo des Lacs	du	le			
_39F3FC0A4E3D6AD9	m0291ckhda01	Sang ordinaire / Kipee du Désert	du	le	Sang ordinaire / Kipee du Désert	du	le			
_D82A1B041E76C3DD	m0291ckhdb01	Sang moyen / Kipee du Désert	du	le	Sang moyen / Kipee du Désert	du	le			
_39F3E00E0EDE8ADF	m0291ckhdc01	Sang parfait / Kipee du Désert	du	le	Sang parfait / Kipee du Désert	du	le			
_50428CD58E03AFB2	m0291ckhdd01	Sang de premier ordre / Kipee du Désert	du	le	Sang de premier ordre / Kipee du Désert	du	le			
_502184E48F45EFB2	m0291ckhde01	Sang exceptionnel / Kipee du Désert	du	le	Sang exceptionnel / Kipee du Désert	du	le			
_2184C903A6AB8B34	m0291ckhdf01	Sang magnifique / Kipee du Désert	du	le	Sang magnifique / Kipee du Désert	du	le			
_7993040C8E3D6AE3	m0291ckhfa01	Sang ordinaire / Kipee des Forêts	du	le	Sang ordinaire / Kipee des Forêts	du	le			
_D82A23069EB6D3DD	m0291ckhfb01	Sang moyen / Kipee des Forêts	du	le	Sang moyen / Kipee des Forêts	du	le			
_7993E8104EDE8AE9	m0291ckhfc01	Sang parfait / Kipee des Forêts	du	le	Sang parfait / Kipee des Forêts	du	le			
_D0428CD8CEF3D3BE	m0291ckhfd01	Sang de premier ordre / Kipee des Forêts	du	le	Sang de premier ordre / Kipee des Forêts	du	le			
_D02184E7CF3513BE	m0291ckhfe01	Sang exceptionnel / Kipee des Forêts	du	le	Sang exceptionnel / Kipee des Forêts	du	le			
_E3A4C50F26BB8B33	m0291ckhff01	Sang magnifique / Kipee des Forêts	du	le	Sang magnifique / Kipee des Forêts	du	le			
_79F41401CD6C3EEB	m0291ckhja01	Sang ordinaire / Kipee de la Jungle	du	le	Sang ordinaire / Kipee de la Jungle	du	le			
_D848EB0E9C78F3DD	m0291ckhjb01	Sang moyen / Kipee de la Jungle	du	le	Sang moyen / Kipee de la Jungle	du	le			
_79F4F8058D0D5EF1	m0291ckhjc01	Sang parfait / Kipee de la Jungle	du	le	Sang parfait / Kipee de la Jungle	du	le			
_D14250C68DD2DBC8	m0291ckhjd01	Sang de premier ordre / Kipee de la Jungle	du	le	Sang de premier ordre / Kipee de la Jungle	du	le			
_D12148D58E141BC8	m0291ckhje01	Sang exceptionnel / Kipee de la Jungle	du	le	Sang exceptionnel / Kipee de la Jungle	du	le			
_A404B519634A9320	m0291ckhjf01	Sang magnifique / Kipee de la Jungle	du	le	Sang magnifique / Kipee de la Jungle	du	le			
_8DC1881E2327D871	m0291ckhla01	Sang ordinaire / Kipee des Lacs	du	le	Sang ordinaire / Kipee des Lacs	du	le			
_F41350534A3E869A	m0291ckhlb01	Sang moyen / Kipee des Lacs	du	le	Sang moyen / Kipee des Lacs	du	le			
_8F226C222588B475	m0291ckhlc01	Sang parfait / Kipee des Lacs	du	le	Sang parfait / Kipee des Lacs	du	le			
_5CAC00E0FCC2F932	m0291ckhld01	Sang de premier ordre / Kipee des Lacs	du	le	Sang de premier ordre / Kipee des Lacs	du	le			
_608B40E078B4F936	m0291ckhle01	Sang exceptionnel / Kipee des Lacs	du	le	Sang exceptionnel / Kipee des Lacs	du	le			
_247E20C5C8732874	m0291ckhlf01	Sang magnifique / Kipee des Lacs	du	le	Sang magnifique / Kipee des Lacs	du	le			
_4F0020CF073FF05F	m0291ckhpd01	Sang de premier ordre / Kipee des Primes Racines	du	le	Sang de premier ordre / Kipee des Primes Racines	du	le			
_4F20A0CF0840A86E	m0291ckhpe01	Sang exceptionnel / Kipee des Primes Racines	du	le	Sang exceptionnel / Kipee des Primes Racines	du	le			
_F3712778BA1A2B40	m0291ckhpf01	Sang magnifique / Kipee des Primes Racines	du	le	Sang magnifique / Kipee des Primes Racines	du	le			
_D2D86EE8E045161E	m0292ckede01	Sang exceptionnel / Kipucka du Désert	du	le	Sang exceptionnel / Kipucka du Désert	du	le			
_EB7686FDB4B0A1A7	m0292ckedf01	Sang magnifique / Kipucka du Désert	du	le	Sang magnifique / Kipucka du Désert	du	le			
_D2D872EBA0D54620	m0292ckefe01	Sang exceptionnel / Kipucka des Forêts	du	le	Sang exceptionnel / Kipucka des Forêts	du	le			
_2D368EFFB4C0A5A6	m0292ckeff01	Sang magnifique / Kipucka des Forêts	du	le	Sang magnifique / Kipucka des Forêts	du	le			
_D2E71AEA1FF56E24	m0292ckeje01	Sang exceptionnel / Kipucka de la Jungle	du	le	Sang exceptionnel / Kipucka de la Jungle	du	le			
_AED79E03F05E91A4	m0292ckejf01	Sang magnifique / Kipucka de la Jungle	du	le	Sang magnifique / Kipucka de la Jungle	du	le			
_9F08057139E4A3B6	m0292ckele01	Sang exceptionnel / Kipucka des Lacs	du	le	Sang exceptionnel / Kipucka des Lacs	du	le			
_488555439FD9A00A	m0292ckelf01	Sang magnifique / Kipucka des Lacs	du	le	Sang magnifique / Kipucka des Lacs	du	le			
_7F8939F422EBB803	m0292ckepe01	Sang exceptionnel / Kipucka des Primes Racines	du	le	Sang exceptionnel / Kipucka des Primes Racines	du	le			
_1B6A637AE1755AF5	m0292ckepf01	Sang magnifique / Kipucka des Primes Racines	du	le	Sang magnifique / Kipucka des Primes Racines	du	le			
_202F49DFB765853C	m0293chldf01	Sang magnifique / Yelk du Désert	du	le	Sang magnifique / Yelk du Désert	du	le			
_ADC29C1EE67F8ACD	m0293chlfe01	Sang exceptionnel / Yelk des Forêts	du	le	Sang exceptionnel / Yelk des Forêts	du	le			
_A25F49E03995853B	m0293chlff01	Sang magnifique / Yelk des Forêts	du	le	Sang magnifique / Yelk des Forêts	du	le			
_58450CE0EF7B5035	m0293chlld01	Sang de premier ordre / Yelk des Lacs	du	le	Sang de premier ordre / Yelk des Lacs	du	le			
_59254CE0F05B8C35	m0293chlle01	Sang exceptionnel / Yelk des Lacs	du	le	Sang exceptionnel / Yelk des Lacs	du	le			
_1CE39DAA1DA8F2FF	m0293chlpe01	Sang exceptionnel / Yelk des Primes Racines	du	le	Sang exceptionnel / Yelk des Primes Racines	du	le			
_3C7253D631EE35E1	m0293chlpf01	Sang magnifique / Yelk des Primes Racines	du	le	Sang magnifique / Yelk des Primes Racines	du	le			
_9516B4EE6A4CF844	m0294cheld01	Sang de premier ordre / Cray des Lacs	du	le	Sang de premier ordre / Cray des Lacs	du	le			
_96F6F4EE6B2C3444	m0294chele01	Sang exceptionnel / Cray des Lacs	du	le	Sang exceptionnel / Cray des Lacs	du	le			
_27EFD09DBFD48331	m0295cdbfd01	Poil de premier ordre / Gibbai des Forêts	un	le	Poils de premier ordre / Gibbai des Forêts	des	les			
_27EF8C9A8315D341	m0295cdbfe01	Poil exceptionnel / Gibbai des Forêts	un	le	Poils exceptionnels / Gibbai des Forêts	des	les			
_AA2FD0923A837B33	m0295cdbjd01	Poil de premier ordre / Gibbai de la Jungle	un	le	Poils de premier ordre / Gibbai de la Jungle	des	les			
_AA2F8C8FFEC4CB43	m0295cdbje01	Poil exceptionnel / Gibbai de la Jungle	un	le	Poils exceptionnels / Gibbai de la Jungle	des	les			
_F636F921EF550354	m0296chcda01	Poil ordinaire / Capryni du Désert	un	le	Poils ordinaires / Capryni du Désert	des	les			
_403B42C9AE872BF0	m0296chcdb01	Poil moyen / Capryni du Désert	un	le	Poils moyens / Capryni du Désert	des	les			
_38F60123EF650753	m0296chcfa01	Poil ordinaire / Capryni des Forêts	un	le	Poils ordinaires / Capryni des Forêts	des	les			
_403B46CC6E175BF2	m0296chcfb01	Poil moyen / Capryni des Forêts	un	le	Poils moyens / Capryni des Forêts	des	les			
_43BCA3556447BB41	m0296chcjd01	Poil de premier ordre / Capryni de la Jungle	un	le	Poils de premier ordre / Capryni de la Jungle	des	les			
_149D3DE16FA1557F	m0296chclc01	Poil parfait / Capryni des Lacs	un	le	Poils parfaits / Capryni des Lacs	des	les			
_719B7DAB20D5D940	m0296chcld01	Poil de premier ordre / Capryni des Lacs	un	le	Poils de premier ordre / Capryni des Lacs	des	les			
_E48B959AF76374AF	m0298ccada01	Poil ordinaire / Gingo du Désert	un	le	Poils ordinaires / Gingo du Désert	des	les			
_894D5DDEBFE5F70E	m0298ccadb01	Poil moyen / Gingo du Désert	un	le	Poils moyens / Gingo du Désert	des	les			
_A6AB91A6777374AE	m0298ccafa01	Poil ordinaire / Gingo des Forêts	un	le	Poils ordinaires / Gingo des Forêts	des	les			
_094D5DE1FFD51B1A	m0298ccafb01	Poil moyen / Gingo des Forêts	un	le	Poils moyens / Gingo des Forêts	des	les			
_A80C999D78F368B2	m0298ccafc01	Poil parfait / Gingo des Forêts	un	le	Poils parfaits / Gingo des Forêts	des	les			
_B137F8BC9F2A664F	m0298ccafe01	Poil exceptionnel / Gingo des Forêts	un	le	Poils exceptionnels / Gingo des Forêts	des	les			
_AD984CA26327FA53	m0298ccajd01	Poil de premier ordre / Gingo de la Jungle	un	le	Poils de premier ordre / Gingo de la Jungle	des	les			
_B19808B1DE593A57	m0298ccaje01	Poil exceptionnel / Gingo de la Jungle	un	le	Poils exceptionnels / Gingo de la Jungle	des	les			
_AC20049DC0E48345	m0299ccdfd01	Poil de premier ordre / Torbak des Forêts	un	le	Poils de premier ordre / Torbak des Forêts	des	les			
_AC20C09A8425D355	m0299ccdfe01	Poil exceptionnel / Torbak des Forêts	un	le	Poils exceptionnels / Torbak des Forêts	des	les			
_BA5B98B15CD3FE3C	m0299ccdjc01	Poil parfait / Torbak de la Jungle	un	le	Poils parfaits / Torbak de la Jungle	des	les			
_2F6004923B937B47	m0299ccdjd01	Poil de premier ordre / Torbak de la Jungle	un	le	Poils de premier ordre / Torbak de la Jungle	des	les			
_1C8BFAB5DB298143	m0299ccdle01	Poil exceptionnel / Torbak des Lacs	un	le	Poils exceptionnels / Torbak des Lacs	des	les			
_ED5433FAE7C2CB26	m0299ccdlf01	Poil magnifique / Torbak des Lacs	un	le	Poils magnifiques / Torbak des Lacs	des	les			
_A27CF59F762484B4	m0300ccefa01	Poil ordinaire / Ragus des Forêts	un	le	Poils ordinaires / Ragus des Forêts	des	les			
_880E5DE101F73703	m0300ccefb01	Poil moyen / Ragus des Forêts	un	le	Poils moyens / Ragus des Forêts	des	les			
_7D43ABA299B827EA	m0300cceff01	Poil magnifique / Ragus des Forêts	un	le	Poils magnifiques / Ragus des Forêts	des	les			
_63DCE5A9B3B38CA1	m0300cceja01	Poil ordinaire / Ragus de la Jungle	un	le	Poils ordinaires / Ragus de la Jungle	des	les			
_890E21CFC0D63F0D	m0300ccejb01	Poil moyen / Ragus de la Jungle	un	le	Poils moyens / Ragus de la Jungle	des	les			
_653DEDA0B43380A5	m0300ccejc01	Poil parfait / Ragus de la Jungle	un	le	Poils parfaits / Ragus de la Jungle	des	les			
_06956FB66B64E630	m0300ccelc01	Poil parfait / Ragus des Lacs	un	le	Poils parfaits / Ragus des Lacs	des	les			
_BD321D1BD9A7A15D	m0300cceld01	Poil de premier ordre / Ragus des Lacs	un	le	Poils de premier ordre / Ragus des Lacs	des	les			
_A16837CF19F9F5B5	m0300ccepf01	Poil magnifique / Ragus des Primes Racines	un	le	Poils magnifiques / Ragus des Primes Racines	des	les			
_A9F0E49B02D5CF3E	m0302chgdd01	Poil de premier ordre / Lumper du Désert	un	le	Poils de premier ordre / Lumper du Désert	des	les			
_A9F0A098C6161F4E	m0302chgde01	Poil exceptionnel / Lumper du Désert	un	le	Poils exceptionnels / Lumper du Désert	des	les			
_E7D0A3FBAA510E5F	m0302chgpd01	Poil de premier ordre / Lumper des Primes Racines 	un	le	Poils de premier ordre / Lumper des Primes Racines 	des	les			
_122C0F45CA5CA5FE	m0302chgpf01	Poil magnifique / Lumper des Primes Racines	un	le	Poils magnifiques / Lumper des Primes Racines	des	les			
_986A55B9AA15D9A4	m0303ccidd01	Poil de premier ordre / Zerx du Désert	un	le	Poils de premier ordre / Zerx du Désert	des	les			
_EBC19F2C5516681B	m0303ccidf01	Poil magnifique / Zerx du Désert	un	le	Poils magnifiques/Zerx du Désert	des	les			
_AAC27B2CD5D49023	m0303ccijf01	Poil magnifique / Zerx de la Jungle	un	le	Poils magnifiques/Zerx de la Jungle	des	les			
_C000DDA61CE60D7E	m0303ccild01	Poil de premier ordre / Zerx des Lacs	un	le	Poils de premier ordre / Zerx des Lacs	des	les			
_8400A9C51C274D6C	m0303ccile01	Poil exceptionnel / Zerx des Lacs	un	le	Poils exceptionnels/Zerx des Lacs	des	les			
_978B016823EE029C	m0303ccipd01	Poil de premier ordre / Zerx des Primes Racines	un	le	Poils de premier ordre / Zerx des Primes Racines	des	les			
_229CA987B9E338B7	m0304chbdc01	Poil parfait / Bodoc du Désert	un	le	Poils parfaits / Bodoc du Désert	des	les			
_E25B9D9C387344B2	m0304chbfa01	Poil ordinaire / Bodoc des Forêts	un	le	Poils ordinaires / Bodoc des Forêts	des	les			
_070D5DE13CE51312	m0304chbfb01	Poil moyen / Bodoc des Forêts	un	le	Poils moyens / Bodoc des Forêts	des	les			
_E4BCA59339F338B6	m0304chbfc01	Poil parfait / Bodoc des Forêts	un	le	Poils parfaits / Bodoc des Forêts	des	les			
_F2B820AC1EE95A3D	m0304chbje01	Poil exceptionnel / Bodoc de la Jungle	un	le	Poils exceptionnels / Bodoc de la Jungle	des	les			
_3B0255FB96C7D941	m0304chbld01	Poil de premier ordre / Bodoc des Lacs	un	le	Poils de premier ordre / Bodoc des Lacs	des	les			
_F5C8E74F8AC0852E	m0304chbpd01	Poil de premier ordre / Bodoc des Primes Racines	un	le	Poils de premier ordre / Bodoc des Primes Racines	des	les			
