*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2
_F8CCB32825B82E33	bmoh00120	Spray Effect 4		a	the				Adds an area effect to the spell which can affect a maximum of 5 targets. The spell's maximum damage for the target is reduced, and the effect will follow a cone going outward from the target, with an angle of $0AREA_SPRAY degrees and with a range of $1AREA_SPRAY meters.	Spray Effect 4 - Affect up to 5 entities - Angle: $0AREA_SPRAY, Range: $1AREA_SPRAY
_38CCB729E6C82E33	bmoh00150	Spray Effect 5		a	the				Adds an area effect to the spell which can affect a maximum of 6 targets. The spell's maximum damage for the target is reduced, and the effect will follow a cone going outward from the target, with an angle of $0AREA_SPRAY degrees and with a range of $1AREA_SPRAY meters.	Spray Effect 5 - Affect up to 6 entities - Angle: $0AREA_SPRAY, Range: $1AREA_SPRAY
_78CCBB2AE7D82E33	bmoh00190	Spray Effect 6		a	the				Adds an area effect to the spell which can affect a maximum of 7 targets. The spell's maximum damage for the target is reduced, and the effect will follow a cone going outward from the target, with an angle of $0AREA_SPRAY degrees and with a range of $1AREA_SPRAY meters.	Spray Effect 6 - Affect up to 7 entities - Angle: $0AREA_SPRAY, Range: $1AREA_SPRAY
_B9CCBF3025F82E33	bmoh00225	Spray Effect 7		a	the				Adds an area effect to the spell which can affect a maximum of 8 targets. The spell's maximum damage for the target is reduced, and the effect will follow a cone going outward from the target, with an angle of $0AREA_SPRAY degrees and with a range of $1AREA_SPRAY meters.	Spray Effect 7 - Affect up to 8 entities - Angle: $0AREA_SPRAY, Range: $1AREA_SPRAY
_CD02A255B4B27B3B	bmca00001	Sap Credit 1		a	the				Stanza giving a magic credit of 1 and consuming $|sap sap.	Sap Credit 1 - Sap consumed: $|sap
_CD02A656B4B27B3D	bmca00002	Sap Credit 2		a	the				Stanza giving a magic credit of 2 and consuming $|sap sap.	Sap Credit 2 - Sap consumed: $|sap
_CD02AA57B4B27B3F	bmca00003	Sap Credit 3		a	the				Stanza giving a magic credit of 3 and consuming $|sap sap.	Sap Credit 3 - Sap consumed: $|sap
_CD02AE58B4B27B41	bmca00004	Sap Credit 4		a	the				Stanza giving a magic credit of 4 and consuming $|sap sap.	Sap Credit 4 - Sap consumed: $|sap
_CD02B259B4B27B43	bmca00005	Sap Credit 5		a	the				Stanza giving a magic credit of 5 and consuming $|sap sap.	Sap Credit 5 - Sap consumed: $|sap
_CD02BA5BB4B27B45	bmca00007	Sap Credit 6		a	the				Stanza giving a magic credit of 7 and consuming $|sap sap.	Sap Credit 6 - Sap consumed: $|sap
_F2EC124391AA8F46	bmca00010	Sap Credit 7		a	the				Stanza giving a magic credit of 10 and consuming $|sap sap.	Sap Credit 7 - Sap consumed: $|sap
_F23C124891AA9347	bmca00015	Sap Credit 8		a	the				Stanza giving a magic credit of 15 and consuming $|sap sap.	Sap Credit 8 - Sap consumed: $|sap
_F2EC1643D1AA9748	bmca00020	Sap Credit 9		a	the				Stanza giving a magic credit of 20 and consuming $|sap sap.	Sap Credit 9 - Sap consumed: $|sap
_26F887DBA11E219F	bmca00025	Sap Credit 10		a	the				Stanza giving a magic credit of 25 and consuming $|sap sap.	Sap Credit 10 - Sap consumed: $|sap
_E50887D6211E259F	bmca00030	Sap Credit 11		a	the				Stanza giving a magic credit of 30 and consuming $|sap sap.	Sap Credit 11 - Sap consumed: $|sap
_E51887D6A21E299F	bmca00040	Sap Credit 12		a	the				Stanza giving a magic credit of 40 and consuming $|sap sap.	Sap Credit 12 - Sap consumed: $|sap
_E52887D6221E2D9F	bmca00050	Sap Credit 13		a	the				Stanza giving a magic credit of 50 and consuming $|sap sap.	Sap Credit 13 - Sap consumed: $|sap
_263887DBA31E319F	bmca00065	Sap Credit 14		a	the				Stanza giving a magic credit of 65 and consuming $|sap sap.	Sap Credit 14 - Sap consumed: $|sap
_E55887D6641E359F	bmca00080	Sap Credit 15		a	the				Stanza giving a magic credit of 80 and consuming $|sap sap.	Sap Credit 15 - Sap consumed: $|sap
_DE944259232C2C70	bmca00100	Sap Credit 16		a	the				Stanza giving a magic credit of 100 and consuming $|sap sap.	Sap Credit 16 - Sap consumed: $|sap
_5E94425AA32C3070	bmca00120	Sap Credit 17		a	the				Stanza giving a magic credit of 120 and consuming $|sap sap.	Sap Credit 17 - Sap consumed: $|sap
_DF94425B242C3470	bmca00140	Sap Credit 18		a	the				Stanza giving a magic credit of 140 and consuming $|sap sap.	Sap Credit 18 - Sap consumed: $|sap
_5F94425CA42C3870	bmca00160	Sap Credit 19		a	the				Stanza giving a magic credit of 160 and consuming $|sap sap.	Sap Credit 19 - Sap consumed: $|sap
_E0944253652C1471	bmca00180	Sap Credit 20		a	the				Stanza giving a magic credit of 180 and consuming $|sap sap.	Sap Credit 20 - Sap consumed: $|sap
_DEA44254633C1871	bmca00200	Sap Credit 21		a	the				Stanza giving a magic credit of 200 and consuming $|sap sap.	Sap Credit 21 - Sap consumed: $|sap
_5EA4425AE33C1C76	bmca00225	Sap Credit 22		a	the				Stanza giving a magic credit of 225 and consuming $|sap sap.	Sap Credit 22 - Sap consumed: $|sap
_1FA44256A43C2071	bmca00250	Sap Credit 23		a	the				Stanza giving a magic credit of 250 and consuming $|sap sap.	Sap Credit 23 - Sap consumed: $|sap
_0835075B02AD0044	bmcp00001	Life Credit 1		a	the				Stanza giving a magic credit of 1 and consuming $|HP hit points.	Life Credit 1 - HP consumed: $|hp
_0845075C42AD0444	bmcp00002	Life Credit 2		a	the				Stanza giving a magic credit of 2 and consuming $|HP hit points.	Life Credit 2 - HP consumed: $|hp
_0855075D82AD0844	bmcp00003	Life Credit 3		a	the				Stanza giving a magic credit of 3 and consuming $|HP hit points.	Life Credit 3 - HP consumed: $|hp
_0865075EC3AD0C44	bmcp00004	Life Credit 4		a	the				Stanza giving a magic credit of 4 and consuming $|HP hit points.	Life Credit 4 - HP consumed: $|hp
_0875075F03AD1044	bmcp00005	Life Credit 5		a	the				Stanza giving a magic credit of 5 and consuming $|HP hit points.	Life Credit 5 - HP consumed: $|hp
_0895076143AD1444	bmcp00007	Life Credit 6		a	the				Stanza giving a magic credit of 7 and consuming $|HP hit points.	Life Credit 6 - HP consumed: $|hp
_B07490D69D820893	bmcp00010	Life Credit 7		a	the				Stanza giving a magic credit of 10 and consuming $|HP hit points.	Life Credit 7 - HP consumed: $|hp
_F17490DC9D820C93	bmcp00015	Life Credit 8		a	the				Stanza giving a magic credit of 15 and consuming $|HP hit points.	Life Credit 8 - HP consumed: $|hp
_B08490D8DD821093	bmcp00020	Life Credit 9		a	the				Stanza giving a magic credit of 20 and consuming $|HP hit points.	Life Credit 9 - HP consumed: $|hp
_4A54EF1BCC8A106B	bmcp00025	Life Credit 10		a	the				Stanza giving a magic credit of 25 and consuming $|HP hit points.	Life Credit 10 - HP consumed: $|hp
_8A64EF160C9A1066	bmcp00030	Life Credit 11		a	the				Stanza giving a magic credit of 30 and consuming $|HP hit points.	Life Credit 11 - HP consumed: $|hp
_CB74EF164DAA1066	bmcp00040	Life Credit 12		a	the				Stanza giving a magic credit of 40 and consuming $|HP hit points.	Life Credit 12 - HP consumed: $|hp
_0B84EF168DBA1066	bmcp00050	Life Credit 13		a	the				Stanza giving a magic credit of 50 and consuming $|HP hit points.	Life Credit 13 - HP consumed: $|hp
_4B94EF1BCDCA106B	bmcp00065	Life Credit 14		a	the				Stanza giving a magic credit of 65 and consuming $|HP hit points.	Life Credit 14 - HP consumed: $|hp
_CCA4EF164EDA1066	bmcp00080	Life Credit 15		a	the				Stanza giving a magic credit of 80 and consuming $|HP hit points.	Life Credit 15 - HP consumed: $|hp
_F0BA098D1A65A7D1	bmcp00100	Life Credit 16		a	the				Stanza giving a magic credit of 100 and consuming $|HP hit points.	Life Credit 16 - HP consumed: $|hp
_30BA098D9A75A7D3	bmcp00120	Life Credit 17		a	the				Stanza giving a magic credit of 120 and consuming $|HP hit points.	Life Credit 17 - HP consumed: $|hp
_71BA098D1B85A7D5	bmcp00140	Life Credit 18		a	the				Stanza giving a magic credit of 140 and consuming $|HP hit points.	Life Credit 18 - HP consumed: $|hp
_B1BA098D9B95A7D7	bmcp00160	Life Credit 19		a	the				Stanza giving a magic credit of 160 and consuming $|HP hit points.	Life Credit 19 - HP consumed: $|hp
_6FCA098D1C05ABD9	bmcp00180	Life Credit 20		a	the				Stanza giving a magic credit of 180 and consuming $|HP hit points.	Life Credit 20 - HP consumed: $|hp
_EFCA098D1A25ABD1	bmcp00200	Life Credit 21		a	the				Stanza giving a magic credit of 200 and consuming $|HP hit points.	Life Credit 21 - HP consumed: $|hp
_2FCA09929A35BFD3	bmcp00225	Life Credit 22		a	the				Stanza giving a magic credit of 225 and consuming $|HP hit points.	Life Credit 22 - HP consumed: $|hp
_6FCA098D5B45ABD6	bmcp00250	Life Credit 23		a	the				Stanza giving a magic credit of 250 and consuming $|HP hit points.	Life Credit 23 - HP consumed: $|hp
_236B42182EB7D9B5	bmcr00001	Range Credit 1		a	the				Stanza giving a magic credit of 1 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 1 - Power: $MA_RANGE
_636B46192EC7D9B5	bmcr00002	Range Credit 2		a	the				Stanza giving a magic credit of 2 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 2 - Power: $MA_RANGE
_A36B4A1A2ED7D9B5	bmcr00003	Range Credit 3		a	the				Stanza giving a magic credit of 3 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 3 - Power: $MA_RANGE
_E46B4E1B2EE7D9B5	bmcr00004	Range Credit 4		a	the				Stanza giving a magic credit of 4 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 4 - Power: $MA_RANGE
_246B521C2EF7D9B5	bmcr00005	Range Credit 5		a	the				Stanza giving a magic credit of 5 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 5 - Power: $MA_RANGE
_646B561E2E07D9B5	bmcr00007	Range Credit 6		a	the				Stanza giving a magic credit of 6 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 6 - Power: $MA_RANGE
_A46B5A176E17D9B5	bmcr00010	Range Credit 7		a	the				Stanza giving a magic credit of 7 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 7 - Power: $MA_RANGE
_E56B5E1C6E27D9B5	bmcr00015	Range Credit 8		a	the				Stanza giving a magic credit of 8 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 8 - Power: $MA_RANGE
_256B6217AE37D9B5	bmcr00020	Range Credit 9		a	the				Stanza giving a magic credit of 9 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 9 - Power: $MA_RANGE
_3BB3CE105CF17E61	bmcr00025	Range Credit 10		a	the				Stanza giving a magic credit of 10 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 10 - Power: $MA_RANGE
_3BB3CE0BDCF18262	bmcr00030	Range Credit 11		a	the				Stanza giving a magic credit of 11 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 11 - Power: $MA_RANGE
_3BB3CE0B5DF18663	bmcr00040	Range Credit 12		a	the				Stanza giving a magic credit of 12 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 12 - Power: $MA_RANGE
_3BB3CE0BDDF18A64	bmcr00050	Range Credit 13		a	the				Stanza giving a magic credit of 13 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 13 - Power: $MA_RANGE
_3BB3CE105EF18E65	bmcr00065	Range Credit 14		a	the				Stanza giving a magic credit of 14 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 14 - Power: $MA_RANGE
_3BB3CE0B1FF19266	bmcr00080	Range Credit 15		a	the				Stanza giving a magic credit of 15 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 15 - Power: $MA_RANGE
_3BB3CE0B5D019667	bmcr00100	Range Credit 16		a	the				Stanza giving a magic credit of 16 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 16 - Power: $MA_RANGE
_3BB3CE0B1D019A68	bmcr00120	Range Credit 17		a	the				Stanza giving a magic credit of 17 and reducing the range of the spell. The greater the cost of the stanza the more the range is reduced.	Range Credit 17 - Power: $MA_RANGE
_9E7CFB54ADA84416	bmcc00001	Casting Time Credit 1		a	the				Stanza giving a magic credit of 1 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 1 - Power: 1
_9E8CFF55EDA84817	bmcc00002	Casting Time Credit 2		a	the				Stanza giving a magic credit of 2 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 2 - Power: 2
_9E9C03562DA84C18	bmcc00003	Casting Time Credit 3		a	the				Stanza giving a magic credit of 3 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 3 - Power: 3
_9EAC07576EA85019	bmcc00004	Casting Time Credit 4		a	the				Stanza giving a magic credit of 4 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 4 - Power: 4
_9EBC0B58AEA8541A	bmcc00005	Casting Time Credit 5		a	the				Stanza giving a magic credit of 5 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 5 - Power: 5
_9ECC0F5A2EA8581C	bmcc00007	Casting Time Credit 6		a	the				Stanza giving a magic credit of 7 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 6 - Power: 7
_D41E25F159015479	bmcc00010	Casting Time Credit 7		a	the				Stanza giving a magic credit of 10 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 7 - Power: 10
_D43E25FB59515879	bmcc00015	Casting Time Credit 8		a	the				Stanza giving a magic credit of 15 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 8 - Power: 15
_D45E25F1D9016079	bmcc00020	Casting Time Credit 9		a	the				Stanza giving a magic credit of 20 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 9 - Power: 20
_F5FA523B1BC3F2D7	bmcc00025	Casting Time Credit 10		a	the				Stanza giving a magic credit of 25 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 10 - Power: 25
_F5AA42375BD3F6D8	bmcc00030	Casting Time Credit 11		a	the				Stanza giving a magic credit of 30 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 11 - Power: 30
_F5AA46389CE3FAD9	bmcc00040	Casting Time Credit 12		a	the				Stanza giving a magic credit of 40 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 12 - Power: 40
_F5AA4A39DCF3FEDA	bmcc00050	Casting Time Credit 13		a	the				Stanza giving a magic credit of 50 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 13 - Power: 50
_F5FA623F1C0302DB	bmcc00065	Casting Time Credit 14		a	the				Stanza giving a magic credit of 65 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 14 - Power: 65
_F5AA563C9D1306DC	bmcc00080	Casting Time Credit 15		a	the				Stanza giving a magic credit of 80 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 15 - Power: 80
_24984F2FB7139547	bmcc00100	Casting Time Credit 16		a	the				Stanza giving a magic credit of 100 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 16 - Power: 100
_24D84F2F37339548	bmcc00120	Casting Time Credit 17		a	the				Stanza giving a magic credit of 120 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 17 - Power: 120
_24184F2FB8539549	bmcc00140	Casting Time Credit 18		a	the				Stanza giving a magic credit of 140 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 18 - Power: 140
_24584F2F3873954A	bmcc00160	Casting Time Credit 19		a	the				Stanza giving a magic credit of 160 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 19 - Power: 160
_64984F2FB9539D41	bmcc00180	Casting Time Credit 20		a	the				Stanza giving a magic credit of 180 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 20 - Power: 180
_6498572FB7839D42	bmcc00200	Casting Time Credit 21		a	the				Stanza giving a magic credit of 200 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 21 - Power: 200
_E6D8573437A39D43	bmcc00225	Casting Time Credit 22		a	the				Stanza giving a magic credit of 225 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 22 - Power: 225
_6438572FF8C39D44	bmcc00250	Casting Time Credit 23		a	the				Stanza giving a magic credit of 250 and increasing the casting time. The closer the credit is to the total cost of the spell the longer the casting time.	Casting Time Credit 23 - Power: 250
_4F8625205EA32725	BMDALEA01	Fear		a	the				Puts fear into the enemy making them incapable of fighting, though they are still able to move.	Fear Spell Effect
_C9E780DB2E028ED9	BMDALEA02	Sleep		a	the				Puts the enemy to sleep making them unable to move or fight. If they are attacked and lose points (hp, sap, stamina or focus) then the enemy will wake up.	Sleep Spell Effect
_FE9C60A9723CB616	BMDALEA03	Stun		a	the				Stuns the enemy making them unable to move or fight.	Stun Spell Effect
_831FE59FB9901D04	BMDHTEA01	Heal		a	the				Restore hit points to your target.	Heal Spell Effect
_0E143DA53EB186BA	BMDHTEA02	Sap Gift		a	the				Restores sap to your target.	Sap Gift Spell Effect
_FDDBE95EDAC6708B	BMDHTEA03	Stamina Gift		a	the				Restores stamina to your target.	Stamina Gift Spell Effect
_40BA47828B42EDB5	BMOALEA01	Blind		a	the				Blinds your enemy who will become much less efficient in attack.	Blind Spell Effect
_6CE4A9400F4995F3	BMOALEA02	Root		a	the				Roots the enemy in place.	Root Spell Effect
_FE313F13D73A97FB	BMOALEA03	Madness		a	the				Drives the enemy mad, who may then attack themselves.	Madness Spell Effect
_33EC1A7D4B66794E	BMOALEA04	Slow Attack		a	the				Reduces the frequency of enemy attacks.	Slow Attack Spell Effect
_3F26642CF327B3AA	BMOALEA05	Slow Movement		a	the				Slows down enemy movement.	Slow Movement Spell Effect
_09CECA5F0E80C7D9	BMOELEA01	Acid Drain Damage		a	the				The enemy undergoes acid attacks over time which repeatedly drain their hit points.	Acid Drain Damage Spell Effect
_89CED66F91A0D3E5	BMOELEA02	Cold Drain Damage		a	the				The enemy undergoes cold attacks over time which repeatedly drain their hit points.	Cold Drain Damage Spell Effect
_223237E8388A5900	BMOELEA03	Rot Drain Damage		a	the				The enemy undergoes rot attacks over time which repeatedly drain their hit points.	Rot Drain Damage Spell Effect
_D2C3C1AA605E83EC	BMOELEA04	Electricity Drain Damage		a	the				The enemy undergoes electricity attacks over time which repeatedly drain their hit points.	Electricity Drain Damage Spell Effect
_4ADEF272D1E0EBDF	BMOELEA05	Fire Drain Damage		a	the				The enemy undergoes fire attacks over time which repeatedly drain their hit points.	Fire Drain Damage Spell Effect
_C7EEF2E39CDCD343	BMOELEA06	Poison Drain Damage		a	the				The enemy undergoes poison attacks over time which repeatedly drain their hit points.	Poison Drain Damage Spell Effect
_17D4704DC54FEEF5	BMOELEA07	Shockwave Drain Damage		a	the				The enemy undergoes shockwave attacks over time which repeatedly drain their hit points.	Shockwave Drain Damage Spell Effect
_A8052618AAD3B344	BMOETEA01	Acid Damage		an	the				Inflicts acid damage on your enemy.	Acid Damage Spell Effect
_1FC7A5F9F16804FD	BMOETEA02	Cold Damage		a	the				Inflicts cold damage on your enemy.	Cold Damage Spell Effect
_49967C987232CEAA	BMOETEA03	Rot Damage		a	the				Inflicts rot damage on your enemy.	Rot Damage Spell Effect
_28098C1F4194406C	BMOETEA04	Electricity Damage		an	the				Inflicts electricity damage on your enemy.	Electricity Damage Spell Effect
_2107BDFD720810FF	BMOETEA05	Fire Damage		a	the				Inflicts fire damage on your enemy.	Fire Damage Spell Effect
_FCFD97D15097EE2A	BMOETEA06	Poison Damage		a	the				Inflicts poison damage on your enemy.	Poison Damage Spell Effect
_BEAF019DB1D8676E	BMOETEA07	Shockwave Damage		a	the				Inflicts shockwave damage on your enemy.	Shockwave Damage Spell Effect
_BD313A6E9F450BCC	BMSTEA01	Self Heal		a	the				Allows you to recover hit points.	Self Heal Spell Effect
_C396EAC0311BD135	BMSTEA02	Self Sap Gift		a	the				Allows you to recover sap points.	Self Sap Gift Spell Effect
_EC7C8A3896B8D4FD	BMSTEA03	Self Stamina Gift		a	the				Allows you to recover stamina points.	Self Stamina Gift Spell Effect
_E4A11551FA80BF64	BMSTEA04	Sap Recharge Weapon		a	the				Recharges the sap on your equipped weapon.	Sap Recharge Weapon Spell Effect
_19E6DFFD8396BDF0	BMPA01	Atysian Missile		an	the				Magic plan stanza used for creating direct damage spells.	Atysian Missile Spell Blueprint
_EB14C6D790C70502	BMPA02	Atysian Drain		an	the				Magic plan stanza used for creating damage over time spells.	Atysian Drain Spell Blueprint
_DC3592E3B60B0378	BMPA03	Atysian Affliction		an	the				Magic plan stanza used for creating offensive spells.	Atysian Affliction Spell Blueprint
_4CA009D48BA3F132	BMPA04	Celestial Missile		a	the				Magic plan stanza used for creating healing spells.	Celestial Missile Spell Blueprint
_FCE1FB819AE60BAC	BMPA05	Celestial Affliction		a	the				Used to create defensive spells.	Celestial Affliction Spell Blueprint
_DBDE55FE22FF00DF	BMPA06	Primal Magic		a	the				Used to create self spells.	Primal Magic Spell Blueprint
_F7996784B9026322	BMPA07	Atysian Double Missile		an	the				Used to create spells with double action of direct damage.	Atysian Double Missile Spell Plan
_1C4D7624213A653E	BMPA08	Atysian Drain Missile		an	the				Used to create spells combining direct damage and damage over time.	Atysian Drain Missile Spell Plan
_8F02C42811385EF4	BMPA09	Atysian Afflicting Missile		an	the				Used to create spells combining direct damage and offensive affliction.	Atysian Afflicting Missile Spell Plan
_0F7C7A5A78CE6A86	BMPA10	Atysian Double Drain		an	the				Used to create spells inflicting double action of damage over time.	Atysian Double Drain Spell Plan
_730C9EFC6CA23669	BMPA11	Atysian Afflicting Drain		an	the				Used to create spells combining damage over time and offensive affliction.	Atysian Afflicting Drain Spell Plan
_66E43E7205826930	BMPA12	Celestial Double Missile		a	the				Used to create double action healing spells.	Celestial Double Missile Spell Plan
_07537C17EB6C3447	BMPA13	Primal Double Magic		a	the				Used to create double action self healing spells.	Primal Double Magic Spell Plan
_3B13174D2FA1CF8D	BMDALMF00010	Fear 1		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 1 - Power: $MA_LINK_POWER
_3B331B4D6FA1CF8D	BMDALMF00030	Fear 2		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 2 - Power: $MA_LINK_POWER
_3B431F4DAFA1CF8D	BMDALMF00040	Fear 3		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 3 - Power: $MA_LINK_POWER
_3B53234DF0A1CF8D	BMDALMF00050	Fear 4		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 4 - Power: $MA_LINK_POWER
_7C63274D30A1CF8D	BMDALMF00065	Fear 5		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 5 - Power: $MA_LINK_POWER
_3B832B4D70A1CF8D	BMDALMF00080	Fear 6		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 6 - Power: $MA_LINK_POWER
_3B03334DB0A1CF8D	BMDALMF00100	Fear 7		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 7 - Power: $MA_LINK_POWER
_3B23374DF1A1CF8D	BMDALMF00120	Fear 8		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 8 - Power: $MA_LINK_POWER
_3B433B4D31A1CF8D	BMDALMF00140	Fear 9		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 9 - Power: $MA_LINK_POWER
_A8440FB627D37FD8	BMDALMF00160	Fear 10		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 10 - Power: $MA_LINK_POWER
_A87413B627D37FD8	BMDALMF00180	Fear 11		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 11 - Power: $MA_LINK_POWER
_A8041BB627D37FD8	BMDALMF00200	Fear 12		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 12 - Power: $MA_LINK_POWER
_E9341FB627D37FD8	BMDALMF00225	Fear 13		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 13 - Power: $MA_LINK_POWER
_A87423B627D37FD8	BMDALMF00250	Fear 14		a	the				Recommended for fearing enemies whose average skill level does not exceed $MA_LINK_POWER.	Fear 14 - Power: $MA_LINK_POWER
_6BD6CC2C01842055	BMDALMM00040	Sleep 1		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 1 - Power: $MA_LINK_POWER
_6BF6CC2C01842056	BMDALMM00050	Sleep 2		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 2 - Power: $MA_LINK_POWER
_AC16CC2C01842057	BMDALMM00065	Sleep 3		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 3 - Power: $MA_LINK_POWER
_6B46CC2C01842058	BMDALMM00080	Sleep 4		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 4 - Power: $MA_LINK_POWER
_6BD6D02C01842059	BMDALMM00100	Sleep 5		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 5 - Power: $MA_LINK_POWER
_6B06D02C0184205A	BMDALMM00120	Sleep 6		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 6 - Power: $MA_LINK_POWER
_6B36D02C0184205B	BMDALMM00140	Sleep 7		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 7 - Power: $MA_LINK_POWER
_6B66D02C0184205C	BMDALMM00160	Sleep 8		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 8 - Power: $MA_LINK_POWER
_6B96D02C0184205D	BMDALMM00180	Sleep 9		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 9 - Power: $MA_LINK_POWER
_E9BB8D57EE92742B	BMDALMM00200	Sleep 10		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 10 - Power: $MA_LINK_POWER
_6ADB8D57EEA2742B	BMDALMM00225	Sleep 11		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 11 - Power: $MA_LINK_POWER
_690B8D57EEB2742B	BMDALMM00250	Sleep 12		a	the				Recommended to induce sleep in enemies whose average skill level does not exceed $MA_LINK_POWER.	Sleep 12 - Power: $MA_LINK_POWER
_BFE8758B6B85FC6F	BMDALMS00050	Stun 1		a	the				Recommended for stunning enemies whose average skill level does not exceed $MA_LINK_POWER.	Stun 1 - Power: $MA_LINK_POWER
_00F8798B6B85FC70	BMDALMS00065	Stun 2		a	the				Recommended for stunning enemies whose average skill level does not exceed $MA_LINK_POWER.	Stun 2 - Power: $MA_LINK_POWER
_BF187D8B6B85FC71	BMDALMS00080	Stun 3		a	the				Recommended for stunning enemies whose average skill level does not exceed $MA_LINK_POWER.	Stun 3 - Power: $MA_LINK_POWER
