*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description		
_28D7D2C534391EDA	absx_life_aura_11	Aura de Vida  - Poder 11		un	el				Aumenta la velocidad de regeneración de tus PG (Puntos de Golpe) y los de tus compañeros de equipo cercanos.		
_5EC2C1DC45574888	absf_stamina_aura_01	Aura de Resistencia - Poder 1		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_9EC2C5DC45574888	absf_stamina_aura_02	Aura de Resistencia - Poder 2		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_DEC2C9DC45574888	absf_stamina_aura_03	Aura de Resistencia - Poder 3		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_1FC2CDDC45574888	absf_stamina_aura_04	Aura de Resistencia - Poder 4		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_5FC2D1DC45574888	absf_stamina_aura_05	Aura de Resistencia - Poder 5		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_9FC2D5DC45574888	absf_stamina_aura_06	Aura de Resistencia - Poder 6		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_DFC2D9DC45574888	absf_stamina_aura_07	Aura de Resistencia - Poder 7		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_20C2DDDC45574888	absf_stamina_aura_08	Aura de Resistencia - Poder 8		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_60C2E1DC45574888	absf_stamina_aura_09	Aura de Resistencia - Poder 9		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_4BF7F5F0E317FCE5	absf_stamina_aura_10	Aura de Resistencia - Poder 10		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_8B07F5F0E317FCE5	absf_stamina_aura_11	Aura de Resistencia - Poder 11		un	el				Aumenta la velocidad de regeneración de tu resistencia y la de tus compañeros de equipo cercanos.		
_949EEDA3871A6D82	absm_sap_aura_01	Aura de Savia - Poder 1		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_949EF1A3C71A6D82	absm_sap_aura_02	Aura de Savia - Poder 2		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_949EF5A3071A6D82	absm_sap_aura_03	Aura de Savia - Poder 3		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_949EF9A3481A6D82	absm_sap_aura_04	Aura de Savia - Poder 4		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_949EFDA3881A6D82	absm_sap_aura_05	Aura de Savia - Poder 5		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_949E01A3C81A6D82	absm_sap_aura_06	Aura de Savia - Poder 6		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_949E05A3081A6D82	absm_sap_aura_07	Aura de Savia - Poder 7		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_949E09A3491A6D82	absm_sap_aura_08	Aura de Savia - Poder 8		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_949E0DA3891A6D82	absm_sap_aura_09	Aura de Savia - Poder 9		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_373A551036814D82	absm_sap_aura_10	Aura de Savia - Poder 10		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_374A551076814D82	absm_sap_aura_11	Aura de Savia - Poder 11		un	el				Aumenta la velocidad de regeneración de tu savia y la de tus compañeros de equipo cercanos.		
_B7CC105E4EAEDFF1	abm_mt_create_sap_crystal_00005	Crear Cristales de Savia 1 		unos	los				Crea cristales de savia que te permiten recargar el encantamiento de los artículos.		
_B7DC105E4E5EE7F1	abm_mt_create_sap_crystal_00020	Crear Cristales de Savia 2		unos	los				Crea cristales de savia que te permiten recargar el encantamiento de los artículos.		
_B7EC105E4E5EF3F1	abm_mt_create_sap_crystal_00050	Crear Cristales de Savia 3		unos	los				Crea cristales de savia que te permiten recargar el encantamiento de los artículos.		
_B7FC105E4E5EDFF2	abm_mt_create_sap_crystal_00100	Crear Cristales de Savia 4		unos	los				Crea cristales de savia que te permiten recargar el encantamiento de los artículos.		
_8066E813C012ABE9	abm_mt_create_sap_crystal_00160	Crear Cristales de Savia 5		unos	los				Crea cristales de savia que te permiten recargar el encantamiento de los artículos.		
_B71C105E4E5EDFF3	abm_mt_create_sap_crystal_00200	Crear Cristales de Savia 6		unos	los				Crea cristales de savia que te permiten recargar el encantamiento de los artículos.		
_B72C105E4E5EF3F3	abm_mt_create_sap_crystal_00250	Crear Cristales de Savia 7		unos	los				Crea cristales de savia que te permiten recargar el encantamiento de los artículos.		
_39CF0ECB6F809F32	abe_use_item_power	Utilizar Encantamiento de Articulo		un	el				Libera el encantamiento de un articulo.		
_2FE18E0A032C174D	abfmf01	Ataque Circular 1		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_2FE18E0A433C174D	abfmf02	Ataque Circular 2		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_2FE18E0A834C174D	abfmf03	Ataque Circular 3		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_2FE18E0AC45C174D	abfmf04	Ataque Circular 4		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_2FE18E0A046C174D	abfmf05	Ataque Circular 5		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_2FE18E0A447C174D	abfmf06	Ataque Circular 6		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_2FE18E0A848C174D	abfmf07	Ataque Circular 7		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_2FE18E0AC59C174D	abfmf08	Ataque Circular 8		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_2FE18E0A05AC174D	abfmf09	Ataque Circular 9		un	el				Te permite causar daño a todos los enemigos comprometidos.		
_A8C7B8531E2D1EEF	abm_ml_fear_00010	Miedo 1		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8C7B8539E3D1EEF	abm_ml_fear_00030	Miedo 2		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8C7B853DF4D1EEF	abm_ml_fear_00040	Miedo 3		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8C7B8531F5D1EEF	abm_ml_fear_00050	Miedo 4		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8C7B8585F6D1EEF	abm_ml_fear_00065	Miedo 5		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8C7B853E07D1EEF	abm_ml_fear_00080	Miedo 6		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8C7B853DE9D1EEF	abm_ml_fear_00100	Miedo 7		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8C7B8535EAD1EEF	abm_ml_fear_00120	Miedo 8		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8C7B853DFBD1EEF	abm_ml_fear_00140	Miedo 9		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_E4B3A8E6C9E879A5	abm_ml_fear_00160	Miedo 10		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_E4B3A8E68AE879A5	abm_ml_fear_00180	Miedo 11		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_E4B3A8E6C8F879A5	abm_ml_fear_00200	Miedo 12		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_E4B3A8EB88F879A5	abm_ml_fear_00225	Miedo 13		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_E4B3A8E68AF879A5	abm_ml_fear_00250	Miedo 14		un	el				"Infunde miedo en el enemigo haciéndolos incapaces de luchar, aunque todavía pueden moverse."		
_A8334EE19CEDAE8A	abm_ml_mesmerize_00040	Adormecer 1		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_A8334EE19CEDAE8C	abm_ml_mesmerize_00050	Adormecer 1		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_A8334EE19CEDC28E	abm_ml_mesmerize_00065	Adormecer 2		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_A8334EE19CEDAE91	abm_ml_mesmerize_00080	Adormecer 3		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_E8334EE19CEDAE8A	abm_ml_mesmerize_00100	Adormecer 4		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_E8334EE19CEDAE8D	abm_ml_mesmerize_00120	Adormecer 5		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpes, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_E8334EE19CEDAE90	abm_ml_mesmerize_00140	Adormecer 6		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_E8334EE19CEDAE93	abm_ml_mesmerize_00160	Adormecer 7		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_E8334EE19CEDAE96	abm_ml_mesmerize_00180	Adormecer 8		un 	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_CC6C14D2585FFEE6	abm_ml_mesmerize_00200	Adormecer 9		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_CC6C14D2585F16E8	abm_ml_mesmerize_00225	Adormecer 10		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_CC6C14D2585F06EB	abm_ml_mesmerize_00250	Adormecer 11		un	el				"Pone al enemigo a dormir haciéndole incapaz de moverse o de luchar. Si son atacados o pierden puntos(puntos de golpe, savia, resistencia o enfoque) entonces el enemigo se despertara."		
_3EDA551B258E8E97	abm_ml_stun_00050	Aturdimiento 1		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_3EDA5520659E8E97	abm_ml_stun_00065	Aturdimiento 2		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_3EDA551BE6AE8E97	abm_ml_stun_00080	Aturdimiento 3		un 	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_3EDA551BE4CE8E97	abm_ml_stun_00100	Aturdimiento 4		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_3EDA551B64DE8E97	abm_ml_stun_00120	Aturdimiento 5		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_3EDA551BE5EE8E97	abm_ml_stun_00140	Aturdimiento 6		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_3EDA551B65FE8E97	abm_ml_stun_00160	Aturdimiento 7		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_3EDA551BE60E8E97	abm_ml_stun_00180	Aturdimiento 8		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_3EDA551BE42E8E97	abm_ml_stun_00200	Aturdimiento 9		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_70BB07078FAF27E1	abm_ml_stun_00225	Aturdimiento 10		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_70BB070290AF27E1	abm_ml_stun_00250	Aturdimiento 11		un	el				Aturde al enemigo haciéndole incapaz de moverse o de luchar.		
_7911017DEBE4BAAB	abm_mt_heal_00005	Sanación de Vida 1		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_B911017D2BE4BAAB	abm_mt_heal_00015	Sanación de Vida 2		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_F911019D6BE4BAAB	abm_mt_heal_00025	Sanación de Vida 3		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_3A110198ECE4BAAB	abm_mt_heal_00040	Sanación de Vida 4		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_7A11019D6CE4BAAB	abm_mt_heal_00065	Sanación de Vida 5		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_BA110198EBF4BAAB	abm_mt_heal_00100	Sanación de Vida 6		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_FA110198ECF4BAAB	abm_mt_heal_00140	Sanación de Vida 7		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_3B110198EDF4BAAB	abm_mt_heal_00180	Sanación de Vida 8		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_7B11019D6B04BAAB	abm_mt_heal_00225	Sanación de Vida 9		una	la				Te permite restaurar los puntos de golpe al objetivo.		
_D6F3330FC8EC69E9	abm_mt_life_gift_00010	Regalo de Vida 1		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_D6F33310C8EC69EA	abm_mt_life_gift_00020	Regalo de Vida 2		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_D6F33311C8EC69EB	abm_mt_life_gift_00030	Regalo de Vida 3		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_D6F33312C8EC69ED	abm_mt_life_gift_00050	Regalo de Vida 4		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_D6F33313C8EC69F0	abm_mt_life_gift_00080	Regalo de Vida 5		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_16F33314C8EC69EA	abm_mt_life_gift_00120	Regalo de Vida 6		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_16F33315C8EC69EE	abm_mt_life_gift_00160	Regalo de Vida 7		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_56F33316C8EC69E8	abm_mt_life_gift_00200	Regalo de Vida 8		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_56F33317C8EC69ED	abm_mt_life_gift_00250	Regalo de Vida 9		un	el				Te permite dar algo de tu propia Vida para restaurar la Vida de tu objetivo (amigo).		
_59ED2C6AFADE2136	abm_mt_sap_gift_00005	Regalo de Savia 1		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_99ED2C6AFAEE2136	abm_mt_sap_gift_00015	Regalo de Savia 2		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_19ED2C6AFAFE2131	abm_mt_sap_gift_00030	Regalo de Savia 3		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_5AED2C6AFA0E2131	abm_mt_sap_gift_00040	Regalo de Savia 4		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_9AED2C6AFA1E2131	abm_mt_sap_gift_00050	Regalo de Savia 5		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_DAED2C6AFA2E2136	abm_mt_sap_gift_00065	Regalo de Savia 6		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_5BED2C6AFA3E2131	abm_mt_sap_gift_00080	Regalo de Savia 7		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_59FD2C6AFA4E2131	abm_mt_sap_gift_00100	Regalo de Savia 8		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_D9FD2C6AFA5E2131	abm_mt_sap_gift_00120	Regalo de Savia 9		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_85A191D2CA251EA2	abm_mt_sap_gift_00140	Regalo de Savia 10		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_05A191D20A251EA2	abm_mt_sap_gift_00160	Regalo de Savia 11		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_86A191D24A251EA2	abm_mt_sap_gift_00180	Regalo de Savia 12		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_84B191D28A251EA2	abm_mt_sap_gift_00200	Regalo de Savia 13		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_04B191D2CB251EA7	abm_mt_sap_gift_00225	Regalo de Savia 14		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_C5B191D20B251EA2	abm_mt_sap_gift_00250	Regalo de Savia 15		un	el				Te permite dar algo de tu propia Vida para restaurar la Savia de tu objetivo (amigo).		
_CF11A29C6AA75D05	abm_mt_sta_gift_00005	Regalo de Resistencia 1		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_0F21A29C6AA75D05	abm_mt_sta_gift_00015	Regalo de Resistencia 2		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_8F31A29C6AA75D00	abm_mt_sta_gift_00030	Regalo de Resistencia 3		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_D041A29C6AA75D00	abm_mt_sta_gift_00040	Regalo de Resistencia 4		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_1051A29C6AA75D00	abm_mt_sta_gift_00050	Regalo de Resistencia 5		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_5061A29C6AA75D05	abm_mt_sta_gift_00065	Regalo de Resistencia 6		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_D171A29C6AA75D00	abm_mt_sta_gift_00080	Regalo de Resistencia 7		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_CF91A29C6AA75D00	abm_mt_sta_gift_00100	Regalo de Resistencia 8		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_4FA1A29C6AA75D00	abm_mt_sta_gift_00120	Regalo de Resistencia 9		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_56AAD615E8584728	abm_mt_sta_gift_00140	Regalo de Resistencia 10		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_16AAD615E8584728	abm_mt_sta_gift_00160	Regalo de Resistencia 11		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_D7AAD615E8584728	abm_mt_sta_gift_00180	Regalo de Resistencia 12		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_15BAD615E8584728	abm_mt_sta_gift_00200	Regalo de Resistencia 13		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_D6BAD615E858472D	abm_mt_sta_gift_00225	Regalo de Resistencia 14		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_D7BAD615E8584728	abm_mt_sta_gift_00250	Regalo de Resistencia 15		un	el				Te permite dar algo de tu propia Vida para restaurar la Resistencia de tu objetivo (amigo).		
_C2E3FF074945F187	abm_mt_self_heal_00015	Auto curación 1		una	la				Restaura algo de tu propia vida a cambio de algo de Savia.		
_C2E3FF084945DD88	abm_mt_self_heal_00020	Auto curación 2		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_C2E3FF094945DD89	abm_mt_self_heal_00030	Auto curación 3		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_C2E3FF0A4945DD8A	abm_mt_self_heal_00040	Auto curación 4		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_C2E3FF0B4945DD8B	abm_mt_self_heal_00050	Auto curación 5		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_C2E3FF0C4945F18C	abm_mt_self_heal_00065	Auto curación 6		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_C2E3FF0D4945DD8E	abm_mt_self_heal_00080	Auto curación 7		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_02E3FF0E4945DD86	abm_mt_self_heal_00100	Auto curación 8		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_02E3FF0F4945DD88	abm_mt_self_heal_00120	Auto curación 9		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_99026E935ADC224F	abm_mt_self_heal_00140	Auto curación 10		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_990272935ADC2251	abm_mt_self_heal_00160	Auto curación 11		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_990276935ADC2253	abm_mt_self_heal_00180	Auto curación 12		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_D9027A935ADC224B	abm_mt_self_heal_00200	Auto curación 13		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_D9027E935ADC364D	abm_mt_self_heal_00225	Auto curación 14		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_D90282935ADC2250	abm_mt_self_heal_00250	Auto curación 15		una	la				Restaura algo de tu propia vida a cambo de algo de Savia.		
_B1FB972F32EE1A48	abm_mt_self_sap_gift_00015	Auto regalo de Savia 1		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_B1FB833132EE1A48	abm_mt_self_sap_gift_00020	Auto regalo de Savia 2		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_B1FB833332EE1A48	abm_mt_self_sap_gift_00030	Auto regalo de Savia 3		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_B1FB833532EE1A48	abm_mt_self_sap_gift_00040	Auto regalo de Savia 4		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_B1FB833732EE1A48	abm_mt_self_sap_gift_00050	Auto regalo de Savia 5		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_B1FB973932EE1A48	abm_mt_self_sap_gift_00065	Auto regalo de Savia 6		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_B1FB833C32EE1A48	abm_mt_self_sap_gift_00080	Auto regalo de Savia 7		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_B1FB833572EE1A48	abm_mt_self_sap_gift_00100	Auto regalo de Savia 8		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_B1FB833872EE1A48	abm_mt_self_sap_gift_00120	Auto regalo de Savia 9		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_8076236277A12010	abm_mt_self_sap_gift_00140	Auto regalo de Savia 10		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_8076276477A12010	abm_mt_self_sap_gift_00160	Auto regalo de Savia 11		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_80762B6677A12010	abm_mt_self_sap_gift_00180	Auto regalo de Savia 12		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_80762F5EB7A12010	abm_mt_self_sap_gift_00200	Auto regalo de Savia 13		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_80764760B7A12010	abm_mt_self_sap_gift_00225	Auto regalo de Savia 14		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_80763763B7A12010	abm_mt_self_sap_gift_00250	Auto regalo de Savia 15		un	el				Restaura algo de tu propia Savia a cambio de algo de Vida. 		
_0C9E22D58B066DA3	abm_mt_self_sta_gift_00005	Auto regalo de Resistencia 1		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_0C9E22D68B066DA4	abm_mt_self_sta_gift_00015	Auto regalo de Resistencia 2		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_0C9E0ED88B066DA5	abm_mt_self_sta_gift_00030	Auto regalo de Resistencia 3		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_0C9E0ED98B066DA6	abm_mt_self_sta_gift_00040	Auto regalo de Resistencia 4		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_0C9E0EDA8B066DA7	abm_mt_self_sta_gift_00050	Auto regalo de Resistencia 5		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_0C9E22DB8B066DA8	abm_mt_self_sta_gift_00065	Auto regalo de Resistencia 6		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_0C9E0EDD8B066DA9	abm_mt_self_sta_gift_00080	Auto regalo de Resistencia 7		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_0C9E0ED5CB066DAA	abm_mt_self_sta_gift_00100	Auto regalo de Resistencia 8		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_0C9E0ED7CB066DAB	abm_mt_self_sta_gift_00120	Auto regalo de Resistencia 9		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_364731EB76DAAC71	abm_mt_self_sta_gift_00140	Auto regalo de Resistencia 10		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_364731ED76DAB071	abm_mt_self_sta_gift_00160	Auto regalo de Resistencia 11		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_364731EF76DAB471	abm_mt_self_sta_gift_00180	Auto regalo de Resistencia 12		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_364731E7B6DAB871	abm_mt_self_sta_gift_00200	Auto regalo de Resistencia 13		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_364745E9B6DABC71	abm_mt_self_sta_gift_00225	Auto regalo de Resistencia 14		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_364731ECB6DAC071	abm_mt_self_sta_gift_00250	Auto regalo de Resistencia 14		un	el				Restaura algo de tu propia Resistencia a cambio de algo de Vida.		
_FE84C8EC1CBB5887	abm_ml_blind_00015	Ceguera 1		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_FE84B4EF1CBB5887	abm_ml_blind_00030	Ceguera 2		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
_FE84B4F11CBB5887	abm_ml_blind_00040	Ceguera 3		un	el				Ciega al enemigo que se vuelve mucho menos eficiente en el ataque.		
