*HASH_VALUE	creature ID	name	ia	da	cc	pr	p	pia	pda
_8390A94B3EF948CA	chkga1	Timari impur	un	le	du	au	Timaris impurs	des	les
_9FE34D71FDDB0403	chkga2	Timari tuméfié	un	le	du	au	Timaris tuméfiés	des	les
_70B65EEAE2C45173	chkga3	Timari contaminé	un	le	du	au	Timaris contaminés	des	les
_5CDFDE6886C83063	chkga4	Timari infecté	un	le	du	au	Timaris infectés	des	les
_6003AD8C3E4A3020	chkgb1	Timari écœurant	un	le	du	au	Timaris écœurants	des	les
_DC94AD74413B1C14	chkgb2	Timari puant	un	le	du	au	Timaris puants	des	les
_FE2F41123C8B0FCD	chkgb3	Timari morbide	un	le	du	au	Timaris morbides	des	les
_1D83B571BD5B2810	chkgb4	Timari empoisonné	un	le	du	au	Timaris empoisonnés	des	les
_BD20AE3DF34D4F0F	chkgc1	Timari souffrant	un	le	du	au	Timaris souffrants	des	les
_C3AFB2423239A3C2	chkgc2	Timari fiévreux	un	le	du	au	Timaris fiévreux	des	les
_19756E4BDE734C83	chkgc3	Timari putréfié	un	le	du	au	Timaris putréfiés	des	les
_1DF3D58A7E2B5C1C	chkgc4	Timari venimeux	un	le	du	au	Timaris venimeux	des	les
_3C906A54306D4F02	chkgd1	Timari ravagé	un	le	du	au	Timaris ravagés	des	les
_4BF30A6D721C316E	chkgd2	Timari poisseux	un	le	du	au	Timaris poisseux	des	les
_194396CF52C72967	chkgd3	Timari pestilentiel	un	le	du	au	Timaris pestilentiels	des	les
_FFEF6D08FADC13D2	chkgd4	Timari délirant	un	le	du	au	Timaris délirants	des	les
_CE562673F57F4975	chkge1	Timari pustuleux	un	le	du	au	Timaris pustuleux	des	les
_429FB64431AD7708	chkge2	Timari suintant	un	le	du	au	Timaris suintants	des	les
_815FD233B3DC7B08	chkge3	Timari écumant	un	le	du	au	Timaris écumants	des	les
_CC24F670F34D2572	chkge4	Timari répugnant	un	le	du	au	Timaris répugnants	des	les
_A0D34D753BFB1806	chkgf1	Timari dément	un	le	du	au	Timaris déments	des	les
_DB65796D7E6A4C0F	chkgf2	Timari frénétique	un	le	du	au	Timaris frénétiques	des	les
_DB737971BF6A081D	chkgf3	Timari démoniaque	un	le	du	au	Timaris démoniaques	des	les
_1BB4A16E813B1C10	chkja1	Timari allaitant	un	le	du	au	Timaris allaitants	des	les
_9BB3BD6C7D7B2013	chkja2	Timari sevré	un	le	du	au	Timaris sevrés	des	les
_C0CF2103FAFB0FCD	chkja3	Timari docile	un	le	du	au	Timaris dociles	des	les
_7CCA240FA8673F9C	chkja4	Timari doux	un	le	du	au	Timaris doux	des	les
_1F54B58440AB641C	chkjb1	Timari craintif	un	le	du	au	Timaris craintifs	des	les
_425FD23FB39D7705	chkjb2	Timari vagabondant	un	le	du	au	Timaris vagabondants	des	les
_1766962AD8521072	chkjb3	Timari détalant	un	le	du	au	Timaris détalants	des	les
_4D05D677B32E0576	chkjb4	Timari endiablé	un	le	du	au	Timaris endiablés	des	les
_45014D027DDC07DE	chkjc1	Timari robuste	un	le	du	au	Timaris robustes	des	les
_7CCA5C2AEAC85F9E	chkjc2	Timari prudent	un	le	du	au	Timaris prudents	des	les
_5806A2481F737884	chkjc3	Timari glouton	un	le	du	au	Timaris gloutons	des	les
_A0057D80C07A4815	chkjc4	Timari grogneur	un	le	du	au	Timaris grogneurs	des	les
_E4CF1D31E89438DC	chkjd1	Timari bourru	un	le	du	au	Timaris bourrus	des	les
_9555066DF093FD2D	chkjd2	Timari obstiné	un	le	du	au	Timaris obstinés	des	les
_043FEE4DB39D7B07	chkjd3	Timari radical	un	le	du	au	Timaris radicaux	des	les
_59B6724419725869	chkjd4	Timari parasitaire	un	le	du	au	Timaris parasitaires	des	les
_C2C0C64E312C4F08	chkje1	Timari irrité	un	le	du	au	Timaris irrités	des	les
_03DFAA45329E931A	chkje2	Timari brutal	un	le	du	au	Timaris brutaux	des	les
_E48FF52B627440DD	chkje3	Timari farouche	un	le	du	au	Timaris farouches	des	les
_02FFB65132AE7F11	chkje4	Timari violent	un	le	du	au	Timaris violents	des	les
_C0BE21F9E8898C1F	chlda1	Yelk allaitant	un	le	du	au	Yelks allaitants	des	les
_C0EE25E7E5C9901F	chlda2	Yelk sevré	un	le	du	au	Yelks sevrés	des	les
_EDAF4D0DA856D73F	chlda3	Yelk docile	un	le	du	au	Yelks dociles	des	les
_9CE4849512C6E79E	chlda4	Yelk doux	un	le	du	au	Yelks doux	des	les
_C25F59F7265AD82D	chldb1	Yelk craintif	un	le	du	au	Yelks craintifs	des	les
_893F65FD6874F200	chldb2	Yelk vagabondant	un	le	du	au	Yelks vagabondants	des	les
_46559225417E4C05	chldb3	Yelk détalant	un	le	du	au	Yelks détalants	des	les
_C0BEB162B5D0A00A	chldb4	Yelk endiablé	un	le	du	au	Yelks endiablés	des	les
_B111991868370741	chldc1	Yelk robuste	un	le	du	au	Yelks robustes	des	les
_1EE4BCA21148139C	chldc2	Yelk prudent	un	le	du	au	Yelks prudents	des	les
_CDE69A3F86CE7409	chldc3	Yelk glouton	un	le	du	au	Yelks gloutons	des	les
_C26F750824C89821	chldc4	Yelk grogneur	un	le	du	au	Yelks grogneurs	des	les
_D34720072CC8CF70	chldd1	Yelk bourru	un	le	du	au	Yelks bourrus	des	les
_C0A07A7CEE2DA8FF	chldd2	Yelk obstiné	un	le	du	au	Yelks obstinés	des	les
_893F9D196874F602	chldd3	Yelk radical	un	le	du	au	Yelks radicaux	des	les
_CCA59A367E0E64FE	chldd4	Yelk parasitaire	un	le	du	au	Yelks parasitaires	des	les
_0DFF451F6CF2EE1C	chldf1	Yelk furieux	un	le	du	au	Yelks furieux	des	les
_ED1F4D18A816DB44	chldf2	Yelk fier	un	le	du	au	Yelks fiers	des	les
_817E9D4F344EC405	chldf3	Yelk féroce	un	le	du	au	Yelks féroces	des	les
_40BE21F9E8898C1F	chlfa1	Yelk allaitant	un	le	du	au	Yelks allaitants	des	les
_40EE25E7E5C9901F	chlfa2	Yelk sevré	un	le	du	au	Yelks sevrés	des	les
_6DAF4D0DA856D73F	chlfa3	Yelk docile	un	le	du	au	Yelks dociles	des	les
_1CE4849512C6E79E	chlfa4	Yelk doux	un	le	du	au	Yelks doux	des	les
_859F9D2364F2EEFD	chlfe1	Yelk irrité	un	le	du	au	Yelks irrités	des	les
_8DFF450166F4F21B	chlfe2	Yelk brutal	un	le	du	au	Yelks brutaux	des	les
_53A70C0AA888A370	chlfe3	Yelk farouche	un	le	du	au	Yelks farouches	des	les
_09BF5D1966F4FA1D	chlfe4	Yelk violent	un	le	du	au	Yelks violents	des	les
_8DFF451F6CF2EE1C	chlff1	Yelk furieux	un	le	du	au	Yelks furieux	des	les
_6D1F4D18A816DB44	chlff2	Yelk fier	un	le	du	au	Yelks fiers	des	les
_017E9D4F344EC405	chlff3	Yelk féroce	un	le	du	au	Yelks féroces	des	les
_7E7E8D5FB64FC805	chlff4	Yelk inapaisé	un	le	du	au	Yelks inapaisés	des	les
_2598649F65C8879B	chlff5	Sadichi	un	le	du	au	Sadichis	des	les
_C2419D19ECD4236E	chlga1	Yelk impur	un	le	du	au	Yelks impurs	des	les
_423E29F662486021	chlga2	Yelk tuméfié	un	le	du	au	Yelks tuméfiés	des	les
_8CE0DE7009135585	chlga3	Yelk contaminé	un	le	du	au	Yelks contaminés	des	les
_C26E05FC7DB9D002	chlga4	Yelk infecté	un	le	du	au	Yelks infectés	des	les
_3FCF89F7A2F9D82D	chlgb1	Yelk écœurant	un	le	du	au	Yelks écœurants	des	les
_3FDE45FEA8899020	chlgb2	Yelk puant	un	le	du	au	Yelks puants	des	les
_6D6F25156CE6FB40	chlgb3	Yelk morbide	un	le	du	au	Yelks morbides	des	les
_816F59F9A629681C	chlgb4	Yelk empoisonné	un	le	du	au	Yelks empoisonnés	des	les
_C5C135FDE834EEFB	chlgc1	Yelk souffrant	un	le	du	au	Yelks souffrants	des	les
_CF9F55016694F273	chlgc2	Yelk fiévreux	un	le	du	au	Yelks fiévreux	des	les
_4E969A34462F10FC	chlgc3	Yelk putréfié	un	le	du	au	Yelks putréfiés	des	les
_7F5F85FCA68ACC1D	chlgc4	Yelk venimeux	un	le	du	au	Yelks venimeux	des	les
_C5FF05276274EEFC	chlgd1	Yelk ravagé	un	le	du	au	Yelks ravagés	des	les
_C5AEB144722DC8FF	chlgd2	Yelk poisseux	un	le	du	au	Yelks poisseux	des	les
_9E23FD82C53C2883	chlgd3	Yelk pestilentiel	un	le	du	au	Yelks pestilentiels	des	les
_2DEF5520EA571342	chlgd4	Yelk délirant	un	le	du	au	Yelks délirants	des	les
_44AFF15A38EFC816	chlge1	Yelk pustuleux	un	le	du	au	Yelks pustuleux	des	les
_493F7D056494F203	chlge2	Yelk suintant	un	le	du	au	Yelks suintants	des	les
_493F65FD68F2F603	chlge3	Yelk écumant	un	le	du	au	Yelks écumants	des	les
_044E9D5372EED807	chlge4	Yelk répugnant	un	le	du	au	Yelks répugnants	des	les
_C37E31F321685C26	chlgf1	Yelk dément	un	le	du	au	Yelks déments	des	les
_03CF35F8E488601B	chlgf2	Yelk frénétique	un	le	du	au	Yelks frénétiques	des	les
_7E6E35EFA2C8AC29	chlgf3	Yelk démoniaque	un	le	du	au	Yelks démoniaques	des	les
_D54720072CC8CF70	chlld1	Yelk bourru	un	le	du	au	Yelks bourrus	des	les
_C2A07A7CEE2DA8FF	chlld2	Yelk obstiné	un	le	du	au	Yelks obstinés	des	les
_8B3F9D196874F602	chlld3	Yelk radical	un	le	du	au	Yelks radicaux	des	les
_CEA59A367E0E64FE	chlld4	Yelk parasitaire	un	le	du	au	Yelks parasitaires	des	les
_C3BE21F9E8898C1F	chlpa1	Yelk allaitant	un	le	du	au	Yelks allaitants	des	les
_C3EE25E7E5C9901F	chlpa2	Yelk sevré	un	le	du	au	Yelks sevrés	des	les
_F0AF4D0DA856D73F	chlpa3	Yelk docile	un	le	du	au	Yelks dociles	des	les
_9FE4849512C6E79E	chlpa4	Yelk doux	un	le	du	au	Yelks doux	des	les
_C55F59F7265AD82D	chlpb1	Yelk craintif	un	le	du	au	Yelks craintifs	des	les
_8C3F65FD6874F200	chlpb2	Yelk vagabondant	un	le	du	au	Yelks vagabondants	des	les
_49559225417E4C05	chlpb3	Yelk détalant	un	le	du	au	Yelks détalants	des	les
_C3BEB162B5D0A00A	chlpb4	Yelk endiablé	un	le	du	au	Yelks endiablés	des	les
_B411991868370741	chlpc1	Yelk robuste	un	le	du	au	Yelks robustes	des	les
_21E4BCA21148139C	chlpc2	Yelk prudent	un	le	du	au	Yelks prudents	des	les
_D0E69A3F86CE7409	chlpc3	Yelk glouton	un	le	du	au	Yelks gloutons	des	les
_C56F750824C89821	chlpc4	Yelk grogneur	un	le	du	au	Yelks grogneurs	des	les
_D64720072CC8CF70	chlpd1	Yelk bourru	un	le	du	au	Yelks bourrus	des	les
_C3A07A7CEE2DA8FF	chlpd2	Yelk obstiné	un	le	du	au	Yelks obstinés	des	les
_8C3F9D196874F602	chlpd3	Yelk radical	un	le	du	au	Yelks radicaux	des	les
_CFA59A367E0E64FE	chlpd4	Yelk parasitaire	un	le	du	au	Yelks parasitaires	des	les
_089F9D2364F2EEFD	chlpe1	Yelk irrité	un	le	du	au	Yelks irrités	des	les
_10FF450166F4F21B	chlpe2	Yelk brutal	un	le	du	au	Yelks brutaux	des	les
_D6A70C0AA888A370	chlpe3	Yelk farouche	un	le	du	au	Yelks farouches	des	les
_8CBF5D1966F4FA1D	chlpe4	Yelk violent	un	le	du	au	Yelks violents	des	les
_10FF451F6CF2EE1C	chlpf1	Yelk furieux	un	le	du	au	Yelks furieux	des	les
_F01F4D18A816DB44	chlpf2	Yelk fier	un	le	du	au	Yelks fiers	des	les
_847E9D4F344EC405	chlpf3	Yelk féroce	un	le	du	au	Yelks féroces	des	les
_CEBED5CD2DD7A398	chmdd1	Raspal bourru	un	le	du	au	Raspals bourrus	des	les
_9E85D14F738CC402	chmdd2	Raspal obstiné	un	le	du	au	Raspals obstinés	des	les
_842E5D29EAAC7FC0	chmdd3	Raspal radical	un	le	du	au	Raspals radicaux	des	les
_19B39E22BB5E8076	chmdd4	Raspal parasitaire	un	le	du	au	Raspals parasitaires	des	les
_BC1C99146C68979B	chmfc1	Raspal robuste	un	le	du	au	Raspals robustes	des	les
_DD54D8075EC547A2	chmfc2	Raspal prudent	un	le	du	au	Raspals prudents	des	les
_1BD30620827E987B	chmfc3	Raspal glouton	un	le	du	au	Raspals gloutons	des	les
_FD72AD747A335C17	chmfc4	Raspal grogneur	un	le	du	au	Raspals grogneurs	des	les
_4FCE6DCD6977A379	chnfd1	Bawaab bourru	un	le	du	au	Bawaabs bourrus	des	les
_5AD4D13FF08C6006	chnfd2	Bawaab obstiné	un	le	du	au	Bawaabs obstinés	des	les
_819E211EEBAB3FC0	chnfd3	Bawaab radical	un	le	du	au	Bawaabs radicaux	des	les
_96C35E18BBCD9067	chnfd4	Bawaab parasitaire	un	le	du	au	Bawaabs parasitaires	des	les
_B98C99FB6D77679B	chnjc1	Bawaab robuste	un	le	du	au	Bawaabs robustes	des	les
_DA73E8FD5AD45798	chnjc2	Bawaab prudent	un	le	du	au	Bawaabs prudents	des	les
_19E3C61682EDA86C	chnjc3	Bawaab glouton	un	le	du	au	Bawaabs gloutons	des	les
_FEA0CD7472335C03	chnjc4	Bawaab grogneur	un	le	du	au	Bawaabs grogneurs	des	les
_B96CD517AE793FAC	chofc1	Frippo robuste	un	le	du	au	Frippos robustes	des	les
_9E74B01B1FC51FB6	chofc2	Frippo prudent	un	le	du	au	Frippos prudents	des	les
_9604D62346AEAC8C	chofc3	Frippo glouton	un	le	du	au	Frippos gloutons	des	les
_85925D9674335C1D	chofc4	Frippo grogneur	un	le	du	au	Frippos grogneurs	des	les
_C7B08596EC13B02A	chogb1	Frippo écœurant	un	le	du	au	Frippos écœurants	des	les
_C5705D7E76B5541C	chogb2	Frippo puant	un	le	du	au	Frippos puants	des	les
_F5CB491DE92947A6	chogb3	Frippo morbide	un	le	du	au	Frippos morbides	des	les
_47F0857EF255440A	chogb4	Frippo empoisonné	un	le	du	au	Frippos empoisonnés	des	les
_02A0950469AC3FBC	chogc1	Frippo souffrant	un	le	du	au	Frippos souffrants	des	les
_F650810A28AC4F78	chogc2	Frippo fiévreux	un	le	du	au	Frippos fiévreux	des	les
_5603F624471E9472	chogc3	Frippo putréfié	un	le	du	au	Frippos putréfiés	des	les
_C3909590F015C41D	chogc4	Frippo venimeux	un	le	du	au	Frippos venimeux	des	les
_02BF4513EB1C47BD	chogd1	Frippo ravagé	un	le	du	au	Frippos ravagés	des	les
_44A6C215A7CCA41F	chogd2	Frippo poisseux	un	le	du	au	Frippos poisseux	des	les
_A293B18C44E5B53A	chogd3	Frippo pestilentiel	un	le	du	au	Frippos pestilentiels	des	les
_B51B712628BA13AD	chogd4	Frippo délirant	un	le	du	au	Frippos délirants	des	les
_C7A7C225319FD420	choge1	Frippo pustuleux	un	le	du	au	Frippos pustuleux	des	les
_046F8911A86C4FC1	choge2	Frippo suintant	un	le	du	au	Frippos suintants	des	les
_046F7D0A293B1FC1	choge3	Frippo écumant	un	le	du	au	Frippos écumants	des	les
_87C5BA18AA8DAC22	choge4	Frippo répugnant	un	le	du	au	Frippos répugnants	des	les
_4BD01586EED3380E	chogf1	Frippo dément	un	le	du	au	Frippos déments	des	les
_C5525D7674133C0E	chogf2	Frippo frénétique	un	le	du	au	Frippos frénétiques	des	les
_C5905D76F013602A	chogf3	Frippo démoniaque	un	le	du	au	Frippos démoniaques	des	les
_F74B8117E93923A9	chogf4	Frippo mortel	un	le	du	au	Frippos mortels	des	les
_3CAED10EAEE7839F	chpdc1	Rendor robuste	un	le	du	au	Rendors robustes	des	les
_E0C4C411E10433AC	chpdc2	Rendor prudent	un	le	du	au	Rendors prudents	des	les
_5A440626051EBC73	chpdc3	Rendor glouton	un	le	du	au	Rendors gloutons	des	les
_8321857C7A335C23	chpdc4	Rendor grogneur	un	le	du	au	Rendors grogneurs	des	les
_0D2FEDDB2AE7EB8C	chpfd1	Rendor bourru	un	le	du	au	Rendors bourrus	des	les
_1C65E14FF46CAC0B	chpfd2	Rendor obstiné	un	le	du	au	Rendors obstinés	des	les
_85A06518AAEC7FC0	chpfd3	Rendor radical	un	le	du	au	Rendors radicaux	des	les
_58249E283EFEA46E	chpfd4	Rendor parasitaire	un	le	du	au	Rendors parasitaires	des	les
_6CD09118EC9592C3	chqfe1	Gnoof irrité	un	le	du	au	Gnoofs irrités	des	les
_70F1A50A2A05A6DA	chqfe2	Gnoof brutal	un	le	du	au	Gnoofs brutaux	des	les
_D53764E75667D784	chqfe3	Gnoof farouche	un	le	du	au	Gnoofs farouches	des	les
_AE61950CEBC5AEDB	chqfe4	Gnoof violent	un	le	du	au	Gnoofs violents	des	les
_672E301C6EC82761	chqlc1	Gnoof robuste	un	le	du	au	Gnoofs robustes	des	les
_6495A0A56435A6BE	chqlc2	Gnoof prudent	un	le	du	au	Gnoofs prudents	des	les
_8955854B013D981E	chqlc3	Gnoof glouton	un	le	du	au	Gnoofs gloutons	des	les
_8550A5236567AB0D	chqlc4	Gnoof grogneur	un	le	du	au	Gnoofs grogneurs	des	les
_41FF69266CAA27BE	chrfe1	Bolobi irrité	un	le	du	au	Bolobis irrités	des	les
_0830490A286B4BCD	chrfe2	Bolobi brutal	un	le	du	au	Bolobis brutaux	des	les
_4D4F75CB2BD6DB7B	chrfe3	Bolobi farouche	un	le	du	au	Bolobis farouches	des	les
_871F2D192B6B53CE	chrfe4	Bolobi violent	un	le	du	au	Bolobis violents	des	les
_8A304919EF2B07CE	chrlf1	Bolobi furieux	un	le	du	au	Bolobis furieux	des	les
_763C5503A9A627A0	chrlf2	Bolobi fier	un	le	du	au	Bolobis fiers	des	les
_43658E10AA9E8C0F	chrlf3	Bolobi féroce	un	le	du	au	Bolobis féroces	des	les
_4385561A309F900F	chrlf4	Bolobi inapaisé	un	le	du	au	Bolobis inapaisés	des	les
_4820390B6BCC4BCE	chsdf1	Shalah furieux	un	le	du	au	Shalahs furieux	des	les
_B83C51FFA6063F99	chsdf2	Shalah fier	un	le	du	au	Shalahs fiers	des	les
_BE55B621AA8E840B	chsdf3	Shalah féroce	un	le	du	au	Shalahs féroces	des	les
_BE757E2B308F880B	chsdf4	Shalah inapaisé	un	le	du	au	Shalahs inapaisés	des	les
_83EF5918E84B6BBE	chsle1	Shalah irrité	un	le	du	au	Shalahs irrités	des	les
_4A2039FCA40C8FCD	chsle2	Shalah brutal	un	le	du	au	Shalahs brutaux	des	les
_0CEFB5CA6B16BB89	chsle3	Shalah farouche	un	le	du	au	Shalahs farouches	des	les
_C90F1D0BA70C97CE	chsle4	Shalah violent	un	le	du	au	Shalahs violents	des	les
_8246328BF7385F0F	chtde1	Ploderos irrité	un	le	du	au	Ploderos irrités	des	les
_46C5C27EFAB99F2E	chtde2	Ploderos brutal	un	le	du	au	Ploderos brutaux	des	les
_ED3C5D0D674CF4F6	chtde3	Ploderos farouche	un	le	du	au	Ploderos farouches	des	les
_0255FE8AFAB9AB28	chtde4	Ploderos violent	un	le	du	au	Ploderos violents	des	les
_C7C5FE99F9B89B2F	chtjf1	Ploderos furieux	un	le	du	au	Ploderos furieux	des	les
_02015D5A849B9C8C	chtjf2	Ploderos fier	un	le	du	au	Ploderos fiers	des	les
_9902B26D71C35589	chtjf3	Ploderos féroce	un	le	du	au	Ploderos féroces	des	les
_99A2BA6DF3C4597B	chtjf4	Ploderos inapaisé	un	le	du	au	Ploderos inapaisés	des	les
_E387311AACFB7BBE	chuje1	Wombaï irrité	un	le	du	au	Wombaïs irrités	des	les
_AAB811FE68BC9FCD	chuje2	Wombaï brutal	un	le	du	au	Wombaïs brutaux	des	les
_8E7FE3CAE84ED783	chuje3	Wombaï farouche	un	le	du	au	Wombaïs farouches	des	les
_29A7F50D6BBCA7CE	chuje4	Wombaï violent	un	le	du	au	Wombaïs violents	des	les
_2BB8110D2F7C5BCE	chulf1	Wombaï furieux	un	le	du	au	Wombaïs furieux	des	les
_BBD4517CA9D67FA0	chulf2	Wombaï fier	un	le	du	au	Wombaïs fiers	des	les
_40A5E225AA06A201	chulf3	Wombaï féroce	un	le	du	au	Wombaïs féroces	des	les
_40C5AA2F3007A601	chulf4	Wombaï inapaisé	un	le	du	au	Wombaïs inapaisés	des	les
_03BFF57484B71626	chvff1	Madakam furieux	un	le	du	au	Madakams furieux	des	les
_31DF290624AC3CA8	chvff2	Madakam fier	un	le	du	au	Madakams fiers	des	les
_9825C5486E1D506C	chvff3	Madakam féroce	un	le	du	au	Madakams féroces	des	les
_1525B558F01E546C	chvff4	Madakam vorace	un	le	du	au	Madakams voraces	des	les
_FC5F4D787CB71607	chvje1	Madakam irrité	un	le	du	au	Madakams irrités	des	les
_04BFF5567EB91A25	chvje2	Madakam brutal	un	le	du	au	Madakams brutaux	des	les
_6C1EF81961876BC1	chvje3	Madakam farouche	un	le	du	au	Madakams farouches	des	les
_807F0D6E7EB92227	chvje4	Madakam violent	un	le	du	au	Madakams violents	des	les
_ECE08D05AD55A2BD	chwde1	Arana irrité	un	l'\d	de l'	à l'	Aranas irrités	des	les
_F001A1F7EBC5B6D4	chwde2	Arana brutal	un	l'\d	de l'	à l'	Aranas brutaux	des	les
_15B774DC1687E779	chwde3	Arana farouche	un	l'\d	de l'	à l'	Aranas farouches	des	les
_2E7191F9AC85BED5	chwde4	Arana violent	un	l'\d	de l'	à l'	Aranas violents	des	les
_7001A106EEB5E2C5	chwff1	Arana furieux	un	l'\d	de l'	à l'	Aranas furieux	des	les
_1F2D100F66C81B50	chwff2	Arana fier	un	l'\d	de l'	à l'	Aranas fiers	des	les
_830FAD2EDC7DC806	chwff3	Arana féroce	un	l'\d	de l'	à l'	Aranas féroces	des	les
_830F3D2EE07FCC06	chwff4	Arana inapaisé	un	l'\d	de l'	à l'	Aranas inapaisés	des	les
_09504101EEDC1BCE	chxjf1	Gubani furieux	un	le	du	au	Gubanis furieux	des	les
_369C85F5292713A6	chxjf2	Gubani fier	un	le	du	au	Gubanis fiers	des	les
_BC86BA15AA9EBC0D	chxjf3	Gubani féroce	un	le	du	au	Gubanis féroces	des	les
_BCA6821F309FC00D	chxjf4	Gubani inapaisé	un	le	du	au	Gubanis inapaisés	des	les
_C41F610E6B5B3BBE	chxpe1	Gubani irrité	un	le	du	au	Gubanis irrités	des	les
_8B5041F2271C5FCD	chxpe2	Gubani brutal	un	le	du	au	Gubanis brutaux	des	les
_4D1089D7A8362372	chxpe3	Gubani farouche	un	le	du	au	Gubanis farouches	des	les
_0A3F25012A1C67CE	chxpe4	Gubani violent	un	le	du	au	Gubanis violents	des	les
_31AFDA59BACAEFBC	ckada1	Kidinak menu	un	le	du	au	Kidinaks menus	des	les
_5B7B891D3DBD0CB3	ckada2	Kidinak chétif	un	le	du	au	Kidinaks chétifs	des	les
_9534F224AFCB3BB7	ckada3	Kidinak faible	un	le	du	au	Kidinaks faibles	des	les
_2C3E791EFD4D14B3	ckada4	Jeune Kidinak	un	le	du	au	Jeunes Kidinaks	des	les
_C5263E61C82FB141	ckadb1	Kidinak vigoureux	un	le	du	au	Kidinaks vigoureux	des	les
_9A85462BB39D0BBD	ckadb2	Kidinak commun	un	le	du	au	Kidinaks communs	des	les
_0045125049FE7546	ckadb3	Kidinak modéré	un	le	du	au	Kidinaks modérés	des	les
_F7672909E6341C04	ckadb4	Kidinak coriace	un	le	du	au	Kidinaks coriaces	des	les
_5510F66A3CD90D6A	ckadc1	Kidinak vigilant	un	le	du	au	Kidinaks vigilants	des	les
_58455A3173BC3FC6	ckadc2	Kidinak fort	un	le	du	au	Kidinaks forts	des	les
_F76779E7E8D41805	ckadc3	Kidinak mauvais	un	le	du	au	Kidinaks mauvais	des	les
_5A40A56B4109C86B	ckadc4	Kidinak brutal	un	le	du	au	Kidinaks brutaux	des	les
_9585E62403AB13FD	ckadd1	Kidinak effroyable	un	le	du	au	Kidinaks effroyables	des	les
_474FE25DB9293CAB	ckadd2	Kidinak maître	un	le	du	au	Kidinaks maîtres	des	les
_58953E33428C530B	ckadd3	Kidinak chevronné	un	le	du	au	Kidinaks chevronnés	des	les
_DC960E2DB32C57BF	ckadd4	Kidinak vorace	un	le	du	au	Kidinaks voraces	des	les
_558FD16D3C58E86F	ckade1	Kidinak irrité	un	le	du	au	Kidinaks irrités	des	les
_19042AB6C87DE40C	ckade2	Kidinak enragé	un	le	du	au	Kidinaks enragés	des	les
_067FD251BB295CBB	ckade3	Kidinak tout puissant	un	le	du	au	Kidinaks tout puissants	des	les
_43B0C6807FFFD861	ckade4	Kidinak charismatique	un	le	du	au	Kidinaks charismatiques	des	les
_1A90AA770159C17A	ckadf1	Kidinak épouvantable	un	le	du	au	Kidinaks épouvantables	des	les
_746A0E494332B575	ckadf2	Kidinak lacérant	un	le	du	au	Kidinaks lacérants	des	les
_9A042E2BB0EC1FC6	ckadf3	Kidinak tueur	un	le	du	au	Kidinaks tueurs	des	les
_02552664A2B407FD	ckafe1	Kidinak irrité	un	le	du	au	Kidinaks irrités	des	les
_96613944EF19BD6E	ckafe2	Kidinak enragé	un	le	du	au	Kidinaks enragés	des	les
_B5C05D09A69C74A5	ckafe3	Kidinak tout puissant	un	le	du	au	Kidinaks tout puissants	des	les
_DD14E6052C986B03	ckafe4	Kidinak charismatique	un	le	du	au	Kidinaks charismatiques	des	les
_45D5EE7223984011	ckaff1	Kidinak épouvantable	un	le	du	au	Kidinaks épouvantables	des	les
_D481918E55B2F42C	ckaff2	Kidinak lacérant	un	le	du	au	Kidinaks lacérants	des	les
_818E596882171E7C	ckaff3	Kidinak tueur	un	le	du	au	Kidinaks tueurs	des	les
_5F2B410068CD60A6	ckaff4	Grand Kidinak	un	le	du	au	Grands Kidinaks	des	les
_82C5A660727DF8C5	ckaga1	Kidinak impur	un	le	du	au	Kidinaks impurs	des	les
_9B8FAE63C258C961	ckaga2	Kidinak tuméfié	un	le	du	au	Kidinaks tuméfiés	des	les
_6D93CBCB26C08AD5	ckaga3	Kidinak contaminé	un	le	du	au	Kidinaks contaminés	des	les
_C7348E883A9EED54	ckaga4	Kidinak infecté	un	le	du	au	Kidinaks infectés	des	les
_961F1A7FBDE8317E	ckagb1	Kidinak écœurant	un	le	du	au	Kidinaks écœurants	des	les
_DAD0D66C0199F16B	ckagb2	Kidinak puant	un	le	du	au	Kidinaks puants	des	les
_FF7FD25C3C2908AD	ckagb3	Kidinak morbide	un	le	du	au	Kidinaks morbides	des	les
_D9E0DE6300A90162	ckagb4	Kidinak empoisonné	un	le	du	au	Kidinaks empoisonnés	des	les
_54352E20826C5702	ckagc1	Kidinak souffrant	un	le	du	au	Kidinaks souffrants	des	les
_D9744A22B0DD37C2	ckagc2	Kidinak fiévreux	un	le	du	au	Kidinaks fiévreux	des	les
_1B54678EDF816D4E	ckagc3	Kidinak putréfié	un	le	du	au	Kidinaks putréfiés	des	les
_161026753DD94975	ckagc4	Kidinak venimeux	un	le	du	au	Kidinaks venimeux	des	les
_99A41E35BF8C1FFD	ckagd1	Kidinak ravagé	un	le	du	au	Kidinaks ravagés	des	les
_1304227084F3D133	ckagd2	Kidinak poisseux	un	le	du	au	Kidinaks poisseux	des	les
_B12926BBA0A4F16D	ckagd3	Kidinak pestilentiel	un	le	du	au	Kidinaks pestilentiels	des	les
_810FB665B97A18B4	ckagd4	Kidinak délirant	un	le	du	au	Kidinaks délirants	des	les
_18763A6A8C55E94A	ckage1	Kidinak pustuleux	un	le	du	au	Kidinaks pustuleux	des	les
_97045E24802C2B10	ckage2	Kidinak suintant	un	le	du	au	Kidinaks suintants	des	les
