*HASH_VALUE	skill ID	name	named	ia	da	p	pd	pia	pda	description
_D433281C6C94BBFB	SMLODS	Bindung des Schnittes	Bindung des Schnittes	eine	die	Bindungen des Schnittes	Bindungen des Schnittes	\d	die	Link Magie Offensiv Schaden - Schneidende
_CB32B9D795344045	SMLOE	Elementarbindung	Elementarbindung	eine	die	Elementarbindungen	Elementarbindungen	\d	die	Link Magie Offensiv Spezial Schaden
_AC052ACEDC879E4D	SMLOEC	Kältebindung	Kältebindung	eine	die	Kältebindungen	Kältebindungen	\d	die	Link Magie Offensiv Spezial Schaden - Kälte
_EB4522C8D647964D	SMLOEA	Säurebindung	Säurebindung	eine	die	Säurebindungen	Säurebindungen	\d	die	Link Magie Offensiv Spezial Schaden - Säure
_A77ED7C6453198F2	SMLOER	Bindung der Verrottung	Bindung der Verrottung	eine	die	Bindungen der Verrottung	Bindungen der Verrottung	\d	die	Link Magie Offensiv Spezial Schaden - Verrottung
_2DA53EDADAE7AA4E	SMLOEF	Feuerbindung	Feuerbindung	eine	die	Feuerbindungen	Feuerbindungen	\d	die	Link Magie Offensiv Spezial Schaden - Feuer
_A794EB51965BCCCC	SMLOES	Schockwellenbindung	Schockwellenbindung	eine	die	Schockwellenbindungen	Schockwellenbindungen	\d	die	Link Magie Offensiv Spezial Schaden - Schockwelle
_59AA2974CC81CA3D	SMLOEP	Giftbindung	Giftbindung	eine	die	Giftbindungen	Giftbindungen	\d	die	Link Magie Offensiv Spezial Schaden - Gift
_3A2202E09E2FB961	SMLOEE	Elektrobindung	Elektrobindung	eine	die	Elektrobindungen	Elektrobindungen	\d	die	Link Magie Offensiv Spezial Schaden - Elektro
_F6CE98E462BC4BE7	SMLC	Heilende Bindung	Heilende Bindung	eine	die	Heilende Bindungen	Heilende Bindungen	\d	die	Link Magie Heilend
_C03EED1A18979456	SMLCH	Heilbindung	Heilbindung	eine	die	Heilbindungen	Heilbindungen	\d	die	Link Magie Heilend Heilt
_47BAADEFB7F6F367	SMLCHP	Lebens-Heilbindung	Lebens-Heilbindung	eine	die	Lebens-Heilbindungen	Lebens-Heilbindungen	\d	die	Link Magie Heilend Heilt - HP
_ED574D3D8E3C6092	SMLCHT	Ausdauer-Heilbindung	Ausdauer-Heilbindung	eine	die	Ausdauer-Heilbindungen	Ausdauer-Heilbindungen	\d	die	Link Magie Heilend Heilt - Ausdauer
_ED574D5BC80B1492	SMLCHA	Sap-Heilbindung	Sap-Heilbindung	eine	die	Sap-Heilbindungen	Sap-Heilbindungen	\d	die	Link Magie Heilend Heilt - Sap
_D170317EE36037EE	SMLCHC	Fokus-Heilbindung	Fokus-Heilbindung	eine	die	Fokus-Heilbindungen	Fokus-Heilbindungen	\d	die	Link Magie Heilend Heilt - Fokus
_6BE71C3763BA2EC0	SMA	Unabhängige Magie	Unabhängige Magie	eine	die	Unabhängige Magie	Unabhängige Magie	\d	die	Autonome Magie
_038C64191738E825	SMAE	Magie der Verzauberung	Magie der Verzauberung	eine	die	Magie der Verzauberung	Magie der Verzauberung	\d	die	Verzauberungs Magie
_11B74D99C76C41BB	SMAES	Verzauberung des Schicksals	Verzauberung des Schicksals	eine	die	Verzauberungen des Schicksals	Verzauberungen des Schicksals	\d	die	Magie Verzauberung - Spruch
_D0178DABC8BB21B3	SMAEB	Zauberbonus	Zauberbonus	ein	der	Zauberboni	Zauberboni	\d	die	Magie Verzauberung - Bonus
_167E8049BBAE1327	SMAP	Zaubertrankmagie	Zaubertrankmagie	eine	die	Zaubertrankmagie	Zaubertrankmagie	\d	die	Magie Zaubertrankherstellung
_6718E88297C7DCB2	SD	Verteidigung	Verteidigung	eine	die	Verteidigungen	Verteidigungen	\d	die	Verteidigung
_47FC9798E127AA6B	SDA	Rüstungen tragen	Rüstungen tragen	ein	das	Rüstungen tragen	Rüstungen tragen	\d	das	Rüstung Verteidigung
_DF240440B31A8CFA	SDAL	Leichte Rüstungen tragen	Leichte Rüstungen tragen	ein	das	Leichte Rüstungen tragen	Leichte Rüstungen tragen	\d	das	Leichte Rüstung Verteidigung
_2579E5B65A42F5E0	SDALF	Leichte Fyros-Rüstungen tragen	Leichte Fyros-Rüstungen tragen	ein	das	Leichte Fyros-Rüstungen tragen	Leichte Fyros-Rüstungen tragen	\d	das	Leichte Rüstung Verteidigung - Fyros
_3A4A70B02FCE757E	SDALFA	Experte im Tragen leichter Fyros-Rüstungen	Experte im Tragen leichter Fyros-Rüstungen	ein	der	Experten im Tragen leichter Fyros-Rüstungen	Experten im Tragen leichter Fyros-Rüstungen	\d	die	Verbesserte Leichte Rüstung Verteidigung - Fyros
_092D87890ABD27A8	SDALFAE	Meister im Tragen leichter Fyros-Rüstungen	Meister im Tragen leichter Fyros-Rüstungen	ein	der	Meister im Tragen leichter Fyros-Rüstungen	Meister im Tragen leichter Fyros-Rüstungen	\d	die	Meisterliche Leichte Rüstung Verteidigung - Fyros
_600985BD5AE2E5D1	SDALM	Leichte Matis-Rüstungen tragen	Leichte Matis-Rüstungen tragen	ein	das	Leichte Matis-Rüstungen tragen	Leichte Matis-Rüstungen tragen	\d	das	Leichte Rüstung Verteidigung - Matis
_3A4A58A62B3CAD85	SDALMA	Experte im Tragen leichter Matis-Rüstungen	Experte im Tragen leichter Matis-Rüstungen	ein	der	Experten im Tragen leichter Matis-Rüstungen	Experten im Tragen leichter Matis-Rüstungen	\d	die	Verbesserte Leichte Rüstung Verteidigung - Matis
_4A4D2790897DCF9E	SDALMAE	Meister im Tragen leichter Matis-Rüstungen	Meister im Tragen leichter Matis-Rüstungen	ein	der	Meister im Tragen leichter Matis-Rüstungen	Meister im Tragen leichter Matis-Rüstungen	\d	die	Meisterliche Leichte Rüstung Verteidigung - Matis
_1356288C143BE4EB	SDALT	Leichte Tryker-Rüstungen tragen	Leichte Tryker-Rüstungen tragen	ein	das	Leichte Tryker-Rüstungen tragen	Leichte Tryker-Rüstungen tragen	\d	das	Leichte Rüstung Verteidigung - Tryker
_BA6BD0D36826EDDC	SDALTA	Experte im Tragen leichter Tryker-Rüstungen	Experte im Tragen leichter Tryker-Rüstungen	ein	der	Experten im Tragen leichter Tryker-Rüstungen	Experten im Tragen leichter Tryker-Rüstungen	\d	die	Verbesserte Leichte Rüstung Verteidigung - Tryker
_6BDFC5F35AA8E5CB	SDALTAE	Meister im Tragen leichter Tryker-Rüstungen	Meister im Tragen leichter Tryker-Rüstungen	ein	der	Meister im Tragen leichter Tryker-Rüstungen	Meister im Tragen leichter Tryker-Rüstungen	\d	die	Meisterliche Leichte Rüstung Verteidigung - Tryker
_24BABDCA7929BD66	SDALZ	Leichte Zoraï-Rüstungen tragen	Leichte Zoraï-Rüstungen tragen	ein	das	Leichte Zoraï-Rüstungen tragen	Leichte Zoraï-Rüstungen tragen	\d	das	Leichte Rüstung Verteidigung - Zoraï
_3A111C94ACCD1592	SDALZA	Experte im Tragen leichter Zoraï-Rüstungen	Experte im Tragen leichter Zoraï-Rüstungen	ein	der	Experten im Tragen leichter Zoraï-Rüstungen	Experten im Tragen leichter Zoraï-Rüstungen	\d	die	Verbesserte Leichte Rüstung Verteidigung - Zoraï
_8B2D5F19A6DDFF42	SDALZAE	Meister im Tragen leichter Zoraï-Rüstungen	Meister im Tragen leichter Zoraï-Rüstungen	ein	der	Meister im Tragen leichter Zoraï-Rüstungen	Meister im Tragen leichter Zoraï-Rüstungen	\d	die	Meisterliche Leichte Rüstung Verteidigung - Zoraï
_C61C242303F92188	SDAM	Mittlere Rüstungen tragen	Mittlere Rüstungen tragen	ein	das	Mittlere Rüstungen tragen	Mittlere Rüstungen tragen	\d	das	Mittlere Rüstung Verteidigung
_1A130B6E81DBBC22	SDAMF	Mittlere Fyros-Rüstungen tragen	Mittlere Fyros-Rüstungen tragen	ein	das	Mittlere Fyros-Rüstungen tragen	Mittlere Fyros-Rüstungen tragen	\d	das	Mittlere Rüstung Verteidigung - Fyros
_F684003775869139	SDAMFA	Experte im Tragen mittlerer Fyros-Rüstungen	Experte im Tragen mittlerer Fyros-Rüstungen	ein	der	Experten im Tragen mittlerer Fyros-Rüstungen	Experten im Tragen mittlerer Fyros-Rüstungen	\d	die	Verbesserte Mittlere Rüstung Verteidigung - Fyros
_3874F6C7BF6AF50E	SDAMFAE	Meister im Tragen mittlerer Fyros-Rüstungen	Meister im Tragen mittlerer Fyros-Rüstungen	ein	der	Meister im Tragen mittlerer Fyros-Rüstungen	Meister im Tragen Mittlerer Fyros-Rüstungen	\d	die	Meisterliche Mittlere Rüstung Verteidigung - Fyros
_DC130B6E7FBB041F	SDAMM	Mittlere Matis-Rüstungen tragen	Mittlere Matis-Rüstungen tragen	ein	das	Mittlere Matis-Rüstungen tragen	Mittlere Matis-Rüstungen tragen	\d	das	Mittlere Rüstung Verteidigung - Matis
_F4C428476FF69140	SDAMMA	Experte im Tragen mittlerer Matis-Rüstungen	Experte im Tragen mittlerer Matis-Rüstungen	ein	der	Experten im Tragen mittlerer Matis-Rüstungen	Experten im Tragen mittlerer Matis-Rüstungen	\d	die	Verbesserte Mittlere Rüstung Verteidigung - Matis
_FA74F6BBC10835FD	SDAMMAE	Meister im Tragen mittlerer Matis-Rüstungen	Meister im Tragen mittlerer Matis-Rüstungen	ein	der	Meister im Tragen mittlerer Matis-Rüstungen	Meister im Tragen mittlerer Matis-Rüstungen	\d	die	Meisterliche Mittlere Rüstung Verteidigung - Matis
_6C1ADF5A0499E469	SDAMT	Mittlere Tryker-Rüstungen tragen	Mittlere Tryker-Rüstungen tragen	ein	das	Mittlere Tryker-Rüstungen tragen	Mittlere Tryker-Rüstungen tragen	\d	das	Mittlere Rüstung Verteidigung - Tryker
_83F88DBB25238239	SDAMTA	Experte im Tragen mittlerer Tryker-Rüstungen	Experte im Tragen mittlerer Tryker-Rüstungen	ein	der	Experten im Tragen mittlerer Tryker-Rüstungen	Experten im Tragen mittlerer Tryker-Rüstungen	\d	die	Verbesserte Mittlere Rüstung Verteidigung - Tryker
_BB346CA339E33BB8	SDAMTAE	Meister im Tragen mittlerer Tryker-Rüstungen	Meister im Tragen mittlerer Tryker-Rüstungen	ein	der	Meister im Tragen mittlerer Tryker-Rüstungen	Meister im Tragen mittlerer Tryker-Rüstungen	\d	die	Meisterliche Mittlere Rüstung Verteidigung - Tryker
_1F130B669AFB6C54	SDAMZ	Mittlere Zoraï-Rüstungen tragen	Mittlere Zoraï-Rüstungen tragen	ein	das	Mittlere Zoraï-Rüstungen tragen	Mittlere Zoraï-Rüstungen tragen	\d	das	Mittlere Rüstung Verteidigung - Zoraï
_F04B785FF2C79145	SDAMZA	Experte im Tragen mittlerer Zoraï-Rüstungen	Experte im Tragen mittlerer Zoraï-Rüstungen	ein	der	Experten im Tragen mittlerer Zoraï-Rüstungen	Experten im Tragen mittlerer Zoraï-Rüstungen	\d	die	Verbesserte Mittlere Rüstung Verteidigung - Zoraï
_3D74DAABDE489518	SDAMZAE	Meister im Tragen mittlerer Zoraï-Rüstungen	Meister im Tragen mittlerer Zoraï-Rüstungen	ein	der	Meister im Tragen mittlerer Zoraï-Rüstungen	Meister im Tragen mittlerer Zoraï-Rüstungen	\d	die	Meisterliche Mittlere Rüstung Verteidigung - Zoraï
_65CEFF6A2003977E	SDAH	Schwere Rüstungen tragen	Schwere Rüstungen tragen	ein	das	Schwere Rüstungen tragen	Schwere Rüstungen tragen	\d	das	Schwere Rüstung Verteidigung
_C479F639145D6001	SDAHF	Schwere Fyros-Rüstungen tragen	Schwere Fyros-Rüstungen tragen	ein	das	Schwere Fyros-Rüstungen tragen	Schwere Fyros-Rüstungen tragen	\d	das	Schwere Rüstung Verteidigung - Fyros
_3EAC30A425CE7583	SDAHFA	Experte im Tragen schwerer Fyros-Rüstungen	Experte im Tragen schwerer Fyros-Rüstungen	ein	der	Experten im Tragen schwerer Fyros-Rüstungen	Experten im Tragen schwerer Fyros-Rüstungen	\d	die	Verbesserte Schwere Rüstung Verteidigung - Fyros
_073BD391888D4FA2	SDAHFAE	Meister im Tragen schwerer Fyros-Rüstungen	Meister im Tragen schwerer Fyros-Rüstungen	ein	der	Meister im Tragen schwerer Fyros-Rüstungen	Meister im Tragen schwerer Fyros-Rüstungen	\d	die	Meisterliche Schwere Rüstung Verteidigung - Fyros
_C9F81239149D70D2	SDAHM	Schwere Matis-Rüstungen tragen	Schwere Matis-Rüstungen tragen	ein	das	Schwere Matis-Rüstungen tragen	Schwere Matis-Rüstungen tragen	\d	das	Schwere Rüstung Verteidigung - Matis
_3EAC189A213CAD8A	SDAHMA	Experte im Tragen schwerer Matis-Rüstungen	Experte im Tragen schwerer Matis-Rüstungen	ein	der	Experten im Tragen schwerer Matis-Rüstungen	Experten im Tragen schwerer Matis-Rüstungen	\d	die	Verbesserte Schwere Rüstung Verteidigung - Matis
_485B7398074DF798	SDAHMAE	Meister im Tragen schwerer Matis-Rüstungen	Meister im Tragen schwerer Matis-Rüstungen	ein	der	Meister im Tragen schwerer Matis-Rüstungen	Meister im Tragen schwerer Matis-Rüstungen	\d	die	Meisterliche Schwere Rüstung Verteidigung - Matis
_B6A20C403649A4AE	SDAHT	Schwere Tryker-Rüstungen tragen	Schwere Tryker-Rüstungen tragen	ein	das	Schwere Tryker-Rüstungen tragen	Schwere Tryker-Rüstungen tragen	\d	das	Schwere Rüstung Verteidigung - Tryker
_F8CC18CF672615F8	SDAHTA	Experte im Tragen schwerer Tryker-Rüstungen	Experte im Tragen schwerer Tryker-Rüstungen	ein	der	Experten im Tragen schwerer Tryker-Rüstungen	Experten im Tragen schwerer Tryker-Rüstungen	\d	die	Verbesserte Schwere Rüstung Verteidigung - Tryker
_6A7F35ECDBC8D5A7	SDAHTAE	Meister im Tragen schwerer Tryker-Rüstungen	Meister im Tragen schwerer Tryker-Rüstungen	ein	der	Meister im Tragen schwerer Tryker-Rüstungen	Meister im Tragen schwerer Tryker-Rüstungen	\d	die	Meisterliche Schwere Rüstung Verteidigung - Tryker
_CED84639529D52F3	SDAHZ	Schwere Zoraï-Rüstungen tragen	Schwere Zoraï-Rüstungen tragen	ein	das	Schwere Zoraï-Rüstungen tragen	Schwere Zoraï-Rüstungen tragen	\d	das	Schwere Rüstung Verteidigung - Zoraï
_3E73DC88A2CD1597	SDAHZA	Experte im Tragen schwerer Zoraï-Rüstungen	Experte im Tragen schwerer Zoraï-Rüstungen	ein	der	Experten im Tragen schwerer Zoraï-Rüstungen	Experten im Tragen schwerer Zoraï-Rüstungen	\d	die	Verbesserte Schwere Rüstung Verteidigung - Zoraï
_893BAB2124AD273C	SDAHZAE	Meister im Tragen schwerer Zoraï-Rüstungen	Meister im Tragen schwerer Zoraï-Rüstungen	ein	der	Meister im Tragen schwerer Zoraï-Rüstungen	Meister im Tragen schwerer Zoraï-Rüstungen	\d	die	Meisterliche Schwere Rüstung Verteidigung - Zoraï
_DE59E2BD5DB342FF	SDS	Schildhandhabung	Schildhandhabung	eine	die	Schildhandhabungen	Schildhandhabungen	\d	die	Schild Verteidigung
_665F9EF3CB6AFB1B	SDSB	Beschützerhandhabung	Beschützerhandhabung	eine	die	Beschützerhandhabungen	Beschützerhandhabungen	\d	die	Beschützerverteidigung 
_D6918DC8D2A2E5CE	SDSBF	Fyros-Beschützerhandhabung	Fyros-Beschützerhandhabung	eine	die	Fyros-Beschützerhandhabungen	Fyros-Beschützerhandhabungen	\d	die	Beschützerverteidigung - Fyros
_C86A36DA0E32349A	SDSBFA	Experte in der Handhabung von Fyros-Beschützern	Experte in der Handhabung von Fyros-Beschützern	ein	der	Experten in der Handhabung von Fyros-Beschützern	Experten in der Handhabung von Fyros-Beschützern	\d	die	Verbesserte Beschützerverteidigung - Fyros
_A4548401996016AB	SDSBFAE	Meister in der Handhabung von Fyros-Beschützern	Meister in der Handhabung von Fyros-Beschützern	ein	der	Meister in der Handhabung von Fyros-Beschützern	Meister in der Handhabung von Fyros-Beschützern	\d	die	Meisterliche Beschützerverteidigung - Fyros
_D63031D1CC12E5CF	SDSBM	Matis-Beschützerhandhabung	Matis-Beschützerhandhabung	eine	die	Matis-Beschützerhandhabungen	Matis-Beschützerhandhabungen	\d	die	Beschützerverteidigung - Matis
_478ABEE387C2D4A8	SDSBMA	Experte in der Handhabung von Matis-Beschützern	Experte in der Handhabung von Matis-Beschützern	ein	der	Experten in der Handhabung von Matis-Beschützern	Experten in der Handhabung von Matis-Beschützern	\d	die	Verbesserte Beschützerverteidigung - Matis
_A6F2C4E95B6016A6	SDSBMAE	Meister in der Handhabung von Matis-Beschützern	Meister in der Handhabung von Matis-Beschützern	ein	der	Meister in der Handhabung von Matis-Beschützern	Meister in der Handhabung von Matis-Beschützern	\d	die	Meisterliche Beschützerverteidigung - Matis
_51FB4C92F22370C2	SDSBT	Tryker-Beschützerhandhabung	Tryker-Beschützerhandhabung	eine	die	Tryker-Beschützerhandhabungen	Tryker-Beschützerhandhabungen	\d	die	Beschützerverteidigung - Tryker
_F5FC35CF01993F77	SDSBTA	Experte in der Handhabung von Tryker-Beschützern	Experte in der Handhabung von Tryker-Beschützern	ein	der	Experten in der Handhabung von Tryker-Beschützern	Experten in der Handhabung von Tryker-Beschützern	\d	die	Verbesserte Beschützerverteidigung - Tryker
_CB8B716BE2BDD2E5	SDSBTAE	Meister in der Handhabung von Tryker-Beschützern	Meister in der Handhabung von Tryker-Beschützern	ein	der	Meister in der Handhabung von Tryker-Beschützern	Meister in der Handhabung von Tryker-Beschützern	\d	die	Meisterliche Beschützerverteidigung - Tryker
_53B77DDC4FE3D750	SDSBZ	Zoraï-Beschützerhandhabung	Zoraï-Beschützerhandhabung	eine	die	Zoraï-Beschützerhandhabungen	Zoraï-Beschützerhandhabungen	\d	die	Beschützerverteidigung - Zoraï
_4531D66A08730C3E	SDSBZA	Experte in der Handhabung von Zoraï-Beschützern	Experte in der Handhabung von Zoraï-Beschützern	ein	der	Experten in der Handhabung von Zoraï-Beschützern	Experten in der Handhabung von Zoraï-Beschützern	\d	die	Verbesserte Beschützerverteidigung - Zoraï
_C33224F79E60FAA3	SDSBZAE	Meister in der Handhabung von Zoraï-Beschützern	Meister in der Handhabung von Zoraï-Beschützern	ein	der	Meister in der Handhabung von Zoraï-Beschützern	Meister in der Handhabung von Zoraï-Beschützern	\d	die	Meisterliche Beschützerverteidigung - Zoraï
_5FD3FF521B70122A	SDSS	Großschildhandhabung	Großschildhandhabung	eine	die	Großschildhandhabungen	Großschildhandhabungen	\d	die	Schild Große Schild Verteidigung
_258E3057B65FB8DE	SDSSF	Fyros-Großschildhandhabung	Fyros-Großschildhandhabung	eine	die	Fyros-Großschildhandhabungen	Fyros-Großschildhandhabungen	\d	die	Schild Große Schild Verteidigung - Fyros
_9F6C03EC2EAA8BE4	SDSSFA	Experte in der Handhabung von Fyros-Großschilden	Experte in der Handhabung von Fyros-Großschilden	ein	der	Experte in der Handhabung von Fyros-Großschilden	Experten in der Handhabung von Fyros-Großschilden	\d	die	Verbesserte Schild Große Schild Verteidigung - Fyros
_1D4FFD6D6A2C3E8D	SDSSFAE	Meister in der Handhabung von Fyros-Großschilden	Meister in der Handhabung von Fyros-Großschilden	ein	der	Meister in der Handhabung von Fyros-Großschilden	Meister in der Handhabung von Fyros-Großschilden	\d	die	Meisterliche Schild Große Schild Verteidigung - Fyros
_601ED05EB6FFA8CF	SDSSM	Matis-Großschildhandhabung	Matis-Großschildhandhabung	eine	die	Matis-Großschildhandhabungen	Matis-Großschildhandhabungen	\d	die	Schild Große Schild Verteidigung - Matis
_9F6CEBE22A18C3EB	SDSSMA	Experte in der Handhabung von Matis-Großschilden	Experte in der Handhabung von Matis-Großschilden	ein	der	Experte in der Handhabung von Matis-Großschilden	Experten in der Handhabung von Matis-Großschilden	\d	die	Verbesserte Schild Große Schild Verteidigung - Matis
_5E6F9D74E9ECE683	SDSSMAE	Meister in der Handhabung von Matis-Großschilden	Meister in der Handhabung von Matis-Großschilden	ein	der	Meister in der Handhabung von Matis-Großschilden	Meister in der Handhabung von Matis-Großschilden	\d	die	Meisterliche Schild Große Schild Verteidigung - Matis
_51DBC6685ABE9FD1	SDSST	Tryker-Großschildhandhabung	Tryker-Großschildhandhabung	eine	die	Tryker-Großschildhandhabungen	Tryker-Großschildhandhabungen	\d	die	Schild Große Schild Verteidigung - Tryker
_2F803FE71B4DC937	SDSSTA	Experte in der Handhabung von Tryker-Großschilden	Experte in der Handhabung von Tryker-Großschilden	ein	der	Experte in der Handhabung von Tryker-Großschilden	Experten in der Handhabung von Tryker-Großschilden	\d	die	Verbesserte Schild Große Schild Verteidigung - Tryker
_CF74B5C12A6BB8B9	SDSSTAE	Meister in der Handhabung von Tryker-Großschilden	Meister in der Handhabung von Tryker-Großschilden	ein	der	Meister in der Handhabung von Tryker-Großschilden	Meister in der Handhabung von Tryker-Großschilden	\d	die	Meisterliche Schild Große Schild Verteidigung - Tryker
_24CF086BD5468064	SDSSZ	Zoraï-Großschildhandhabung	Zoraï-Großschildhandhabung	eine	die	Zoraï-Großschildhandhabungen	Zoraï-Großschildhandhabungen	\d	die	Schild Große Schild Verteidigung - Zoraï
_9F33AFD0ABA92BF8	SDSSZA	Experte in der Handhabung von Zoraï-Großschilden	Experte in der Handhabung von Zoraï-Großschilden	ein	der	Experte in der Handhabung von Zoraï-Großschilden	Experten in der Handhabung von Zoraï-Großschilden	\d	die	Verbesserte Schild Große Schild Verteidigung - Zoraï
_9F4FD5FD064C1627	SDSSZAE	Meister in der Handhabung von Zoraï-Großschilden	Meister in der Handhabung von Zoraï-Großschilden	ein	der	Meister in der Handhabung von Zoraï-Großschilden	Meister in der Handhabung von Zoraï-Großschilden	\d	die	Meisterliche Schild Große Schild Verteidigung - Zoraï
_E4FEE2CD5824CE04	SDD	Ausweichen	Ausweichen	ein	das	Ausweichen	Ausweichen	\d	das	Verteidigung Ausweichbeherrschung
_B2FD6E00FC67D675	SDDA	schnell Ausweichen	schnelles Ausweichen	ein	das	schnell Ausweichen	schnelle Ausweichen	\d	das	Verbesserte Verteidigung Ausweichbeherrschung
_0FC86202AE2E2D7F	SDDAT	instinktiv Ausweichen	instinktives Ausweichen	ein	das	instinktiv Ausweichen	instinktive Ausweichen	\d	das	Technisch Verbesserte Verteidigung Ausweichbeherrschung
_2ABBBA0B2EA265E1	SDDATM	Experte im Ausweichen	Experte im Ausweichen	ein	der	Experten im Ausweichen	Experten im Ausweichen	\d	die	Perfekte Verteidigung Ausweichbeherrschung
_56D22F619ED6AB31	SDDATME	Meister im Ausweichen	Meister im Ausweichen	ein	der	Meister im Ausweichen	Meister im Ausweichen	\d	die	Meisterliche Verbesserte Verteidigung Ausweichbeherrschung
_97F03668731C6899	uknown	Unbekannte Fertigkeit	Unbekannte Fertigkeit	eine	die	Unbekannte Fertigkeiten	Unbekannte Fertigkeiten	\d	die	Unbekannte Fertigkeit
_CDE48A297AAB6A68	Unknown	Unbekannte Fertigkeit	Unbekannte Fertigkeit	eine	die	Unbekannte Fertigkeiten	Unbekannte Fertigkeiten	\d	die	Unbekannte Fertigkeit
_E869049E9CF76CBE	SH	Rohstoffgewinnung	Rohstoffgewinnung	eine	die	Rohstoffgewinnungen	Rohstoffgewinnungen	\d	die	Ernte
_60170C8820B7888C	SHF	Erweiterte Rohstoffgewinnung	Erweiterte Rohstoffgewinnung	eine	die	Erweiterte Rohstoffgewinnungen	Erweiterte Rohstoffgewinnungen	\d	die	
_442BD9F7265A5C60	SHFF	Wald-Rohstoffgewinnung	Wald-Rohstoffgewinnung	eine	die	Wald-Rohstoffgewinnungen	Wald-Rohstoffgewinnungen	\d	die	
_ABAB732E8EFA5E6D	SHFFA	Fortgeschrittener in Wald-Rohstoffgewinnung	Fortgeschrittener in Wald-Rohstoffgewinnung	ein	der	Fortgeschrittene in Wald-Rohstoffgewinnung	Fortgeschrittenen in Wald-Rohstoffgewinnung	\d	die	
_E6CB0BDADA2125AF	SHFFAE	Experte in Wald-Rohstoffgewinnung	Experte in Wald-Rohstoffgewinnung	ein	der	Experten in Wald-Rohstoffgewinnung	Experten in Wald-Rohstoffgewinnung	\d	die	
_B10C1FBB94DEE8D9	SHFFAEM	Meister in Wald-Rohstoffgewinnung	Meister in Wald-Rohstoffgewinnung	ein	der	Meister in Wald-Rohstoffgewinnung	Meister in Wald-Rohstoffgewinnung	\d	die	
_C42BD5F666CA2C5E	SHFD	Wüsten-Rohstoffgewinnung	Wüsten-Rohstoffgewinnung	eine	die	Wüsten-Rohstoffgewinnungen	Wüsten-Rohstoffgewinnungen	\d	die	
_6BFB6B2F0CDA5A6D	SHFDA	Fortgeschrittener in Wüsten-Rohstoffgewinnung	Fortgeschrittener in Wüsten-Rohstoffgewinnung	ein	der	Fortgeschrittene in Wüsten-Rohstoffgewinnung	Fortgeschrittenen in Wüsten-Rohstoffgewinnung	\d	die	
_66BB07DB98611DAF	SHFDAE	Experte in Wüsten-Rohstoffgewinnung	Experte in Wüsten-Rohstoffgewinnung	ein	der	Experten in Wüsten-Rohstoffgewinnung	Experten in Wüsten-Rohstoffgewinnung	\d	die	
_31EC1FBD909EE8D9	SHFDAEM	Meister in Wüsten-Rohstoffgewinnung	Meister in Wüsten-Rohstoffgewinnung	ein	der	Meister in Wüsten-Rohstoffgewinnung	Meister in Wüsten-Rohstoffgewinnung	\d	die	
_453A81F2A57A8464	SHFJ	Dschungel-Rohstoffgewinnung	Dschungel-Rohstoffgewinnung	eine	die	Dschungel-Rohstoffgewinnungen	Dschungel-Rohstoffgewinnungen	\d	die	
_E79B8B2A1049426F	SHFJA	Fortgeschrittener in Dschungel-Rohstoffgewinnung	Fortgeschrittener in Dschungel-Rohstoffgewinnung	ein	der	Fortgeschrittene in Dschungel-Rohstoffgewinnung	Fortgeschrittenen in Dschungel-Rohstoffgewinnung	\d	die	
_2369F7D85BC235AF	SHFJAE	Experte in Dschungel-Rohstoffgewinnung	Experte in Dschungel-Rohstoffgewinnung	ein	der	Experten in Dschungel-Rohstoffgewinnung	Experten in Dschungel-Rohstoffgewinnung	\d	die	
_2A2A2FB3985EE8D9	SHFJAEM	Meister in Dschungel-Rohstoffgewinnung	Meister in Dschungel-Rohstoffgewinnung	ein	der	Meister in Dschungel-Rohstoffgewinnung	Meister in Dschungel-Rohstoffgewinnung	\d	die	
_1AD7982D8D996475	SHFL	Seenland-Rohstoffgewinnung	Seenland-Rohstoffgewinnung	eine	die	Seenland-Rohstoffgewinnungen	Seenland-Rohstoffgewinnungen	\d	die	
_FAF5BBC2525D3127	SHFLA	Fortgeschrittener in Seenland-Rohstoffgewinnung	Fortgeschrittener in Seenland-Rohstoffgewinnung	ein	der	Fortgeschrittene in Seenland-Rohstoffgewinnung	Fortgeschrittenen in Seenland-Rohstoffgewinnung	\d	die	
_C973D10EA27302E5	SHFLAE	Experte in Seenland-Rohstoffgewinnung	Experte in Seenland-Rohstoffgewinnung	ein	der	Experten in Seenland-Rohstoffgewinnung	Experten in Seenland-Rohstoffgewinnung	\d	die	
_BB11B61895D0B534	SHFLAEM	Meister in Seenland-Rohstoffgewinnung	Meister in Seenland-Rohstoffgewinnung	ein	der	Meister in Seenland-Rohstoffgewinnung	Meister in Seenland-Rohstoffgewinnung	\d	die	
_2A44FD62F20871D7	SHFP	Urwurzeln-Rohstoffgewinnung	Urwurzeln-Rohstoffgewinnung	eine	die	Urwurzeln-Rohstoffgewinnungen	Urwurzeln-Rohstoffgewinnungen	\d	die	
_6FEB58CC68A3038F	SHFPA	Fortgeschrittener in Urwurzeln-Rohstoffgewinnung	Fortgeschrittener in Urwurzeln-Rohstoffgewinnung	ein	der	Fortgeschrittene in Urwurzeln-Rohstoffgewinnung	Fortgeschrittenen in Urwurzeln-Rohstoffgewinnung	\d	die	
