*HASH_VALUE	sbrick ID	name	named	* noms français	ia	da	p	pd	pia	pda	description	description2	
_E05359E72F0D772C	bsxmb02	Unverwundbarkeit  2   	Unverwundbarkeit  2   		eine	die	Unverwundbarkeit  2   	Unverwundbarkeit  2   	eine	die	 Macht für $0SP_INVULNERABILITY Sek. unverwundbar  Wiederverwendbar nach $1SP_INVULNERABILITY Sek.	Unverwundbarkeit 2: $0SP_INVULNERABILITY Sek., Wartezeit $1SP_INVULNERABILITY Sek.	
_E05359E72F2D7B2C	bsxmb03	Unverwundbarkeit  3   	Unverwundbarkeit  3   		eine	die	Unverwundbarkeit  3   	Unverwundbarkeit  3   	eine	die	 Macht für $0SP_INVULNERABILITY Sek. unverwundbar  Wiederverwendbar nach $1SP_INVULNERABILITY Sek.	Unverwundbarkeit 3: $0SP_INVULNERABILITY Sek., Wartezeit $1SP_INVULNERABILITY Sek.	
_E05359E72F4D7F2C	bsxmb04	Unverwundbarkeit  4   	Unverwundbarkeit  4   		eine	die	Unverwundbarkeit  4   	Unverwundbarkeit  4   	eine	die	 Macht für $0SP_INVULNERABILITY Sek. unverwundbar  Wiederverwendbar nach $1SP_INVULNERABILITY Sek.	Unverwundbarkeit 4: $0SP_INVULNERABILITY Sek., Wartezeit $1SP_INVULNERABILITY Sek.	
_E05359E72F6D832C	bsxmb05	Unverwundbarkeit  5   	Unverwundbarkeit  5   		eine	die	Unverwundbarkeit  5   	Unverwundbarkeit  5   	eine	die	 Macht für $0SP_INVULNERABILITY Sek. unverwundbar  Wiederverwendbar nach $1SP_INVULNERABILITY Sek.	Unverwundbarkeit 5: $0SP_INVULNERABILITY Sek., Wartezeit $1SP_INVULNERABILITY Sek.	
_E05359E72F8D872C	bsxmb06	Unverwundbarkeit  6   	Unverwundbarkeit  6   		eine	die	Unverwundbarkeit  6   	Unverwundbarkeit  6   	eine	die	 Macht für $0SP_INVULNERABILITY Sek. unverwundbar  Wiederverwendbar nach $1SP_INVULNERABILITY Sek.	Unverwundbarkeit 6: $0SP_INVULNERABILITY Sek., Wartezeit $1SP_INVULNERABILITY Sek.	
_FE26B1807DD31F6C	bsfeb04	Nahkampfschutz-Aura	Nahkampfschutz-Aura		eine	die	Nahkampfschutz-Auren	Nahkampfschutz-Auren		die	Macht unverwundbar gegenüber allen Nahkampfattacken.	Nahkampfschutz-Aura	
_33D4C7DA35F3DC58	bsfmd01	Nahkampfschutz  1   	Nahkampfschutz  1   		ein	der	Nahkampfschutz  1   	Nahkampfschutz  1   	ein	der	Macht für $1SP_MELEE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder Nahattacke.	Nahkampfschutz-Aura: Nahkampf-unangreifbar für $1SP_MELEE_PROTECTION_AURA Sek.	
_33E4C7DB3503DC58	bsfmd02	Nahkampfschutz  2   	Nahkampfschutz  2   		ein	der	Nahkampfschutz  2   	Nahkampfschutz  2   	ein	der	Macht für $1SP_MELEE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder Nahattacke.	Nahkampfschutz-Aura: Nahkampf-unangreifbar für $1SP_MELEE_PROTECTION_AURA Sek.	
_33F4C7DC3513DC58	bsfmd03	Nahkampfschutz  3   	Nahkampfschutz  3   		ein	der	Nahkampfschutz  3   	Nahkampfschutz  3   	ein	der	Macht für $1SP_MELEE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder Nahattacke.	Nahkampfschutz-Aura: Nahkampf-unangreifbar für $1SP_MELEE_PROTECTION_AURA Sek.	
_3304C7DD3523DC58	bsfmd04	Nahkampfschutz  4   	Nahkampfschutz  4   		ein	der	Nahkampfschutz  4   	Nahkampfschutz  4   	ein	der	Macht für $1SP_MELEE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder Nahattacke.	Nahkampfschutz-Aura: Nahkampf-unangreifbar für $1SP_MELEE_PROTECTION_AURA Sek.	
_3314C7DE3533DC58	bsfmd05	Nahkampfschutz  5   	Nahkampfschutz  5   		ein	der	Nahkampfschutz  5   	Nahkampfschutz  5   	ein	der	Macht für $1SP_MELEE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder Nahattacke.	Nahkampfschutz-Aura: Nahkampf-unangreifbar für $1SP_MELEE_PROTECTION_AURA Sek.	
_3324C7DF3543DC58	bsfmd06	Nahkampfschutz  6   	Nahkampfschutz  6   		ein	der	Nahkampfschutz  6   	Nahkampfschutz  6   	ein	der	Macht für $1SP_MELEE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder Nahattacke.	Nahkampfschutz-Aura: Nahkampf-unangreifbar für $1SP_MELEE_PROTECTION_AURA Sek.	
_374CD8AF30434269	bsfeb05	Fernkampfschutz-Aura	Fernkampfschutz-Aura		eine	die	Fernkampfschutz-Auren	Fernkampfschutz-Auren		die	Macht unverwundbar gegenüber nichtmagischen Distanzattacken.	Fernkampfschutz-Aura	
_EC3E73421D870E2A	bsfme01	Fernkampfschutz 1   	Fernkampfschutz 1   		ein	der	Fernkampfschutz 1   	Fernkampfschutz 1   	ein	der	Macht für $1SP_RANGE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder nicht-magischen Attacke.	Fernkampfschutz-Aura: Fernkampf-unangreifbar für $1SP_RANGE_PROTECTION_AURA Sek.	
_EC3E73431DA70E2A	bsfme02	Fernkampfschutz 2   	Fernkampfschutz 2   		ein	der	Fernkampfschutz 2   	Fernkampfschutz 2   	ein	der	Macht für $1SP_RANGE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder nicht-magischen Attacke.	Fernkampfschutz-Aura: Fernkampf-unangreifbar für $1SP_RANGE_PROTECTION_AURA Sek.	
_EC3E73441DC70E2A	bsfme03	Fernkampfschutz 3   	Fernkampfschutz 3   		ein	der	Fernkampfschutz 3   	Fernkampfschutz 3   	ein	der	Macht für $1SP_RANGE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder nicht-magischen Attacke.	Fernkampfschutz-Aura: Fernkampf-unangreifbar für $1SP_RANGE_PROTECTION_AURA Sek.	
_EC3E73451DE70E2A	bsfme04	Fernkampfschutz 4   	Fernkampfschutz 4   		ein	der	Fernkampfschutz 4   	Fernkampfschutz 4   	ein	der	Macht für $1SP_RANGE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder nicht-magischen Attacke.	Fernkampfschutz-Aura: Fernkampf-unangreifbar für $1SP_RANGE_PROTECTION_AURA Sek.	
_EC3E73461D070E2A	bsfme05	Fernkampfschutz 5   	Fernkampfschutz 5   		ein	der	Fernkampfschutz 5   	Fernkampfschutz 5   	ein	der	Macht für $1SP_RANGE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder nicht-magischen Attacke.	Fernkampfschutz-Aura: Fernkampf-unangreifbar für $1SP_RANGE_PROTECTION_AURA Sek.	
_EC3E73471D270E2A	bsfme06	Fernkampfschutz 6   	Fernkampfschutz 6   		ein	der	Fernkampfschutz 6   	Fernkampfschutz 6   	ein	der	Macht für $1SP_RANGE_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder nicht-magischen Attacke.	Fernkampfschutz-Aura: Fernkampf-unangreifbar für $1SP_RANGE_PROTECTION_AURA Sek.	
_5EE08AEAAA1FACCD	bsmeb06	Antimagieschild-Aura	Antimagieschild-Aura		eine	die	Antimagieschild-Auren	Antimagieschild-Auren		die	Macht unverwundbar gegenüber magischen Attacken.	Antimagie-Schildaura	
_D600D677E5980A7C	bsmmb01	Antimagieschild  1  	Antimagieschild  1  		ein	der	Antimagieschilder  1	Antimagieschilder  1		die	Macht für $1SP_MAGIC_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder magischen Attacke.	Antimagieschild-Aura: magisch unangreifbar für $1SP_MAGIC_PROTECTION_AURA Sek.	
_1600D67725A80A7C	bsmmb02	Antimagieschild  2  	Antimagieschild  2  		ein	der	Antimagieschilder  2	Antimagieschilder  2		die	Macht für $1SP_MAGIC_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder magischen Attacke.	Antimagieschild-Aura: magisch unangreifbar für $1SP_MAGIC_PROTECTION_AURA Sek.	
_5600D67765B80A7C	bsmmb03	Antimagieschild  3  	Antimagieschild  3  		ein	der	Antimagieschilder  3	Antimagieschilder  3		die	Macht für $1SP_MAGIC_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder magischen Attacke.	Antimagieschild-Aura: magisch unangreifbar für $1SP_MAGIC_PROTECTION_AURA Sek.	
_9700D677A6C80A7C	bsmmb04	Antimagieschild  4  	Antimagieschild  4  		ein	der	Antimagieschilder  4	Antimagieschilder  4		die	Macht für $1SP_MAGIC_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder magischen Attacke.	Antimagieschild-Aura: magisch unangreifbar für $1SP_MAGIC_PROTECTION_AURA Sek.	
_D700D677E6D80A7C	bsmmb05	Antimagieschild  5  	Antimagieschild  5  		ein	der	Antimagieschilder  5	Antimagieschilder  5		die	Macht für $1SP_MAGIC_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder magischen Attacke.	Antimagieschild-Aura: magisch unangreifbar für $1SP_MAGIC_PROTECTION_AURA Sek.	
_1700D67726E80A7C	bsmmb06	Antimagieschild  6  	Antimagieschild  6  		an	der	Antimagieschilder  6	Antimagieschilder  6		die	Macht für $1SP_MAGIC_PROTECTION_AURA Sekunden unangreifbar gegenüber jeder magischen Attacke.	Antimagieschild-Aura: magisch unangreifbar für $1SP_MAGIC_PROTECTION_AURA Sek.	
_261D4E82A79CEE00	bmof00040	Magie-Bomben-Effekt 1	Magie-Bomben-Effekt 1   		ein	der	Magie-Bomben-Effekte 1   	Magie-Bomben-Effekte 1   		die	Umgebungs-Effekt, der bis zu 2 Ziele beeinflussen kann, Reichweite: $0AREA_BOMB Meter, nimmt mit zunehmender Entfernung zum Zentrum mit einem Faktor von $1AREA_BOMB ab	Bomben-Effekt 1, greift bis zu 2 Einheiten an, Radius: $0AREA_BOMB, Faktor: $1AREA_BOMB	
_262D5283279CF200	bmof00060	Magie-Bomben-Effekt 2	Magie-Bomben-Effekt 2   		ein	der	Magie-Bomben-Effekte 2   	Magie-Bomben-Effekte 2   		die	Umgebungs-Effekt, der bis zu 3 Ziele beeinflussen kann, Reichweite: $0AREA_BOMB Meter, nimmt mit zunehmender Entfernung zum Zentrum mit einem Faktor von $1AREA_BOMB ab	Bomben-Effekt 2, greift bis zu 3 Einheiten an, Radius: $0AREA_BOMB, Faktor: $1AREA_BOMB	
_263D5689A89CF600	bmof00085	Magie-Bomben-Effekt 3	Magie-Bomben-Effekt 3		ein	der	Magie-Bomben-Effekte 3	Magie-Bomben-Effekte 3		die	Umgebungs-Effekt, der bis zu 4 Ziele beeinflussen kann, Reichweite: $0AREA_BOMB Meter, nimmt mit zunehmender Entfernung zum Zentrum mit einem Faktor von $1AREA_BOMB ab	Bomben-Effekt 3, greift bis zu 4 Einheiten an, Radius: $0AREA_BOMB, Faktor: $1AREA_BOMB	
_264D5A8526ACFA00	bmof00120	Magie-Bomben-Effekt 4	Magie-Bomben-Effekt 3   		ein	der	Magie-Bomben-Effekte 3   	Magie-Bomben-Effekte 3   		die	Umgebungs-Effekt, der bis zu 5 Ziele beeinflussen kann, Reichweite: $0AREA_BOMB Meter, nimmt mit zunehmender Entfernung zum Zentrum mit einem Faktor von $1AREA_BOMB ab	Bomben-Effekt 4, geift bis zu 5 Einheiten an, Radius: $0AREA_BOMB, Faktor: $1AREA_BOMB	
_265D5E86E7ACFE00	bmof00150	Magie-Bomben-Effekt 5	Magie-Bomben-Effekt 5		ein	der	Magie-Bomben-Effekte 5	Magie-Bomben-Effekte 5		die	Umgebungs-Effekt, der bis zu 6 Ziele beeinflussen kann, Reichweite: $0AREA_BOMB Meter, nimmt mit zunehmender Entfernung zum Zentrum mit einem Faktor von $1AREA_BOMB ab	Bomben-Effekt 5, greift bis zu 6 Einheiten an, Radius: $0AREA_BOMB, Faktor: $1AREA_BOMB	
_266D6287E8AC0200	bmof00190	Magie-Bomben-Effekt 6	Magie-Bomben-Effekt 6		ein	der	Magie-Bomben-Effekte 6	Magie-Bomben-Effekte 6		die	Umgebungs-Effekt, der bis zu 7 Ziele beeinflussen kann, Reichweite: $0AREA_BOMB Meter, nimmt mit zunehmender Entfernung zum Zentrum mit einem Faktor von $1AREA_BOMB ab	Bomben-Effekt 6, greift bis zu 7 Einheiten an, Radius: $0AREA_BOMB, Faktor: $1AREA_BOMB	
_267D668D26BC0600	bmof00225	Magie-Bomben-Effekt 7	Magie-Bomben-Effekt 7		ein	der	Magie-Bomben-Effekte 7	Magie-Bomben-Effekte 7		die	Umgebungs-Effekt, der bis zu 8 Ziele beeinflussen kann, Reichweite: $0AREA_BOMB Meter, nimmt mit zunehmender Entfernung zum Zentrum mit einem Faktor von $1AREA_BOMB ab	Bomben-Effekt 7, greift bis zu 8 Einheiten an, Radius: $0AREA_BOMB, Faktor: $1AREA_BOMB	
_76B7EB65069F9F83	bmog00040	Magie-Abprall-Effekt 1   	Magie-Abprall-Effekt 1   		ein	der	Magie-Abprall-Effekte	Magie-Abprall-Effekte		die	Umgebungseffekt: der Zauber springt von einem Ziel zum nächsten, auf maximal $1AREA_CHAIN Gegner, die nicht weiter als $0AREA_CHAIN Meter auseinanderstehen. Nach jedem Aufprall sinkt die Kraft des Zaubers um den Faktor $2AREA_CHAIN	Magie-Abprall-Effekt 1, max. Ziel: $1AREA_CHAIN, max. Reichweite: $0AREA_CHAIN, Faktor: $2AREA_CHAIN	
_76B7EF65869F9F84	bmog00060	Magie-Abprall-Effekt 2	Magie-Abprall-Effekt 2   		ein	der	Magie-Abprall-Effekte 2   	Magie-Abprall-Effekte 2   		die	Umgebungseffekt: der Zauber springt von einem Ziel zum nächsten, auf maximal $1AREA_CHAIN Gegner, die nicht weiter als $0AREA_CHAIN Meter auseinanderstehen. Nach jedem Aufprall sinkt die Kraft des Zaubers um den Faktor $2AREA_CHAIN	Magie-Abprall-Effekt 2, max. Ziel: $1AREA_CHAIN, max. Reichweite: $0AREA_CHAIN, Faktor: $2AREA_CHAIN	
_76B7F36A079F9F85	bmog00085	Magie-Abprall-Effekt 3	Magie-Abprall-Effekt 3		ein	der	Magie-Abprall-Effekte 3	Magie-Abprall-Effekte 3		die	Umgebungseffekt: der Zauber springt von einem Ziel zum nächsten, auf maximal $1AREA_CHAIN Gegner, die nicht weiter als $0AREA_CHAIN Meter auseinanderstehen. Nach jedem Aufprall sinkt die Kraft des Zaubers um den Faktor $2AREA_CHAIN	Magie-Abprall-Effekt 3, max. Ziel: $1AREA_CHAIN, max. Reichweite: $0AREA_CHAIN, Faktor: $2AREA_CHAIN	
_76B7F76585AF9F86	bmog00120	Magie-Abprall-Effekt 4	Magie-Abprall-Effekt 4   		ein	der	Magie-Abprall-Effekte 4   	Magie-Abprall-Effekte 4   		die	Umgebungseffekt: der Zauber springt von einem Ziel zum nächsten, auf maximal $1AREA_CHAIN Gegner, die nicht weiter als $0AREA_CHAIN Meter auseinanderstehen. Nach jedem Aufprall sinkt die Kraft des Zaubers um den Faktor $2AREA_CHAIN	Magie-Abprall-Effekt 4, max. Ziel: $1AREA_CHAIN, max. Reichweite: $0AREA_CHAIN, Faktor: $2AREA_CHAIN	
_76B7FB6546AF9F87	bmog00150	Magie-Abprall-Effekt 5	Magie-Abprall-Effekt 5		ein	der	Magie-Abprall-Effekte 5	Magie-Abprall-Effekte 5		die	Umgebungseffekt: der Zauber springt von einem Ziel zum nächsten, auf maximal $1AREA_CHAIN Gegner, die nicht weiter als $0AREA_CHAIN Meter auseinanderstehen. Nach jedem Aufprall sinkt die Kraft des Zaubers um den Faktor $2AREA_CHAIN	Magie-Abprall-Effekt 5, max. Ziel: $1AREA_CHAIN, max. Reichweite: $0AREA_CHAIN, Faktor: $2AREA_CHAIN	
_76B7FF6547AF9F88	bmog00190	Magie-Abprall-Effekt 6	Magie-Abprall-Effekt 6		ein	der	Magie-Abprall-Effekte 6	Magie-Abprall-Effekte 6		die	Umgebungseffekt: der Zauber springt von einem Ziel zum nächsten, auf maximal $1AREA_CHAIN Gegner, die nicht weiter als $0AREA_CHAIN Meter auseinanderstehen. Nach jedem Aufprall sinkt die Kraft des Zaubers um den Faktor $2AREA_CHAIN	Magie-Abprall-Effekt 6, max.Ziel: $1AREA_CHAIN, max. Reichweite: $0AREA_CHAIN, Faktor: $2AREA_CHAIN	
_76B7036A85BF9F89	bmog00225	Magie-Abprall-Effekt 7	Magie-Abprall-Effekt 7		ein	der	Magie-Abprall-Effekte 7	Magie-Abprall-Effekte 7		die	Umgebungseffekt: der Zauber springt von einem Ziel zum nächsten, auf maximal $1AREA_CHAIN Gegner, die nicht weiter als $0AREA_CHAIN Meter auseinanderstehen. Nach jedem Aufprall sinkt die Kraft des Zaubers um den Faktor $2AREA_CHAIN	Magie-Abprall-Effekt 7, max.Ziel: $1AREA_CHAIN, max. Reichweite: $0AREA_CHAIN, Faktor: $2AREA_CHAIN	
_37CCA725A6782E33	bmoh00040	Magie-Spray-Effekt 1	Magie-Spray-Effekt 1		ein	der	Magie-Spray-Effekte 1   	Magie-Spray-Effekte 1   		die	Umgebungs-Effekt, der bis zu 2 Ziele beeinflussen kann. Der Zauber wirkt auf einen vom Ziel ausgehenden kegelförmigen Bereich mit einem Winkel von $0AREA_SPRAY Grad und einer Länge von $1AREA_SPRAY Metern	Magie-Spray-Effekt 1, greift bis zu 2 Einheiten an, Winkel: $0AREA_SPRAY, Höhe: $1AREA_SPRAY	
_77CCAB2626882E33	bmoh00060	Magie-Spray-Effekt 2	Magie-Spray-Effekt 2		ein	der	Magie-Spray-Effekte 2   	Magie-Spray-Effekte 2   		die	Umgebungs-Effekt, der bis zu 3 Ziele beeinflussen kann. Der Zauber wirkt auf einen vom Ziel ausgehenden kegelförmigen Bereich mit einem Winkel von $0AREA_SPRAY Grad und einer Länge von $1AREA_SPRAY Metern	Magie-Spray-Effekt 2, greift bis zu 3 Einheiten an, Winkel: $0AREA_SPRAY, Höhe: $1AREA_SPRAY	
_B8CCAF2CA7982E33	bmoh00085	Magie-Spray-Effekt 3	Magie-Spray-Effekt 3		ein	der	Magie-Spray-Effekte 3	Magie-Spray-Effekte 3		die	Umgebungs-Effekt, der bis zu 4 Ziele beeinflussen kann. Der Zauber wirkt auf einen vom Ziel ausgehenden kegelförmigen Bereich mit einem Winkel von $0AREA_SPRAY Grad und einer Länge von $1AREA_SPRAY Metern	Magie-Spray-Effekt 3, greift bis zu 4 Einheiten an, Winkel: $0AREA_SPRAY, Höhe: $1AREA_SPRAY	
_F8CCB32825B82E33	bmoh00120	Magie-Spray-Effekt 4	Magie-Spray-Effekt 4		ein	der	Magie-Spray-Effekte 4    	Magie-Spray-Effekte 4    		die	Umgebungs-Effekt, der bis zu 5 Ziele beeinflussen kann. Der Zauber wirkt auf einen vom Ziel ausgehenden kegelförmigen Bereich mit einem Winkel von $0AREA_SPRAY Grad und einer Länge von $1AREA_SPRAY Metern	Magie-Spray-Effekt 4, greift bis zu 5 Einheiten an, Winkel: $0AREA_SPRAY, Höhe: $1AREA_SPRAY	
_38CCB729E6C82E33	bmoh00150	Magie-Spray-Effekt 5	Magie-Spray-Effekt 5		ein	der	Magie-Spray-Effekte 5	Magie-Spray-Effekte 5		die	Umgebungs-Effekt, der bis zu 6 Ziele beeinflussen kann. Der Zauber wirkt auf einen vom Ziel ausgehenden kegelförmigen Bereich mit einem Winkel von $0AREA_SPRAY Grad und einer Länge von $1AREA_SPRAY Metern	Magie-Spray-Effekt 5, greift bis zu 6 Einheiten an, Winkel: $0AREA_SPRAY, Höhe: $1AREA_SPRAY	
_78CCBB2AE7D82E33	bmoh00190	Magie-Spray-Effekt 6	Magie-Spray-Effekt 6		ein	der	Magie-Spray-Effekte 6	Magie-Spray-Effekte 6		die	Umgebungs-Effekt, der bis zu 7 Ziele beeinflussen kann. Der Zauber wirkt auf einen vom Ziel ausgehenden kegelförmigen Bereich mit einem Winkel von $0AREA_SPRAY Grad und einer Länge von $1AREA_SPRAY Metern	Magie-Spray-Effekt 6, greift bis zu 7 Einheiten an, Winkel: $0AREA_SPRAY, Höhe: $1AREA_SPRAY	
_B9CCBF3025F82E33	bmoh00225	Magie-Spray-Effekt 7	Magie-Spray-Effekt 7		ein	der	Magie-Spray-Effekte 7	Magie-Spray-Effekte 7		die	Umgebungs-Effekt, der bis zu 8 Ziele beeinflussen kann. Der Zauber wirkt auf einen vom Ziel ausgehenden kegelförmigen Bereich mit einem Winkel von $0AREA_SPRAY Grad und einer Länge von $1AREA_SPRAY Metern	Magie-Spray-Effekt 7, greift bis zu 8 Einheiten an, Winkel: $0AREA_SPRAY, Höhe: $1AREA_SPRAY	
_CD02A255B4B27B3B	bmca00001	Sap-Ausgleich 1   	Sap-Ausgleich 1   		ein	der	Sap-Ausgleiche 1   	Sap-Ausgleiche 1   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 1 Punkt und verbraucht $|sap Sap	Sap-Ausgleich 1 - Sapverbrauch: $|sap	
_CD02A656B4B27B3D	bmca00002	Sap-Ausgleich 2   	Sap-Ausgleich 2   		ein	der	Sap-Ausgleiche 2   	Sap-Ausgleiche 2   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 2 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 2 - Sapverbrauch: $|sap	
_CD02AA57B4B27B3F	bmca00003	Sap-Ausgleich 3   	Sap-Ausgleich 3   		ein	der	Sap-Ausgleiche 3   	Sap-Ausgleiche 3   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 3 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 3 - Sapverbrauch: $|sap	
_CD02AE58B4B27B41	bmca00004	Sap-Ausgleich 4   	Sap-Ausgleich 4   		ein	der	Sap-Ausgleiche 4   	Sap-Ausgleiche 4   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 4 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 4 - Sapverbrauch: $|sap	
_CD02B259B4B27B43	bmca00005	Sap-Ausgleich 5   	Sap-Ausgleich 5   		ein	der	Sap-Ausgleiche 5   	Sap-Ausgleiche 5   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 5 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 5 - Sapverbrauch: $|sap	
_CD02BA5BB4B27B45	bmca00007	Sap-Ausgleich 6   	Sap-Ausgleich 6   		ein	der	Sap-Ausgleiche 6   	Sap-Ausgleiche 6   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 7 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 6 - Sapverbrauch: $|sap	
_F2EC124391AA8F46	bmca00010	Sap-Ausgleich 7   	Sap-Ausgleich 7   		ein	der	Sap-Ausgleiche 7   	Sap-Ausgleiche 7   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 10 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 7 - Sapverbrauch: $|sap	
_F23C124891AA9347	bmca00015	Sap-Ausgleich 8   	Sap-Ausgleich 8   		ein	der	Sap-Ausgleiche 8   	Sap-Ausgleiche 8   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 15 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 8 - Sapverbrauch: $|sap	
_F2EC1643D1AA9748	bmca00020	Sap-Ausgleich 9   	Sap-Ausgleich 9   		ein	der	Sap-Ausgleiche 9   	Sap-Ausgleiche 9   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 20 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 9 - Sapverbrauch: $|sap	
_26F887DBA11E219F	bmca00025	Sap-Ausgleich 10   	Sap-Ausgleich 10   		ein	der	Sap-Ausgleiche 10   	Sap-Ausgleiche 10   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 25 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 10 - Sapverbrauch: $|sap	
_E50887D6211E259F	bmca00030	Sap-Ausgleich 11   	Sap-Ausgleich 11   		ein	der	Sap-Ausgleiche 11   	Sap-Ausgleiche 11   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 30 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 11 - Sapverbrauch: $|sap	
_E51887D6A21E299F	bmca00040	Sap-Ausgleich 12   	Sap-Ausgleich 12   		ein	der	Sap-Ausgleiche 12   	Sap-Ausgleiche 12   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 40 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 12 - Sapverbrauch: $|sap	
_E52887D6221E2D9F	bmca00050	Sap-Ausgleich 13   	Sap-Ausgleich 13   		ein	der	Sap-Ausgleiche 13   	Sap-Ausgleiche 13   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 50 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 13 - Sapverbrauch: $|sap	
_263887DBA31E319F	bmca00065	Sap-Ausgleich 14   	Sap-Ausgleich 14   		ein	der	Sap-Ausgleiche 14   	Sap-Ausgleiche 14   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 65 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 14 - Sapverbrauch: $|sap	
_E55887D6641E359F	bmca00080	Sap-Ausgleich 15   	Sap-Ausgleich 15   		ein	der	Sap-Ausgleiche 15   	Sap-Ausgleiche 15   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 80 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 15 - Sapverbrauch: $|sap	
_DE944259232C2C70	bmca00100	Sap-Ausgleich 16   	Sap-Ausgleich 16   		ein	der	Sap-Ausgleiche 16   	Sap-Ausgleiche 16   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 100 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 16 - Sapverbrauch: $|sap	
_5E94425AA32C3070	bmca00120	Sap-Ausgleich 17   	Sap-Ausgleich 17   		ein	der	Sap-Ausgleiche 17   	Sap-Ausgleiche 17   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 120 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 17 - Sapverbrauch: $|sap	
_DF94425B242C3470	bmca00140	Sap-Ausgleich 18   	Sap-Ausgleich 18   		ein	der	Sap-Ausgleiche 18   	Sap-Ausgleiche 18   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 140 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 18 - Sapverbrauch: $|sap	
_5F94425CA42C3870	bmca00160	Sap-Ausgleich 19   	Sap-Ausgleich 19   		ein	der	Sap-Ausgleiche 19   	Sap-Ausgleiche 19   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 160 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 19 - Sapverbrauch: $|sap	
_E0944253652C1471	bmca00180	Sap-Ausgleich 20   	Sap-Ausgleich 20   		ein	der	Sap-Ausgleiche 20   	Sap-Ausgleiche 20   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 180 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 20 - Sapverbrauch: $|sap	
_DEA44254633C1871	bmca00200	Sap-Ausgleich 21   	Sap-Ausgleich 21   		ein	der	Sap-Ausgleiche 21   	Sap-Ausgleiche 21   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 200 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 21 - Sapverbrauch: $|sap	
_5EA4425AE33C1C76	bmca00225	Sap-Ausgleich 22   	Sap-Ausgleich 22   		ein	der	Sap-Ausgleiche 22   	Sap-Ausgleiche 22   		die	Diese Stanza (Teil einer Aktion) bringt einen Ausgleich von 225 Punkten und verbraucht $|sap Sap	Sap-Ausgleich 22 - Sapverbrauch: $|sap	
