*HASH_VALUE	placeId	name	da
_270C1BA3543D5BA2	place_tcm_karavan_south_east	Patrol Zone	the
_729FB81B15BB49D6	place_tcm_karavan_raid_ceremony_trigger	Karavan Experimentation Camp	the
_2B9C66C11C4631ED	place_tcm_karavan_raid_ceremony_target	Karavan Experimentation Camp	the
_0CF23F6CE22867E1	place_tcm_company_raid_ceremony_trigger	Kami Mission	the
_72621C2FB0575EE1	place_tcm_company_raid_ceremony_target	Kami Mission	the
_2454F9A3756BE489	place_tcm_shaman_tent	If you see this text, it's a bug: place_tcm_shaman_tent	
_7086751EB6C58F8F	place_tcm_rock_fall	Former Karavan Depot	the
_D986F2FBCC9A5D45	place_tcm_karavan_outpost	Karavan Outpost	the
_57B18A7D7106EFE2	kitiniere_cattle_room	Cattle Room	the
_C48FA13F83FE24FC	kitiniere_dark_mines	Dark Mines	the
_3A30A9CE6C46971F	kitiniere_eggs_room	Prime Eggs Room	the
_AA384C96EF18E4BB	kitiniere_entrance	Entrance	the
_24CA70A7238454B2	kitiniere_old_mines	Old Mines	the
_44F20D1B6CB6931E	kitiniere_princes_room	Princes' Room	the
_ED795F15E6D9C493	kitiniere_queen_room	Queen's Room	the
_2959ECAE0CB888AF	kitiniere	Kitins' Lair	the
_9701C07FF26F0E41	continent_kitiniere	Kitins' Lair	the
_7556019ACD0C07D7	place_mission_fyros_01_yubo	Yubo Garden	\d
_46BF61EE6B3E0F09	place_mission_fyros_02_huntingground_t1	Group of Bodocs	the
_2DED2FD120F0B5AB	place_mission_fyros_02_huntingground_t1exit	Place pipo	\d
_2DED2FD12000B5AB	place_mission_fyros_02_huntingground_t2exit	Place pipo	\d
_C8D0B0E082190B1C	place_mission_fyros_02_huntingground_t2	Group of Yubos	the
_E12DF302E2D0898E	place_mission_fyros_02_huntingground	Hunting Grounds	\d
_5E480BFFD3CF01AB	place_mission_fyros_04_carcasse	Crime Scene	the
_BFB72D82489D03B7	place_mission_fyros_04_ragus	Ragus Pack	\d
_1B83DD9701AFB48C	place_mission_zorai_rendor	Rendor Plains	the
_3F9B714E67806100	place_shooting_range	Training Area	the
_42EBB9231FA2290D	place_mission_javezone	Javing Woods	the
_C59E293FF88FC82B	place_mission_slavezone	Slaveni Fields	the
_8B05117DBECCE27B	place_forage_start	Prospection Zone	the
_D32CB2D7CF615792	place_forage_zun	Zun Prospection Zone	the
_65DD63BF98F5768D	place_forage_shat	Multiple Prospection Zone	the
_651E2A3B082B51E9	place_forage_chloro	Spots of Goo	the
_A4C578AF23F6B7A0	gerder_food	Passage of Gerder	the
_0B9FC534BF35F140	rpjob_magnecarto_1_a	Magnetics Measuring Area A	\d
_4B9FC934BF35F140	rpjob_magnecarto_1_b	Magnetics Measuring Area B	\d
_8B9FCD34BF35F140	rpjob_magnecarto_1_c	Magnetics Measuring Area C	\d
_CC9FD134BF35F140	rpjob_magnecarto_1_d	Magnetics Measuring Area D	\d
_0B9FC934BF35F140	rpjob_magnecarto_2_a	Magnetics Measuring Area A	\d
_4B9FCD34BF35F140	rpjob_magnecarto_2_b	Magnetics Measuring Area B	\d
_8B9FD134BF35F140	rpjob_magnecarto_2_c	Magnetics Measuring Area C	\d
_CC9FD534BF35F140	rpjob_magnecarto_2_d	Magnetics Measuring Area D	\d
_0B9FCD34BF35F140	rpjob_magnecarto_3_a	Magnetics Measuring Area A	\d
_4B9FD134BF35F140	rpjob_magnecarto_3_b	Magnetics Measuring Area B	\d
_8B9FD534BF35F140	rpjob_magnecarto_3_c	Magnetics Measuring Area C	\d
_CC9FD934BF35F140	rpjob_magnecarto_3_d	Magnetics Measuring Area D	\d
_0B9FD134BF35F140	rpjob_magnecarto_4_a	Magnetics Measuring Area A	\d
_4B9FD534BF35F140	rpjob_magnecarto_4_b	Magnetics Measuring Area B	\d
_8B9FD934BF35F140	rpjob_magnecarto_4_c	Magnetics Measuring Area C	\d
_CC9FDD34BF35F140	rpjob_magnecarto_4_d	Magnetics Measuring Area D	\d
_0B9FD534BF35F140	rpjob_magnecarto_5_a	Magnetics Measuring Area A	\d
_4B9FD934BF35F140	rpjob_magnecarto_5_b	Magnetics Measuring Area B	\d
_8B9FDD34BF35F140	rpjob_magnecarto_5_c	Magnetics Measuring Area C	\d
_CC9FE134BF35F140	rpjob_magnecarto_5_d	Magnetics Measuring Area D	\d
_FE340A03BD4BB987	kitinslair_zone_1	Kitin's Lair First Open Zone	\d
_43CF242BA7986462	place_matis_island_2	Dante's Peak	\d
_153E9109EAE82056	region_matis_island_1	Almati Wood	\d
_424A85186C58FC20	region_matis_island_2	Dante's Camp	\d
_E438DC9DA9C9AC6E	region_matis_island_3		\d
_DFD4F60155444143	continent_matis_island	Old Lands	the
_5FE21E8487AF99BC	boss_tryker_light_island_zone	Dante's Camp	\d
_4DF006937CDFE456	place_matis_island_1	Ranger Camp	the
_D31864B75FE9A0B2	place_matis_island_3		\d
_FCB64A9225573F9D	boss_zorai_light_maincamp	Pei-Ruz's Secret Camp	\d
_0A052D7DE3336174	boss_zorai_light_startcamp	Pei-Ruz's Camp	\d
_F04B39B29F5A18BD	place_cwmh01_mp1	Bone Prospection Zone	the
_F45B39C29F5A18BD	place_cwmh02_mp1	Root Prospection Zone	the
_74BB600DA0D818FA	place_cwmh03_mp1	Spore Prospection Zone	the
_E975870968B79A7F	cwfh01_mp1	Garbage Prospection Zone	the
_A7C317B4A194A372	cwfh02_mp1	Bone Prospection Zone	the
_ABE6EEB0AFC6B265	cwfh03_mp1	Mud Prospection Zone	the
_6AF8449C1E94D37B	cwff03_termites	Termite Mound	the
_731B4014A0D81801	place_cwth01_mp1	Shell Prospection Zone	the
_F47B11C79F5A18BD	place_cwth02_mp1	Peat Prospection Zone	the
_345B39C99F5A18BD	place_cwth03_mp1	Root Prospection Zone	the
_739C39CA9F5A18BD	place_cwzh01_mp1	Moss Prospection Zone	the
_B04B51C19F5A18BD	place_cwzh02_mp1	Dung Prospection Zone	the
_74DB3417A0D81801	place_cwzh03_mp1	Pearl Prospection Zone	the
_42DFA10429F6E8C4	place_cimetiere_avalae	Avalae Cemetery	the
_5193CA370C64AE7D	mission_ff60_emplacement_message	Messages Location	the
_4C9B80A7A9B7946E	place_marauder_camp	Marauder Camp	the
_3FEFB69CBBDF4DAB	place_lieudit_marauder_arena	Marauder Arena	the
_A59A81E8140A6CA7	marauder_stable	Marauder Stables	the
_29AC391EC68F71FC	continent_r2_forest	Leewind Lands	the
