*HASH_VALUE	placeId	name	da	pr	p	pda	ppr
_44F20D1B6CB6931E	kitiniere_princes_room	Princes Room	the				
_ED795F15E6D9C493	kitiniere_queen_room	Queen Room	the				
_2959ECAE0CB888AF	kitiniere	Kitinière	la	dans	la		
_9701C07FF26F0E41	continent_kitiniere	continent de la Kitinière	le				
_7556019ACD0C07D7	place_mission_fyros_01_yubo	Jardin des Yubos					
_46BF61EE6B3E0F09	place_mission_fyros_02_huntingground_t1	Troupeau de Bodocs	le	vers le			
_2DED2FD120F0B5AB	place_mission_fyros_02_huntingground_t1exit	Place pipo					
_2DED2FD12000B5AB	place_mission_fyros_02_huntingground_t2exit	Place pipo					
_C8D0B0E082190B1C	place_mission_fyros_02_huntingground_t2	Troupeau de Yubos	le	vers le			
_E12DF302E2D0898E	place_mission_fyros_02_huntingground	Terrain de chasse					
_5E480BFFD3CF01AB	place_mission_fyros_04_carcasse	Lieu du crime	le	dans le			
_BFB72D82489D03B7	place_mission_fyros_04_ragus	Antre des Ragus					
_1B83DD9701AFB48C	place_mission_zorai_rendor	Prairie des Rendors					
_3F9B714E67806100	place_shooting_range	Zone d'entraînement					
_42EBB9231FA2290D	place_mission_javezone	Bois des Javings					
_C59E293FF88FC82B	place_mission_slavezone	Champs de Slavenis					
_8B05117DBECCE27B	place_forage_start	Zone de prospection	la	dans la			
_D32CB2D7CF615792	place_forage_zun	Zone de prospection de la zun	la	dans la			
_65DD63BF98F5768D	place_forage_shat	Zone de prospection multiple	la	dans la			
_651E2A3B082B51E9	place_forage_chloro	Spots de Goo	les	dans les			
_A4C578AF23F6B7A0	gerder_food	Passage of Gerder	the				
_0B9FC534BF35F140	rpjob_magnecarto_1_a	Measure area A of magnetism					
_4B9FC934BF35F140	rpjob_magnecarto_1_b	Measure area B of magnetism					
_8B9FCD34BF35F140	rpjob_magnecarto_1_c	Measure area C of magnetism					
_CC9FD134BF35F140	rpjob_magnecarto_1_d	Measure area D of magnetism					
_0B9FC934BF35F140	rpjob_magnecarto_2_a	Measure area A of magnetism					
_4B9FCD34BF35F140	rpjob_magnecarto_2_b	Measure area B of magnetism					
_8B9FD134BF35F140	rpjob_magnecarto_2_c	Measure area C of magnetism					
_CC9FD534BF35F140	rpjob_magnecarto_2_d	Measure area D of magnetism					
_0B9FCD34BF35F140	rpjob_magnecarto_3_a	Measure area A of magnetism					
_4B9FD134BF35F140	rpjob_magnecarto_3_b	Measure area B of magnetism					
_8B9FD534BF35F140	rpjob_magnecarto_3_c	Measure area C of magnetism					
_CC9FD934BF35F140	rpjob_magnecarto_3_d	Measure area D of magnetism					
_0B9FD134BF35F140	rpjob_magnecarto_4_a	Measure area A of magnetism					
_4B9FD534BF35F140	rpjob_magnecarto_4_b	Measure area B of magnetism					
_8B9FD934BF35F140	rpjob_magnecarto_4_c	Measure area C of magnetism					
_CC9FDD34BF35F140	rpjob_magnecarto_4_d	Measure area D of magnetism					
_0B9FD534BF35F140	rpjob_magnecarto_5_a	Measure area A of magnetism					
_4B9FD934BF35F140	rpjob_magnecarto_5_b	Measure area B of magnetism					
_8B9FDD34BF35F140	rpjob_magnecarto_5_c	Measure area C of magnetism					
_CC9FE134BF35F140	rpjob_magnecarto_5_d	Measure area D of magnetism					
_FE340A03BD4BB987	kitinslair_zone_1	First open zone of KitinLair					
_43CF242BA7986462	place_matis_island_2	Dante's Peak	the				
_153E9109EAE82056	region_matis_island_1	Almati Wood	the				
_424A85186C58FC20	region_matis_island_2	Dante's camp	the				
_E438DC9DA9C9AC6E	region_matis_island_3						
_DFD4F60155444143	continent_matis_island	Terres Anciennes	les	dans les			
_5FE21E8487AF99BC	boss_tryker_light_island_zone	Dante's camp	the				
_4DF006937CDFE456	place_matis_island_1	Campement ranger	le	dans le			
_D31864B75FE9A0B2	place_matis_island_3						
_FCB64A9225573F9D	boss_zorai_light_maincamp	Pei-Ruz's secret camp	the	in	the		
_0A052D7DE3336174	boss_zorai_light_startcamp	Pei-Ruz's camp	the	in	the		
_F04B39B29F5A18BD	place_cwmh01_mp1	Bone Prospection Zone					
_F45B39C29F5A18BD	place_cwmh02_mp1	Root Prospection Zone					
_74BB600DA0D818FA	place_cwmh03_mp1	Spore Prospection Zone					
_E975870968B79A7F	cwfh01_mp1	Garbage Prospection Zone					
_A7C317B4A194A372	cwfh02_mp1	Bone Prospection Zone					
_ABE6EEB0AFC6B265	cwfh03_mp1	Mud Prospection Zone					
_6AF8449C1E94D37B	cwff03_termites	Termite Mount					
_731B4014A0D81801	place_cwth01_mp1	Shell Prospection Zone					
_F47B11C79F5A18BD	place_cwth02_mp1	Peat Prospection Zone					
_345B39C99F5A18BD	place_cwth03_mp1	Root Prospection Zone					
_739C39CA9F5A18BD	place_cwzh01_mp1	Moss Prospection Zone					
_B04B51C19F5A18BD	place_cwzh02_mp1	Dung Prospection Zone					
_74DB3417A0D81801	place_cwzh03_mp1	Pearl Prospection Zone					
_42DFA10429F6E8C4	place_cimetiere_avalae	Avalae Cemetery					
_5193CA370C64AE7D	mission_ff60_emplacement_message	Message Location					
_4C9B80A7A9B7946E	place_marauder_camp	Marauder Camp					
_3FEFB69CBBDF4DAB	place_lieudit_marauder_arena	Marauder Arena					
_A59A81E8140A6CA7	marauder_stable	Marauder Stables	the				
_29AC391EC68F71FC	continent_r2_forest	Leewind Lands	the	in	the		
