*HASH_VALUE	placeId	name	placegen	placeaccus	placedat
_E1E700ADE0B58880	pyr_stable2	Стойла Южного Пайра	Стойл Южного Пайра		
_10D8DCAD633500A7	pyr_stable3	Стойла Восточного Пайра	Стойл Восточного Пайра		
_27C85FA7268B1082	natae_stable	Стойла Нэтея	Стойл Нэтея		
_27E85F9D26CB106E	davae_stable	Стойла Дэвея	Стойл Дэвея		
_5BC978AD69880081	avalae_stable	Стойла Эвелея	Стойл Эвелея		
_1CEA78C7E7D8848F	thesos_stable	Стойла Фессоса	Стойл Фессоса		
_AAA8BFA62C4BD077	dyron_stable	Стойла Дайрона	Стойл Дайрона		
_CB1ED8FB645A1C92	fairhaven_stable	Стойла Фэрхевена	Стойл Фэрхевена		
_B5CFF512673949F8	windermeer_stable	Стойла Виндермеера	Стойл Виндермеера		
_A499A1F1CEA97C93	avendale_stable	Стойла Эвендейла	Стойл Эвендейла		
_3BB0CD05A4784116	crystabell_stable	Стойла Кристабелла	Стойл Кристабелла		
_A3D908AC6D6A6495	place_pyr_p_forge	Кузня	Кузня		
_AF2D0919C1576A05	r_01_06_forage_place_1	Силосные запасы	Силосных запасов		
_AAA9B7061540F1D4	r_05_36_mission_place_hunting_1	Угодья охоты на Рагусов	Угодьев охоты на Рагусов		
_8EB43958F24FD851	place_r_08_03_espionnage	Наблюдательный пункт	Наблюдательного пункт		
_C78F426D3D0F1C2A	continent_fyros_islands	Старые земли	Старых земель		
_C343A9685F37CC90	region_fyros_island1pvp 3	<fyros islets 1 (pvp)>	<fyros islets 1 (pvp)>		
_20188FF2F929407C	region_fyros_island2	<fyros islets 2>	<fyros islets 2>		
_24BE643467D8C8C6	region_fyros_island3	Дюны Аэлиуса	Дюн Аэлиуса		
_8FDA400352CEC92B	r_11_10_kitin_hunting_1	Первое место охоты	Первого места охоты		
_3ED36A63D73EA16C	r_11_10_kitin_hunting_2	Второе место охоты	Второго места охоты		
_50D58839A2EE9278	r_08_04_kitin_boss_1	Испытание	Испытания		
_65CACC23504263D7	r_05_34_place_lake_1	У озера	У озера		
_16B10294F1118B4F	place_arrival_from_sources	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_sources.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_sources.		
_E6013EFFB4FEB861	place_arrival_from_zorai	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_zorai.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_zorai.		
_20303EFF361FE055	place_arrival_from_matis	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_matis.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_matis.		
_DACE98C5E36C7230	place_arrival_from_route_gouffre	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_route_gouffre.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_route_gouffre.		
_68FB04BEDC8A4CC3	oasis_rdc	Дайрон	Дайрон		
_DADA0C766985AFA5	oasis_1st	Таверна Оазиса	Таверны Оазиса		
_DBA1B2879853B535	war_school_rdc	Цокольный этаж военной академии	Цокольного этажа военной академии		
_235BE50B449EE81E	war_school_ss	Подвальный этаж военной академии	Подвалаьного этажа военной академии		
_94352638B17CB560	sherif_armory_rdc	Первый этаж оружейной	Первого этажа оружейной		
_85303230FE1225CE	sherif_armory_1st	Второй этаж оружейной	Второй этажа оружейной		
_97B394C0997974A0	sherif_rdc	Казарменная Площадь 	Казарменной Площади 		
_9902D8CF497984A0	sherif_1st	Этаж Казарм	Этажа Казарм		
_C68FF216063FADD6	zo_hoicho_sergent_quarter	Комнаты Сержанта Хоа Шо	Покоев Сержанта Хоа Шо		
_2A289CA228F9A0A7	region_matis_island				
_64C03EFF367FF06B	place_arrival_from_fyros	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_fyros.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_fyros.		
_0F4F819946B886B3	place_arrival_from_tryker	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_tryker.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_tryker.		
_5D803EFFB38EC048	place_arrival_from_bagne	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_bagne.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_bagne.		
_F598ACE61E4941CB	place_r_07_13_boss_kill	Наемники	Наемников		
_7735415374A70966	place_r_01_10_escort	Место встречи	Места встречи		
_59D5046521FB70DA	place_arena_warning	Если вы видите этот текст, произошла следующая ошибка: place_arena_warning	Если вы видите этот текст, произошла следующей ошибка: place_arena_warning		
_CC714C9FEBEF2433	r_01_06_hill_light	Если вы видите этот текст, произошла следующая ошибка: r_01_06_hill_light.	Если вы видите этот текст, произошла следующей ошибка: r_01_06_hill_light.		
_AC2EEFFFCD1C6926	r_05_36_mission_place_hunting_2	Если вы видите этот текст, произошла следующая ошибка: r_05_36_mission_place_hunting_2.	Если вы видите этот текст, произошла следующей ошибка: r_05_36_mission_place_hunting_2.		
_AC2EEFFFCD2C6927	r_05_36_mission_place_hunting_3	Если вы видите этот текст, произошла следующая ошибка: r_05_36_mission_place_hunting_3.	Если вы видите этот текст, произошла следующей ошибка: r_05_36_mission_place_hunting_3.		
_0144BC1A72366C6C	r_09_10_mission_forage_1	Место добычи опилок	Места добычи опилок		
_6543E020AE366C07	r_09_10_mission_forage_2	Место добычи воска	Места добычи воска		
_65EE17B7F2CAA4FD	r_09_10_mission_forage_3	Место добычи древесины	Места добычи древесины		
_794C1D8BEBD85488	r_08_16_mission_place_2	Первая засада	Первой засады		
_399DE9213CD418F4	r_08_16_mission_place_4	Вторая засада	Второй засады		
_FEF3F18880D42C69	r_08_16_mission_place_5	Главарь ищет тебя	Главарь ищет тебя		
_DEC9CC99E7779F78	ava_bar_ext1	Эвелей	Эвелея		
_D787078F0F8B4067	ava_bar_int2	Таверна Эвелея	Таверны Эвелея		
_5636A84F67199C69	ava_bar_int_2	Таверна Эвелея	Таверны Эвелея		
_1D4B8C8D68BAA437	dav_bar_ext2	Дэвей	Дэвея		
_4B1758950F8B6867	dav_bar_int2	Таверна Дэвея	Таверны Дэвея		
_9D2BB497E89ACC41	nat_bar_ext2	Нэтей	Нэтея		
_D3FA885C679A9C41	nat_bar_int_2	Таверна Нэтея	Таверны Нэтея		
_CDD758A90F8B6067	nat_bar_int2	Таверна Нэтея	Таверны Нэтея		
_A5677CB95F570BBC	serre2	Ирканис	Ирканиса		
_A5577CB91F5707BC	serre1	Ирканис	Ирканиса		
_11D894BB6B18DEBA	yrk_serre_ncp2	Оранжерея Ирканиса	Оранжереи Ирканиса		
_55D894BB6B18DAAD	yrk_serre_npc1	Оранжерея Ирканиса	Оранжереи Ирканиса		
_E7EAF4B9A48A14B3	yrk_bar_ext	Ирканис	Ирканиса		
_99B903B9D54A188E	yrk_bar_int1	Бар Ирканиса	Бар Ирканиса		
_A759546346C8BBCA	mairie_rdc	Первый этаж	Первого этажа		
_C45A9DE5178C1321	yrkanis mairie ss	Подвал зала совета	Подвала зала совета		
_61403EFF36E0205D	place_arrival_from_nexus	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_nexus.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_nexus.		
_E3A13EFFB3CFFC57	place_arrival_from_terre	Если вы видите этот текст, произошла следующая ошибка: place_arrival_from_terre.	Если вы видите этот текст, произошла следующей ошибка: place_arrival_from_terre.		
_C8E11A63023D3424	continent_tryker_island	Стародавние земли	Стародавних земель		
_782750B66DD50B84	region_tryker_island1	<tryker islet 1>	<tryker islet 1>		
_783750B66DD50B85	region_tryker_island2	<tryker islet 2>	<tryker islet 2>		
_784750B66DD50B86	region_tryker_island3	<tryker islet 3>	<tryker islet 3>		
_9FDAC1DE6DF71481	region_tryker_island4	Озеро Олкерн	Озера Олкерн		
_786750B66DD50B88	region_tryker_island5	<tryker islet 5>	<tryker islet 5>		
_06C2A8376442D645	r_01_28_mission_tp_1a	Пещера вихрей у Капель Росы	Пещера вихрей у Капель Росы		
_5D3124100950F084	r_01_28_mission_tp_2a	Проход неподалеку от Капель Росы	Прохода неподалеку от Капель Росы		
_1EA438315D638A9E	r_05_33_creek_1	Ручей Клопперов	Ручья Клопперов		
_F27CBD6F00A82016	r_01_27_place_libertylake	Опасный пляж	Опасного пляжа		
_0F1086393F8B083C	r_01_27_place_libertylake_2	Пляж Клопперов	Пляжа Клопперов		
_53F9A97830AA1FE7	r_12_04	Если вы видите этот текст, произошла следующая ошибка: r_12_04	Если вы видите этот текст, произошла следующей ошибка: r_12_04		
_D8EE237CA3C73181	r_01_28_mission_tp_1	Пещера вихрей у Ветров Муз	Пещера вихрей у Ветров Муз		
_321059AE9A1F0970	r_01_28_mission_tp_2	Проход неподалеку от Ветров Муз	Прохода неподалеку от Ветров Муз		
_2C7D7F0D60A5B869	continent_zorai_island	<zorai islets>	<zorai islets>		
_DB798FE7FE88087C	region_zorai_island1	<zorai islet 1>	<zorai islet 1>		
_1B798FE8FE88087C	region_zorai_island2	<zorai islet 2>	<zorai islet 2>		
_5B798FE9FE88087C	region_zorai_island3	<zorai islet 3>	<zorai islet 3>		
_9C798FEAFE88087C	region_zorai_island4	<zorai islet 4>	<zorai islet 4>		
_FBA877B09500939C	r_06_12_forage_1	Ресурсы: Смола	Ресурса: Смола		
_772E4C85FE065074	r_06_12_forage_2	Ресурсы: Гнилое волокно	Ресурса: Гнилого волокно		
_8926187ED6A4F65B	r_06_12_hunting_1	Охота	Охота		
_DAE5ACAB55DD2399	r_10_10_goo_hunting	Зараженная зона	Зараженной зоны		
_7FE78D2E9558B3A2	zora_mairie_ss	Подвал зала совета	Подвала зала совета		
_651AB4C7EC37448B	zora_mairie_mainroom	Зал Совета	Зала Совета		
_F28C868C7F5ABFC0	r_07_04_place_adept_spawn	Место Священнодействий Ками	Места Священнодействий Ками		
_CFE5AAFE0E263A60	place_zora_puits_aux_offrandes	Колодец Подношений	Колодца Подношений		
_6CE9E88E6105DCA9	gmisland	Остров Атриума	Острова Атриума		
_EA39D49BE04753AE	gmisland_stable	Стойла Атриума	Стойл Атриума		
_69670C5ADDE9CCB8	gmcampfire	Лагерь Атриума	Лагеря Атриума		
_EFD6BCAEA0A863B1	gmarena	Арена Атриума	Арена Атриума		
_CDA66BB129164B9B	r_06_13_kitin	Место исследования	Места исследования		
_E589639EDA4288B3	debug_place_visit	place de test 1	place de test 1		
_6C857FCF85DB7CA3	debug_place_visit2	place de test 2	place de test 2		
_46DF20FF673994DF	debug_place_teleport	place de teleport	place de teleport		
_F48DF7D5800A5CC9	r_05_15_repere_bandits	Бандитское логово	Бандитского логова		
_F50B113966162410	r_03_38_village_shadowrunners	Лагерь	Лагеря		
_33DA74E9E7B74760	place_r_05_41_foreuses	Неопознанный ресурс	Неопознанного ресурса		
_CC24A4B02636DE04	place_r_09_09_arrivee_bagne	Место входа в Кровоточащую бездну	Места входа в Кровоточащую бездну		
_C8E5A6975D642900	welcomer_natae_guardchief	Начальник стражи Нэтея			
_42BFED62CB5D99C2	welcomer_natae_intendant	Интендант Нэтея			
_5C34809BD9B7B892	welcomer_natae_sage	Мудрец Нэтея			
_C2BFC5624B5D71C2	welcomer_davae_intendant	Интендант Дэвея			
_5A34589BD9B7C092	welcomer_davae_sage	Мудрец Дэвея			
_48E57E97DD640100	welcomer_davae_guardchief	Начальник стражи Дэвея			
_579522D7DAB182EB	welcomer_avalae_guardchief	Начальник стражи Эвелея			
_D91530CE24E844A4	welcomer_avalae_sage	Мудрец Эвелея			
_BFB24E8DBE6F89D5	welcomer_avalae_intendant	Интендант Эвелея			
_FEABB5156969D8D2	welcomer_avendale	Чиновник Эвендейла			
_3B2F0A60303F3DBE	welcomer_windermeer	Чиновник Виндермеера			
_C110E2536D7E35DC	welcomer_crystabell	Чиновник Кристабелла			
_F2F241D9DB2EFD92	welcomer_jenlai_guardchief	Начальник стражи Джен Лай			
_5A0F6D8FBFEC047C	welcomer_jenlai_intendant	Интендант Джен Лай			
_D47ED9B5D4485478	welcomer_jenlai_sage	Мудрец Джен Лай			
_1CBF798FC07C2079	welcomer_mincho_intendant	Интендант Мин Хо			
_B4A24DD9DCBE198F	welcomer_mincho_guardchief	Начальник стражи Мин Хо			
_D41E01ACD4A88072	welcomer_mincho_sage	Мудрец Мин Хо			
_DB1F658A412C2079	welcomer_hoicho_intendant	Интендант Хоа Шо			
_937EEDACD458986D	welcomer_hoicho_sage	Мудрец Хоа Шо			
_730239D45D6E198F	welcomer_hoicho_guardchief	Начальник стражи Хоа Шо			
_BC5EF96FBE283C5E	episode2_camp_karavan_fyros_island	Лагерь Каравана в дюнах Аэлиуса	Лагеря Каравана в дюнах Аэлиуса		
_036E80DFA0CB2BB0	episode2_camp_kami_fyros_island	Лагерь Ками в дюнах Аэлиуса	Лагеря Ками в дюнах Аэлиуса		
_0DFE209AE36A8F9A	episode2_camp_kami_matis_island	Лагерь Ками в лесу Алмати	Лагеря Ками в лесу Алмати		
_917E577AB344704E	episode2_camp_karavan_matis_island	Лагерь Каравана в дюнах Аэлиуса	Лагеря Каравана в дюнах Аэлиуса		
_409ED04BDF5FC049	episode2_camp_karavan_tryker_island	Лагерь Каравана у озера Олкерн	Лагеря Каравана у озера Олкерн		
_FB7BA7032F267DF7	episode_2_camp_kami_tryker_island	Лагерь Ками у озера Олкерн	Лагеря Ками у озера Олкерн		
_D88CD76935E9BC0D	region_newbieland_hunting_grounds	Охотничьи Угодья	Охотничьих Угодьев		
_FF7B805391F2CE15	region_newbieland_the_shattered_ruins	Разрушенный город	Разрушенного города		
_6BAB95F65A4612C5	place_shattered_ruins_silan	Руины Силана	Руины Силана		
_C1B6D7A38910C280	place_shattered_ruins_trone	Тронный зал	Тронного зал		
_F7ED900FB606BF52	region_newbieland_starting_zone	Земля Рейнджеров	Земель Рейнджеров		
_F207FC792E5B7FD7	place_starting_zone_starting_city	Лагерь Рейнджеров	Лагеря Рейнджеров		
_1FC0BD051FBA29C2	place_starting_zone_arena	Арена	Арены		
_1AD4EDDE25EF9A7C	region_newbieland_blight_zone	Зона поражения Гуу	Зоны поражения Гуу		
_7B1F3EDFDAE106E2	region_newbieland_shining_lake	Сверкающее озеро	Сверкающего озера		
_76195654F845B2F6	region_newbieland_kitins_jungle	Джунгли Китинов	Джунглей Китинов		
_80BF8CB067DB7D2B	Karavan Embassy	Посольство Каравана	Посольства Каравана		
_13D97FAB68F4205D	Kami_Enclave	Анклав Ками	Анклава Ками		
_710627533E632FDF	place_hunting_grounds_gingo_lair	Логово Рагусов	Логова Рагусов		
_CC0CE3C65B7FA15A	mission_place_tryker_02	prospecting	prospecting		
_CC0CE3C65B8FA15A	mission_place_tryker_03	prospecting	prospecting		
_AADAC0B4A615B39C	mission_place_ranger_01				
_AADAC0B4A625B39C	mission_place_ranger_02				
_A35A89087EC54678	mission_place_ilot				
_C2EB1553A7B1C119	newbieland	Освоенные Земли	Освоенных Земель		
_FB2D817EC31E3E85	region_newbieland	Малоизученные Земли 	Малоизученных Земель 		
_CC0CE3C6639FA15A	mission_place_tryker_04	Место разведки ресурсов	Места разведки ресурсов		
_7B1B7F9960E2527E	continent_corrupted_moor	Трясины Тления	Трясины Тления		
_3874F76125ABDBD0	region_karavanexclusionzone	Изрезанные Равнины	Изрезанных Равнин		
_F72E18E86DBAD71D	place_tcm_karavan_camp	Экспериментальный Лагерь Каравана	Экспериментального Лагеря Каравана		
_84DA729970FAC598	region_hopeforest	Лес Сновидений	Леса Сновидений		
_3EF4CE5601CB0411	place_tcm_company_camp	Миссия Ками	Миссии Ками		
_F626D6DF156DE713	place_tcm_company_eternal_tree	Лагерь Общества Вечного Древа	Лагеря Общества Вечного Древа		
_A742D3D0E55D59D7	place_tcm_keepers	Археологическая база Хранителей	Археологической базы Хранителей		
_3B9B8E81B2B19923	place_tcm_tutors	Святилище Наставников	Святилища Наставников		
_454F7CA10219582C	region_northspire	Северные Пики	Северных Пиков		
_AC63A7DA9FD6BECE	place_tcm_chlorogoo_camp	Форт ХлороГуу	Форта ХлороГуу		
_5195E131C73B2859	region_fyreruins	Старый город Файросов	Старого города Файросов		
_8925B345F92FFD83	place_tcm_arena	Арена Жертвоприношений	Арены Жертвоприношений		
_5C614563DCCA42D2	place_tcm_kitin_nest	Заброшенная база Каравана	Заброшенной базы Каравана		
_72E6CE3DF34E5F02	region_mistvalley	Долина Туманов	Долины Туманов		
_7D2B4C1CAFA6BFFC	fyre_village	Деревня Огненные Руины	Деревни Огненных Руины		
_270C2BB5543D5BA2	place_tcm_karavan_south_west	Зона Патрулирования	Зоны Патрулирования		
_270C1BA3543D5BA2	place_tcm_karavan_south_east	Зона Патрулирования	Зоны Патрулирования		
_729FB81B15BB49D6	place_tcm_karavan_raid_ceremony_trigger	Полевая Экспериментальная Лаборатория Каравана	Полевой Экспериментальной Лаборатории Каравана		
_2B9C66C11C4631ED	place_tcm_karavan_raid_ceremony_target	Полевая Экспериментальная Лаборатория Каравана	Полевой Экспериментальной Лаборатории Каравана		
_0CF23F6CE22867E1	place_tcm_company_raid_ceremony_trigger	Миссия Ками	Миссия Ками		
_72621C2FB0575EE1	place_tcm_company_raid_ceremony_target	Миссия Ками	Миссия Ками		
_2454F9A3756BE489	place_tcm_shaman_tent	Если вы видите этот текст, произошла следующая ошибка: place_tcm_shaman_tent	Если вы видите этот текст, произошла следующей ошибка: place_tcm_shaman_tent		
_7086751EB6C58F8F	place_tcm_rock_fall	Заброшенная база Каравана	Заброшенной базы Каравана		
_D986F2FBCC9A5D45	place_tcm_karavan_outpost	Аванпост Каравана	Аванпоста Каравана		
_57B18A7D7106EFE2	kitiniere_cattle_room	Хлев	Хлева	Хлев	Хлеву
_C48FA13F83FE24FC	kitiniere_dark_mines	Темные шахты	Темных шахт	Темные шахты	Темным шахтам
_3A30A9CE6C46971F	kitiniere_eggs_room	Главный зал яиц	Главного зала яиц	Главный зал яиц	Главному залу яиц
_AA384C96EF18E4BB	kitiniere_entrance	Вход	Входа	Вход	Входу
_24CA70A7238454B2	kitiniere_old_mines	Древние шахты	Древних шахт	Древние шахты	Древним шахтам
_44F20D1B6CB6931E	kitiniere_princes_room	Покои Принца	Покоев Принца	Покои Принца	Покоям Принца
_ED795F15E6D9C493	kitiniere_queen_room	Покои Королевы	Покоев Королевы	Покои Королевы	Покоям Королевы
_2959ECAE0CB888AF	kitiniere	Логово китинов	Логова китинов	Логово китинов	Логову китинов
_9701C07FF26F0E41	continent_kitiniere	Логово китинов	Логова китинов		
_7556019ACD0C07D7	place_mission_fyros_01_yubo	Сады юбо	Садов юбо		
_46BF61EE6B3E0F09	place_mission_fyros_02_huntingground_t1	Группа бодоков	Группы бодоков		
_2DED2FD120F0B5AB	place_mission_fyros_02_huntingground_t1exit	Place pipo	Place pipo		
_2DED2FD12000B5AB	place_mission_fyros_02_huntingground_t2exit	Place pipo	Place pipo		
_C8D0B0E082190B1C	place_mission_fyros_02_huntingground_t2	Группа Юбо	Группы Юбо		
_E12DF302E2D0898E	place_mission_fyros_02_huntingground	Охотничьи угодья	Охотничьих угодьев		
_5E480BFFD3CF01AB	place_mission_fyros_04_carcasse	место преступления	места преступления		
_BFB72D82489D03B7	place_mission_fyros_04_ragus	Стая рагусов	Стаи рагусов		
_1B83DD9701AFB48C	place_mission_zorai_rendor	Равнины рендоров	Равнин рендоров		
_3F9B714E67806100	place_shooting_range	Место для упражнений	Места для упражнений		
_42EBB9231FA2290D	place_mission_javezone	Лес джавингов	Леса джавингов		
_C59E293FF88FC82B	place_mission_slavezone	Поля словини	Полей словини		
_8B05117DBECCE27B	place_forage_start	Зона поиска месторождений	Зоны поиска месторождений		
_D32CB2D7CF615792	place_forage_zun	Zun Prospection Zone	Zun Prospection Zone		
_65DD63BF98F5768D	place_forage_shat	Множественная зона поиска месторождений	Множественной зоны поиска месторождений		
_651E2A3B082B51E9	place_forage_chloro	Очаги гуу	Очагов Гуу		
_A4C578AF23F6B7A0	gerder_food	Пища Гердера			
_0B9FC534BF35F140	rpjob_magnecarto_1_a	Зона измерения магнетизма А	Зоны измерения магнетизма А	Зону измерения магнетизма А	Зоне измерения магнетизма А
_4B9FC934BF35F140	rpjob_magnecarto_1_b	Зона измерения магнетизма Б	Зоны измерения магнетизма Б	Зону измерения магнетизма Б	Зоне измерения магнетизма Б
_8B9FCD34BF35F140	rpjob_magnecarto_1_c	Зона измерения магнетизма Г	Зоны измерения магнетизма Г	Зону измерения магнетизма Г	Зоне измерения магнетизма Г
_CC9FD134BF35F140	rpjob_magnecarto_1_d	Зона измерения магнетизма Д	Зоны измерения магнетизма Д	Зону измерения магнетизма Д	Зоне измерения магнетизма Д
_0B9FC934BF35F140	rpjob_magnecarto_2_a	Зона измерения магнетизма А	Зоны измерения магнетизма А	Зону измерения магнетизма А	Зоне измерения магнетизма А
_4B9FCD34BF35F140	rpjob_magnecarto_2_b	Зона измерения магнетизма Б	Зоны измерения магнетизма Б	Зону измерения магнетизма Б	Зоне измерения магнетизма Б
_8B9FD134BF35F140	rpjob_magnecarto_2_c	Зона измерения магнетизма В	Зоны измерения магнетизма В	Зону измерения магнетизма В	Зоне измерения магнетизма В
_CC9FD534BF35F140	rpjob_magnecarto_2_d	Зона измерения магнетизма Г	Зоны измерения магнетизма Г	Зону измерения магнетизма Г	Зоне измерения магнетизма Г
_0B9FCD34BF35F140	rpjob_magnecarto_3_a	Зона измерения магнетизма А	Зоны измерения магнетизма А	Зону измерения магнетизма А	Зоне измерения магнетизма А
_4B9FD134BF35F140	rpjob_magnecarto_3_b	Зона измерения магнетизма Б	Зоны измерения магнетизма Б	Зону измерения магнетизма Б	Зоне измерения магнетизма Б
_8B9FD534BF35F140	rpjob_magnecarto_3_c	Зона измерения магнетизма В	Зоны измерения магнетизма В	Зону измерения магнетизма В	Зоне измерения магнетизма В
_CC9FD934BF35F140	rpjob_magnecarto_3_d	Зона измерения магнетизма Г	Зоны измерения магнетизма Г	Зону измерения магнетизма Г	Зоне измерения магнетизма Г
_0B9FD134BF35F140	rpjob_magnecarto_4_a	Зона измерения магнетизма А	Зоны измерения магнетизма А	Зону измерения магнетизма А	Зоне измерения магнетизма А
_4B9FD534BF35F140	rpjob_magnecarto_4_b	Зона измерения магнетизма Б	Зоны измерения магнетизма Б	Зону измерения магнетизма Б	Зоне измерения магнетизма Б
_8B9FD934BF35F140	rpjob_magnecarto_4_c	Зона измерения магнетизма В	Зоны измерения магнетизма В	Зону измерения магнетизма В	Зоне измерения магнетизма В
_CC9FDD34BF35F140	rpjob_magnecarto_4_d	Зона измерения магнетизма Г	Зоны измерения магнетизма Г	Зону измерения магнетизма Г	Зоне измерения магнетизма Г
_0B9FD534BF35F140	rpjob_magnecarto_5_a	Зона измерения магнетизма А	Зоны измерения магнетизма А	Зону измерения магнетизма А	Зоне измерения магнетизма А
_4B9FD934BF35F140	rpjob_magnecarto_5_b	Зона измерения магнетизма Б	Зоны измерения магнетизма Б	Зону измерения магнетизма Б	Зоне измерения магнетизма Б
_8B9FDD34BF35F140	rpjob_magnecarto_5_c	Зона измерения магнетизма В	Зоны измерения магнетизма В	Зону измерения магнетизма В	Зоне измерения магнетизма В
_CC9FE134BF35F140	rpjob_magnecarto_5_d	Зона измерения магнетизма Г	Зоны измерения магнетизма Г	Зону измерения магнетизма Г	Зоне измерения магнетизма Г
_FE340A03BD4BB987	kitinslair_zone_1	Начальная открытая зона Логова китинов	Начальной открытой зоны Логова китинов	Начальную открытую зону Логова китинов	Начальной открытой зоне Логова китинов
_43CF242BA7986462	place_matis_island_2	Пик Данте			
_153E9109EAE82056	region_matis_island_1	Леса Алмати	Лесов Алмати		
_424A85186C58FC20	region_matis_island_2	Лагерь Данте			
_E438DC9DA9C9AC6E	region_matis_island_3				
_DFD4F60155444143	continent_matis_island	Старые земли	Старых земель		
_5FE21E8487AF99BC	boss_tryker_light_island_zone	Лагерь Данте			
_4DF006937CDFE456	place_matis_island_1	Лагерь Рэйнджеров	Лагеря Рэйнджеров		
_D31864B75FE9A0B2	place_matis_island_3				
_FCB64A9225573F9D	boss_zorai_light_maincamp	Тайный лагерь Пэй-Руза	Тайного лагеря Пэй-Руза	Тайный лагерь Пэй-Руза	Тайному лагерю Пэй-Руза
_0A052D7DE3336174	boss_zorai_light_startcamp	Лагерь Пэй-Руза	Лагеря Пэй-Руза	Лагерь Пэй-Руза	Лагерю Пэй-Руза
_F04B39B29F5A18BD	place_cwmh01_mp1	Область добычи кости	Области добычи кости	Области добычи кости	Области добычи кости
_F45B39C29F5A18BD	place_cwmh02_mp1	Область добычи корня	Области добычи корня	Области добычи корня	Области добычи корня
_74BB600DA0D818FA	place_cwmh03_mp1	Область добычи спор	Области добычи спор	Области добычи спор	Области добычи спор
_E975870968B79A7F	cwfh01_mp1	Область добычи мусора	Области добычи мусора	Области добычи мусора	Области добычи мусора
_A7C317B4A194A372	cwfh02_mp1	Область добычи кости	Области добычи кости	Области добычи кости	Области добычи кости
_ABE6EEB0AFC6B265	cwfh03_mp1	Область добычи грязи	Области добычи грязи	Области добычи грязи	Области добычи грязи
_6AF8449C1E94D37B	cwff03_termites	Термитник	Термитника	Термитник	Термитнику
_731B4014A0D81801	place_cwth01_mp1	Область добычи ракушек	Области добычи кости	Области добычи кости	Области добычи кости
_F47B11C79F5A18BD	place_cwth02_mp1	Область добычи торфа	Области добычи кости	Области добычи кости	Области добычи кости
_345B39C99F5A18BD	place_cwth03_mp1	Область добычи корня	Области добычи кости	Области добычи кости	Области добычи кости
_739C39CA9F5A18BD	place_cwzh01_mp1	Область добычи мха	Области добычи кости	Области добычи кости	Области добычи кости
_B04B51C19F5A18BD	place_cwzh02_mp1	Область добычи помета	Области добычи кости	Области добычи кости	Области добычи кости
_74DB3417A0D81801	place_cwzh03_mp1	Область добычи жемчуга	Области добычи кости	Области добычи кости	Области добычи кости
_42DFA10429F6E8C4	place_cimetiere_avalae	Кладбище Эвелей	Кладбища Эвелей	Кладбище Эвелей	Кладбищу Эвелей
_5193CA370C64AE7D	mission_ff60_emplacement_message	Message Location	Message Location	Message Location	Message Location
