*HASH_VALUE	creature ID	name	ia	da	cc	pr	p	pia	pda
_C7207117FCFB13E1	ckbpa1	Weeny  Kinrey	a	the			Weeny  Kinreys		the
_BBA96836AFD98B9D	ckbpa2	Puny  Kinrey	a	the			Puny  Kinreys		the
_4620AD20BBEAEBCD	ckbpa3	Feeble  Kinrey	a	the			Feeble  Kinreys		the
_46FF290D388AEFCD	ckbpa4	Young Kinrey	a	the			Young Kinreys		the
_46FF290D388AE3CE	ckbpb1	Vigorous  Kinrey	a	the			Vigorous  Kinreys		the
_45DF1D107D2BE7CD	ckbpb2	Vulgar  Kinrey	a	the			Vulgar  Kinreys		the
_121FE1296AD49072	ckbpb3	Moderate  Kinrey	a	the			Moderate  Kinreys		the
_99A4816D42897C22	ckbpb4	Hard Kinrey	a	the			Hard Kinreys		the
_99A4816D42897023	ckbpc1	Vigilant Kinrey	a	the			Vigilant Kinreys		the
_46EF91293F5BE7D1	ckbpc2	Strong  Kinrey	a	the			Strong  Kinreys		the
_46FFAD15375B1BE3	ckbpc3	Mean Kinrey	a	the			Mean Kinreys		the
_E5559E68F11EF0C8	ckbpc4	Vicious  Kinrey	a	the			Vicious  Kinreys		the
_E5559E68F11EE4C9	ckbpd1	Dreaded Kinrey	a	the			Dreaded Kinreys		the
_C73F7110BA2BE7DD	ckbpd2	Master Kinrey	a	the			Master Kinreys		the
_CD2F1E6DBF9A8CAF	ckbpd3	Veteran Kinrey	a	the			Veteran Kinreys		the
_CB20911A7D6BEFE4	ckbpd4	Hungry  Kinrey	a	the			Hungry  Kinreys		the
_CB20911A7D6BE3E5	ckbpe1	Nettled  Kinrey	a	the			Nettled  Kinreys		the
_8C6F1646319B93FB	ckbpe2	Incensed  Kinrey	an	the			Incensed  Kinreys		the
_D810EE75BF893074	ckbpe3	Mighty Kinrey	a	the			Mighty Kinreys		the
_1B25AA29D8D1E886	ckbpe4	Awesome  Kinrey	an	the			Awesome  Kinreys		the
_1B25AA29D8D1DC87	ckbpf1	Gruesome Kinrey	a	the			Gruesome Kinreys		the
_C720951C7D6BDBE6	ckbpf2	Lacerating  Kinrey	a	the			Lacerating  Kinreys		the
_121FB10966168076	ckbpf3	Killer  Kinrey	a	the			Killer  Kinreys		the
_3F81D659B39C6304	ckcda1	Weeny  Kizarak	a	the			Weeny  Kizaraks		the
_F787D101F236C403	ckcda2	Puny  Kizarak	a	the			Puny  Kizaraks		the
_056F6A5540190CAF	ckcda3	Feeble  Kizarak	a	the			Feeble  Kizaraks		the
_807E12403FB910AF	ckcda4	Young Kizarak	a	the			Young Kizaraks		the
_807E12403FB904B0	ckcdb1	Vigorous  Kizarak	a	the			Vigorous  Kizaraks		the
_800E3246015A04AD	ckcdb2	Vulgar  Kizarak	a	the			Vulgar  Kizaraks		the
_8211AD1831C76B15	ckcdb3	Moderate  Kizarak	a	the			Moderate  Kizaraks		the
_D780026DBE29256C	ckcdb4	Hard Kizarak	a	the			Hard Kizaraks		the
_D780026DBE29196D	ckcdc1	Vigilant Kizarak	a	the			Vigilant Kizaraks		the
_436F825A038A10B3	ckcdc2	Strong  Kizarak	a	the			Strong  Kizaraks		the
_81F0DA4C319C530A	ckcdc3	Mean Kizarak	a	the			Mean Kizaraks		the
_5F32D98646DBFC86	ckcdc4	Vicious  Kizarak	a	the			Vicious  Kizaraks		the
_5F32D98646DBF087	ckcdd1	Dreaded Kizarak	a	the			Dreaded Kizaraks		the
_867E2E513E5A3CAB	ckcdd2	Master Kizarak	a	the			Master Kizaraks		the
_9C664E44866C4B19	ckcdd3	Veteran Kizarak	a	the			Veteran Kizaraks		the
_893E5E58009A60B4	ckcdd4	Hungry  Kizarak	a	the			Hungry  Kizaraks		the
_893E5E58009A54B5	ckcde1	Nettled  Kizarak	a	the			Nettled  Kizaraks		the
_DE953A49C04B4709	ckcde2	Incensed  Kizarak	an	the			Incensed  Kizaraks		the
_C784E688FBFFDD58	ckcde3	Mighty Kizarak	a	the			Mighty Kizaraks		the
_5ED6438A532F0D55	ckcde4	Awesome  Kizarak	an	the			Awesome  Kizaraks		the
_5ED6438A532F0156	ckcdf1	Gruesome Kizarak	a	the			Gruesome Kizaraks		the
_8240124635AB6709	ckcdf2	Lacerating  Kizarak	a	the			Lacerating  Kizaraks		the
_00AF452036A76B19	ckcdf3	Killer  Kizarak	a	the			Killer  Kizaraks		the
_BF81D659B39C6304	ckcfa1	Weeny  Kizarak	a	the			Weeny  Kizaraks		the
_7787D101F236C403	ckcfa2	Puny  Kizarak	a	the			Puny  Kizaraks		the
_856F6A5540190CAF	ckcfa3	Feeble  Kizarak	a	the			Feeble  Kizaraks		the
_007E12403FB910AF	ckcfa4	Young Kizarak	a	the			Young Kizaraks		the
_007E12403FB904B0	ckcfb1	Vigorous  Kizarak	a	the			Vigorous  Kizaraks		the
_000E3246015A04AD	ckcfb2	Vulgar  Kizarak	a	the			Vulgar  Kizaraks		the
_0211AD1831C76B15	ckcfb3	Moderate  Kizarak	a	the			Moderate  Kizaraks		the
_5780026DBE29256C	ckcfb4	Hard Kizarak	a	the			Hard Kizaraks		the
_5780026DBE29196D	ckcfc1	Vigilant Kizarak	a	the			Vigilant Kizaraks		the
_C36F825A038A10B3	ckcfc2	Strong  Kizarak	a	the			Strong  Kizaraks		the
_01F0DA4C319C530A	ckcfc3	Mean Kizarak	a	the			Mean Kizaraks		the
_DF32D98646DBFC86	ckcfc4	Vicious  Kizarak	a	the			Vicious  Kizaraks		the
_DF32D98646DBF087	ckcfd1	Dreaded Kizarak	a	the			Dreaded Kizaraks		the
_067E2E513E5A3CAB	ckcfd2	Master Kizarak	a	the			Master Kizaraks		the
_1C664E44866C4B19	ckcfd3	Veteran Kizarak	a	the			Veteran Kizaraks		the
_44BF2A553F192CA7	ckcfd4	Hungry  Kizarak	a	the			Hungry  Kizaraks		the
_093E5E58009A54B5	ckcfe1	Nettled  Kizarak	a	the			Nettled  Kizaraks		the
_5E953A49C04B4709	ckcfe2	Incensed  Kizarak	an	the			Incensed  Kizaraks		the
_4784E688FBFFDD58	ckcfe3	Mighty Kizarak	a	the			Mighty Kizaraks		the
_DED6438A532F0D55	ckcfe4	Awesome  Kizarak	an	the			Awesome  Kizaraks		the
_DED6438A532F0156	ckcff1	Gruesome Kizarak	a	the			Gruesome Kizaraks		the
_0240124635AB6709	ckcff2	Lacerating  Kizarak	a	the			Lacerating  Kizaraks		the
_80AF452036A76B19	ckcff3	Killer  Kizarak	a	the			Killer  Kizaraks		the
_FF81D659B39C6304	ckcga1	Impure Kizarak	an	the			Impure Kizaraks		the
_B787D101F236C403	ckcga2	Blighted Kizarak	a	the			Blighted Kizaraks		the
_C56F6A5540190CAF	ckcga3	Contaminated Kizarak	a	the			Contaminated Kizaraks		the
_407E12403FB910AF	ckcga4	Infected Kizarak	an	the			Infected Kizaraks		the
_407E12403FB904B0	ckcgb1	Nauseous Kizarak	a	the			Nauseous Kizaraks		the
_400E3246015A04AD	ckcgb2	Stinking Kizarak	a	the			Stinking Kizaraks		the
_4211AD1831C76B15	ckcgb3	Morbid Kizarak	a	the			Morbid Kizaraks		the
_9780026DBE29256C	ckcgb4	Poisoned Kizarak	a	the			Poisoned Kizaraks		the
_9780026DBE29196D	ckcgc1	Plagued Kizarak	a	the			Plagued Kizaraks		the
_036F825A038A10B3	ckcgc2	Sickly  Kizarak	a	the			Sickly  Kizaraks		the
_41F0DA4C319C530A	ckcgc3	Putrescent Kizarak	a	the			Putrescent Kizaraks		the
_1F32D98646DBFC86	ckcgc4	Virulent Kizarak	a	the			Virulent Kizaraks		the
_1F32D98646DBF087	ckcgd1	Ravaged Kizarak	a	the			Ravaged Kizaraks		the
_467E2E513E5A3CAB	ckcgd2	Festering Kizarak	a	the			Festering Kizaraks		the
_5C664E44866C4B19	ckcgd3	Pestiferous Kizarak	a	the			Pestiferous Kizaraks		the
_493E5E58009A60B4	ckcgd4	Raving Kizarak	a	the			Raving Kizaraks		the
_493E5E58009A54B5	ckcge1	Pustulous Kizarak	a	the			Pustulous Kizaraks		the
_9E953A49C04B4709	ckcge2	Seeping Kizarak	a	the			Seeping Kizaraks		the
_8784E688FBFFDD58	ckcge3	Foaming Kizarak	a	the			Foaming Kizaraks		the
_1ED6438A532F0D55	ckcge4	Revolting Kizarak	a	the			Revolting Kizaraks		the
_1ED6438A532F0156	ckcgf1	Demented Kizarak	a	the			Demented Kizaraks		the
_4240124635AB6709	ckcgf2	Frenzied Kizarak	a	the			Frenzied Kizaraks		the
_C0AF452036A76B19	ckcgf3	Fiendish Kizarak	a	the			Fiendish Kizaraks		the
_C081D659B39C6304	ckcja1	Weeny  Kizarak	a	the			Weeny  Kizaraks		the
_7887D101F236C403	ckcja2	Puny  Kizarak	a	the			Puny  Kizaraks		the
_866F6A5540190CAF	ckcja3	Feeble  Kizarak	a	the			Feeble  Kizaraks		the
_017E12403FB910AF	ckcja4	Young Kizarak	a	the			Young Kizaraks		the
_017E12403FB904B0	ckcjb1	Vigorous  Kizarak	a	the			Vigorous  Kizaraks		the
_010E3246015A04AD	ckcjb2	Vulgar  Kizarak	a	the			Vulgar  Kizaraks		the
_0311AD1831C76B15	ckcjb3	Moderate  Kizarak	a	the			Moderate  Kizaraks		the
_5880026DBE29256C	ckcjb4	Hard Kizarak	a	the			Hard Kizaraks		the
_5880026DBE29196D	ckcjc1	Vigilant Kizarak	a	the			Vigilant Kizaraks		the
_C46F825A038A10B3	ckcjc2	Strong  Kizarak	a	the			Strong  Kizaraks		the
_02F0DA4C319C530A	ckcjc3	Mean Kizarak	a	the			Mean Kizaraks		the
_E032D98646DBFC86	ckcjc4	Vicious  Kizarak	a	the			Vicious  Kizaraks		the
_E032D98646DBF087	ckcjd1	Dreaded Kizarak	a	the			Dreaded Kizaraks		the
_077E2E513E5A3CAB	ckcjd2	Master Kizarak	a	the			Master Kizaraks		the
_1D664E44866C4B19	ckcjd3	Veteran Kizarak	a	the			Veteran Kizaraks		the
_0A3E5E58009A60B4	ckcjd4	Hungry  Kizarak	a	the			Hungry  Kizaraks		the
_0A3E5E58009A54B5	ckcje1	Nettled  Kizarak	a	the			Nettled  Kizaraks		the
_5F953A49C04B4709	ckcje2	Incensed  Kizarak	an	the			Incensed  Kizaraks		the
_4884E688FBFFDD58	ckcje3	Mighty Kizarak	a	the			Mighty Kizaraks		the
_DFD6438A532F0D55	ckcje4	Awesome  Kizarak	an	the			Awesome  Kizaraks		the
_DFD6438A532F0156	ckcjf1	Gruesome Kizarak	a	the			Gruesome Kizaraks		the
_0340124635AB6709	ckcjf2	Lacerating  Kizarak	a	the			Lacerating  Kizaraks		the
_81AF452036A76B19	ckcjf3	Killer  Kizarak	a	the			Killer  Kizaraks		the
_1FA674AA1AD6EB9C	ckcle1	Nettled  Kizarak	a				Nettled  Kizaraks		the
_1FB674AA5AD6EF9C	ckcle2	Incensed  Kizarak	an				Incensed  Kizaraks		the
_1FC674AA9AD6F39C	ckcle3	Mighty Kizarak	a				Mighty Kizaraks		the
_1FD674AADBD6F79C	ckcle4	Awesome  Kizarak	an				Awesome  Kizaraks		the
_1FA678AA1AE6EB9D	ckclf1	Gruesome Kizarak	a				Gruesome Kizaraks		the
_1FB678AA5AE6EF9D	ckclf2	Lacerating  Kizarak	a				Lacerating  Kizaraks		the
_1FC678AA9AE6F39D	ckclf3	Killer  Kizarak	a				Killer  Kizaraks		the
_1FD678AADBE6F79D	ckclf4	Great  Kizarak	a				Great  Kizaraks		the
_20A674AE1AD6FB9C	ckcpe1	Nettled  Kizarak	a				Nettled  Kizaraks		the
_20B674AE5AD6FF9C	ckcpe2	Incensed  Kizarak	an				Incensed  Kizaraks		the
_20C674AE9AD6039C	ckcpe3	Mighty Kizarak	a				Mighty Kizaraks		the
_20D674AEDBD6079C	ckcpe4	Awesome  Kizarak	an				Awesome  Kizaraks		the
_20A678AE1AE6FB9D	ckcpf1	Gruesome Kizarak	a				Gruesome Kizaraks		the
_20B678AE5AE6FF9D	ckcpf2	Lacerating  Kizarak	a				Lacerating  Kizaraks		the
_20C678AE9AE6039D	ckcpf3	Killer  Kizarak	a				Killer  Kizaraks		the
_20D678AEDBE6079D	ckcpf4	Great  Kizarak	a				Great  Kizaraks		the
_9E15949CD9E6A3A3	ckdfd1	Dreaded Kincher	a				Dreaded Kinchers		the
_9E25949C19E6A7A3	ckdfd2	Master Kincher	a				Master Kinchers		the
_9E35949C59E6ABA3	ckdfd3	Veteran Kincher	a				Veteran Kinchers		the
_9E45949C9AE6AFA3	ckdfd4	Hungry  Kincher	a				Hungry  Kinchers		the
_9E15989CD9F6A3A4	ckdfe1	Nettled  Kincher	a				Nettled  Kinchers		the
_9E25989C19F6A7A4	ckdfe2	Incensed  Kincher	an				Incensed  Kinchers		the
_9E35989C59F6ABA4	ckdfe3	Mighty Kincher	a				Mighty Kinchers		the
_9E45989C9AF6AFA4	ckdfe4	Awesome  Kincher	an				Awesome  Kinchers		the
_9E159C9CD906A3A5	ckdff1	Gruesome Kincher	a				Gruesome Kinchers		the
_9E259C9C1906A7A5	ckdff2	Lacerating  Kincher	a				Lacerating  Kinchers		the
_9E359C9C5906ABA5	ckdff3	Killer  Kincher	a				Killer  Kinchers		the
_9E459C9C9A06AFA5	ckdff4	Great  Kincher	a				Great  Kinchers		the
_802FDE4DB30D7301	ckdga1	Impure Kincher	an	the			Impure Kinchers		the
_B7970909EE766403	ckdga2	Blighted Kincher	a	the			Blighted Kinchers		the
_05DF12573D1928B3	ckdga3	Contaminated Kincher	a	the			Contaminated Kinchers		the
_80EEBA423CB92CB3	ckdga4	Infected Kincher	an	the			Infected Kinchers		the
_80EEBA423CB920B4	ckdgb1	Nauseous Kincher	a	the			Nauseous Kinchers		the
_807EDA48FE5A20B1	ckdgb2	Stinking Kincher	a	the			Stinking Kinchers		the
_C1A0850C31C78720	ckdgb3	Morbid Kincher	a	the			Morbid Kinchers		the
_15B0EE713C491170	ckdgb4	Poisoned Kincher	a	the			Poisoned Kinchers		the
_15B0EE713C490571	ckdgc1	Plagued Kincher	a	the			Plagued Kinchers		the
_43DF2A5C008A2CB7	ckdgc2	Sickly  Kincher	a	the			Sickly  Kinchers		the
_C29EE240310D6307	ckdgc3	Putrescent Kincher	a	the			Putrescent Kinchers		the
_20A1E181473A0481	ckdgc4	Virulent Kincher	a	the			Virulent Kinchers		the
_20A1E181473AF882	ckdgd1	Ravaged Kincher	a	the			Ravaged Kinchers		the
_86EED6533B5A58AF	ckdgd2	Festering Kincher	a	the			Festering Kinchers		the
_5AD5563848AC2322	ckdgd3	Pestiferous Kincher	a	the			Pestiferous Kinchers		the
_89AE065AFD9A7CB8	ckdgd4	Raving Kincher	a	the			Raving Kinchers		the
_89AE065AFD9A70B9	ckdge1	Pustulous Kincher	a	the			Pustulous Kinchers		the
_9C04423D828B1F12	ckdge2	Seeping Kincher	a	the			Seeping Kinchers		the
_0525C67E7B3EF95C	ckdge3	Foaming Kincher	a	the			Foaming Kinchers		the
_9906138A156F015B	ckdge4	Revolting Kincher	a	the			Revolting Kinchers		the
_9906138A156FF55C	ckdgf1	Demented Kincher	a	the			Demented Kinchers		the
_C3EE1A3A351C7706	ckdgf2	Frenzied Kincher	a	the			Frenzied Kinchers		the
_3F3E1D1436A78724	ckdgf3	Fiendish Kincher	a	the			Fiendish Kinchers		the
_412FDE4DB30D7301	ckdja1	Weeny  Kincher	a	the			Weeny  Kinchers		the
_78970909EE766403	ckdja2	Puny  Kincher	a	the			Puny  Kinchers		the
_C6DF12573D1928B3	ckdja3	Feeble  Kincher	a	the			Feeble  Kinchers		the
_41EEBA423CB92CB3	ckdja4	Young Kincher	a	the			Young Kinchers		the
_41EEBA423CB920B4	ckdjb1	Vigorous  Kincher	a	the			Vigorous  Kinchers		the
_417EDA48FE5A20B1	ckdjb2	Vulgar  Kincher	a	the			Vulgar  Kinchers		the
_82A0850C31C78720	ckdjb3	Moderate  Kincher	a	the			Moderate  Kinchers		the
_D6B0EE713C491170	ckdjb4	Hard Kincher	a	the			Hard Kinchers		the
_D6B0EE713C490571	ckdjc1	Vigilant Kincher	a	the			Vigilant Kinchers		the
_04DF2A5C008A2CB7	ckdjc2	Strong  Kincher	a	the			Strong  Kinchers		the
_839EE240310D6307	ckdjc3	Mean Kincher	a	the			Mean Kinchers		the
_E1A1E181473A0481	ckdjc4	Vicious  Kincher	a	the			Vicious  Kinchers		the
_E1A1E181473AF882	ckdjd1	Dreaded Kincher	a	the			Dreaded Kinchers		the
_47EED6533B5A58AF	ckdjd2	Master Kincher	a	the			Master Kinchers		the
_1BD5563848AC2322	ckdjd3	Veteran Kincher	a	the			Veteran Kinchers		the
_4AAE065AFD9A7CB8	ckdjd4	Hungry  Kincher	a	the			Hungry  Kinchers		the
_4AAE065AFD9A70B9	ckdje1	Nettled  Kincher	a	the			Nettled  Kinchers		the
_5D04423D828B1F12	ckdje2	Incensed  Kincher	an	the			Incensed  Kinchers		the
_C625C67E7B3EF95C	ckdje3	Mighty Kincher	a	the			Mighty Kinchers		the
_5A06138A156F015B	ckdje4	Awesome  Kincher	an	the			Awesome  Kinchers		the
_2119BB2BA4D2F99D	ckdjf5	Daï-den	a	the			Daï-dens		the
_5A06138A156FF55C	ckdjf1	Gruesome Kincher	a	the			Gruesome Kinchers		the
_84EE1A3A351C7706	ckdjf2	Lacerating  Kincher	a	the			Lacerating  Kinchers		the
_003E1D1436A78724	ckdjf3	Killer  Kincher	a	the			Killer  Kinchers		the
_201594A2D9E6BBA3	ckdld1	Dreaded Kincher	a				Dreaded Kinchers		the
_202594A219E6BFA3	ckdld2	Master Kincher	a				Master Kinchers		the
_203594A259E6C3A3	ckdld3	Veteran Kincher	a				Veteran Kinchers		the
_204594A29AE6C7A3	ckdld4	Hungry  Kincher	a				Hungry  Kinchers		the
_201598A2D9F6BBA4	ckdle1	Nettled  Kincher	a				Nettled  Kinchers		the
_202598A219F6BFA4	ckdle2	Incensed  Kincher	an				Incensed  Kinchers		the
_203598A259F6C3A4	ckdle3	Mighty Kincher	a				Mighty Kinchers		the
_204598A29AF6C7A4	ckdle4	Awesome  Kincher	an				Awesome  Kinchers		the
_20159CA2D906BBA5	ckdlf1	Gruesome Kincher	a				Gruesome Kinchers		the
_20259CA21906BFA5	ckdlf2	Lacerating  Kincher	a				Lacerating  Kinchers		the
_20359CA25906C3A5	ckdlf3	Killer  Kincher	a				Killer  Kinchers		the
_20459CA29A06C7A5	ckdlf4	Great  Kincher	a				Great  Kinchers		the
_6996A4B02D66B3AF	ckdlf5	Gerder	a	the			Gerders		the
_211594A6D9E6CBA3	ckdpd1	Dreaded Kincher	a				Dreaded Kinchers		the
_212594A619E6CFA3	ckdpd2	Master Kincher	a				Master Kinchers		the
_213594A659E6D3A3	ckdpd3	Veteran Kincher	a				Veteran Kinchers		the
_214594A69AE6D7A3	ckdpd4	Hungry  Kincher	a				Hungry  Kinchers		the
_211598A6D9F6CBA4	ckdpe1	Nettled  Kincher	a				Nettled  Kinchers		the
_212598A619F6CFA4	ckdpe2	Incensed  Kincher	an				Incensed  Kinchers		the
_213598A659F6D3A4	ckdpe3	Mighty Kincher	a				Mighty Kinchers		the
_214598A69AF6D7A4	ckdpe4	Awesome  Kincher	an				Awesome  Kinchers		the
_21159CA6D906CBA5	ckdpf1	Gruesome Kincher	a				Gruesome Kinchers		the
_21259CA61906CFA5	ckdpf2	Lacerating  Kincher	a				Lacerating  Kinchers		the
_21359CA65906D3A5	ckdpf3	Killer  Kincher	a				Killer  Kinchers		the
_21459CA69A06D7A5	ckdpf4	Great  Kincher	a				Great  Kinchers		the
_9FD59CA2D717A394	ckede1	Nettled  Kipucka	a				Nettled  Kipuckas		the
_9FE59CA21717A794	ckede2	Incensed  Kipucka	an				Incensed  Kipuckas		the
_9FF59CA25717AB94	ckede3	Mighty Kipucka	a				Mighty Kipuckas		the
_9F059CA29817AF94	ckede4	Awesome  Kipucka	an				Awesome  Kipuckas		the
_9FD5A0A2D727A395	ckedf1	Gruesome Kipucka	a				Gruesome Kipuckas		the
_9FE5A0A21727A795	ckedf2	Lacerating  Kipucka	a				Lacerating  Kipuckas		the
_9FF5A0A25727AB95	ckedf3	Killer  Kipucka	a				Killer  Kipuckas		the
_9F05A0A29827AF95	ckedf4	Great  Kipucka	a				Great  Kipuckas		the
_4610264FB3FC8BEB	ckefa1	Weeny  Kipucka	a	the			Weeny  Kipuckas		the
_77A781156AB87403	ckefa2	Puny  Kipucka	a	the			Puny  Kipuckas		the
_3F700669BE19E4B9	ckefa3	Feeble  Kipucka	a	the			Feeble  Kipuckas		the
_BA7FAE54BDB9E8B9	ckefa4	Young Kipucka	a	the			Young Kipuckas		the
_BA7FAE54BDB9DCBA	ckefb1	Vigorous  Kipucka	a	the			Vigorous  Kipuckas		the
_BA0FCE5A7F5ADCB7	ckefb2	Vulgar  Kipucka	a	the			Vulgar  Kipuckas		the
_C081D50E31C74315	ckefb3	Moderate  Kipucka	a	the			Moderate  Kipuckas		the
_93E1B277FA6AD576	ckefb4	Hard Kipucka	a	the			Hard Kipuckas		the
_93E1B277FA6AC977	ckefc1	Vigilant Kipucka	a	the			Vigilant Kipuckas		the
_7D701E6E818AE8BD	ckefc2	Strong  Kipucka	a	the			Strong  Kipuckas		the
_887F2A4231FC7BF1	ckefc3	Mean Kipucka	a	the			Mean Kipuckas		the
_61612972C8EA4C72	ckefc4	Vicious  Kipucka	a	the			Vicious  Kipuckas		the
_61612972C8EA4073	ckefd1	Dreaded Kipucka	a	the			Dreaded Kipuckas		the
_C07FCA65BC5A14B5	ckefd2	Master Kipucka	a	the			Master Kipuckas		the
_1C959E3A040C0F23	ckefd3	Veteran Kipucka	a	the			Veteran Kipuckas		the
_C33FFA6C7E9A38BE	ckefd4	Hungry  Kipucka	a	the			Hungry  Kipuckas		the
_C33FFA6C7E9A2CBF	ckefe1	Nettled  Kipucka	a	the			Nettled  Kipuckas		the
_5EC48A3F3EEB0B13	ckefe2	Incensed  Kipucka	an	the			Incensed  Kipuckas		the
_8345E679005FB562	ckefe3	Mighty Kipucka	a	the			Mighty Kipuckas		the
_98371B8AD1CFA973	ckefe4	Awesome  Kipucka	an	the			Awesome  Kipuckas		the
_E8A948912019BF9F	ckefe5	Kinagor	a	the			Kinagors		the
_98371B8AD1CF9D74	ckeff1	Gruesome Kipucka	a	the			Gruesome Kipuckas		the
_89CF623C350B8FF0	ckeff2	Lacerating  Kipucka	a	the			Lacerating  Kipuckas		the
_3E1F6D1636A74319	ckeff3	Killer  Kipucka	a	the			Killer  Kipuckas		the
_8610264FB3FC8BEB	ckega1	Impure Kipucka	an	the			Impure Kipuckas		the
_B7A781156AB87403	ckega2	Blighted Kipucka	a	the			Blighted Kipuckas		the
_7F700669BE19E4B9	ckega3	Contaminated Kipucka	a	the			Contaminated Kipuckas		the
_FA7FAE54BDB9E8B9	ckega4	Infected Kipucka	an	the			Infected Kipuckas		the
_FA7FAE54BDB9DCBA	ckegb1	Nauseous Kipucka	a	the			Nauseous Kipuckas		the
_FA0FCE5A7F5ADCB7	ckegb2	Stinking Kipucka	a	the			Stinking Kipuckas		the
_0081D50E31C74315	ckegb3	Morbid Kipucka	a	the			Morbid Kipuckas		the
_D3E1B277FA6AD576	ckegb4	Poisoned Kipucka	a	the			Poisoned Kipuckas		the
_D3E1B277FA6AC977	ckegc1	Plagued Kipucka	a	the			Plagued Kipuckas		the
_BD701E6E818AE8BD	ckegc2	Sickly  Kipucka	a	the			Sickly  Kipuckas		the
_C87F2A4231FC7BF1	ckegc3	Putrescent Kipucka	a	the			Putrescent Kipuckas		the
_A1612972C8EA4C72	ckegc4	Virulent Kipucka	a	the			Virulent Kipuckas		the
_A1612972C8EA4073	ckegd1	Ravaged Kipucka	a	the			Ravaged Kipuckas		the
_007FCA65BC5A14B5	ckegd2	Festering Kipucka	a	the			Festering Kipuckas		the
_5C959E3A040C0F23	ckegd3	Pestiferous Kipucka	a	the			Pestiferous Kipuckas		the
_033FFA6C7E9A38BE	ckegd4	Raving Kipucka	a	the			Raving Kipuckas		the
_033FFA6C7E9A2CBF	ckege1	Pustulous Kipucka	a	the			Pustulous Kipuckas		the
_9EC48A3F3EEB0B13	ckege2	Seeping Kipucka	a	the			Seeping Kipuckas		the
_C345E679005FB562	ckege3	Foaming Kipucka	a	the			Foaming Kipuckas		the
_D8371B8AD1CFA973	ckege4	Revolting Kipucka	a	the			Revolting Kipuckas		the
_D8371B8AD1CF9D74	ckegf1	Demented Kipucka	a	the			Demented Kipuckas		the
_C9CF623C350B8FF0	ckegf2	Frenzied Kipucka	a	the			Frenzied Kipuckas		the
_7E1F6D1636A74319	ckegf3	Fiendish Kipucka	a	the			Fiendish Kipuckas		the
_20D59CA8D717BB94	ckeje1	Nettled  Kipucka	a				Nettled  Kipuckas		the
_20E59CA81717BF94	ckeje2	Incensed  Kipucka	an				Incensed  Kipuckas		the
_20F59CA85717C394	ckeje3	Mighty Kipucka	a				Mighty Kipuckas		the
_20059CA89817C794	ckeje4	Awesome  Kipucka	an				Awesome  Kipuckas		the
_20D5A0A8D727BB95	ckejf1	Gruesome Kipucka	a				Gruesome Kipuckas		the
_20E5A0A81727BF95	ckejf2	Lacerating  Kipucka	a				Lacerating  Kipuckas		the
_20F5A0A85727C395	ckejf3	Killer  Kipucka	a				Killer  Kipuckas		the
_2005A0A89827C795	ckejf4	Great  Kipucka	a				Great  Kipuckas		the
_A1D59CAAD717C394	ckele1	Nettled  Kipucka	a				Nettled  Kipuckas		the
_A1E59CAA1717C794	ckele2	Incensed  Kipucka	an				Incensed  Kipuckas		the
_A1F59CAA5717CB94	ckele3	Mighty Kipucka	a				Mighty Kipuckas		the
_A1059CAA9817CF94	ckele4	Awesome  Kipucka	an				Awesome  Kipuckas		the
_A1D5A0AAD727C395	ckelf1	Gruesome Kipucka	a				Gruesome Kipuckas		the
_A1E5A0AA1727C795	ckelf2	Lacerating  Kipucka	a				Lacerating  Kipuckas		the
_A1F5A0AA5727CB95	ckelf3	Killer  Kipucka	a				Killer  Kipuckas		the
_A105A0AA9827CF95	ckelf4	Great  Kipucka	a				Great  Kipuckas		the
_C910264FB3FC8BEB	ckepa1	Weeny  Kipucka	a	the			Weeny  Kipuckas		the
_FAA781156AB87403	ckepa2	Puny  Kipucka	a	the			Puny  Kipuckas		the
_C2700669BE19E4B9	ckepa3	Feeble  Kipucka	a	the			Feeble  Kipuckas		the
_3D7FAE54BDB9E8B9	ckepa4	Young Kipucka	a	the			Young Kipuckas		the
_3D7FAE54BDB9DCBA	ckepb1	Vigorous  Kipucka	a	the			Vigorous  Kipuckas		the
_3D0FCE5A7F5ADCB7	ckepb2	Vulgar  Kipucka	a	the			Vulgar  Kipuckas		the
_4381D50E31C74315	ckepb3	Moderate  Kipucka	a	the			Moderate  Kipuckas		the
_16E1B277FA6AD576	ckepb4	Hard Kipucka	a	the			Hard Kipuckas		the
_16E1B277FA6AC977	ckepc1	Vigilant Kipucka	a	the			Vigilant Kipuckas		the
_00701E6E818AE8BD	ckepc2	Strong  Kipucka	a	the			Strong  Kipuckas		the
_0B7F2A4231FC7BF1	ckepc3	Mean Kipucka	a	the			Mean Kipuckas		the
_E4612972C8EA4C72	ckepc4	Vicious  Kipucka	a	the			Vicious  Kipuckas		the
_E4612972C8EA4073	ckepd1	Dreaded Kipucka	a	the			Dreaded Kipuckas		the
_437FCA65BC5A14B5	ckepd2	Master Kipucka	a	the			Master Kipuckas		the
_9F959E3A040C0F23	ckepd3	Veteran Kipucka	a	the			Veteran Kipuckas		the
_463FFA6C7E9A38BE	ckepd4	Hungry  Kipucka	a	the			Hungry  Kipuckas		the
_463FFA6C7E9A2CBF	ckepe1	Nettled  Kipucka	a	the			Nettled  Kipuckas		the
