*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_0E7BA7A9AB1B9376	ABHFEMA01	Forest Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality
_4EDB9FAAAB1B8F76	ABHFEMA02	Desert Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality
_0DDCB7ABAB2A7778	ABHFEMA03	Jungle Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality
_D09582B2C1C359D3	ABHFEMA04	Lake Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality
_2B9CDBD31FEADE4F	ABHFEMA05	Primary Root Extraction Specialization		a	the				Reduce the aggressiveness of rate and quality
_41BDACCCEE30BA3C	ABHFEMB01	Plant Sap Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_FC3D9560C1D08008	ABHFEMB02	Amber Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_3EECB4F3434D1AE8	ABHFEMB03	Node Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_FCFDA962C1D08008	ABHFEMB04	Fiber Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_C10C84F5434D1AEE	ABHFEMB05	Bark Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_7E4CC8F6434D1AE7	ABHFEMB06	Seed Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_BDEDDD65C1D0680F	ABHFEMB07	Shell Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_40BD5967B9D0F00C	ABHFEMB09	Resin Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_00ECD810834F1A07	ABHFEMB10	Wood Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_383D9CCE66303A3C	ABHFEMB23	Oil Extraction Specialization		a	the				Increase quality and reduce the aggressiveness of speed
_1AE8C73DC7635B69	ABHFEMC01	Resources Preservation 1		a	the				Increase the life of a forage source, to avoid its untimely disappearance and possible exhaustion of the area
_1AE8C73FC7635B69	ABHFEMC02	Resources Preservation 2		a	the				Increase the life of a forage source, to avoid its untimely disappearance and possible exhaustion of the area
_1AE8C741C7635B69	ABHFEMC03	Resources Preservation 3		a	the				Increase the life of a forage source, to avoid its untimely disappearance and possible exhaustion of the area
_1AE8C743C7635B69	ABHFEMC04	Resources Preservation 4		a	the				Increase the life of a forage source, to avoid its untimely disappearance and possible exhaustion of the area
_1AE8C745C7635B69	ABHFEMC05	Resources Preservation 5		a	the				Increase the life of a forage source, to avoid its untimely disappearance and possible exhaustion of the area
_63024B2131B87FB0	ABHFEMD01	Ground Stability 1		a	the				Increase the stability of a forage source, to prevent it from blowing up or releasing a toxic cloud
_63124B2231B87FB0	ABHFEMD02	Ground Stability 2		a	the				Increase the stability of a forage source, to prevent it from blowing up or releasing a toxic cloud
_63224B2331B87FB0	ABHFEMD03	Ground Stability 3		a	the				Increase the stability of a forage source, to prevent it from blowing up or releasing a toxic cloud
_63324B2431B87FB0	ABHFEMD04	Ground Stability 4		a	the				Increase the stability of a forage source, to prevent it from blowing up or releasing a toxic cloud
_63424B2531B87FB0	ABHFEMD05	Ground Stability 5		a	the				Increase the stability of a forage source, to prevent it from blowing up or releasing a toxic cloud
_9F177816AC442377	ABHFEME01	Forage Stealth 1		a	the				 
_9F177818AC442377	ABHFEME02	Forage Stealth 2		a	the				 
_9F17781AAC442377	ABHFEME03	Forage Stealth 3		a	the				 
_9F17781CAC442377	ABHFEME04	Forage Stealth 4		a	the				 
_9F17781EAC442377	ABHFEME05	Forage Stealth 5		a	the				 
_3F56F98214F05C7A	ABHFEMK01	Reduce Explosion Damage 1		a	the				Reduce the damage capacity of an iminent explosion by 10%
_3F56F98354005C7A	ABHFEMK02	Reduce Explosion Damage 2		a	the				Reduce the damage capacity of an iminent explosion by 20%
_3F56F98494105C7A	ABHFEMK03	Reduce Explosion Damage 3		a	the				Reduce the damage capacity of an iminent explosion by 30%
_3F56F985D5205C7A	ABHFEMK04	Reduce Explosion Damage 4		a	the				Reduce the damage capacity of an iminent explosion by 40%
_3F56F98615305C7A	ABHFEMK05	Reduce Explosion Damage 5		a	the				Reduce the damage capacity of an iminent explosion by 50%
_EC5FF582CCE898E0	ABHFECA02	Extraction Counterpart 2		a	the				 
_EC5FF584CCE898E0	ABHFECA03	Extraction Counterpart 3		a	the				 
_EC5FF586CCE898E0	ABHFECA04	Extraction Counterpart 4		a	the				 
_EC5FF589CCE898E0	ABHFECA05	Extraction counterpart 6		a	the				 
_EC5FF58BCCE898E0	ABHFECA06	Extraction counterpart 7		a	the				 
_EC5FF58DCCE898E0	ABHFECA07	Extraction counterpart 8		a	the				 
_EF2E3087CCEAADE3	ABHFECA08	Extraction counterpart 10		a	the				 
_EF2E3488CCEAADE3	ABHFECA09	Extraction counterpart 11		a	the				 
_EF2E387F0CEAADE3	ABHFECA10	Extraction counterpart 12		a	the				 
_EF2E3C800CEAADE3	ABHFECA11	Extraction counterpart 13		a	the				 
_EF2E40810CEAADE3	ABHFECA12	Extraction counterpart 14		a	the				 
_806880ED36914732	ABHFECA13	Extraction counterpart 5		a	the				New optional counterpart brick
_806880F236914732	ABHFECA14	Extraction counterpart 9		a	the				New optional counterpart brick
_E369013CC173936D	ABHFEMG01	Absorb Source Damage 1		a	the				Convert a part of the impact on the source life to damage on your character
_E369013DC183936D	ABHFEMG02	Absorb Source Damage 2		a	the				Convert a part of the impact on the source life to damage on your character
_E369013EC193936D	ABHFEMG03	Absorb Source Damage 3		a	the				Convert a part of the impact on the source life to damage on your character
_E369013FC1A3936D	ABHFEMG04	Absorb Source Damage 4		a	the				Convert a part of the impact on the source life to damage on your character
_E3690140C1B3936D	ABHFEMG05	Absorb Source Damage 5		a	the				Convert a part of the impact on the source life to damage on your character
_C00D88755E8975BB	ABHFPCA02	Prospection Counterpart 2		a	the				 
_C00D8C765E8975BB	ABHFPCA03	Prospection Counterpart 3		a	the				 
_C00D90775E8975BB	ABHFPCA04	Prospection Counterpart 4		a	the				 
_C00D94785E8975BB	ABHFPCA05	Prospection Counterpart 5		a	the				 
_C00D98795E8975BB	ABHFPCA06	Prospection Counterpart 6		a	the				 
_C00D9C7A5E8975BB	ABHFPCA07	Prospection Counterpart 7		a	the				 
_C00DA07B5E8975BB	ABHFPCA08	Prospection Counterpart 8		a	the				 
_C00DA47C5E8975BB	ABHFPCA09	Prospection Counterpart 9		a	the				 
_FBFA8473A6DD81C7	ABHFPCA10	Prospection Counterpart 10		a	the				 
_FB0A8474A6DD81C7	ABHFPCA11	Prospection Counterpart 11		a	the				 
_FB1A8475A6DD81C7	ABHFPCA12	Prospection Counterpart 12		a	the				 
_FB2A8476A6DD81C7	ABHFPCA13	Prospection Counterpart 13		a	the				 
_FB3A8477A6DD81C7	ABHFPCA14	Prospection Counterpart 14		a	the				 
_FB4A8478A6DD81C7	ABHFPCA15	Prospection Counterpart 15		a	the				 
_5CEBB5AA9305977C	abfaimhhme01	Aim Humanoid Head 1		a	the				 
_9CEBB5AA9315977C	abfaimhhme02	Aim Humanoid Head 2		a	the				 
_DCEBB5AA9325977C	abfaimhhme03	Aim Humanoid Head 3		a	the				 
_1DEBB5AA9335977C	abfaimhhme04	Aim Humanoid Head 4		a	the				 
_5DEBB5AA9345977C	abfaimhhme05	Aim Humanoid Head 5		a	the				 
_9DEBB5AA9355977C	abfaimhhme06	Aim Humanoid Head 6		a	the				 
_DDEBB5AA9365977C	abfaimhhme07	Aim Humanoid Head 7		a	the				 
_1EEBB5AA9375977C	abfaimhhme08	Aim Humanoid Head 8		a	the				 
_5EEBB5AA9385977C	abfaimhhme09	Aim Humanoid Head 9		a	the				 
_6D2BE5974705979C	abfaimhhme10	Aim Humanoid Head 10		a	the				 
_AD2BE5978705979C	abfaimhhme11	Aim Humanoid Head 11		a	the				 
_AE4BD19745F4E8AB	abfaimhcme01	Aim Humanoid Chest 1		a	the				 
_EE4BD19785F4E8AB	abfaimhcme02	Aim Humanoid Chest 2		a	the				 
_2E4BD197C5F4E8AB	abfaimhcme03	Aim Humanoid Chest 3		a	the				 
_6F4BD19706F4E8AB	abfaimhcme04	Aim Humanoid Chest 4		a	the				 
_AF4BD19746F4E8AB	abfaimhcme05	Aim Humanoid Chest 5		a	the				 
_EF4BD19786F4E8AB	abfaimhcme06	Aim Humanoid Chest 6		a	the				 
_2F4BD197C6F4E8AB	abfaimhcme07	Aim Humanoid Chest 7		a	the				 
_704BD19707F4E8AB	abfaimhcme08	Aim Humanoid Chest 8		a	the				 
_B04BD19747F4E8AB	abfaimhcme09	Aim Humanoid Chest 9		a	the				 
_2F1C856645F468F0	abfaimhcme10	Aim Humanoid Chest 10		a	the				 
_6F1C856745F468F0	abfaimhcme11	Aim Humanoid Chest 11		a	the				 
_5FBC99AAD105978B	abfaimhame01	Aim Humanoid Arms 1		a	the				 
_9FBC99AAD115978B	abfaimhame02	Aim Humanoid Arms 2		a	the				 
_DFBC99AAD125978B	abfaimhame03	Aim Humanoid Arms 3		a	the				 
_20BC99AAD135978B	abfaimhame04	Aim Humanoid Arms 4		a	the				 
_60BC99AAD145978B	abfaimhame05	Aim Humanoid Arms 5		a	the				 
_A0BC99AAD155978B	abfaimhame06	Aim Humanoid Arms 6		a	the				 
_E0BC99AAD165978B	abfaimhame07	Aim Humanoid Arms 7		a	the				 
_21BC99AAD175978B	abfaimhame08	Aim Humanoid Arms 8		a	the				 
_61BC99AAD185978B	abfaimhame09	Aim Humanoid Arms 9		a	the				 
_70FCC997850597AB	abfaimhame10	Aim Humanoid Arms 10		a	the				 
_B0FCC997C50597AB	abfaimhame11	Aim Humanoid Arms 11		a	the				 
_31DE6477D74984CE	abfaimhhame01	Aim Humanoid Hands 1		a	the				 
_31DE6478D74984CF	abfaimhhame02	Aim Humanoid Hands 2		a	the				 
_31DE6479D74984D0	abfaimhhame03	Aim Humanoid Hands 3		a	the				 
_31DE647AD74984D1	abfaimhhame04	Aim Humanoid Hands 4		a	the				 
_31DE647BD74984D2	abfaimhhame05	Aim Humanoid Hands 5		a	the				 
_31DE647CD74984D3	abfaimhhame06	Aim Humanoid Hands 6		a	the				 
_31DE647DD74984D4	abfaimhhame07	Aim Humanoid Hands 7		a	the				 
_31DE647ED74984D5	abfaimhhame08	Aim Humanoid Hands 8		a	the				 
_31DE647FD74984D6	abfaimhhame09	Aim Humanoid Hands 9		a	the				 
_74AD9F77D74B99D0	abfaimhhame10	Aim Humanoid Hands 10		a	the				 
_74ADA377D74B99D1	abfaimhhame11	Aim Humanoid Hands 11		a	the				 
_DDEBC5AA9405978B	abfaimhlme01	Aim Humanoid Legs 1		a	the				 
_1DEBC5AA9415978B	abfaimhlme02	Aim Humanoid Legs 2		a	the				 
_5DEBC5AA9425978B	abfaimhlme03	Aim Humanoid Legs 3		a	the				 
_9EEBC5AA9435978B	abfaimhlme04	Aim Humanoid Legs 4		a	the				 
_DEEBC5AA9445978B	abfaimhlme05	Aim Humanoid Legs 5		a	the				 
_1EEBC5AA9455978B	abfaimhlme06	Aim Humanoid Legs 6		a	the				 
_5EEBC5AA9465978B	abfaimhlme07	Aim Humanoid Legs 7		a	the				 
_9FEBC5AA9475978B	abfaimhlme08	Aim Humanoid Legs 8		a	the				 
_DFEBC5AA9485978B	abfaimhlme09	Aim Humanoid Legs 9		a	the				 
_EE2BF597480597AB	abfaimhlme10	Aim Humanoid Legs 10		a	the				 
_2E2BF597880597AB	abfaimhlme11	Aim Humanoid Legs 11		a	the				 
_5DEBADAA1205978C	abfaimhfme01	Aim Humanoid Feet 1		a	the				 
_9DEBADAA1215978C	abfaimhfme02	Aim Humanoid Feet 2		a	the				 
_DDEBADAA1225978C	abfaimhfme03	Aim Humanoid Feet 3		a	the				 
_1EEBADAA1235978C	abfaimhfme04	Aim Humanoid Feet 4		a	the				 
_5EEBADAA1245978C	abfaimhfme05	Aim Humanoid Feet 5		a	the				 
_9EEBADAA1255978C	abfaimhfme06	Aim Humanoid Feet 6		a	the				 
_DEEBADAA1265978C	abfaimhfme07	Aim Humanoid Feet 7		a	the				 
_1FEBADAA1275978C	abfaimhfme08	Aim Humanoid Feet 8		a	the				 
_5FEBADAA1285978C	abfaimhfme09	Aim Humanoid Feet 9		a	the				 
_6E2BDD97C60597AC	abfaimhfme10	Aim Humanoid Feet 10		a	the				 
_AE2BDD97060597AC	abfaimhfme11	Aim Humanoid Feet 11		a	the				 
_4AB2549AD496AB79	abfaimkhme01	Aim Kitin Head 1		a	the				 
_CAB2549AD496AB79	abfaimkhme02	Aim Kitin Head 2		a	the				 
_4AB2549AD496AB79	abfaimkhme03	Aim Kitin Head 3		a	the				 
_CCB2549AD496AB79	abfaimkhme04	Aim Kitin Head 4		a	the				 
_4CB2549AD496AB79	abfaimkhme05	Aim Kitin Head 5		a	the				 
_CCB2549AD496AB79	abfaimkhme06	Aim Kitin Head 6		a	the				 
_4CB2549AD496AB79	abfaimkhme07	Aim Kitin Head 7		a	the				 
_CEB2549AD496AB79	abfaimkhme08	Aim Kitin Head 8		a	the				 
_4EB2549AD496AB79	abfaimkhme09	Aim Kitin Head 9		a	the				 
_0AC2D4DF95575F48	abfaimkhme10	Aim Kitin Head 10		a	the				 
_4AC2D4DF95575F49	abfaimkhme11	Aim Kitin Head 11		a	the				 
_4AB2A89D1436AB79	abfaimkcme01	Aim Kitin Body 1		a	the				 
_CAB2A89D1436AB79	abfaimkcme02	Aim Kitin Body 2		a	the				 
_4AB2A89D1436AB79	abfaimkcme03	Aim Kitin Body 3		a	the				 
_CCB2A89D1436AB79	abfaimkcme04	Aim Kitin Body 4		a	the				 
_4CB2A89D1436AB79	abfaimkcme05	Aim Kitin Body 5		a	the				 
_CCB2A89D1436AB79	abfaimkcme06	Aim Kitin Body 6		a	the				 
_4CB2A89D1436AB79	abfaimkcme07	Aim Kitin Body 7		a	the				 
_CEB2A89D1436AB79	abfaimkcme08	Aim Kitin Body 8		a	the				 
_4EB2A89D1436AB79	abfaimkcme09	Aim Kitin Body 9		a	the				 
_0AC228E2D5F75F48	abfaimkcme10	Aim Kitin Body 10		a	the				 
_4AC228E2D5F75F49	abfaimkcme11	Aim Kitin Body 11		a	the				 
_E9949D23307BEFD4	abfaimkame01	Aim Kitin Front Legs' Top 1		a	the				 
_29949D23308BEFD4	abfaimkame02	Aim Kitin Front Legs' Top 2		a	the				 
_69949D23309BEFD4	abfaimkame03	Aim Kitin Front Legs' Top 3		a	the				 
_AA949D2330ABEFD4	abfaimkame04	Aim Kitin Front Legs' Top 4		a	the				 
_EA949D2330BBEFD4	abfaimkame05	Aim Kitin Front Legs' Top 5		a	the				 
_2A949D2330CBEFD4	abfaimkame06	Aim Kitin Front Legs' Top 6		a	the				 
_6A949D2330DBEFD4	abfaimkame07	Aim Kitin Front Legs' Top 7		a	the				 
_AB949D2330EBEFD4	abfaimkame08	Aim Kitin Front Legs' Top 8		a	the				 
_EB949D2330FBEFD4	abfaimkame09	Aim Kitin Front Legs' Top 9		a	the				 
_FAD4CD10E47BEFF4	abfaimkame10	Aim Kitin Front Legs' Top 10		a	the				 
_3AD4CD10247BEFF4	abfaimkame11	Aim Kitin Front Legs' Top 11		a	the				 
_8E4D4434CA411606	abfaimkhame01	Aim Kitin Front Legs' Bottom 1		a	the				 
_8E5D4434CA411607	abfaimkhame02	Aim Kitin Front Legs' Bottom 2		a	the				 
_8E6D4434CA411608	abfaimkhame03	Aim Kitin Front Legs' Bottom 3		a	the				 
_8E7D4434CA411609	abfaimkhame04	Aim Kitin Front Legs' Bottom 4		a	the				 
_8E8D4434CA41160A	abfaimkhame05	Aim Kitin Front Legs' Bottom 5		a	the				 
_8E9D4434CA41160B	abfaimkhame06	Aim Kitin Front Legs' Bottom 6		a	the				 
_8EAD4434CA41160C	abfaimkhame07	Aim Kitin Front Legs' Bottom 7		a	the				 
_8EBD4434CA41160D	abfaimkhame08	Aim Kitin Front Legs' Bottom 8		a	the				 
_8ECD4434CA41160E	abfaimkhame09	Aim Kitin Front Legs' Bottom 9		a	the				 
_824D44541B7146F2	abfaimkhame10	Aim Kitin Front Legs' Bottom 10		a	the				 
_C24D44541B7146F3	abfaimkhame11	Aim Kitin Front Legs' Bottom 11		a	the				 
_2DAAF20262003B9D	abfaimklme01	Aim Kitin Rear Legs' Top 1		a	the				 
_6DAAF20262003F9D	abfaimklme02	Aim Kitin Rear Legs' Top 2		a	the				 
_ADAAF2026200439D	abfaimklme03	Aim Kitin Rear Legs' Top 3		a	the				 
_EEAAF2026200479D	abfaimklme04	Aim Kitin Rear Legs' Top 4		a	the				 
_2EAAF20262004B9D	abfaimklme05	Aim Kitin Rear Legs' Top 5		a	the				 
_6EAAF20262004F9D	abfaimklme06	Aim Kitin Rear Legs' Top 6		a	the				 
_AEAAF2026200539D	abfaimklme07	Aim Kitin Rear Legs' Top 7		a	the				 
_EFAAF2026200579D	abfaimklme08	Aim Kitin Rear Legs' Top 8		a	the				 
_2FAAF20262005B9D	abfaimklme09	Aim Kitin Rear Legs' Top 9		a	the				 
_F50EFE0E9DED3B9D	abfaimklme10	Aim Kitin Rear Legs' Top 10		a	the				 
_350EFE0E9DFD3B9D	abfaimklme11	Aim Kitin Rear Legs' Top 11		a	the				 
_48EF9ACBCBC0B456	abfaimkfme01	Aim Kitin Rear Legs' Bottom 1		a	the				 
_88EF9ACCCBC0B456	abfaimkfme02	Aim Kitin Rear Legs' Bottom 2		a	the				 
_C8EF9ACDCBC0B456	abfaimkfme03	Aim Kitin Rear Legs' Bottom 3		a	the				 
_09EF9ACECBC0B456	abfaimkfme04	Aim Kitin Rear Legs' Bottom 4		a	the				 
_49EF9ACFCBC0B456	abfaimkfme05	Aim Kitin Rear Legs' Bottom 5		a	the				 
_89EF9AD0CBC0B456	abfaimkfme06	Aim Kitin Rear Legs' Bottom 6		a	the				 
_C9EF9AD1CBC0B456	abfaimkfme07	Aim Kitin Rear Legs' Bottom 7		a	the				 
_0AEF9AD2CBC0B456	abfaimkfme08	Aim Kitin Rear Legs' Bottom 8		a	the				 
_4AEF9AD3CBC0B456	abfaimkfme09	Aim Kitin Rear Legs' Bottom 9		a	the				 
_0BCED5CBCBC2C959	abfaimkfme10	Aim Kitin Rear Legs' Bottom 10		a	the				 
_4BCED9CBCBC2C959	abfaimkfme11	Aim Kitin Rear Legs' Bottom 11		a	the				 
_6F8944E4C7F6C09D	abfaimqhme01	Aim Quadruped Head 1		a	the				 
_AF8944E407F6C09D	abfaimqhme02	Aim Quadruped Head 2		a	the				 
_EF8944E447F6C09D	abfaimqhme03	Aim Quadruped Head 3		a	the				 
_308944E488F6C09D	abfaimqhme04	Aim Quadruped Head 4		a	the				 
_708944E4C8F6C09D	abfaimqhme05	Aim Quadruped Head 5		a	the				 
_B08944E408F6C09D	abfaimqhme06	Aim Quadruped Head 6		a	the				 
_F08944E448F6C09D	abfaimqhme07	Aim Quadruped Head 7		a	the				 
_318944E489F6C09D	abfaimqhme08	Aim Quadruped Head 8		a	the				 
_718944E4C9F6C09D	abfaimqhme09	Aim Quadruped Head 9		a	the				 
_F05AF8B3C7F640E2	abfaimqhme10	Aim Quadruped Head 10		a	the				 
_305AF8B4C7F640E2	abfaimqhme11	Aim Quadruped Head 11		a	the				 
_F12944E485F614A0	abfaimqcme01	Aim Quadruped Body 1		a	the				 
_312944E4C5F614A0	abfaimqcme02	Aim Quadruped Body 2		a	the				 
_712944E405F614A0	abfaimqcme03	Aim Quadruped Body 3		a	the				 
_B22944E446F614A0	abfaimqcme04	Aim Quadruped Body 4		a	the				 
_F22944E486F614A0	abfaimqcme05	Aim Quadruped Body 5		a	the				 
_322944E4C6F614A0	abfaimqcme06	Aim Quadruped Body 6		a	the				 
_722944E406F614A0	abfaimqcme07	Aim Quadruped Body 7		a	the				 
_B32944E447F614A0	abfaimqcme08	Aim Quadruped Body 8		a	the				 
_F32944E487F614A0	abfaimqcme09	Aim Quadruped Body 9		a	the				 
_72FAF8B385F694E5	abfaimqcme10	Aim Quadruped Body 10		a	the				 
_B2FAF8B485F694E5	abfaimqcme11	Aim Quadruped Body 11		a	the				 
_8D6E883FA4D80926	abfaimqame01	Aim Quadruped Front Legs' Top 1		a	the				 
_CD7E883FA4D80926	abfaimqame02	Aim Quadruped Front Legs' Top 2		a	the				 
_0D8E883FA4D80926	abfaimqame03	Aim Quadruped Front Legs' Top 3		a	the				 
_4E9E883FA4D80926	abfaimqame04	Aim Quadruped Front Legs' Top 4		a	the				 
_8EAE883FA4D80926	abfaimqame05	Aim Quadruped Front Legs' Top 5		a	the				 
_CEBE883FA4D80926	abfaimqame06	Aim Quadruped Front Legs' Top 6		a	the				 
_0ECE883FA4D80926	abfaimqame07	Aim Quadruped Front Legs' Top 7		a	the				 
_4FDE883FA4D80926	abfaimqame08	Aim Quadruped Front Legs' Top 8		a	the				 
_8FEE883FA4D80926	abfaimqame09	Aim Quadruped Front Legs' Top 9		a	the				 
_017E885FF5083913	abfaimqame10	Aim Quadruped Front Legs' Top 10		a	the				 
_817E885FF5083913	abfaimqame11	Aim Quadruped Front Legs' Top 11		a	the				 
_1108B74A9EFF5C50	abfaimqhame01	Aim Quadruped Front Legs' Bottom 1		a	the				 
_1108B74A9E0F5C51	abfaimqhame02	Aim Quadruped Front Legs' Bottom 2		a	the				 
_1108B74A9E1F5C52	abfaimqhame03	Aim Quadruped Front Legs' Bottom 3		a	the				 
_1108B74A9E2F5C53	abfaimqhame04	Aim Quadruped Front Legs' Bottom 4		a	the				 
_1108B74A9E3F5C54	abfaimqhame05	Aim Quadruped Front Legs' Bottom 5		a	the				 
_1108B74A9E4F5C55	abfaimqhame06	Aim Quadruped Front Legs' Bottom 6		a	the				 
_1108B74A9E5F5C56	abfaimqhame07	Aim Quadruped Front Legs' Bottom 7		a	the				 
_1108B74A9E6F5C57	abfaimqhame08	Aim Quadruped Front Legs' Bottom 8		a	the				 
_1108B74A9E7F5C58	abfaimqhame09	Aim Quadruped Front Legs' Bottom 9		a	the				 
_A238E73752FF5C6F	abfaimqhame10	Aim Quadruped Front Legs' Bottom 10		a	the				 
_A238E73792FF5C70	abfaimqhame11	Aim Quadruped Front Legs' Bottom 11		a	the				 
_FCF3D408ABEE5E05	abfaimqlme01	Aim Quadruped Rear Legs' Top 1		a	the				 
_3CF3D808ABEE5E05	abfaimqlme02	Aim Quadruped Rear Legs' Top 2		a	the				 
_7CF3DC08ABEE5E05	abfaimqlme03	Aim Quadruped Rear Legs' Top 3		a	the				 
_BDF3E008ABEE5E05	abfaimqlme04	Aim Quadruped Rear Legs' Top 4		a	the				 
_FDF3E408ABEE5E05	abfaimqlme05	Aim Quadruped Rear Legs' Top 5		a	the				 
_3DF3E808ABEE5E05	abfaimqlme06	Aim Quadruped Rear Legs' Top 6		a	the				 
_7DF3EC08ABEE5E05	abfaimqlme07	Aim Quadruped Rear Legs' Top 7		a	the				 
_BEF3F008ABEE5E05	abfaimqlme08	Aim Quadruped Rear Legs' Top 8		a	the				 
_FEF3F408ABEE5E05	abfaimqlme09	Aim Quadruped Rear Legs' Top 9		a	the				 
_F7F0D408B3426A11	abfaimqlme10	Aim Quadruped Rear Legs' Top 10		a	the				 
_3700D408B3426A11	abfaimqlme11	Aim Quadruped Rear Legs' Top 11		a	the				 
_E7B34DC1443306CE	abfaimqfme01	Aim Quadruped Rear Legs' Bottom 1		a	the				 
_27B34DC1443306CF	abfaimqfme02	Aim Quadruped Rear Legs' Bottom 2		a	the				 
_67B34DC1443306D0	abfaimqfme03	Aim Quadruped Rear Legs' Bottom 3		a	the				 
_A8B34DC1443306D1	abfaimqfme04	Aim Quadruped Rear Legs' Bottom 4		a	the				 
_E8B34DC1443306D2	abfaimqfme05	Aim Quadruped Rear Legs' Bottom 5		a	the				 
_28B34DC1443306D3	abfaimqfme06	Aim Quadruped Rear Legs' Bottom 6		a	the				 
_68B34DC1443306D4	abfaimqfme07	Aim Quadruped Rear Legs' Bottom 7		a	the				 
_A9B34DC1443306D5	abfaimqfme08	Aim Quadruped Rear Legs' Bottom 8		a	the				 
_E9B34DC1443306D6	abfaimqfme09	Aim Quadruped Rear Legs' Bottom 9		a	the				 
_A7C562C4470241CE	abfaimqfme10	Aim Quadruped Rear Legs' Bottom 10		a	the				 
_E7C562C4470245CE	abfaimqfme11	Aim Quadruped Rear Legs' Bottom 11		a	the				 
_6C7C9599DE8BBB87	absx_life_aura_01	Life Aura - Power 1		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_AC7C959ADE8BBB87	absx_life_aura_02	Life Aura - Power 2		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_EC7C959BDE8BBB87	absx_life_aura_03	Life Aura - Power 3		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_2D7C959CDE8BBB87	absx_life_aura_04	Life Aura - Power 4		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_6D7C959DDE8BBB87	absx_life_aura_05	Life Aura - Power 5		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_AD7C959EDE8BBB87	absx_life_aura_06	Life Aura - Power 6		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_ED7C959FDE8BBB87	absx_life_aura_07	Life Aura - Power 7		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_2E7C95A0DE8BBB87	absx_life_aura_08	Life Aura - Power 8		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_6E7C95A1DE8BBB87	absx_life_aura_09	Life Aura - Power 9		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_0640BAD90ABDC595	absx_life_aura_10	Life Aura - Power 10		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_0640BADA0ABDC596	absx_life_aura_11	Life Aura - Power 11		a	the				Increases the life regeneration speed of yourself and of your teammates around you.
_3C2BA9F11BDBEF44	absf_stamina_aura_01	Stamina Aura - Power 1		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_7C2BADF11BDBEF44	absf_stamina_aura_02	Stamina Aura - Power 2		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_BC2BB1F11BDBEF44	absf_stamina_aura_03	Stamina Aura - Power 3		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_FD2BB5F11BDBEF44	absf_stamina_aura_04	Stamina Aura - Power 4		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_3D2BB9F11BDBEF44	absf_stamina_aura_05	Stamina Aura - Power 5		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_7D2BBDF11BDBEF44	absf_stamina_aura_06	Stamina Aura - Power 6		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_BD2BC1F11BDBEF44	absf_stamina_aura_07	Stamina Aura - Power 7		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_FE2BC5F11BDBEF44	absf_stamina_aura_08	Stamina Aura - Power 8		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_3E2BC9F11BDBEF44	absf_stamina_aura_09	Stamina Aura - Power 9		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_ED974947F4B2EB55	absf_stamina_aura_10	Stamina Aura - Power 10		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_2DA74947F4B2EB55	absf_stamina_aura_11	Stamina Aura - Power 11		a	the				Increases the stamina regeneration speed of yourself and of your teammates around you.
_6A22945F65835597	absm_sap_aura_01	Sap Aura - Power 1		a	the				Increases the sap regeneration speed of yourself and of your teammates around you.
_6A22985FA5835597	absm_sap_aura_02	Sap Aura - Power 2		a	the				Increases the sap regeneration speed of yourself and of your teammates around you.
_6A229C5FE5835597	absm_sap_aura_03	Sap Aura - Power 3		a	the				Increases the sap regeneration speed of yourself and of your teammates around you.
