*HASH_VALUE	outpost ID	name	description
_7558466A5C3409A6	driller_groveofumbra_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables
_E000BFBF7FA1EB2C	driller_groveofumbra_kami_u2_200a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_8718194DBEC5CCF3	driller_groveofumbra_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_8718194DBE15CCF3	driller_groveofumbra_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_8718194DBEC5D0F3	driller_groveofumbra_kami_u3_200a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_D7216AB5ABD975C0	driller_groveofumbra_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_D7216AB5AB2975C0	driller_groveofumbra_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_D7216AB5ABD979C0	driller_groveofumbra_kami_u4_200a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_1EFD403E4C2E8BD6	driller_groveofumbra_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_1EFD543E4C2E8BD6	driller_groveofumbra_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_1EFD403F4C2E8BD6	driller_groveofumbra_karavan_u1_200a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_4F8064C3CB635B9A	driller_groveofumbra_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_BB780A0C294972FC	driller_groveofumbra_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables
_4F8064C4CB635B9A	driller_groveofumbra_karavan_u2_200a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_76324EF97C0C62B2	driller_groveofumbra_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_763262F97C0C62B2	driller_groveofumbra_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_76324EFA7C0C62B2	driller_groveofumbra_karavan_u3_200a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_8D0DB327B0E0A405	driller_groveofumbra_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_8D0DC727B0E0A405	driller_groveofumbra_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_8D0DB328B0E0A405	driller_groveofumbra_karavan_u4_200a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_A9E7041EEC9AD533	driller_havenofpurity_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_A9E7041E2D9AD533	driller_havenofpurity_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_9634CFFE24FA5824	driller_havenofpurity_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_D44344854D03CAA5	driller_havenofpurity_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_D44344858E03CAA5	driller_havenofpurity_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_327EE3CC3B917022	driller_havenofpurity_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_34A57777DF97E640	driller_havenofpurity_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_34A577772097E640	driller_havenofpurity_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_99963D5A7AB555EA	driller_havenofpurity_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_5AEA192E3339197D	driller_havenofpurity_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_5AEA192E7439197D	driller_havenofpurity_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_A89F8EC267C9FEB8	driller_havenofpurity_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_C24138B180866F97	driller_havenofpurity_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_C29138B180866F97	driller_havenofpurity_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_5C2EFC863C120308	driller_havenofpurity_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_D9D850AE5CD08365	driller_havenofpurity_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_D92850AE5CD08365	driller_havenofpurity_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_8DB1200BFB37D3CC	driller_havenofpurity_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_977C257503E8E1FB	driller_havenofpurity_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_97CC257503E8E1FB	driller_havenofpurity_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_B4630A41ECD0DAE4	driller_havenofpurity_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_0510DE4253F12E5B	driller_havenofpurity_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_0560DE4253F12E5B	driller_havenofpurity_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_CB3E6F6F61941C37	driller_havenofpurity_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_8115C7FAE6DBCB2F	driller_hiddensource_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_8115C7FAE62BCB2F	driller_hiddensource_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_8115C7FAE6DBCF2F	driller_hiddensource_kami_u1_200a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F2B76273DAB505A6	driller_hiddensource_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables
_5D5FDBC8FDC2E32C	driller_hiddensource_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_5D5FDBC8FD72E72C	driller_hiddensource_kami_u2_200a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_047735563C96C8F3	driller_hiddensource_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_047735563CE6C8F3	driller_hiddensource_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_047735563C96CCF3	driller_hiddensource_kami_u3_200a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_548086BE29AA71C0	driller_hiddensource_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_548086BE29FA71C0	driller_hiddensource_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_548086BE29AA75C0	driller_hiddensource_kami_u4_200a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_9B5C5C47CAFF87D6	driller_hiddensource_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_9B5C7047CAFF87D6	driller_hiddensource_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_9B5C5C48CAFF87D6	driller_hiddensource_karavan_u1_200a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_38D71215A71A6EFC	driller_hiddensource_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables
_CCDF94CC4934579A	driller_hiddensource_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_CCDF80CD4934579A	driller_hiddensource_karavan_u2_200a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_F3916A02FADD5EB2	driller_hiddensource_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_F3917E02FADD5EB2	driller_hiddensource_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_F3916A03FADD5EB2	driller_hiddensource_karavan_u3_200a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_0A6CCF302EB1A005	driller_hiddensource_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_0A6CE3302EB1A005	driller_hiddensource_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_0A6CCF312EB1A005	driller_hiddensource_karavan_u4_200a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_D2240BEE23AA4022	driller_imperialdunes_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_6E6E1FBC3A415820	driller_imperialdunes_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_D586794A79653DE8	driller_imperialdunes_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_E48FCAB26679E6B6	driller_imperialdunes_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_981E38763BC2EB06	driller_imperialdunes_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_C9A15CFBFAE7BBCA	driller_imperialdunes_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_F0534631EB80C2E2	driller_imperialdunes_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_072EAB5F60440435	driller_imperialdunes_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_F38BCB2C34ACACB3	driller_knollofdissent_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F38BCB3134ACACB3	driller_knollofdissent_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_21B84C09ACBB706A	driller_knollofdissent_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_63956BB4D58C7666	driller_knollofdissent_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_63956BB9D58C7666	driller_knollofdissent_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_4C148C700D2469DB	driller_knollofdissent_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_E95F2FF722F8E2E8	driller_knollofdissent_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_E95F2FFC22F8E2E8	driller_knollofdissent_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_AC76BF629FB88975	driller_knollofdissent_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_FEE70E48ACC6D679	driller_knollofdissent_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_FEE70E4DACC6D679	driller_knollofdissent_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_D2BB6119F35AC0B1	driller_knollofdissent_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_4D601A7EDF173E17	driller_knollofdissent_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_8E601A7EDF173E17	driller_knollofdissent_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_05706D691063FF7D	driller_knollofdissent_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_AEC90FF00A737E7E	driller_knollofdissent_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_EFC90FF00A737E7E	driller_knollofdissent_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_1C078567ACAD134B	driller_knollofdissent_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_3E1D2B8B6AE5D16A	driller_knollofdissent_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_7F1D2B8B6AE5D16A	driller_knollofdissent_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_DAAB5A2F13C571E1	driller_knollofdissent_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_94FF5EC8901A5327	driller_knollofdissent_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_D5FF5EC8901A5327	driller_knollofdissent_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_483F13FD22CEBE41	driller_knollofdissent_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_B93A9330748C3CB1	driller_knotofdementia_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_B93A9335748C3CB1	driller_knotofdementia_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_B93A9330B48C3CB1	driller_knotofdementia_kami_u1_200a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_81E0F2DD280441EA	driller_knotofdementia_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables
_294433BD156C0664	driller_knotofdementia_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_294433B8556C0664	driller_knotofdementia_kami_u2_200a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_AF0EF7FB62D872E6	driller_knotofdementia_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_AF0EF70062D872E6	driller_knotofdementia_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_AF0EF7FBA2D872E6	driller_knotofdementia_kami_u3_200a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_C496D64CECA66677	driller_knotofdementia_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_C496D651ECA66677	driller_knotofdementia_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_C496D64C2CA66677	driller_knotofdementia_kami_u4_200a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_130FE2821FF7CE15	driller_knotofdementia_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_540FE2821FF7CE15	driller_knotofdementia_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_131FE2821FF7CE15	driller_knotofdementia_karavan_u1_200a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_7EFDBE43AC6AB6EC	driller_knotofdementia_karavan_u2_100a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables
_B578D7F44A530E7C	driller_knotofdementia_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_7488D7F44A530E7C	driller_knotofdementia_karavan_u2_200a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_04CCF38FAAC56168	driller_knotofdementia_karavan_u3_100a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_45CCF38FAAC56168	driller_knotofdementia_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_04DCF38FAAC56168	driller_knotofdementia_karavan_u3_200a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_5AAE26CCD0FAE325	driller_knotofdementia_karavan_u4_100a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_9BAE26CCD0FAE325	driller_knotofdementia_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_5ABE26CCD0FAE325	driller_knotofdementia_karavan_u4_200a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_F6CA7B2FF67D5CB1	driller_lagoonsofloria_kami_u1_150a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F6DA7B2FF67D5CB1	driller_lagoonsofloria_kami_u1_150b.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F6CA7B2A367D5CB1	driller_lagoonsofloria_kami_u1_200a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F6DA7B2A367D5CB1	driller_lagoonsofloria_kami_u1_200b.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F6CA7B2F367D5CB1	driller_lagoonsofloria_kami_u1_250a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_F6DA7B2F367D5CB1	driller_lagoonsofloria_kami_u1_250b.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_66D41BB7975D2664	driller_lagoonsofloria_kami_u2_150a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_66E41BB7975D2664	driller_lagoonsofloria_kami_u2_150b.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_66D41BB2D75D2664	driller_lagoonsofloria_kami_u2_200a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_66E41BB2D75D2664	driller_lagoonsofloria_kami_u2_200b.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_66D41BB7D75D2664	driller_lagoonsofloria_kami_u2_250a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_66E41BB7D75D2664	driller_lagoonsofloria_kami_u2_250b.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_EC9EDFFAE4C992E6	driller_lagoonsofloria_kami_u3_150a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_ECAEDFFAE4C992E6	driller_lagoonsofloria_kami_u3_150b.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_EC9EDFF524C992E6	driller_lagoonsofloria_kami_u3_200a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_ECAEDFF524C992E6	driller_lagoonsofloria_kami_u3_200b.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_EC9EDFFA24C992E6	driller_lagoonsofloria_kami_u3_250a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_ECAEDFFA24C992E6	driller_lagoonsofloria_kami_u3_250b.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_0126BE4B6E978677	driller_lagoonsofloria_kami_u4_150a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_0136BE4B6E978677	driller_lagoonsofloria_kami_u4_150b.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_0126BE46AE978677	driller_lagoonsofloria_kami_u4_200a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_0136BE46AE978677	driller_lagoonsofloria_kami_u4_200b.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_0126BE4BAE978677	driller_lagoonsofloria_kami_u4_250a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_0136BE4BAE978677	driller_lagoonsofloria_kami_u4_250b.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_919FCA7CA1E8EE15	driller_lagoonsofloria_karavan_u1_150a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_919FCA7CA1E8F215	driller_lagoonsofloria_karavan_u1_150b.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_50AFCA7CA1E8EE15	driller_lagoonsofloria_karavan_u1_200a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_50AFCA7CA1E8F215	driller_lagoonsofloria_karavan_u1_200b.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_91AFCA7CA1E8EE15	driller_lagoonsofloria_karavan_u1_250a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_91AFCA7CA1E8F215	driller_lagoonsofloria_karavan_u1_250b.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_F208BFEECC442E7C	driller_lagoonsofloria_karavan_u2_150a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_F208BFEECC44327C	driller_lagoonsofloria_karavan_u2_150b.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_B118BFEECC442E7C	driller_lagoonsofloria_karavan_u2_200a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_B118BFEECC44327C	driller_lagoonsofloria_karavan_u2_200b.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_F218BFEECC442E7C	driller_lagoonsofloria_karavan_u2_250a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_F218BFEECC44327C	driller_lagoonsofloria_karavan_u2_250b.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_825CDB892CB68168	driller_lagoonsofloria_karavan_u3_150a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_825CDB892CB68568	driller_lagoonsofloria_karavan_u3_150b.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_416CDB892CB68168	driller_lagoonsofloria_karavan_u3_200a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_416CDB892CB68568	driller_lagoonsofloria_karavan_u3_200b.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_826CDB892CB68168	driller_lagoonsofloria_karavan_u3_250a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_826CDB892CB68568	driller_lagoonsofloria_karavan_u3_250b.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_D83E0EC652EB0325	driller_lagoonsofloria_karavan_u4_150a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_D83E0EC652EB0725	driller_lagoonsofloria_karavan_u4_150b.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_974E0EC652EB0325	driller_lagoonsofloria_karavan_u4_200a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_974E0EC652EB0725	driller_lagoonsofloria_karavan_u4_200b.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_D84E0EC652EB0325	driller_lagoonsofloria_karavan_u4_250a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_D84E0EC652EB0725	driller_lagoonsofloria_karavan_u4_250b.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_405AB588D9C6B2E1	driller_libertylake_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_E14A7B3B49D05269	driller_libertylake_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_2EC6E3BDCF9A16AC	driller_libertylake_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_B8A4D34EE422F5FD	driller_libertylake_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_DA980217AC4E3472	driller_libertylake_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_05F4427E0DB72DE3	driller_libertylake_karavan_u2_50a.outpost_building	Offering for Crystal Big Trepan	Raw materials for crafting + Double Consumables 
_6566956A9D0B4D7D	driller_libertylake_karavan_u3_50a.outpost_building	Offering for Rapid Big Trepan	Raw materials for crafting + Consumables (speed x1.5) 
_8B9B1727F3ED84B9	driller_libertylake_karavan_u4_50a.outpost_building	Offering for Superior Big Trepan	Raw materials for crafting + Consumables (speed x2) 
_C7BEE3E29FA727EE	driller_maidengrove_kami_u1_100a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_00CAC1975AA59AD4	driller_maidengrove_kami_u1_50a.outpost_building	Offering for Tree-Bore	Raw materials for crafting + Consumables 
_46F3B3A6D02A4B73	driller_maidengrove_kami_u2_100a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_A1BA874ACAAF3A5C	driller_maidengrove_kami_u2_50a.outpost_building	Offering for Crystal Tree-Bore	Raw materials for crafting + Double Consumables 
_F79CBABDF53C55AD	driller_maidengrove_kami_u3_100a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_EE36EFCC5079FE9F	driller_maidengrove_kami_u3_50a.outpost_building	Offering for Hardy Tree-Bore	Raw materials for crafting + Consumables (speed x1.5) 
_2B70FC110EB79AD7	driller_maidengrove_kami_u4_100a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_7814DF5D6501DDF0	driller_maidengrove_kami_u4_50a.outpost_building	Offering for Superior Tree-Bore	Raw materials for crafting + Consumables (speed x2) 
_70027347F2DE709D	driller_maidengrove_karavan_u1_100a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
_9A080E262D2D1C65	driller_maidengrove_karavan_u1_50a.outpost_building	Offering for Big Trepan	Raw materials for crafting + Consumables 
