creature ID	name	ia	da	cc	pr	p	pia	pda
ckfgb2	Placid Kirosta	a	the			Placid Kirostas		the
ckfgb3	Kirosta Scout	a	the			Kirosta Scouts		the
ckfgb4	Moderate Kirosta	a	the			Moderate Kirostas		the
ckfgc1	Moderate Kirosta	a	the			Moderate Kirostas		the
ckfgc2	Strong Kirosta	a	the			Strong Kirostas		the
ckfgc3	Kirosta Weevil	a	the			Kirosta Weevils		the
ckfgc4	Kirosta Migrator	a	the			Kirostas Migrators		the
ckfja1	Kirosta Worker	a	the			Kirosta Workers		the
ckfja2	Puny Kirosta	a	the			Puny Kirostas		the
ckfja3	Little Kirosta	a	the			Little Kirostas		the
ckfja4	Feeble Kirosta	a	the			Feeble Kirostas		the
ckfjb1	Feeble Kirosta	a	the			Feeble Kirostas		the
ckfjb2	Placid Kirosta	a	the			Placid Kirostas		the
ckfjb3	Kirosta Scout	a	the			Kirosta Scouts		the
ckfjb4	Moderate Kirosta	a	the			Moderate Kirostas		the
ckfjc1	Moderate Kirosta	a	the			Moderate Kirostas		the
ckfjc2	Strong Kirosta	a	the			Strong Kirostas		the
ckfjc3	Kirosta Weevil	a	the			Kirosta Weevils		the
ckfjc4	Kirosta Migrator	a	the			Kirostas Migrators		the
ckfjd1	Kirosta Migrator	a	the			Kirostas Migrators		the
ckfjd2	Palmer Kirosta	a	the			Palmer Kirostas		the
ckfjd3	Kirosta Prowler	a	the			Kirosta Prowlers		the
ckfjd4	Thorny Kirosta	a	the			Thorny Kirostas		the
ckfje1	Thorny Kirosta	a	the			Thorny Kirostas		the
ckfje2	Nettled Kirosta	a	the			Nettled Kirostas		the
ckfje3	Incensed Kirosta	an	the			Incensed Kirostas		the
ckfje4	Lacerating Kirosta	a	the			Lacerating Kirostas		the
ckfjf1	Lacerating Kirosta	a	the			Lacerating Kirostas		the
ckfjf2	Kirosta Hunter	a	the			Kirosta Hunters		the
ckfjf3	Kirosta Queen	a	the			Kirostas Queens		the
ckfjf6	Kirosta							
ckfle1	Kirosta							
ckfle2	Kirosta							
ckfle3	Kirosta							
ckfle4	Kirosta							
ckflf1	Kirosta							
ckflf2	Kirosta							
ckflf3	Kirosta							
ckflf4	Kirosta							
ckfpe1	Kirosta							
ckfpe2	Kirosta							
ckfpe3	Kirosta							
ckfpe4	Kirosta							
ckfpf1	Kirosta							
ckfpf2	Kirosta							
ckfpf3	Kirosta							
ckfpf4	Kirosta							
ckgc4	Kiban Migrator	a	the			Kiban Migrators		the
ckgde1	Kiban							
ckgde2	Kiban							
ckgde3	Kiban							
ckgde4	Kiban							
ckgdf1	Kiban							
ckgdf2	Kiban							
ckgdf3	Kiban							
ckgdf4	Kiban							
ckgfe1	Kiban							
ckgfe2	Kiban							
ckgfe3	Kiban							
ckgfe4	Kiban							
ckgff1	Kiban							
ckgff2	Kiban							
ckgff3	Kiban							
ckgff4	Kiban							
ckgga1	Kiban Worker	a	the			Kiban Workers		the
ckgga2	Puny Kiban	a	the			Puny Kibans		the
ckgga3	Little Kiban	a	the			Little Kibans		the
ckgga4	Feeble Kiban	a	the			Feeble Kibans		the
ckggb1	Feeble Kiban	a	the			Feeble Kibans		the
ckggb2	Placid Kiban	a	the			Placid Kibans		the
ckggb3	Kiban Scout	a	the			Kiban Scouts		the
ckggb4	Moderate Kiban	a	the			Moderate Kibans		the
ckggc1	Moderate Kiban	a	the			Moderate Kibans		the
ckggc2	Strong Kiban	a	the			Strong Kibans		the
ckggc3	Kiban Weevil	a	the			Kiban Weevils		the
ckggc4	Kiban Migrator	a	the			Kiban Migrators		the
ckggd1	Kiban Migrator	a	the			Kiban Migrators		the
ckggd2	Palmer Kiban	a	the			Palmer Kibans		the
ckggd3	Kiban Prowler	a	the			Kiban Prowlers		the
ckggd4	Thorny Kiban	a	the			Thorny Kibans		the
ckgge1	Thorny Kiban	a	the			Thorny Kibans		the
ckgge2	Nettled Kiban	a	the			Nettled Kibans		the
ckgge3	Incensed Kiban	an	the			Incensed Kibans		the
ckgge4	Lacerating Kiban	a	the			Lacerating Kibans		the
ckggf1	Lacerating Kiban	a	the			Lacerating Kibans		the
ckggf2	Kiban Hunter	a	the			Kiban Hunters		the
ckggf3	Kiban Queen	a	the			Kiban Queens		the
ckgje1	Kiban							
ckgje2	Kiban							
ckgje3	Kiban							
ckgje4	Kiban							
ckgjf1	Kiban							
ckgjf2	Kiban							
ckgjf3	Kiban							
ckgjf4	Kiban							
ckgla1	Kiban Worker	a	the			Kiban Workers		the
ckgla2	Puny Kiban	a	the			Puny Kibans		the
ckgla3	Little Kiban	a	the			Little Kibans		the
ckgla4	Feeble Kiban	a	the			Feeble Kibans		the
ckglb1	Feeble Kiban	a	the			Feeble Kibans		the
ckglb2	Placid Kiban	a	the			Placid Kibans		the
ckglb3	Kiban Scout	a	the			Kiban Scouts		the
ckglb4	Moderate Kiban	a	the			Moderate Kibans		the
ckglc1	Moderate Kiban	a	the			Moderate Kibans		the
ckglc2	Strong Kiban	a	the			Strong Kibans		the
ckglc3	Kiban Weevil	a	the			Kiban Weevils		the
ckglc4	Kiban Migrator	a	the			Kiban Migrators		the
ckgld1	Kiban Migrator	a	the			Kiban Migrators		the
ckgld2	Palmer Kiban	a	the			Palmer Kibans		the
ckgld3	Kiban Prowler	a	the			Kiban Prowlers		the
ckgld4	Thorny Kiban	a	the			Thorny Kibans		the
ckgle1	Thorny Kiban	a	the			Thorny Kibans		the
ckgle2	Nettled Kiban	a	the			Nettled Kibans		the
ckgle3	Incensed Kiban	an	the			Incensed Kibans		the
ckgle4	Lacerating Kiban	a	the			Lacerating Kibans		the
ckgle5	Lerching	the	the			Lerchings		the
ckglf1	Lacerating Kiban	a	the			Lacerating Kibans		the
ckglf2	Kiban Hunter	a	the			Kiban Hunters		the
ckglf3	Kiban Queen	a	the			Kiban Queens		the
ckgpa1	Kiban Worker	a	the			Kiban Workers		the
ckgpa2	Puny Kiban	a	the			Puny Kibans		the
ckgpa3	Little Kiban	a	the			Little Kibans		the
ckgpa4	Feeble Kiban	a	the			Feeble Kibans		the
ckgpb1	Feeble Kiban	a	the			Feeble Kibans		the
ckgpb2	Placid Kiban	a	the			Placid Kibans		the
ckgpb3	Kiban Scout	a	the			Kiban Scouts		the
ckgpb4	Moderate Kiban	a	the			Moderate Kibans		the
ckgpc1	Moderate Kiban	a	the			Moderate Kibans		the
ckgpc2	Strong Kiban	a	the			Strong Kibans		the
ckgpc3	Kiban Weevil	a	the			Kiban Weevils		the
ckgpd1	Kiban Migrator	a	the			Kiban Migrators		the
ckgpd2	Palmer Kiban	a	the			Palmer Kibans		the
ckgpd3	Kiban Prowler	a	the			Kiban Prowlers		the
ckgpd4	Thorny Kiban	a	the			Thorny Kibans		the
ckgpe1	Thorny Kiban	a	the			Thorny Kibans		the
ckgpe2	Nettled Kiban	a	the			Nettled Kibans		the
ckgpe3	Incensed Kiban	an	the			Incensed Kibans		the
ckgpe4	Lacerating Kiban	a	the			Lacerating Kibans		the
ckgpf1	Lacerating Kiban	a	the			Lacerating Kibans		the
ckgpf2	Kiban Hunter	a	the			Kiban Hunters		the
ckgpf3	Kiban Queen	a	the			Kiban Queens		the
ckhda1	Kipee Worker	a	the			Kipees Workers		the
ckhda2	Puny Kipee	a	the			Puny Kipees		the
ckhda3	Little Kipee	a	the			Little Kipees		the
ckhda4	Feeble Kipee	a	the			Feeble Kipees		the
ckhdb1	Feeble Kipee	a	the			Feeble Kipees		the
ckhdb2	Placid Kipee	a	the			Placid Kipees		the
ckhdb3	Kipee Scout	a	the			Kipees Scouts		the
ckhdb4	Moderate Kipee	a	the			Moderate Kipees		the
ckhdc1	Moderate Kipee	a	the			Moderate Kipees		the
ckhdc2	Strong Kipee	a	the			Strong Kipees		the
ckhdc3	Kipee Weevil	a	the			Kipees Weevils		the
ckhdc4	Kipee Migrator	a	the			Kipees Migrators		the
ckhdd1	Kipee Migrator	a	the			Kipees Migrators		the
ckhdd2	Palmer Kipee	a	the			Palmer Kipees		the
ckhdd3	Kipee Prowler	a	the			Kipees Prowlers		the
ckhdd4	Thorny Kipee	a	the			Thorny Kipees		the
ckhde1	Thorny Kipee	a	the			Thorny Kipees		the
ckhde2	Nettled Kipee	a	the			Nettled Kipees		the
ckhde3	Incensed Kipee	an	the			Incensed Kipees		the
ckhde4	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhde5	Klops	the	the			Klopss		the
ckhdf1	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhdf2	Kipee Hunter	a	the			Kipees Hunters		the
ckhdf3	Kipee Queen	a	the			Kipees Queens		the
ckhfa1	Kipee Worker	a	the			Kipees Workers		the
ckhfa2	Puny Kipee	a	the			Puny Kipees		the
ckhfa3	Little Kipee	a	the			Little Kipees		the
ckhfa4	Feeble Kipee	a	the			Feeble Kipees		the
ckhfb1	Feeble Kipee	a	the			Feeble Kipees		the
ckhfb2	Placid Kipee	a	the			Placid Kipees		the
ckhfb3	Kipee Scout	a	the			Kipees Scouts		the
ckhfb4	Moderate Kipee	a	the			Moderate Kipees		the
ckhfc1	Moderate Kipee	a	the			Moderate Kipees		the
ckhfc2	Strong Kipee	a	the			Strong Kipees		the
ckhfc3	Kipee Weevil	a	the			Kipees Weevils		the
ckhfc4	Kipee Migrator	a	the			Kipees Migrators		the
ckhfd1	Kipee Migrator	a	the			Kipees Migrators		the
ckhfd2	Palmer Kipee	a	the			Palmer Kipees		the
ckhfd3	Kipee Prowler	a	the			Kipees Prowlers		the
ckhfd4	Thorny Kipee	a	the			Thorny Kipees		the
ckhfe1	Thorny Kipee	a	the			Thorny Kipees		the
ckhfe2	Nettled Kipee	a	the			Nettled Kipees		the
ckhfe3	Incensed Kipee	an	the			Incensed Kipees		the
ckhfe4	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhff1	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhff2	Kipee Hunter	a	the			Kipees Hunters		the
ckhff3	Kipee Queen	a	the			Kipees Queens		the
ckhja1	Kipee Worker	a	the			Kipees Workers		the
ckhja2	Puny Kipee	a	the			Puny Kipees		the
ckhja3	Little Kipee	a	the			Little Kipees		the
ckhja4	Feeble Kipee	a	the			Feeble Kipees		the
ckhjb1	Feeble Kipee	a	the			Feeble Kipees		the
ckhjb2	Placid Kipee	a	the			Placid Kipees		the
ckhjb3	Kipee Scout	a	the			Kipees Scouts		the
ckhjb4	Moderate Kipee	a	the			Moderate Kipees		the
ckhjc1	Moderate Kipee	a	the			Moderate Kipees		the
ckhjc2	Strong Kipee	a	the			Strong Kipees		the
ckhjc3	Kipee Weevil	a	the			Kipees Weevils		the
ckhjc4	Kipee Migrator	a	the			Kipees Migrators		the
ckhjd1	Kipee Migrator	a	the			Kipees Migrators		the
ckhjd2	Palmer Kipee	a	the			Palmer Kipees		the
ckhjd3	Kipee Prowler	a	the			Kipees Prowlers		the
ckhjd4	Thorny Kipee	a	the			Thorny Kipees		the
ckhje1	Thorny Kipee	a	the			Thorny Kipees		the
ckhje2	Nettled Kipee	a	the			Nettled Kipees		the
ckhje3	Incensed Kipee	an	the			Incensed Kipees		the
ckhje4	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhjf1	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhjf2	Kipee Hunter	a	the			Kipees Hunters		the
ckhjf3	Kipee Queen	a	the			Kipees Queens		the
ckhla1	Kipee Worker	a	the			Kipees Workers		the
ckhla2	Puny Kipee	a	the			Puny Kipees		the
ckhla3	Little Kipee	a	the			Little Kipees		the
ckhla4	Feeble Kipee	a	the			Feeble Kipees		the
ckhlb1	Feeble Kipee	a	the			Feeble Kipees		the
ckhlb2	Placid Kipee	a	the			Placid Kipees		the
ckhlb3	Kipee Scout	a	the			Kipees Scouts		the
ckhlb4	Moderate Kipee	a	the			Moderate Kipees		the
ckhlc1	Moderate Kipee	a	the			Moderate Kipees		the
ckhlc2	Strong Kipee	a	the			Strong Kipees		the
ckhlc3	Kipee Weevil	a	the			Kipees Weevils		the
ckhlc4	Kipee Migrator	a	the			Kipees Migrators		the
ckhld1	Kipee Migrator	a	the			Kipees Migrators		the
ckhld2	Palmer Kipee	a	the			Palmer Kipees		the
ckhld3	Kipee Prowler	a	the			Kipees Prowlers		the
ckhld4	Thorny Kipee	a	the			Thorny Kipees		the
ckhle1	Thorny Kipee	a	the			Thorny Kipees		the
ckhle2	Nettled Kipee	a	the			Nettled Kipees		the
ckhle3	Incensed Kipee	an	the			Incensed Kipees		the
ckhle4	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhlf1	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhlf2	Kipee Hunter	a	the			Kipees Hunters		the
ckhlf3	Kipee Queen	a	the			Kipees Queens		the
ckhpa1	Kipee Worker	a	the			Kipees Workers		the
ckhpa2	Puny Kipee	a	the			Puny Kipees		the
ckhpa3	Little Kipee	a	the			Little Kipees		the
ckhpa4	Feeble Kipee	a	the			Feeble Kipees		the
ckhpb1	Feeble Kipee	a	the			Feeble Kipees		the
ckhpb2	Placid Kipee	a	the			Placid Kipees		the
ckhpb3	Kipee Scout	a	the			Kipees Scouts		the
ckhpb4	Moderate Kipee	a	the			Moderate Kipees		the
ckhpc1	Moderate Kipee	a	the			Moderate Kipees		the
ckhpc2	Strong Kipee	a	the			Strong Kipees		the
ckhpc3	Kipee Weevil	a	the			Kipees Weevils		the
ckhpc4	Kipee Migrator	a	the			Kipees Migrators		the
ckhpd1	Kipee Migrator	a	the			Kipees Migrators		the
ckhpd2	Palmer Kipee	a	the			Palmer Kipees		the
ckhpd3	Kipee Prowler	a	the			Kipees Prowlers		the
ckhpd4	Thorny Kipee	a	the			Thorny Kipees		the
ckhpe1	Thorny Kipee	a	the			Thorny Kipees		the
ckhpe2	Nettled Kipee	a	the			Nettled Kipees		the
ckhpe3	Incensed Kipee	an	the			Incensed Kipees		the
ckhpe4	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhpf1	Lacerating Kipee	a	the			Lacerating Kipees		the
ckhpf2	Kipee Hunter	a	the			Kipees Hunters		the
ckhpf3	Kipee Queen	a	the			Kipees Queens		the
ckida1	Kizoar Worker	a	the			 Kizoar Workers		the
ckida2	Puny Kizoar	a	the			Puny Kizoars		the
ckida3	Little Kizoar	a	the			Little Kizoars		the
ckida4	Feeble Kizoar	a	the			Feeble Kizoars		the
ckidb1	Feeble Kizoar	a	the			Feeble Kizoars		the
ckidb2	Placid Kizoar	a	the			Placid Kizoars		the
ckidb3	Kizoar Scout	a	the			Kizoar Scouts		the
ckidb4	Moderate Kizoar	a	the			Moderate Kizoars		the
ckidc1	Moderate Kizoar	a	the			Moderate Kizoars		the
ckidc2	Strong Kizoar	a	the			Strong Kizoars		the
ckidc3	Kizoar Weevil	a	the			Kizoar Weevils		the
ckidc4	Kizoar Migrator	a	the			Kizoar Migrators		the
ckidd1	Kizoar Migrator	a	the			Kizoar Migrators		the
ckidd2	Palmer Kizoar	a	the			Palmer Kizoars		the
ckidd3	Kizoar Prowler	a	the			Kizoar Prowlers		the
ckidd4	Thorny Kizoar	a	the			Thorny Kizoars		the
ckide1	Thorny Kizoar	a	the			Thorny Kizoars		the
ckide2	Nettled Kizoar	a	the			Nettled Kizoars		the
ckide3	Incensed Kizoar	an	the			Incensed Kizoars		the
ckide4	Lacerating Kizoar	a	the			Lacerating Kizoars		the
ckidf1	Lacerating Kizoar	a	the			Lacerating Kizoars		the
ckidf2	Kizoar Hunter	a	the			Kizoar Hunters		the
ckidf3	Kizoar Queen	a	the			Kizoar Queens		the
ckifc1	Kizoar							
ckifc2	Kizoar							
ckifc3	Kizoar							
ckifc4	Kizoar							
ckifd1	Kizoar							
ckifd2	Kizoar							
ckifd3	Kizoar							
ckifd4	Kizoar							
ckife1	Kizoar							
ckife2	Kizoar							
ckife3	Kizoar							
ckife4	Kizoar							
ckiff1	Kizoar							
ckiff2	Kizoar							
ckiff3	Kizoar							
ckiff4	Kizoar							
ckiga1	Kizoar Worker	a	the			 Kizoar Workers		the
ckiga2	Puny Kizoar	a	the			Puny Kizoars		the
ckiga3	Little Kizoar	a	the			Little Kizoars		the
ckiga4	Feeble Kizoar	a	the			Feeble Kizoars		the
ckigb1	Feeble Kizoar	a	the			Feeble Kizoars		the
ckigb2	Placid Kizoar	a	the			Placid Kizoars		the
ckigb3	Kizoar Scout	a	the			Kizoar Scouts		the
ckigb4	Moderate Kizoar	a	the			Moderate Kizoars		the
ckigc1	Moderate Kizoar	a	the			Moderate Kizoars		the
ckigc2	Strong Kizoar	a	the			Strong Kizoars		the
ckigc3	Kizoar Weevil	a	the			Kizoar Weevils		the
ckigc4	Kizoar Migrator	a	the			Kizoar Migrators		the
ckigd1	Kizoar Migrator	a	the			Kizoar Migrators		the
ckigd2	Palmer Kizoar	a	the			Palmer Kizoars		the
ckigd3	Kizoar Prowler	a	the			Kizoar Prowlers		the
ckigd4	Thorny Kizoar	a	the			Thorny Kizoars		the
ckige1	Thorny Kizoar	a	the			Thorny Kizoars		the
ckige2	Nettled Kizoar	a	the			Nettled Kizoars		the
ckige3	Incensed Kizoar	an	the			Incensed Kizoars		the
ckige4	Lacerating Kizoar	a	the			Lacerating Kizoars		the
ckigf1	Lacerating Kizoar	a	the			Lacerating Kizoars		the
ckigf2	Kizoar Hunter	a	the			Kizoar Hunters		the
ckigf3	Kizoar Queen	a	the			Kizoar Queens		the
ckija1	Kizoar Worker	a	the			 Kizoar Workers		the
ckija2	Puny Kizoar	a	the			Puny Kizoars		the
ckija3	Little Kizoar	a	the			Little Kizoars		the
ckija4	Feeble Kizoar	a	the			Feeble Kizoars		the
ckijb1	Feeble Kizoar	a	the			Feeble Kizoars		the
ckijb2	Placid Kizoar	a	the			Placid Kizoars		the
ckijb3	Kizoar Scout	a	the			Kizoar Scouts		the
ckijb4	Moderate Kizoar	a	the			Moderate Kizoars		the
ckijc1	Moderate Kizoar	a	the			Moderate Kizoars		the
ckijc2	Strong Kizoar	a	the			Strong Kizoars		the
ckijc3	Kizoar Weevil	a	the			Kizoar Weevils		the
ckijc4	Kizoar Migrator	a	the			Kizoar Migrators		the
ckijc5	Kizoar							
ckijd1	Kizoar Migrator	a	the			Kizoar Migrators		the
ckijd2	Palmer Kizoar	a	the			Palmer Kizoars		the
ckijd3	Kizoar Prowler	a	the			Kizoar Prowlers		the
ckijd4	Thorny Kizoar	a	the			Thorny Kizoars		the
ckije1	Thorny Kizoar	a	the			Thorny Kizoars		the
ckije2	Nettled Kizoar	a	the			Nettled Kizoars		the
ckije3	Incensed Kizoar	an	the			Incensed Kizoars		the
ckije4	Lacerating Kizoar	a	the			Lacerating Kizoars		the
ckijf1	Lacerating Kizoar	a	the			Lacerating Kizoars		the
ckijf2	Kizoar Hunter	a	the			Kizoar Hunters		the
ckijf3	Kizoar Queen	a	the			Kizoar Queens		the
ckilc1	Kizoar							
ckilc2	Kizoar							
ckilc3	Kizoar							
ckilc4	Kizoar							
ckild1	Kizoar							
ckild2	Kizoar							
ckild3	Kizoar							
ckild4	Kizoar							
ckile1	Kizoar							
ckile2	Kizoar							
ckile3	Kizoar							
ckile4	Kizoar							
ckilf1	Kizoar							
ckilf2	Kizoar							
ckilf3	Kizoar							
ckilf4	Kizoar							
ckipa1	Kizoar Worker	a	the			 Kizoar Workers		the
ckipa2	Puny Kizoar	a	the			Puny Kizoars		the
ckipa3	Little Kizoar	a	the			Little Kizoars		the
ckipa4	Feeble Kizoar	a	the			Feeble Kizoars		the
ckipb1	Feeble Kizoar	a	the			Feeble Kizoars		the
ckipb2	Placid Kizoar	a	the			Placid Kizoars		the
ckipb3	Kizoar Scout	a	the			Kizoar Scouts		the
ckipb4	Moderate Kizoar	a	the			Moderate Kizoars		the
ckipc1	Moderate Kizoar	a	the			Moderate Kizoars		the
ckipc2	Strong Kizoar	a	the			Strong Kizoars		the
ckipc3	Kizoar Weevil	a	the			Kizoar Weevils		the
ckipc4	Kizoar Migrator	a	the			Kizoar Migrators		the
ckipd1	Kizoar Migrator	a	the			Kizoar Migrators		the
ckipd2	Palmer Kizoar	a	the			Palmer Kizoars		the
ckipd3	Kizoar Prowler	a	the			Kizoar Prowlers		the
ckipd4	Thorny Kizoar	a	the			Thorny Kizoars		the
ckipe1	Thorny Kizoar	a	the			Thorny Kizoars		the
ckipe2	Nettled Kizoar	a	the			Nettled Kizoars		the
ckipe3	Incensed Kizoar	an	the			Incensed Kizoars		the
ckipe4	Lacerating Kizoar	a	the			Lacerating Kizoars		the
ckipf1	Lacerating Kizoar	a	the			Lacerating Kizoars		the
ckipf2	Kizoar Hunter	a	the			Kizoar Hunters		the
ckipf3	Kizoar Queen	a	the			Kizoar Queens		the
ckjdd1	Kipesta							
ckjdd2	Kipesta							
ckjdd3	Kipesta							
ckjdd4	Kipesta							
ckjde1	Kipesta							
ckjde2	Kipesta							
ckjde3	Kipesta							
ckjde4	Kipesta							
ckjdf1	Kipesta							
ckjdf2	Kipesta							
ckjdf3	Kipesta							
ckjdf4	Kipesta							
ckjfd1	Kipesta							
ckjfd2	Kipesta							
ckjfd3	Kipesta							
ckjfd4	Kipesta							
ckjfe1	Kipesta							
ckjfe2	Kipesta							
ckjfe3	Kipesta							
ckjfe4	Kipesta							
ckjff1	Kipesta							
ckjff2	Kipesta							
ckjff3	Kipesta							
ckjff4	Kipesta							
ckjga1	Kipesta Worker	a	the			Kipesta Workers		the
ckjga2	Puny Kipesta	a	the			Puny Kipestas		the
ckjga3	Little Kipesta	a	the			Little Kipestas		the
ckjga4	Feeble Kipesta	a	the			Feeble Kipestas		the
ckjgb1	Feeble Kipesta	a	the			Feeble Kipestas		the
ckjgb2	Placid Kipesta	a	the			Placid Kipestas		the
ckjgb3	Kipesta Scout	a	the			Kipesta Scouts		the
ckjgb4	Moderate Kipesta	a	the			Moderate Kipestas		the
ckjgc1	Moderate Kipesta	a	the			Moderate Kipestas		the
ckjgc2	Strong Kipesta	a	the			Strong Kipestas		the
ckjgc3	Kipesta Weevil	a	the			Kipesta Weevils		the
ckjgc4	Kipesta Migrator	a	the			Kipesta Migrators		the
ckjgd1	Kipesta Migrator	a	the			Kipesta Migrators		the
ckjgd2	Palmer Kipesta	a	the			Palmer Kipestas		the
ckjgd3	Kipesta Prowler	a	the			Kipesta Prowlers		the
ckjgd4	Thorny Kipesta	a	the			Thorny Kipestas		the
ckjge1	Thorny Kipesta	a	the			Thorny Kipestas		the
ckjge2	Nettled Kipesta	a	the			Nettled Kipestas		the
ckjge3	Incensed Kipesta	an	the			Incensed Kipestas		the
ckjge4	Lacerating Kipesta	a	the			Lacerating Kipestas		the
ckjgf1	Lacerating Kipesta	a	the			Lacerating Kipestas		the
ckjgf2	Kipesta Hunter	a	the			Kipesta Hunters		the
ckjgf3	Kipesta Queen	a	the			Kipesta Queens		the
ckjjd1	Kipesta							
ckjjd2	Kipesta							
ckjjd3	Kipesta							
ckjjd4	Kipesta							
ckjje1	Kipesta							
ckjje2	Kipesta							
ckjje3	Kipesta							
ckjje4	Kipesta							
ckjjf1	Kipesta							
ckjjf2	Kipesta							
ckjjf3	Kipesta							
ckjjf4	Kipesta							
ckjld1	Kipesta							
ckjld2	Kipesta							
ckjld3	Kipesta							
ckjld4	Kipesta							
ckjle1	Kipesta							
ckjle2	Kipesta							
ckjle3	Kipesta							
ckjle4	Kipesta							
ckjlf1	Kipesta							
ckjlf2	Kipesta							
ckjlf3	Kipesta							
ckjlf4	Kipesta							
ckjpa1	Kipesta Worker	a	the			Kipesta Workers		the
ckjpa2	Puny Kipesta	a	the			Puny Kipestas		the
ckjpa3	Little Kipesta	a	the			Little Kipestas		the
ckjpa4	Feeble Kipesta	a	the			Feeble Kipestas		the
ckjpb1	Feeble Kipesta	a	the			Feeble Kipestas		the
ckjpb2	Placid Kipesta	a	the			Placid Kipestas		the
ckjpb3	Kipesta Scout	a	the			Kipesta Scouts		the
ckjpb4	Moderate Kipesta	a	the			Moderate Kipestas		the
ckjpc1	Moderate Kipesta	a	the			Moderate Kipestas		the
ckjpc2	Strong Kipesta	a	the			Strong Kipestas		the
ckjpc3	Kipesta Weevil	a	the			Kipesta Weevils		the
ckjpc4	Kipesta Migrator	a	the			Kipesta Migrators		the
ckjpd1	Kipesta Migrator	a	the			Kipesta Migrators		the
ckjpd2	Palmer Kipesta	a	the			Palmer Kipestas		the
ckjpd3	Kipesta Prowler	a	the			Kipesta Prowlers		the
ckjpd4	Thorny Kipesta	a	the			Thorny Kipestas		the
ckjpe1	Thorny Kipesta	a	the			Thorny Kipestas		the
ckjpe2	Nettled Kipesta	a	the			Nettled Kipestas		the
ckjpe3	Incensed Kipesta	an	the			Incensed Kipestas		the
ckjpe4	Lacerating Kipesta	a	the			Lacerating Kipestas		the
ckjpf1	Lacerating Kipesta	a	the			Lacerating Kipestas		the
ckjpf2	Kipesta Hunter	a	the			Kipesta Hunters		the
ckjpf3	Kipesta Queen	a	the			Kipesta Queens		the
cpaga1	Weeny Jubla	a	the			Weeny Jublas		the
cpaga2	Puny Jubla	a	the			Puny Jublas		the
cpaga3	Little Jubla	a	the			Little Jublas		the
cpaga4	Feeble Jubla	a	the			Feeble Jublas		the
cpagb1	Feeble Jubla	a	the			Feeble Jublas		the
cpagb2	Mild Jubla	a	the			Mild Jublas		the
cpagb3	Minor Jubla	a	the			Minor Jublas		the
cpagb4	Moderate Jubla	a	the			Moderate Jublas		the
cpagc1	Moderate Jubla	a	the			Moderate Jublas		the
cpagc2	Strong Jubla	a	the			Strong Jublas		the
cpagc3	Vile Jubla	a	the			Vile Jublas		the
cpagc4	Wild Jubla	a	the			Wild Jublas		the
cpagd1	Wild Jubla	a	the			Wild Jublas		the
cpagd2	Powerful Jubla	a	the			Powerful Jublas		the
cpagd3	Parched Jubla	a	the			Parched Jublas		the
cpagd4	Hungry Jubla	a	the			Hungry Jublas		the
cpage1	Hungry Jubla	a	the			Hungry Jublas		the
cpage2	Preying Jubla	a	the			Preying Jublas		the
cpage3	Incensed Jubla	an	the			Incensed Jublas		the
cpage4	Lacerating Jubla	a	the			Lacerating Jublas		the
cpagf1	Lacerating Jubla	a	the			Lacerating Jublas		the
cpagf2	Awesome Jubla	an	the			Awesome Jublas		the
cpagf3	Great Jubla	a	the			Great Jublas		the
cpapa1	Weeny Jubla	a	the			Weeny Jublas		the
cpapa2	Puny Jubla	a	the			Puny Jublas		the
cpapa3	Little Jubla	a	the			Little Jublas		the
cpapa4	Feeble Jubla	a	the			Feeble Jublas		the
cpapb1	Feeble Jubla	a	the			Feeble Jublas		the
cpapb2	Mild Jubla	a	the			Mild Jublas		the
cpapb3	Minor Jubla	a	the			Minor Jublas		the
cpapb4	Moderate Jubla	a	the			Moderate Jublas		the
cpapc1	Moderate Jubla	a	the			Moderate Jublas		the
cpapc2	Strong Jubla	a	the			Strong Jublas		the
cpapc3	Vile Jubla	a	the			Vile Jublas		the
cpapc4	Wild Jubla	a	the			Wild Jublas		the
cpapd1	Wild Jubla	a	the			Wild Jublas		the
cpapd2	Powerful Jubla	a	the			Powerful Jublas		the
cpapd3	Parched Jubla	a	the			Parched Jublas		the
cpapd4	Hungry Jubla	a	the			Hungry Jublas		the
cpape1	Hungry Jubla	a	the			Hungry Jublas		the
cpape2	Preying Jubla	a	the			Preying Jublas		the
cpape3	Incensed Jubla	an	the			Incensed Jublas		the
cpape4	Lacerating Jubla	a	the			Lacerating Jublas		the
cpapf1	Lacerating Jubla	a	the			Lacerating Jublas		the
cpapf2	Awesome Jubla	an	the			Awesome Jublas		the
cpapf3	Great Jubla	a	the			Great Jublass		the
cpbga1	Weeny Stinga	a	the			Weeny Stingas		the
cpbga2	Puny Stinga	a	the			Puny Stingas		the
cpbga3	Little Stinga	a	the			Little Stingas		the
